,,,,,Voting,Voting,Voting,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,-additional
ORV,C,Joakim Noah,25,CHI,5,595,0.008,0,,,48,32.8,11.7,10.4,2.2,1.0,1.5,.525,.000,.739,6.7,.205,noahjo01
ORV,C,Marc Gasol,26,MEM,3,595,0.005,0,,,81,31.9,11.7,7.0,2.5,0.9,1.7,.527,.429,.748,7.9,.146,gasolma01
ORV,C,Al Jefferson,26,UTA,3,595,0.005,0,,,82,35.9,18.6,9.7,1.8,0.6,1.9,.496,,.761,7.8,.128,jeffeal01
ORV,C,Kendrick Perkins,26,TOT,3,595,0.005,0,,,29,25.6,6.0,8.0,0.9,0.3,0.9,.515,,.556,1.0,.063,perkike01
ORV,C,Andrea Bargnani,25,TOR,2,595,0.003,0,0,2,66,35.7,21.4,5.2,1.8,0.5,0.7,.448,.345,.820,2.5,.052,bargnan01
ORV,F,Chris Bosh,26,MIA,2,595,0.003,0,0,2,77,36.3,18.7,8.3,1.9,0.8,0.6,.496,.240,.815,10.3,.177,boshch01
ORV,G,Ray Allen,35,BOS,1,595,0.002,0,0,1,80,36.1,16.5,3.4,2.7,1.0,0.2,.491,.444,.881,10.0,.166,allenra02
ORV,F,Luol Deng,25,CHI,1,595,0.002,0,0,1,82,39.1,17.4,5.8,2.8,1.0,0.6,.460,.345,.753,9.9,.149,denglu01
ORV,G,Eric Gordon,22,LAC,1,595,0.002,0,0,1,56,37.7,22.3,2.9,4.4,1.3,0.3,.450,.364,.825,5.3,.120,gordoer01
ORV,F,Andre Iguodala,27,PHI,1,595,0.002,0,0,1,67,36.9,14.1,5.8,6.3,1.5,0.6,.445,.337,.693,6.7,.130,iguodan01
ORV,G,Jason Kidd,37,DAL,1,595,0.002,0,0,1,80,33.2,7.9,4.4,8.2,1.7,0.4,.361,.340,.870,6.4,.116,kiddja01
ORV,C,Emeka Okafor,28,NOH,1,595,0.002,0,0,1,72,31.8,10.3,9.5,0.6,0.6,1.8,.573,.000,.562,6.5,.136,okafoem01
ORV,F,Luis Scola,30,HOU,1,595,0.002,0,0,1,74,32.6,18.3,8.2,2.5,0.6,0.6,.504,.000,.738,5.5,.110,scolalu01
ORV,F,Gerald Wallace,28,TOT,1,595,0.002,0,0,1,71,37.9,15.7,8.0,2.4,1.5,0.9,.454,.333,.746,6.2,.111,wallage01
