,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
10,Keita Bates-Diop,Oct 26 '18 MIN vs. MIL,23,6,276,4538,632,1331,146,437,281,375,207,842,239,144,99,154,241,1691,.475,.334,.749,16.4,6.1,3.1,0.9,0.5,0.4,bateske01
11,Dairis Bertāns,Mar 10 '19 NOP @ ATL,29,1,12,167,12,47,10,34,0,0,2,9,10,1,0,2,7,34,.255,.294,,13.9,2.8,0.8,0.8,0.1,0.0,bertada02
12,Jaron Blossomgame,Dec 5 '18 CLE vs. GSW,25,1,27,439,47,106,10,39,10,13,26,98,13,7,8,11,20,114,.443,.256,.769,16.3,4.2,3.6,0.5,0.3,0.3,blossja01
13,Jonah Bolden,Oct 16 '18 PHI @ BOS,23,2,51,686,84,173,34,100,15,31,50,174,40,20,41,38,109,217,.486,.340,.484,13.5,4.3,3.4,0.8,0.4,0.8,boldejo01
14,Isaac Bonga,Dec 7 '18 LAL @ SAS,19,4,143,1871,156,361,39,130,88,116,102,320,118,73,37,88,238,439,.432,.300,.759,13.1,3.1,2.2,0.8,0.5,0.3,bongais01
15,Mikal Bridges,Oct 17 '18 PHO vs. DAL,22,6,453,14767,2359,4866,747,2010,977,1155,402,1870,1136,554,269,525,881,6442,.485,.372,.846,32.6,14.2,4.1,2.5,1.2,0.6,bridgmi01
16,Miles Bridges,Oct 17 '18 CHO vs. MIL,20,5,341,10329,1874,3985,556,1583,657,805,375,2016,819,265,242,502,670,4961,.470,.351,.816,30.3,14.5,5.9,2.4,0.8,0.7,bridgmi02
17,Isaiah Briscoe,Oct 19 '18 ORL vs. CHO,22,1,39,559,55,138,11,34,15,26,5,74,87,11,2,31,66,136,.399,.324,.577,14.3,3.5,1.9,2.2,0.3,0.1,briscis01
18,Ryan Broekhoff,Oct 17 '18 DAL @ PHO,28,2,59,633,79,185,58,144,22,27,13,106,33,11,8,22,50,238,.427,.403,.815,10.7,4.0,1.8,0.6,0.2,0.1,broekry01
19,Bruce Brown,Oct 17 '18 DET vs. BRK,22,6,401,10051,1384,2889,245,734,527,687,426,1712,983,373,212,438,969,3540,.479,.334,.767,25.1,8.8,4.3,2.5,0.9,0.5,brownbr01
20,Troy Brown Jr.,Oct 24 '18 WAS @ GSW,19,6,340,6444,801,1866,295,831,231,296,248,1232,489,220,41,226,450,2128,.429,.355,.780,19.0,6.3,3.6,1.4,0.6,0.1,browntr01
21,Jalen Brunson,Oct 17 '18 DAL @ PHO,22,6,402,11232,2416,4937,565,1444,1073,1307,189,1294,1829,274,38,642,727,6470,.489,.391,.821,27.9,16.1,3.2,4.5,0.7,0.1,brunsja01
22,Deonte Burton,Oct 19 '18 OKC @ LAC,25,3,73,602,76,209,18,81,16,26,11,85,26,13,18,28,65,186,.364,.222,.615,8.2,2.5,1.2,0.4,0.2,0.2,burtode02
23,Jevon Carter,Dec 15 '18 MEM vs. HOU,23,6,362,5736,696,1763,422,1094,102,127,116,634,585,223,93,223,479,1916,.395,.386,.803,15.8,5.3,1.8,1.6,0.6,0.3,carteje01
24,Wendell Carter Jr.,Oct 18 '18 CHI @ PHI,19,6,295,8197,1422,2740,218,649,689,942,680,2530,592,176,230,479,870,3751,.519,.336,.731,27.8,12.7,8.6,2.0,0.6,0.8,cartewe01
25,Troy Caupain,Dec 31 '18 ORL @ CHO,23,1,4,16,4,8,2,3,0,0,1,3,4,1,0,0,0,10,.500,.667,,4.0,2.5,0.8,1.0,0.3,0.0,caupatr01
26,Joe Chealey,Jan 30 '19 CHO @ BOS,23,2,5,41,1,10,0,4,2,2,0,0,2,4,0,2,3,4,.100,.000,1.000,8.2,0.8,0.0,0.4,0.8,0.0,chealjo01
27,Chris Chiozza,Mar 24 '19 HOU @ NOP,23,4,91,1038,112,317,59,172,20,25,22,117,217,42,11,81,90,303,.353,.343,.800,11.4,3.3,1.3,2.4,0.5,0.1,chiozch01
28,Gary Clark,Oct 17 '18 HOU vs. NOP,24,4,170,2240,177,504,139,427,31,37,117,431,84,52,62,44,148,524,.351,.326,.838,13.2,3.1,2.5,0.5,0.3,0.4,clarkga01
29,Bonzie Colson,Feb 25 '19 MIL @ CHI,23,1,8,98,13,39,5,21,8,9,8,30,3,5,1,3,3,39,.333,.238,.889,12.3,4.9,3.8,0.4,0.6,0.1,colsobo01
30,Mitch Creek,Jan 25 '19 BRK vs. NYK,26,1,5,48,8,16,0,2,5,7,6,12,6,2,0,1,3,21,.500,.000,.714,9.6,4.2,2.4,1.2,0.4,0.0,creekmi01
31,Tyler Davis,Nov 28 '18 OKC vs. CLE,21,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,.000,,,1.0,0.0,1.0,0.0,0.0,0.0,davisty01
32,Ángel Delgado,Feb 7 '19 LAC @ IND,24,1,2,15,1,5,0,0,1,2,2,4,0,1,0,0,2,3,.200,,.500,7.5,1.5,2.0,0.0,0.5,0.0,delgaan01
33,Marcus Derrickson,Nov 10 '18 GSW vs. BRK,22,1,11,67,16,33,10,20,4,5,8,13,1,0,1,3,9,46,.485,.500,.800,6.1,4.2,1.2,0.1,0.0,0.1,derrima01
34,Hamidou Diallo,Oct 16 '18 OKC @ GSW,20,6,265,4918,908,1834,76,277,380,610,269,1009,283,225,76,280,580,2272,.495,.274,.623,18.6,8.6,3.8,1.1,0.8,0.3,diallha01
35,Donte DiVincenzo,Oct 17 '18 MIL @ CHO,22,6,333,8203,1192,2787,652,1740,304,397,332,1462,906,388,82,458,583,3340,.428,.375,.766,24.6,10.0,4.4,2.7,1.2,0.2,divindo01
36,Luka Dončić,Oct 17 '18 DAL @ PHO,19,6,383,13304,3716,7898,1122,3253,2376,3187,370,3298,3147,446,175,1523,863,10930,.470,.345,.746,34.7,28.5,8.6,8.2,1.2,0.5,doncilu01
37,Trevon Duval,Feb 8 '19 MIL @ DAL,20,1,3,6,2,3,1,1,0,0,0,1,2,0,0,0,0,5,.667,1.000,,2.0,1.7,0.3,0.7,0.0,0.0,duvaltr01
38,Vince Edwards,Nov 15 '18 HOU vs. GSW,22,1,2,16,1,4,1,4,0,0,1,2,0,0,0,0,0,3,.250,.250,,8.0,1.5,1.0,0.0,0.0,0.0,edwarvi01
39,Drew Eubanks,Oct 20 '18 SAS @ POR,21,6,303,4836,729,1197,18,47,347,476,440,1390,302,117,259,274,513,1823,.609,.383,.729,16.0,6.0,4.6,1.0,0.4,0.9,eubandr01
40,Jacob Evans,Oct 22 '18 GSW vs. PHO,21,2,59,622,63,187,17,54,25,30,15,66,54,16,15,36,69,168,.337,.315,.833,10.5,2.8,1.1,0.9,0.3,0.3,evansja02
41,Melvin Frazier,Nov 2 '18 ORL vs. LAC,22,3,32,290,35,103,9,43,8,15,10,28,5,11,2,9,25,87,.340,.209,.533,9.1,2.7,0.9,0.2,0.3,0.1,frazime01
42,Billy Garrett,Apr 3 '19 NYK @ ORL,24,1,4,63,11,27,0,8,4,4,0,3,7,1,1,2,3,26,.407,.000,1.000,15.8,6.5,0.8,1.8,0.3,0.3,garrebi01
43,Harry Giles,Oct 17 '18 SAC vs. UTA,20,4,159,1920,378,741,11,43,119,180,152,570,180,62,56,143,338,886,.510,.256,.661,12.1,5.6,3.6,1.1,0.4,0.4,gilesha01
44,Shai Gilgeous-Alexander,Oct 17 '18 LAC vs. DEN,20,6,371,12206,2945,5934,433,1226,2096,2458,272,1755,1800,514,283,856,849,8419,.496,.353,.853,32.9,22.7,4.7,4.9,1.4,0.8,gilgesh01
45,Brandon Goodwin,Dec 18 '18 DEN vs. DAL,23,4,133,1609,230,590,79,251,89,122,34,211,251,54,5,104,130,628,.390,.315,.730,12.1,4.7,1.6,1.9,0.4,0.0,goodwbr01
46,Devonte' Graham,Oct 22 '18 CHO @ TOR,23,6,325,8145,1162,3124,749,2106,581,716,132,738,1418,252,52,456,418,3654,.372,.356,.811,25.1,11.2,2.3,4.4,0.8,0.2,grahade01
47,Donte Grantham,Feb 7 '19 OKC vs. MEM,23,1,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,.000,.000,,0.7,0.0,0.0,0.0,0.0,0.0,grantdo01
48,Dusty Hannahs,Mar 31 '19 MEM @ LAC,25,2,4,39,7,21,2,8,4,4,0,2,5,1,0,1,2,20,.333,.250,1.000,9.8,5.0,0.5,1.3,0.3,0.0,hannadu01
49,Isaiah Hartenstein,Oct 17 '18 HOU vs. NOP,20,6,302,5272,714,1221,27,87,293,423,624,1650,469,198,262,288,735,1748,.585,.310,.693,17.5,5.8,5.5,1.6,0.7,0.9,harteis01
50,Haywood Highsmith,Jan 8 '19 PHI vs. WAS,22,4,122,2092,208,492,95,273,36,61,105,343,94,81,44,75,183,547,.423,.348,.590,17.1,4.5,2.8,0.8,0.7,0.4,highsha01
51,Aaron Holiday,Oct 17 '18 IND vs. MEM,22,6,365,6279,892,2130,340,887,309,365,107,606,781,231,68,342,547,2433,.419,.383,.847,17.2,6.7,1.7,2.1,0.6,0.2,holidaa01
52,Kevin Huerter,Oct 17 '18 ATL @ NYK,20,6,407,11791,1848,4156,888,2317,317,414,243,1420,1244,370,141,512,947,4901,.445,.383,.766,29.0,12.0,3.5,3.1,0.9,0.3,huertke01
53,Isaac Humphries,Apr 2 '19 ATL @ SAS,21,1,5,56,6,21,3,11,0,0,4,11,0,1,0,0,7,15,.286,.273,,11.2,3.0,2.2,0.0,0.2,0.0,humphis01
54,Chandler Hutchison,Oct 18 '18 CHI @ PHI,22,4,103,1790,216,489,34,110,92,143,55,376,79,62,18,76,140,558,.442,.309,.643,17.4,5.4,3.7,0.8,0.6,0.2,hutchch01
55,Frank Jackson,Oct 17 '18 NOP @ HOU,20,5,214,3873,656,1557,247,743,257,327,82,392,222,84,16,169,311,1816,.421,.332,.786,18.1,8.5,1.8,1.0,0.4,0.1,jacksfr01
56,Jaren Jackson Jr.,Oct 17 '18 MEM @ IND,19,6,321,9031,1967,4260,541,1561,1128,1416,437,1773,416,302,639,577,1183,5603,.462,.347,.797,28.1,17.5,5.5,1.3,0.9,2.0,jacksja02
57,Amile Jefferson,Dec 31 '18 ORL @ CHO,25,2,30,142,15,30,0,0,12,22,16,44,7,4,6,4,15,42,.500,,.545,4.7,1.4,1.5,0.2,0.1,0.2,jeffeam01
58,Alize Johnson,Oct 19 '18 IND @ MIL,22,5,76,568,76,158,5,22,32,45,77,228,32,15,10,32,56,189,.481,.227,.711,7.5,2.5,3.0,0.4,0.2,0.1,johnsal02
59,B.J. Johnson,Mar 3 '19 ATL @ CHI,23,3,21,197,29,75,10,26,11,12,11,38,3,5,1,8,11,79,.387,.385,.917,9.4,3.8,1.8,0.1,0.2,0.0,johnsbj01
60,Jemerrio Jones,Mar 31 '19 LAL @ NOP,23,2,8,158,14,36,2,10,1,2,18,52,13,8,5,5,12,31,.389,.200,.500,19.8,3.9,6.5,1.6,1.0,0.6,jonesje01
61,George King,Dec 11 '18 PHO @ SAS,25,2,5,25,0,5,0,4,1,2,0,6,0,0,0,1,4,1,.000,.000,.500,5.0,0.2,1.2,0.0,0.0,0.0,kingge03
62,Kevin Knox,Oct 17 '18 NYK vs. ATL,19,6,306,5522,807,2061,336,986,326,451,165,876,228,119,79,255,482,2276,.392,.341,.723,18.0,7.4,2.9,0.7,0.4,0.3,knoxke01
63,Rodions Kurucs,Oct 17 '18 BRK @ DET,20,3,131,2103,292,658,97,295,99,134,86,406,113,75,34,136,252,780,.444,.329,.739,16.1,6.0,3.1,0.9,0.6,0.3,kurucro01
64,Zach Lofton,Oct 17 '18 DET vs. BRK,26,1,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,.000,.000,,4.0,0.0,0.0,0.0,1.0,0.0,loftoza01
65,Jordan Loyd,Oct 29 '18 TOR @ MIL,25,1,12,55,8,18,4,8,9,11,1,9,6,0,0,2,5,29,.444,.500,.818,4.6,2.4,0.8,0.5,0.0,0.0,loydjo01
66,Daryl Macon,Oct 26 '18 DAL @ TOR,23,2,12,104,11,30,6,13,4,7,2,12,8,1,0,8,9,32,.367,.462,.571,8.7,2.7,1.0,0.7,0.1,0.0,maconda01
67,J.P. Macura,Jan 2 '19 CHO vs. DAL,23,2,3,18,3,9,0,4,0,0,0,3,2,0,0,0,0,6,.333,.000,,6.0,2.0,1.0,0.7,0.0,0.0,macurjp01
68,Yante Maten,Apr 9 '19 MIA vs. PHI,22,1,2,13,1,4,0,1,0,0,1,3,0,1,0,0,0,2,.250,.000,,6.5,1.0,1.5,0.0,0.5,0.0,matenya01
69,Tahjere McCall,Feb 27 '19 BRK vs. WAS,24,1,1,8,2,3,0,1,0,1,0,1,0,0,0,0,2,4,.667,.000,.000,8.0,4.0,1.0,0.0,0.0,0.0,mccalta01
70,De'Anthony Melton,Oct 22 '18 PHO @ GSW,20,6,348,8005,1127,2744,527,1428,380,486,258,1292,967,491,170,478,708,3161,.411,.369,.782,23.0,9.1,3.7,2.8,1.4,0.5,meltode01
71,Chimezie Metu,Oct 20 '18 SAS @ POR,21,6,246,3153,532,1077,94,316,217,280,157,824,170,115,88,174,293,1375,.494,.297,.775,12.8,5.6,3.3,0.7,0.5,0.4,metuch01
72,Shake Milton,Nov 30 '18 PHI vs. WAS,22,6,296,5834,957,2123,259,725,400,484,140,673,750,138,69,325,520,2573,.451,.357,.826,19.7,8.7,2.3,2.5,0.5,0.2,miltosh01
73,Džanan Musa,Oct 20 '18 BRK @ IND,19,2,49,526,73,194,20,88,45,62,22,91,45,17,1,40,31,211,.376,.227,.726,10.7,4.3,1.9,0.9,0.3,0.0,musadz01
74,Svi Mykhailiuk,Oct 22 '18 LAL vs. SAS,21,6,278,4419,614,1532,351,980,168,222,93,474,365,155,25,234,264,1747,.401,.358,.757,15.9,6.3,1.7,1.3,0.6,0.1,mykhasv01
75,Elie Okobo,Oct 17 '18 PHO vs. DAL,21,2,108,1677,186,471,64,203,87,118,28,188,242,56,11,107,163,523,.395,.315,.737,15.5,4.8,1.7,2.2,0.5,0.1,okoboel01
76,Josh Okogie,Oct 20 '18 MIN @ DAL,20,6,370,7293,755,1877,237,812,601,804,400,1111,445,339,155,312,660,2348,.402,.292,.748,19.7,6.3,3.0,1.2,0.9,0.4,okogijo01
77,Theo Pinson,Oct 20 '18 BRK @ IND,23,5,127,1081,116,363,59,226,55,61,26,179,141,34,7,69,100,346,.320,.261,.902,8.5,2.7,1.4,1.1,0.3,0.1,pinsoth01
78,Cameron Reynolds,Mar 3 '19 MIN @ WAS,23,2,24,299,39,96,24,63,8,9,6,36,15,6,2,5,28,110,.406,.381,.889,12.5,4.6,1.5,0.6,0.3,0.1,reynoca01
79,Duncan Robinson,Oct 24 '18 MIA vs. NYK,24,6,336,8868,1287,2971,978,2448,283,325,63,908,575,176,66,319,792,3835,.433,.400,.871,26.4,11.4,2.7,1.7,0.5,0.2,robindu01
80,Jerome Robinson,Oct 26 '18 LAC @ HOU,21,4,127,1660,193,537,80,265,68,96,21,211,134,51,28,81,192,534,.359,.302,.708,13.1,4.2,1.7,1.1,0.4,0.2,robinje01
81,Mitchell Robinson,Oct 17 '18 NYK vs. ATL,20,6,310,7677,1077,1529,0,0,352,677,1150,2491,196,285,594,220,892,2506,.704,,.520,24.8,8.1,8.0,0.6,0.9,1.9,robinmi01
82,Brandon Sampson,Jan 30 '19 CHI @ MIA,21,1,14,214,28,60,11,29,4,6,3,16,10,8,3,12,19,71,.467,.379,.667,15.3,5.1,1.1,0.7,0.6,0.2,sampsbr01
83,Collin Sexton,Oct 17 '18 CLE @ TOR,20,6,328,9879,2241,4794,474,1233,1207,1448,278,924,1147,258,42,747,743,6163,.467,.384,.834,30.1,18.8,2.8,3.5,0.8,0.1,sextoco01
84,Landry Shamet,Oct 16 '18 PHI @ BOS,21,6,346,7604,1005,2461,658,1714,357,425,81,600,568,167,53,241,616,3025,.408,.384,.840,22.0,8.7,1.7,1.6,0.5,0.2,shamela01
85,Jordan Sibert,Feb 27 '19 ATL vs. MIN,26,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1.000,1.000,,4.0,3.0,0.0,0.0,0.0,0.0,siberjo01
86,Anfernee Simons,Oct 30 '18 POR @ HOU,19,6,310,7811,1523,3528,719,1865,524,602,104,752,878,133,42,458,575,4289,.432,.386,.870,25.2,13.8,2.4,2.8,0.4,0.1,simonan01
87,Zhaire Smith,Mar 25 '19 PHI @ ORL,19,2,13,143,17,45,6,19,8,12,3,15,12,5,2,8,12,48,.378,.316,.667,11.0,3.7,1.2,0.9,0.4,0.2,smithzh01
88,Ray Spalding,Oct 17 '18 DAL @ PHO,21,2,16,167,27,51,0,4,4,14,17,52,5,9,10,12,26,58,.529,.000,.286,10.4,3.6,3.3,0.3,0.6,0.6,spaldra01
89,Omari Spellman,Oct 17 '18 ATL @ NYK,21,2,95,1691,225,539,87,238,105,137,149,413,94,59,49,85,130,642,.417,.366,.766,17.8,6.8,4.3,1.0,0.6,0.5,spellom01
90,Jared Terrell,Nov 4 '18 MIN @ POR,23,1,14,111,12,39,4,17,3,6,1,6,12,3,2,10,16,31,.308,.235,.500,7.9,2.2,0.4,0.9,0.2,0.1,terreja01
91,Emanuel Terry,Jan 27 '19 PHO @ LAL,22,2,6,41,4,12,0,0,2,4,11,22,4,4,0,7,8,10,.333,,.500,6.8,1.7,3.7,0.7,0.7,0.0,terryem01
92,Khyri Thomas,Nov 9 '18 DET @ ATL,22,3,39,409,59,152,24,76,18,24,12,39,36,19,11,13,39,160,.388,.316,.750,10.5,4.1,1.0,0.9,0.5,0.3,thomakh01
93,Gary Trent Jr.,Nov 4 '18 POR vs. MIN,20,6,326,9318,1630,3880,790,2039,509,624,125,760,477,386,70,232,502,4559,.420,.387,.816,28.6,14.0,2.3,1.5,1.2,0.2,trentga02
94,Allonzo Trier,Oct 17 '18 NYK vs. ATL,23,2,88,1750,283,624,71,185,213,266,37,226,147,31,18,138,146,850,.454,.384,.801,19.9,9.7,2.6,1.7,0.4,0.2,trieral01
95,Jarred Vanderbilt,Jan 25 '19 DEN vs. PHO,19,6,273,5594,675,1189,40,138,271,420,554,1744,395,291,120,266,551,1661,.568,.290,.645,20.5,6.1,6.4,1.4,1.1,0.4,vandeja01
96,Moritz Wagner,Nov 17 '18 LAL @ ORL,21,6,312,5159,966,1882,222,697,584,714,305,1212,372,153,94,342,701,2738,.513,.319,.818,16.5,8.8,3.9,1.2,0.5,0.3,wagnemo01
97,Lonnie Walker IV,Jan 3 '19 SAS vs. TOR,20,6,305,6266,1134,2668,433,1199,354,444,78,687,452,170,80,269,410,3055,.425,.361,.797,20.5,10.0,2.3,1.5,0.6,0.3,walkelo01
98,Brad Wanamaker,Oct 16 '18 BOS vs. PHI,29,4,191,3085,355,843,73,243,263,290,49,329,464,123,33,189,306,1046,.421,.300,.907,16.2,5.5,1.7,2.4,0.6,0.2,wanambr01
99,Julian Washburn,Jan 21 '19 MEM vs. NOP,27,1,18,254,16,48,5,24,3,4,8,41,14,13,2,7,16,40,.333,.208,.750,14.1,2.2,2.3,0.8,0.7,0.1,washbju01
100,Yuta Watanabe,Oct 27 '18 MEM vs. PHO,24,6,213,2839,320,751,153,413,102,151,106,497,137,83,61,87,234,895,.426,.370,.675,13.3,4.2,2.3,0.6,0.4,0.3,watanyu01
101,Thomas Welsh,Oct 17 '18 DEN @ LAC,22,1,11,36,7,13,3,7,1,2,0,4,5,0,0,1,3,18,.538,.429,.500,3.3,1.6,0.4,0.5,0.0,0.0,welshth01
102,Johnathan Williams,Oct 22 '18 LAL vs. SAS,23,2,39,552,84,144,0,4,34,61,72,163,21,9,15,21,78,202,.583,.000,.557,14.2,5.2,4.2,0.5,0.2,0.4,willijo04
103,Kenrich Williams,Oct 17 '18 NOP @ HOU,24,6,303,6332,786,1685,259,725,108,212,398,1297,567,241,87,230,587,1939,.466,.357,.509,20.9,6.4,4.3,1.9,0.8,0.3,willike04
104,Robert Williams,Oct 22 '18 BOS vs. ORL,21,6,215,4403,701,961,0,4,173,262,553,1485,304,159,355,187,414,1575,.729,.000,.660,20.5,7.3,6.9,1.4,0.7,1.7,williro04
105,Trae Young,Oct 17 '18 ATL @ NYK,20,6,404,13803,3284,7533,1053,2973,2713,3107,262,1442,3838,412,62,1681,693,10334,.436,.354,.873,34.2,25.6,3.6,9.5,1.0,0.2,youngtr01
