,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
16,Jack Cooley,Feb 27 '15 UTA @ DEN,23,2,23,174,22,49,0,0,23,40,24,55,7,7,3,6,36,67,.449,,.575,7.6,2.9,2.4,0.3,0.3,0.1,cooleja01
17,Bryce Cotton,Feb 27 '15 UTA @ DEN,22,2,23,198,33,79,7,23,15,18,3,18,18,7,0,17,8,88,.418,.304,.833,8.6,3.8,0.8,0.8,0.3,0.0,cottobr01
18,Andre Dawkins,Nov 1 '14 MIA @ PHI,23,1,4,22,1,6,1,6,0,0,0,2,1,0,0,1,3,3,.167,.167,,5.5,0.8,0.5,0.3,0.0,0.0,dawkian01
19,Spencer Dinwiddie,Oct 29 '14 DET @ DEN,21,10,523,14620,2302,5560,831,2513,1626,2049,233,1603,2768,369,139,886,1186,7061,.414,.331,.794,28.0,13.5,3.1,5.3,0.7,0.3,dinwisp01
20,Zoran Dragić,Nov 15 '14 PHO @ LAC,25,1,16,75,11,30,3,14,3,5,5,8,5,2,0,5,6,28,.367,.214,.600,4.7,1.8,0.5,0.3,0.1,0.0,dragizo01
21,Larry Drew II,Jan 16 '15 PHI vs. NOP,24,2,22,289,27,82,7,35,2,3,4,18,55,6,0,28,19,63,.329,.200,.667,13.1,2.9,0.8,2.5,0.3,0.0,drewla02
22,Cleanthony Early,Oct 29 '14 NYK vs. CHI,23,2,56,801,88,254,26,99,39,52,26,123,42,26,15,49,73,241,.346,.263,.750,14.3,4.3,2.2,0.8,0.5,0.3,earlycl01
23,James Ennis III,Oct 29 '14 MIA vs. WAS,24,8,395,8022,907,1985,317,880,498,625,393,1306,373,244,113,303,792,2629,.457,.360,.797,20.3,6.7,3.3,0.9,0.6,0.3,ennisja01
24,Tyler Ennis,Oct 29 '14 PHO vs. LAL,20,4,186,2336,320,763,66,208,73,95,48,250,359,98,18,171,233,779,.419,.317,.768,12.6,4.2,1.3,1.9,0.5,0.1,ennisty01
25,Dante Exum,Oct 29 '14 UTA vs. HOU,19,7,280,5216,627,1462,199,614,240,317,109,535,612,119,49,336,483,1693,.429,.324,.757,18.6,6.0,1.9,2.2,0.4,0.2,exumda01
26,Tim Frazier,Feb 6 '15 PHI @ BOS,24,8,289,5088,515,1286,131,405,251,347,139,654,1142,193,26,379,517,1412,.400,.323,.723,17.6,4.9,2.3,4.0,0.7,0.1,fraziti01
27,Langston Galloway,Jan 7 '15 NYK @ WAS,23,8,452,9840,1304,3286,639,1738,409,501,212,1106,732,304,64,269,704,3656,.397,.368,.816,21.8,8.1,2.4,1.6,0.7,0.1,gallola01
28,Aaron Gordon,Oct 28 '14 ORL @ NOP,19,10,651,19066,3338,6971,677,2095,1413,2068,1138,4117,1693,490,423,971,1285,8766,.479,.323,.683,29.3,13.5,6.3,2.6,0.8,0.6,gordoaa01
29,Drew Gordon,Nov 13 '14 PHI @ DAL,24,1,9,71,8,19,0,3,1,2,7,18,2,1,0,8,7,17,.421,.000,.500,7.9,1.9,2.0,0.2,0.1,0.0,gordodr01
30,Jerami Grant,Nov 29 '14 PHI vs. DAL,20,10,670,18454,2987,6561,830,2284,1913,2566,579,2659,1043,440,701,841,1529,8717,.455,.363,.746,27.5,13.0,4.0,1.6,0.7,1.0,grantje01
31,Erick Green,Nov 7 '14 DEN vs. CLE,23,2,52,452,66,175,15,52,12,14,10,37,42,13,0,14,30,159,.377,.288,.857,8.7,3.1,0.7,0.8,0.3,0.0,greener01
32,JaMychal Green,Jan 18 '15 SAS vs. UTA,24,9,544,10933,1579,3311,430,1170,620,791,891,2986,496,298,226,570,1389,4208,.477,.368,.784,20.1,7.7,5.5,0.9,0.5,0.4,greenja01
33,P.J. Hairston,Nov 4 '14 CHO @ NOP,22,2,111,2000,232,677,119,404,81,100,47,266,59,53,24,63,198,664,.343,.295,.810,18.0,6.0,2.4,0.5,0.5,0.2,hairspj02
34,Gary Harris,Nov 14 '14 DEN @ IND,20,10,554,15529,2285,5100,853,2307,773,950,323,1325,1092,626,124,604,995,6196,.448,.370,.814,28.0,11.2,2.4,2.0,1.1,0.2,harriga01
35,Joe Harris,Oct 31 '14 CLE @ CHI,23,10,504,12298,1891,3949,1026,2354,377,489,264,1521,790,241,95,522,1009,5185,.479,.436,.771,24.4,10.3,3.0,1.6,0.5,0.2,harrijo01
36,Rodney Hood,Oct 29 '14 UTA vs. HOU,22,8,448,10977,1688,4023,647,1770,633,753,158,1160,736,301,80,426,855,4656,.420,.366,.841,24.5,10.4,2.6,1.6,0.7,0.2,hoodro01
37,Joe Ingles,Oct 29 '14 UTA vs. HOU,27,10,683,17015,1987,4443,1204,2947,449,580,218,2145,2502,608,100,1026,1240,5627,.447,.409,.774,24.9,8.2,3.1,3.7,0.9,0.1,inglejo01
38,Cory Jefferson,Oct 29 '14 BRK @ BOS,24,2,58,581,84,189,2,16,35,60,53,161,16,10,22,20,69,205,.444,.125,.583,10.0,3.5,2.8,0.3,0.2,0.4,jeffeco01
39,Grant Jerrett,Nov 28 '14 OKC vs. NYK,21,1,8,51,7,26,1,15,1,1,2,9,3,2,2,3,11,16,.269,.067,1.000,6.4,2.0,1.1,0.4,0.3,0.3,jerregr01
40,Nick Johnson,Nov 1 '14 HOU vs. BOS,22,1,28,262,26,75,5,21,17,25,13,39,11,7,3,19,34,74,.347,.238,.680,9.4,2.6,1.4,0.4,0.3,0.1,johnsni01
41,Tyler Johnson,Jan 14 '15 MIA @ GSW,22,8,354,8709,1246,2924,438,1217,539,692,187,1069,813,288,140,373,637,3469,.426,.360,.779,24.6,9.8,3.0,2.3,0.8,0.4,johnsty01
42,Sean Kilpatrick,Mar 19 '15 MIN @ NYK,25,4,157,3082,545,1319,194,579,332,385,40,429,236,73,13,206,191,1616,.413,.335,.862,19.6,10.3,2.7,1.5,0.5,0.1,kilpase01
43,Alex Kirk,Nov 4 '14 CLE @ POR,23,1,5,14,1,4,0,0,2,2,1,1,1,0,0,0,1,4,.250,,1.000,2.8,0.8,0.2,0.2,0.0,0.0,kirkal01
44,Joffrey Lauvergne,Feb 22 '15 DEN @ OKC,23,4,208,2823,477,995,49,172,156,217,239,789,180,55,34,165,286,1159,.479,.285,.719,13.6,5.6,3.8,0.9,0.3,0.2,lauvejo01
45,Zach LaVine,Oct 30 '14 MIN vs. DET,19,10,580,18859,4227,9108,1294,3386,2118,2540,271,2350,2285,513,171,1517,1255,11866,.464,.382,.834,32.5,20.5,4.1,3.9,0.9,0.3,lavinza01
46,Kalin Lucas,Nov 19 '14 MEM @ TOR,25,2,2,12,0,2,0,1,2,2,0,3,1,1,0,0,2,2,.000,.000,1.000,6.0,1.0,1.5,0.5,0.5,0.0,lucaska01
47,Devyn Marble,Oct 28 '14 ORL @ NOP,22,2,44,457,35,115,12,54,15,40,11,69,29,22,3,16,39,97,.304,.222,.375,10.4,2.2,1.6,0.7,0.5,0.1,marblde01
48,James Michael McAdoo,Jan 19 '15 GSW vs. DEN,22,4,111,874,133,252,5,17,63,118,79,188,37,33,47,42,108,334,.528,.294,.534,7.9,3.0,1.7,0.3,0.3,0.4,mcadoja01
49,K.J. McDaniels,Oct 29 '14 PHI @ IND,21,3,148,2092,278,675,70,241,156,201,96,324,95,70,94,151,205,782,.412,.290,.776,14.1,5.3,2.2,0.6,0.5,0.6,mcdankj01
50,Doug McDermott,Oct 29 '14 CHI @ NYK,23,10,643,13092,2177,4617,926,2257,515,639,257,1426,648,137,61,427,943,5795,.472,.410,.806,20.4,9.0,2.2,1.0,0.2,0.1,mcderdo01
51,Mitch McGary,Dec 14 '14 OKC vs. PHO,22,2,52,557,99,188,0,6,29,50,57,183,17,17,18,38,82,227,.527,.000,.580,10.7,4.4,3.5,0.3,0.3,0.3,mcgarmi01
52,Jerel McNeal,Apr 2 '15 PHO @ GSW,27,1,6,36,3,11,1,2,2,2,0,3,2,3,1,5,5,9,.273,.500,1.000,6.0,1.5,0.5,0.3,0.5,0.2,mcneaje01
53,Elijah Millsap,Jan 5 '15 UTA vs. IND,27,3,69,1120,93,284,29,104,72,106,37,191,78,63,19,78,159,287,.327,.279,.679,16.2,4.2,2.8,1.1,0.9,0.3,millsel01
54,Nikola Mirotić,Oct 29 '14 CHI @ NYK,23,5,319,7718,1303,3084,614,1712,690,854,301,1894,407,240,228,381,666,3910,.423,.359,.808,24.2,12.3,5.9,1.3,0.8,0.7,mirotni01
55,Eric Moreland,Nov 26 '14 SAC @ HOU,23,4,83,898,73,136,1,1,13,33,88,310,83,32,56,50,130,160,.537,1.000,.394,10.8,1.9,3.7,1.0,0.4,0.7,moreler01
56,Shabazz Napier,Oct 29 '14 MIA vs. WAS,23,6,345,5986,808,2034,345,1000,472,579,104,657,849,286,48,452,404,2433,.397,.345,.815,17.4,7.1,1.9,2.5,0.8,0.1,napiesh01
57,Nerlens Noel,Oct 29 '14 PHI @ IND,20,9,467,10281,1375,2518,3,15,585,893,898,2835,501,588,683,593,1192,3338,.546,.200,.655,22.0,7.1,6.1,1.1,1.3,1.5,noelne01
58,Lucas Nogueira,Nov 21 '14 TOR vs. MIL,22,4,141,1754,182,288,9,34,73,114,120,388,72,89,144,75,221,446,.632,.265,.640,12.4,3.2,2.8,0.5,0.6,1.0,noguelu01
59,Jusuf Nurkić,Oct 29 '14 DEN vs. DET,20,10,520,12756,2511,4989,96,344,1266,1887,1327,4595,1266,472,592,1114,1662,6384,.503,.279,.671,24.5,12.3,8.8,2.4,0.9,1.1,nurkiju01
60,Johnny O'Bryant,Dec 17 '14 MIL @ POR,21,4,147,1684,213,530,18,50,65,98,129,352,69,32,19,77,199,509,.402,.360,.663,11.5,3.5,2.4,0.5,0.2,0.1,obryajo01
61,Kostas Papanikolaou,Oct 28 '14 HOU @ LAL,24,2,69,1089,93,263,41,138,22,32,47,158,101,42,18,76,95,249,.354,.297,.688,15.8,3.6,2.3,1.5,0.6,0.3,papanko01
62,Jabari Parker,Oct 29 '14 MIL @ CHO,19,8,310,8535,1767,3579,212,651,634,853,449,1703,610,271,118,534,627,4380,.494,.326,.743,27.5,14.1,5.5,2.0,0.9,0.4,parkeja01
63,Adreian Payne,Dec 26 '14 ATL vs. MIL,23,4,107,1403,174,429,15,59,66,97,79,315,66,45,27,90,203,429,.406,.254,.680,13.1,4.0,2.9,0.6,0.4,0.3,paynead01
64,Elfrid Payton,Oct 28 '14 ORL @ NOP,20,8,500,13383,2086,4666,190,662,674,1082,523,2007,2868,588,151,1084,1000,5036,.447,.287,.623,26.8,10.1,4.0,5.7,1.2,0.3,paytoel01
65,Dwight Powell,Nov 14 '14 BOS vs. CLE,23,10,637,11912,1715,2844,122,416,1075,1453,1028,2845,668,394,287,444,1446,4627,.603,.293,.740,18.7,7.3,4.5,1.0,0.6,0.5,poweldw01
66,Julius Randle,Oct 28 '14 LAL vs. HOU,20,10,641,20512,4441,9445,742,2229,2605,3481,1265,6004,2387,439,268,1798,1977,12229,.470,.333,.748,32.0,19.1,9.4,3.7,0.7,0.4,randlju01
67,Glenn Robinson III,Nov 14 '14 MIN @ NOP,21,7,304,5299,689,1508,193,518,233,299,204,776,238,149,58,155,281,1804,.457,.373,.779,17.4,5.9,2.6,0.8,0.5,0.2,robingl02
68,Damjan Rudež,Oct 29 '14 IND vs. PHI,28,3,146,1638,175,413,106,284,24,31,18,92,84,31,7,69,143,480,.424,.373,.774,11.2,3.3,0.6,0.6,0.2,0.0,rudezda01
69,JaKarr Sampson,Oct 29 '14 PHI @ IND,21,6,236,3549,483,1026,60,242,207,309,154,628,161,91,110,188,449,1233,.471,.248,.670,15.0,5.2,2.7,0.7,0.4,0.5,sampsja02
70,Marcus Smart,Oct 29 '14 BOS vs. BRK,20,10,601,18046,2167,5586,953,2953,1143,1472,487,2111,2786,955,219,1144,1558,6430,.388,.323,.776,30.0,10.7,3.5,4.6,1.6,0.4,smartma01
71,Russ Smith,Nov 4 '14 NOP vs. CHO,23,2,27,131,15,47,3,16,20,26,2,15,19,8,1,19,18,53,.319,.188,.769,4.9,2.0,0.6,0.7,0.3,0.0,smithru01
72,Nik Stauskas,Oct 29 '14 SAC vs. GSW,21,6,343,6701,770,1981,400,1131,350,431,78,691,515,139,80,340,426,2290,.389,.354,.812,19.5,6.7,2.0,1.5,0.4,0.2,stausni01
73,David Stockton,Feb 21 '15 SAC @ LAC,23,2,6,42,4,9,3,5,7,10,0,2,9,2,0,5,4,18,.444,.600,.700,7.0,3.0,0.3,1.5,0.3,0.0,stockda01
74,Jarnell Stokes,Nov 17 '14 MEM vs. HOU,21,3,28,151,25,43,0,0,17,32,18,40,7,7,5,7,29,67,.581,,.531,5.4,2.4,1.4,0.3,0.3,0.2,stokeja01
75,Noah Vonleh,Nov 15 '14 CHO @ GSW,19,8,362,5854,651,1417,93,303,290,419,488,1790,264,139,144,278,645,1685,.459,.307,.692,16.2,4.7,4.9,0.7,0.4,0.4,vonleno01
76,T.J. Warren,Nov 9 '14 PHO vs. GSW,21,8,374,10240,2256,4461,269,759,675,865,475,1493,437,349,180,361,856,5456,.506,.354,.780,27.4,14.6,4.0,1.2,0.9,0.5,warretj01
77,David Wear,Mar 30 '15 SAC @ MEM,24,1,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,.000,.000,,3.5,0.0,1.0,0.5,0.0,0.0,wearda01
78,Travis Wear,Oct 29 '14 NYK vs. CHI,24,2,68,900,109,281,28,77,28,34,31,144,47,19,16,41,85,274,.388,.364,.824,13.2,4.0,2.1,0.7,0.3,0.2,weartr01
79,Shayne Whittington,Nov 8 '14 IND vs. WAS,23,2,27,149,24,53,1,8,19,25,15,41,9,6,3,10,25,68,.453,.125,.760,5.5,2.5,1.5,0.3,0.2,0.1,whittsh01
80,Andrew Wiggins,Oct 29 '14 MIN @ MEM,19,10,686,23513,4783,10641,985,2785,2251,3124,879,3053,1566,669,454,1302,1518,12802,.449,.354,.721,34.3,18.7,4.5,2.3,1.0,0.7,wiggian01
81,C.J. Wilcox,Dec 3 '14 LAC vs. ORL,24,3,66,376,50,135,19,57,13,16,6,31,30,15,4,18,30,132,.370,.333,.813,5.7,2.0,0.5,0.5,0.2,0.1,wilcocj01
82,James Young,Nov 1 '14 BOS @ HOU,19,4,95,812,77,210,38,137,27,48,19,96,28,24,5,15,58,219,.367,.277,.563,8.5,2.3,1.0,0.3,0.3,0.1,youngja01
