,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
30,Reggie Jackson,Dec 31 '11 OKC vs. PHO,21,13,832,21049,3938,9278,1118,3246,1514,1773,415,2388,3490,567,103,1519,1606,10508,.424,.344,.854,25.3,12.6,2.9,4.2,0.7,0.1,jacksre01
31,Charles Jenkins,Dec 25 '11 GSW vs. LAC,22,2,110,1334,179,412,4,22,46,61,16,100,214,48,8,81,107,408,.434,.182,.754,12.1,3.7,0.9,1.9,0.4,0.1,jenkich01
32,Carldell Johnson,Dec 26 '11 NOH @ PHO,29,1,15,119,11,35,4,15,1,3,1,9,22,8,0,7,11,27,.314,.267,.333,7.9,1.8,0.6,1.5,0.5,0.0,johnsca01
33,Ivan Johnson,Dec 27 '11 ATL @ NJN,27,2,125,1969,326,631,3,19,153,231,141,492,78,99,32,140,247,808,.517,.158,.662,15.8,6.5,3.9,0.6,0.8,0.3,johnsiv01
34,JaJuan Johnson,Dec 28 '11 BOS @ NOH,22,1,36,298,54,121,0,0,6,9,20,58,6,5,14,14,25,114,.446,,.667,8.3,3.2,1.6,0.2,0.1,0.4,johnsja02
35,Jerome Jordan,Dec 28 '11 NYK @ GSW,25,2,65,491,67,127,0,0,46,54,66,132,17,9,21,24,73,180,.528,,.852,7.6,2.8,2.0,0.3,0.1,0.3,jordaje01
36,Cory Joseph,Dec 26 '11 SAS vs. MEM,20,13,816,17684,2166,4907,486,1394,833,1060,396,2020,2445,600,179,832,1305,5651,.441,.349,.786,21.7,6.9,2.5,3.0,0.7,0.2,josepco01
37,D.J. Kennedy,Apr 25 '12 CLE vs. WAS,22,1,2,59,5,12,2,4,0,2,1,7,3,2,0,3,7,12,.417,.500,.000,29.5,6.0,3.5,1.5,1.0,0.0,kennedj01
38,Brandon Knight,Dec 26 '11 DET @ IND,20,9,451,13202,2260,5499,715,2029,1066,1321,236,1385,1777,386,75,1090,889,6301,.411,.352,.807,29.3,14.0,3.1,3.9,0.9,0.2,knighbr03
39,Malcolm Lee,Mar 10 '12 MIN vs. NOH,21,3,36,534,52,136,10,34,26,37,24,65,51,20,10,27,52,140,.382,.294,.703,14.8,3.9,1.8,1.4,0.6,0.3,leema01
40,Kawhi Leonard,Dec 26 '11 SAS vs. MEM,20,12,683,21667,4928,9903,1091,2785,2698,3132,820,4367,2079,1181,442,1115,1155,13645,.498,.392,.861,31.7,20.0,6.4,3.0,1.7,0.6,leonaka01
41,Travis Leslie,Dec 28 '11 LAC @ SAS,21,1,10,45,5,14,0,0,4,9,6,9,5,2,2,2,4,14,.357,,.444,4.5,1.4,0.9,0.5,0.2,0.2,leslitr01
42,Jon Leuer,Dec 26 '11 MIL @ CHA,22,8,377,5945,979,2023,125,381,312,407,357,1426,301,137,102,259,583,2395,.484,.328,.767,15.8,6.4,3.8,0.8,0.4,0.3,leuerjo01
43,DeAndre Liggins,Feb 20 '12 ORL @ MIL,23,5,177,1907,129,321,43,122,45,82,47,252,122,108,31,86,201,346,.402,.352,.549,10.8,2.0,1.4,0.7,0.6,0.2,liggide01
44,Shelvin Mack,Dec 26 '11 WAS vs. NJN,21,8,456,8392,1165,2752,302,916,365,499,118,894,1421,300,24,560,568,2997,.423,.330,.731,18.4,6.6,2.0,3.1,0.7,0.1,macksh01
45,Vernon Macklin,Dec 28 '11 DET vs. CLE,25,1,23,135,19,35,0,0,8,14,14,34,5,4,4,3,9,46,.543,,.571,5.9,2.0,1.5,0.2,0.2,0.2,macklve01
46,E'Twaun Moore,Dec 25 '11 BOS @ NYK,22,10,598,12564,1927,4236,556,1432,333,449,282,1208,1055,395,131,534,946,4743,.455,.388,.742,21.0,7.9,2.0,1.8,0.7,0.2,mooreet01
47,Darius Morris,Jan 11 '12 LAL @ UTA,21,4,132,1464,166,432,47,146,51,81,40,126,189,45,2,112,127,430,.384,.322,.630,11.1,3.3,1.0,1.4,0.3,0.0,morrida01
48,Marcus Morris,Dec 26 '11 HOU @ ORL,22,13,820,21913,3622,8334,1288,3418,1364,1760,696,3665,1225,543,236,931,1745,9896,.435,.377,.775,26.7,12.1,4.5,1.5,0.7,0.3,morrima03
49,Markieff Morris,Dec 26 '11 PHO vs. NOH,22,13,768,18239,3081,6926,645,1883,1192,1532,887,3815,1195,592,375,1113,2024,7999,.445,.343,.778,23.7,10.4,5.0,1.6,0.8,0.5,morrima02
50,Daniel Orton,Jan 27 '12 ORL @ NOH,21,3,51,542,50,103,0,1,43,72,48,126,24,18,28,29,81,143,.485,.000,.597,10.6,2.8,2.5,0.5,0.4,0.5,ortonda01
51,Jeremy Pargo,Dec 26 '11 MEM @ SAS,25,3,86,1123,160,422,38,119,58,90,21,89,155,29,2,100,100,416,.379,.319,.644,13.1,4.8,1.0,1.8,0.3,0.0,pargoje01
52,Chandler Parsons,Dec 29 '11 HOU vs. SAS,23,9,440,13246,2129,4611,687,1844,626,878,356,1972,1201,412,152,657,865,5571,.462,.373,.713,30.1,12.7,4.5,2.7,0.9,0.3,parsoch01
53,Ryan Reid,Feb 14 '12 OKC vs. UTA,25,1,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,.800,,,3.4,1.6,0.4,0.0,0.0,0.0,reidry01
54,Ricky Rubio,Dec 26 '11 MIN vs. OKC,21,12,698,20694,2468,6364,637,1969,1997,2370,428,2830,5160,1226,94,1768,1738,7570,.388,.324,.843,29.6,10.8,4.1,7.4,1.8,0.1,rubiori01
55,Walker Russell,Jan 20 '12 DET vs. MEM,29,1,28,357,33,95,4,13,14,22,7,26,58,18,1,33,29,84,.347,.308,.636,12.8,3.0,0.9,2.1,0.6,0.0,russewa02
56,Josh Selby,Dec 28 '11 MEM vs. OKC,20,2,38,296,31,94,3,21,18,25,2,20,34,9,0,36,24,83,.330,.143,.720,7.8,2.2,0.5,0.9,0.2,0.0,selbyjo01
57,Iman Shumpert,Dec 25 '11 NYK vs. BOS,21,10,461,11470,1225,3130,489,1450,381,499,324,1534,845,514,120,530,1058,3320,.391,.337,.764,24.9,7.2,3.3,1.8,1.1,0.3,shumpim01
58,Xavier Silas,Apr 25 '12 PHI @ MIL,24,2,4,46,4,18,1,8,2,3,3,6,3,1,0,3,6,11,.222,.125,.667,11.5,2.8,1.5,0.8,0.3,0.0,silasxa01
59,Chris Singleton,Dec 26 '11 WAS vs. NJN,22,3,148,2605,233,620,58,182,88,139,112,472,92,117,57,100,325,612,.376,.319,.633,17.6,4.1,3.2,0.6,0.8,0.4,singlch01
60,Donald Sloan,Jan 11 '12 ATL @ IND,24,5,218,3749,449,1098,98,316,193,256,54,455,651,83,8,230,193,1189,.409,.310,.754,17.2,5.5,2.1,3.0,0.4,0.0,sloando01
61,Greg Smith,Feb 19 '12 HOU vs. UTA,21,5,149,1834,243,394,0,1,110,191,165,489,41,32,59,65,290,596,.617,.000,.576,12.3,4.0,3.3,0.3,0.2,0.4,smithgr02
62,Jerry Smith,Mar 16 '12 NJN @ ORL,24,1,5,46,3,14,1,6,0,0,2,7,4,5,0,0,5,7,.214,.167,,9.2,1.4,1.4,0.8,1.0,0.0,smithje01
63,Nolan Smith,Dec 26 '11 POR vs. PHI,23,2,84,829,109,294,19,73,40,56,24,83,97,25,4,71,81,277,.371,.260,.714,9.9,3.3,1.0,1.2,0.3,0.0,smithno01
64,Greg Stiemsma,Dec 28 '11 BOS @ NOH,26,4,203,3048,269,529,0,1,103,146,190,679,97,118,232,143,512,641,.509,.000,.705,15.0,3.2,3.3,0.5,0.6,1.1,stiemgr01
65,Julyan Stone,Jan 11 '12 DEN vs. NJN,23,4,70,502,28,63,10,32,14,20,10,77,77,16,8,25,56,80,.444,.313,.700,7.2,1.1,1.1,1.1,0.2,0.1,stoneju01
66,Isaiah Thomas,Dec 26 '11 SAC vs. LAL,22,11,550,15563,3167,7291,1042,2876,2339,2682,284,1321,2638,472,61,1242,1146,9715,.434,.362,.872,28.3,17.7,2.4,4.8,0.9,0.1,thomais02
67,Lance Thomas,Dec 28 '11 NOH vs. BOS,23,9,399,7323,748,1796,165,433,389,487,293,1021,266,148,55,266,683,2050,.416,.381,.799,18.4,5.1,2.6,0.7,0.4,0.1,thomala01
68,Malcolm Thomas,Jan 13 '12 SAS vs. POR,23,4,40,329,30,69,1,11,15,25,27,96,14,6,7,25,30,76,.435,.091,.600,8.2,1.9,2.4,0.4,0.2,0.2,thomama01
69,Trey Thompkins,Dec 28 '11 LAC @ SAS,21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,.393,.308,.714,5.0,2.4,1.0,0.1,0.1,0.1,thomptr02
70,Klay Thompson,Dec 25 '11 GSW vs. LAC,21,11,773,25265,5646,12463,2400,5813,1430,1670,354,2741,1791,659,405,1306,1599,15122,.453,.413,.856,32.7,19.6,3.5,2.3,0.9,0.5,thompkl01
71,Mychel Thompson,Jan 4 '12 CLE @ TOR,23,1,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,.292,.364,,19.0,3.6,1.0,1.4,0.4,0.2,thompmy02
72,Tristan Thompson,Dec 26 '11 CLE vs. TOR,20,12,766,20002,2715,5211,10,39,1287,2149,2463,6260,765,372,512,848,1705,6727,.521,.256,.599,26.1,8.8,8.2,1.0,0.5,0.7,thomptr01
73,Jeremy Tyler,Dec 25 '11 GSW vs. LAC,20,3,104,1034,157,349,0,1,59,106,98,269,25,23,42,68,164,373,.450,.000,.557,9.9,3.6,2.6,0.2,0.2,0.4,tylerje01
74,Edwin Ubiles,Mar 21 '12 WAS @ NJN,25,1,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,.278,.200,1.000,13.0,3.5,2.5,0.3,0.3,0.3,ubileed01
75,Jan Veselý,Jan 8 '12 WAS vs. MIN,21,3,162,2455,263,505,0,2,64,157,225,562,96,107,84,123,384,590,.521,.000,.408,15.2,3.6,3.5,0.6,0.7,0.5,veselja01
76,Nikola Vučević,Dec 28 '11 PHI @ PHO,21,13,879,27549,6420,12988,742,2179,1411,1839,2206,9234,2490,750,779,1519,2154,14993,.494,.341,.767,31.3,17.1,10.5,2.8,0.9,0.9,vucevni01
77,Kemba Walker,Dec 26 '11 CHA vs. MIL,21,12,750,24810,4999,11954,1670,4642,2818,3354,418,2831,3938,923,282,1574,1111,14486,.418,.360,.840,33.1,19.3,3.8,5.3,1.2,0.4,walkeke02
78,Derrick Williams,Dec 26 '11 MIN vs. OKC,20,7,428,8864,1329,3064,251,838,900,1267,351,1693,293,199,108,399,532,3809,.434,.300,.710,20.7,8.9,4.0,0.7,0.5,0.3,willide02
79,Elliot Williams,Dec 27 '11 POR vs. SAC,22,4,109,1470,193,458,54,174,97,145,38,161,94,45,6,78,158,537,.421,.310,.669,13.5,4.9,1.5,0.9,0.4,0.1,williel01
80,Jordan Williams,Jan 2 '12 NJN vs. IND,21,1,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,.507,,.652,14.8,4.6,3.6,0.3,0.5,0.3,willijo03
81,Chris Wright,Dec 31 '11 GSW vs. PHI,23,2,32,312,44,80,0,1,30,46,29,65,9,14,18,13,39,118,.550,.000,.652,9.8,3.7,2.0,0.3,0.4,0.6,wrighch01
