,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
11,Earl Clark,Oct 28 '09 PHO @ LAC,22,6,261,3630,453,1125,82,250,150,226,195,778,134,83,136,175,323,1138,.403,.328,.664,13.9,4.4,3.0,0.5,0.3,0.5,clarkea01
12,Darren Collison,Oct 28 '09 NOH @ SAS,22,11,711,20833,3272,6944,635,1613,1682,1973,332,1889,3545,820,106,1383,1212,8861,.471,.394,.853,29.3,12.5,2.7,5.0,1.2,0.1,collida01
13,Dante Cunningham,Nov 8 '09 POR vs. MIN,22,10,715,14875,1772,3777,216,626,373,575,804,2676,506,459,336,352,1227,4133,.469,.345,.649,20.8,5.8,3.7,0.7,0.6,0.5,cunnida01
14,JamesOn Curry,Jan 25 '10 LAC @ BOS,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,curryja01
15,Stephen Curry,Oct 28 '09 GSW vs. HOU,21,15,939,32179,7942,16781,3671,8620,3703,4071,620,4425,6025,1465,228,2949,2196,23258,.473,.426,.910,34.3,24.8,4.7,6.4,1.6,0.2,curryst01
16,Austin Daye,Oct 30 '09 DET vs. OKC,21,6,293,4132,567,1410,188,535,200,257,143,764,212,116,117,204,480,1522,.402,.351,.778,14.1,5.2,2.6,0.7,0.4,0.4,dayeau01
17,DeMar DeRozan,Oct 28 '09 TOR vs. CLE,20,15,1090,37701,8250,17629,512,1730,6023,7160,778,4813,4418,1083,351,2225,2477,23035,.468,.296,.841,34.6,21.1,4.4,4.1,1.0,0.3,derozde01
18,Toney Douglas,Oct 28 '09 NYK @ MIA,23,8,394,7511,1093,2705,444,1256,379,460,213,875,889,349,30,410,775,3009,.404,.354,.824,19.1,7.6,2.2,2.3,0.9,0.1,douglto01
19,Wayne Ellington,Oct 28 '09 MIN vs. NJN,22,13,770,16100,2233,5441,1214,3175,510,605,238,1643,852,412,66,508,884,6190,.410,.382,.843,20.9,8.0,2.1,1.1,0.5,0.1,ellinwa01
20,Tyreke Evans,Oct 28 '09 SAC @ OKC,20,10,594,18242,3510,7978,500,1548,1827,2415,500,2720,2852,734,222,1489,1308,9347,.440,.323,.757,30.7,15.7,4.6,4.8,1.2,0.4,evansty01
21,Jonny Flynn,Oct 28 '09 MIN vs. NJN,20,3,163,3738,551,1379,118,349,284,351,44,307,634,122,7,382,179,1504,.400,.338,.809,22.9,9.2,1.9,3.9,0.7,0.0,flynnjo01
22,Sundiata Gaines,Jan 6 '10 UTA vs. MEM,23,3,113,1311,182,458,44,146,100,178,46,175,207,83,3,93,100,508,.397,.301,.562,11.6,4.5,1.5,1.8,0.7,0.0,gainesu01
23,Alonzo Gee,Mar 11 '10 WAS vs. ATL,22,8,417,9071,1001,2309,186,572,566,751,389,1360,441,379,101,447,792,2754,.434,.325,.754,21.8,6.6,3.3,1.1,0.9,0.2,geeal01
24,Taj Gibson,Oct 29 '09 CHI vs. SAS,24,15,961,22621,3423,6619,52,201,1374,1927,2080,5598,923,520,945,1020,2368,8272,.517,.259,.713,23.5,8.6,5.8,1.0,0.5,1.0,gibsota01
25,Trey Gilder,Oct 28 '09 MEM vs. DET,25,1,2,5,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1.000,,,2.5,1.0,0.5,0.0,0.5,0.0,gildetr01
26,Danny Green,Nov 12 '09 CLE @ MIA,22,15,832,20899,2546,6047,1577,3946,535,665,501,2827,1277,853,634,825,1454,7204,.421,.400,.805,25.1,8.7,3.4,1.5,1.0,0.8,greenda02
27,Taylor Griffin,Nov 4 '09 PHO @ ORL,23,1,8,32,4,10,0,2,2,4,0,2,1,0,2,1,4,10,.400,.000,.500,4.0,1.3,0.3,0.1,0.0,0.3,griffta01
28,Tyler Hansbrough,Nov 6 '09 IND vs. WAS,24,7,428,7233,947,2156,3,22,984,1333,745,1808,181,207,91,319,869,2881,.439,.136,.738,16.9,6.7,4.2,0.4,0.5,0.2,hansbty01
29,James Harden,Oct 28 '09 OKC vs. SAC,20,15,1055,36653,7574,17127,2909,7971,7604,8838,807,5927,7471,1580,594,3877,2673,25661,.442,.365,.860,34.7,24.3,5.6,7.1,1.5,0.6,hardeja01
30,Gerald Henderson,Oct 28 '09 CHA @ BOS,22,8,535,13854,2249,5111,249,762,1240,1564,314,1716,1009,358,183,639,930,5987,.440,.327,.793,25.9,11.2,3.2,1.9,0.7,0.3,hendege02
31,Jordan Hill,Oct 28 '09 NYK @ MIA,22,8,409,7692,1357,2733,3,22,515,737,879,2389,322,150,272,426,875,3232,.497,.136,.699,18.8,7.9,5.8,0.8,0.4,0.7,hilljo01
32,Jrue Holiday,Oct 30 '09 PHI vs. MIL,19,15,961,31817,6119,13228,1440,3881,1906,2432,909,4014,6134,1393,496,2572,2078,15584,.463,.371,.784,33.1,16.2,4.2,6.4,1.4,0.5,holidjr01
33,Lester Hudson,Oct 28 '09 BOS vs. CHA,25,4,57,594,95,253,28,101,50,62,16,77,71,32,8,56,52,268,.375,.277,.806,10.4,4.7,1.4,1.2,0.6,0.1,hudsole01
34,Chris Hunter,Nov 20 '09 GSW vs. POR,25,1,60,783,109,217,0,4,52,69,56,167,37,13,35,30,132,270,.502,.000,.754,13.1,4.5,2.8,0.6,0.2,0.6,huntech01
35,Serge Ibaka,Oct 30 '09 OKC @ DET,20,14,919,25126,4575,8916,614,1709,1264,1669,1894,6513,749,373,1759,1187,2480,11028,.513,.359,.757,27.3,12.0,7.1,0.8,0.4,1.9,ibakase01
36,Cedric Jackson,Jan 23 '10 CLE vs. OKC,23,1,12,74,6,20,1,6,7,12,2,8,14,3,2,11,7,20,.300,.167,.583,6.2,1.7,0.7,1.2,0.3,0.2,jacksce01
37,Othyus Jeffers,Mar 6 '10 UTA vs. LAC,24,3,37,442,46,100,1,6,46,69,34,95,22,21,0,21,45,139,.460,.167,.667,11.9,3.8,2.6,0.6,0.6,0.0,jeffeot01
38,Brandon Jennings,Oct 30 '09 MIL @ PHI,20,9,555,16844,2750,7099,914,2648,1387,1743,329,1659,3151,679,98,1203,996,7801,.387,.345,.796,30.3,14.1,3.0,5.7,1.2,0.2,jennibr01
39,Jonas Jerebko,Oct 31 '09 DET @ MIL,22,9,635,11323,1465,3203,400,1101,589,765,763,2522,525,321,153,438,1225,3919,.457,.363,.770,17.8,6.2,4.0,0.8,0.5,0.2,jerebjo01
40,James Johnson,Oct 30 '09 CHI @ BOS,22,15,771,15509,2306,4866,381,1267,827,1219,605,2710,1604,580,653,1041,1742,5820,.474,.301,.678,20.1,7.5,3.5,2.1,0.8,0.8,johnsja01
41,Oliver Lafayette,Apr 14 '10 BOS vs. MIL,25,1,1,22,3,6,1,2,0,0,1,4,2,0,0,1,0,7,.500,.500,,22.0,7.0,4.0,2.0,0.0,0.0,lafayol01
42,Marcus Landry,Oct 28 '09 NYK @ MIA,24,1,18,111,16,43,9,28,3,5,5,19,0,1,2,6,14,44,.372,.321,.600,6.2,2.4,1.1,0.0,0.1,0.1,landrma01
43,Ty Lawson,Oct 28 '09 DEN vs. UTA,22,8,551,16088,2496,5424,473,1319,1512,1964,351,1506,3316,636,52,1159,898,6977,.460,.359,.770,29.2,12.7,2.7,6.0,1.2,0.1,lawsoty01
44,Wesley Matthews,Oct 28 '09 UTA @ DEN,23,15,972,28412,3803,9074,1831,4882,1717,2086,493,2737,1833,919,199,1069,1985,11154,.419,.375,.823,29.2,11.5,2.8,1.9,0.9,0.2,matthwe02
45,Eric Maynor,Oct 28 '09 UTA @ DEN,22,5,267,3896,440,1122,111,317,150,208,67,348,760,111,20,281,296,1141,.392,.350,.721,14.6,4.3,1.3,2.8,0.4,0.1,maynoer01
46,Jodie Meeks,Nov 3 '09 MIL @ CHI,22,10,539,12110,1665,3969,775,2078,883,1004,148,1120,583,413,36,410,632,4988,.420,.373,.879,22.5,9.3,2.1,1.1,0.8,0.1,meeksjo01
47,Patty Mills,Jan 4 '10 POR @ LAC,21,15,879,17782,2792,6566,1509,3884,724,848,260,1454,1964,557,77,836,1125,7817,.425,.389,.854,20.2,8.9,1.7,2.2,0.6,0.1,millspa02
48,Byron Mullens,Dec 28 '09 OKC @ NJN,20,5,189,3446,557,1366,111,348,173,245,200,790,153,74,98,187,335,1398,.408,.319,.706,18.2,7.4,4.2,0.8,0.4,0.5,mulleby01
49,A.J. Price,Oct 30 '09 IND vs. MIA,23,6,261,3929,549,1444,218,690,207,279,68,377,567,125,9,229,237,1523,.380,.316,.742,15.1,5.8,1.4,2.2,0.5,0.0,priceaj01
50,DaJuan Summers,Nov 4 '09 DET @ TOR,22,4,83,820,103,268,29,79,43,67,24,82,29,18,8,37,104,278,.384,.367,.642,9.9,3.3,1.0,0.3,0.2,0.1,summeda01
51,Jermaine Taylor,Nov 2 '09 HOU @ UTA,23,2,65,786,139,315,19,67,54,74,47,108,48,24,8,65,54,351,.441,.284,.730,12.1,5.4,1.7,0.7,0.4,0.1,tayloje02
52,Jeff Teague,Oct 28 '09 ATL vs. IND,21,12,826,22164,3548,7984,708,1968,2257,2673,274,1989,4585,936,277,1803,1542,10061,.444,.360,.844,26.8,12.2,2.4,5.6,1.1,0.3,teaguje01
53,Garrett Temple,Feb 9 '10 HOU @ MIA,23,14,732,15014,1596,3973,704,2046,568,767,296,1648,1207,584,236,649,1319,4464,.402,.344,.741,20.5,6.1,2.3,1.6,0.8,0.3,templga01
54,Hasheem Thabeet,Oct 28 '09 MEM vs. DET,22,5,224,2357,182,321,0,0,119,206,203,595,27,59,184,123,453,483,.567,,.578,10.5,2.2,2.7,0.1,0.3,0.8,thabeha01
55,Marcus Thornton,Nov 6 '09 NOH vs. TOR,22,8,483,11299,2124,5003,735,2051,767,924,407,1348,677,405,61,491,739,5750,.425,.358,.830,23.4,11.9,2.8,1.4,0.8,0.1,thornma01
56,Reggie Williams,Mar 2 '10 GSW @ MIA,23,7,206,3736,599,1313,199,545,201,268,105,493,301,88,13,142,241,1598,.456,.365,.750,18.1,7.8,2.4,1.5,0.4,0.1,willire02
57,Terrence Williams,Oct 28 '09 NJN @ MIN,22,4,153,2922,437,1061,58,183,153,232,67,545,364,83,19,222,199,1085,.412,.317,.659,19.1,7.1,3.6,2.4,0.5,0.1,willite01
58,Sam Young,Oct 28 '09 MEM vs. DET,24,4,249,3966,560,1266,49,175,267,360,163,573,180,134,57,204,311,1436,.442,.280,.742,15.9,5.8,2.3,0.7,0.5,0.2,youngsa01
