,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
34,Damion James,Oct 27 '10 NJN vs. DET,23,4,39,623,61,147,0,6,28,42,25,131,26,23,20,38,56,150,.415,.000,.667,16.0,3.8,3.4,0.7,0.6,0.5,jamesda01
35,Eugene Jeter,Oct 27 '10 SAC @ MIN,27,1,62,858,106,259,6,30,37,41,9,70,162,29,2,51,54,255,.409,.200,.902,13.8,4.1,1.1,2.6,0.5,0.0,jetereu01
36,Armon Johnson,Oct 26 '10 POR vs. PHO,21,2,47,401,66,144,6,15,19,28,12,49,56,10,1,44,40,157,.458,.400,.679,8.5,3.3,1.0,1.2,0.2,0.0,johnsar02
37,Chris Johnson,Feb 1 '11 POR vs. SAS,25,3,71,597,77,137,0,0,51,73,47,132,13,16,46,38,103,205,.562,,.699,8.4,2.9,1.9,0.2,0.2,0.6,johnsch03
38,Wesley Johnson,Oct 27 '10 MIN vs. SAC,23,9,609,13472,1629,4028,614,1823,363,490,337,1924,645,468,402,525,1168,4235,.404,.337,.741,22.1,7.0,3.2,1.1,0.8,0.7,johnswe01
39,Dominique Jones,Oct 27 '10 DAL vs. CHA,22,3,80,741,83,227,2,21,78,107,33,114,144,29,10,76,64,246,.366,.095,.729,9.3,3.1,1.4,1.8,0.4,0.1,jonesdo02
40,Gani Lawal,Dec 31 '10 PHO vs. DET,22,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2.0,0.0,0.0,0.0,0.0,0.0,lawalga01
41,Jeremy Lin,Oct 29 '10 GSW vs. LAC,22,9,480,12218,1885,4349,449,1313,1348,1666,197,1338,2042,519,175,1085,1060,5567,.433,.342,.809,25.5,11.6,2.8,4.3,1.1,0.4,linje01
42,Greg Monroe,Oct 30 '10 DET @ CHI,20,10,646,17670,3371,6556,1,17,1659,2361,1799,5293,1376,680,373,1198,1435,8402,.514,.059,.703,27.4,13.0,8.2,2.1,1.1,0.6,monrogr01
43,Timofey Mozgov,Oct 27 '10 NYK @ TOR,24,8,454,8181,1230,2301,11,58,601,814,769,2225,250,139,383,527,998,3072,.535,.190,.738,18.0,6.8,4.9,0.6,0.3,0.8,mozgoti01
44,Hamady N'Diaye,Oct 28 '10 WAS @ ORL,24,3,33,157,7,15,0,0,6,13,7,25,3,2,9,6,33,20,.467,,.462,4.8,0.6,0.8,0.1,0.1,0.3,ndiayha01
45,Gary Neal,Oct 27 '10 SAS vs. IND,26,7,352,7507,1275,3021,460,1203,460,541,81,760,573,145,10,365,525,3470,.422,.382,.850,21.3,9.9,2.2,1.6,0.4,0.0,nealga01
46,Larry Owens,Jan 16 '11 SAS vs. DEN,28,2,19,218,19,43,8,18,7,13,3,28,12,9,6,7,28,53,.442,.444,.538,11.5,2.8,1.5,0.6,0.5,0.3,owensla01
47,Patrick Patterson,Dec 15 '10 HOU @ OKC,21,11,719,14923,1871,4185,630,1709,410,543,822,2799,736,368,296,450,1116,4782,.447,.369,.755,20.8,6.7,3.9,1.0,0.5,0.4,pattepa01
48,Nikola Peković,Oct 27 '10 MIN vs. SAC,25,6,271,6744,1314,2537,0,0,777,1023,803,1807,199,140,151,414,632,3405,.518,,.760,24.9,12.6,6.7,0.7,0.5,0.6,pekovni01
49,Dexter Pittman,Apr 1 '11 MIA @ MIN,22,4,50,347,49,109,0,0,18,33,38,89,9,8,8,22,83,116,.450,,.545,6.9,2.3,1.8,0.2,0.2,0.2,pittmde01
50,Quincy Pondexter,Nov 6 '10 NOH @ MIL,22,7,355,5530,571,1351,211,593,256,343,200,640,263,122,49,178,464,1609,.423,.356,.746,15.6,4.5,1.8,0.7,0.3,0.1,pondequ01
51,Andy Rautins,Nov 9 '10 NYK @ MIL,24,1,5,24,3,7,1,4,1,2,0,1,3,1,0,7,0,8,.429,.250,.500,4.8,1.6,0.2,0.6,0.2,0.0,rautian01
52,Samardo Samuels,Oct 29 '10 CLE @ TOR,22,3,109,1722,237,532,0,4,164,251,148,366,45,38,41,115,231,638,.445,.000,.653,15.8,5.9,3.4,0.4,0.3,0.4,samuesa01
53,Larry Sanders,Oct 27 '10 MIL @ NOH,22,6,238,4635,669,1395,0,5,182,329,475,1345,174,152,429,224,666,1520,.480,.000,.553,19.5,6.4,5.7,0.7,0.6,1.8,sandela01
54,Kevin Séraphin,Nov 16 '10 WAS vs. TOR,21,7,423,6430,1134,2318,0,7,248,347,502,1462,246,88,304,449,903,2516,.489,.000,.715,15.2,5.9,3.5,0.6,0.2,0.7,serapke01
55,Mustafa Shakur,Jan 22 '11 WAS vs. BOS,26,2,25,170,21,62,1,11,9,17,7,22,29,5,3,20,17,52,.339,.091,.529,6.8,2.1,0.9,1.2,0.2,0.1,shakumu01
56,Garret Siler,Nov 3 '10 PHO vs. SAS,24,1,21,101,17,31,0,0,11,22,16,28,3,1,4,10,20,45,.548,,.500,4.8,2.1,1.3,0.1,0.0,0.2,silerga01
57,Ish Smith,Oct 26 '10 HOU @ LAL,22,14,805,15494,2452,5714,307,945,501,741,279,1920,3044,543,197,988,1031,5712,.429,.325,.676,19.2,7.1,2.4,3.8,0.7,0.2,smithis01
58,Tiago Splitter,Nov 1 '10 SAS @ LAC,26,7,355,6812,1073,1932,2,14,668,958,576,1779,423,198,209,384,685,2816,.555,.143,.697,19.2,7.9,5.0,1.2,0.6,0.6,splitti01
59,Lance Stephenson,Feb 27 '11 IND vs. PHO,20,10,554,12680,1885,4240,373,1189,595,857,344,2251,1621,357,76,908,1086,4738,.445,.314,.694,22.9,8.6,4.1,2.9,0.6,0.1,stephla01
60,Pape Sy,Apr 8 '11 ATL @ IND,22,1,3,21,2,6,0,1,3,3,2,3,2,1,0,3,1,7,.333,.000,1.000,7.0,2.3,1.0,0.7,0.3,0.0,sypa01
61,Evan Turner,Oct 27 '10 PHI vs. MIA,22,10,705,18938,2748,6331,270,917,1058,1353,388,3278,2462,532,184,1267,1380,6824,.434,.294,.782,26.9,9.7,4.6,3.5,0.8,0.3,turneev01
62,Ekpe Udoh,Dec 10 '10 GSW vs. MIA,23,7,384,5694,519,1145,0,4,315,439,456,1100,260,177,429,222,714,1353,.453,.000,.718,14.8,3.5,2.9,0.7,0.5,1.1,udohek01
63,Ben Uzoh,Nov 15 '10 NJN @ LAC,22,2,60,808,96,243,3,9,44,75,49,128,130,30,11,44,60,239,.395,.333,.587,13.5,4.0,2.1,2.2,0.5,0.2,uzohbe01
64,Greivis Vásquez,Oct 30 '10 MEM vs. MIN,24,7,401,9520,1378,3297,412,1180,423,518,125,1021,1935,236,34,753,767,3591,.418,.349,.817,23.7,9.0,2.5,4.8,0.6,0.1,vasqugr01
65,John Wall,Oct 28 '10 WAS @ ORL,20,11,647,22588,4373,10171,651,2021,2691,3468,361,2704,5735,1045,439,2412,1394,12088,.430,.322,.776,34.9,18.7,4.2,8.9,1.6,0.7,walljo01
66,Willie Warren,Nov 1 '10 LAC vs. SAS,21,1,19,134,13,35,5,15,6,8,1,12,27,6,0,8,16,37,.371,.333,.750,7.1,1.9,0.6,1.4,0.3,0.0,warrewi01
67,Hassan Whiteside,Oct 27 '10 SAC @ MIN,21,10,511,12645,2687,4583,8,26,1068,1765,1608,5523,327,271,1143,756,1341,6450,.586,.308,.605,24.7,12.6,10.8,0.6,0.5,2.2,whiteha01
