,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
28,Jaime Echenique,Dec 30 '21 WAS vs. CLE,24,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0,echenja01
29,Kessler Edwards,Nov 16 '21 BRK vs. GSW,21,3,123,1561,167,413,77,224,31,40,72,263,63,47,34,56,143,442,.404,.344,.775,12.7,3.6,2.1,0.5,0.4,0.3,edwarke02
30,Rob Edwards,Dec 29 '21 OKC @ PHO,25,1,2,11,1,4,1,4,0,0,0,3,0,0,0,1,0,3,.250,.250,,5.5,1.5,1.5,0.0,0.0,0.0,edwarro01
31,Aleem Ford,Dec 17 '21 ORL vs. MIA,24,1,5,74,6,20,2,15,0,0,2,15,2,1,0,4,7,14,.300,.133,,14.8,2.8,3.0,0.4,0.2,0.0,fordal03
32,Marcus Garrett,Oct 21 '21 MIA vs. MIL,23,1,12,128,5,21,1,4,2,5,9,23,7,5,3,2,16,13,.238,.250,.400,10.7,1.1,1.9,0.6,0.4,0.3,garrema01
33,Usman Garuba,Oct 20 '21 HOU @ MIN,19,3,102,1217,105,222,29,79,34,54,142,391,82,55,40,53,165,273,.473,.367,.630,11.9,2.7,3.8,0.8,0.5,0.4,garubus01
34,Luka Garza,Oct 23 '21 DET @ CHI,23,3,74,672,140,288,33,97,87,125,97,174,40,12,8,34,109,400,.486,.340,.696,9.1,5.4,2.4,0.5,0.2,0.1,garzalu01
35,Josh Giddey,Oct 20 '21 OKC @ UTA,19,3,190,5542,1093,2396,189,621,231,308,326,1380,1075,149,85,501,308,2606,.456,.304,.750,29.2,13.7,7.3,5.7,0.8,0.4,giddejo01
36,Jordan Goodwin,Dec 28 '21 WAS @ MIA,23,3,109,1818,249,596,65,214,82,108,107,349,270,91,41,96,146,645,.418,.304,.759,16.7,5.9,3.2,2.5,0.8,0.4,goodwjo01
37,Hassani Gravett,Dec 17 '21 ORL vs. MIA,25,1,8,171,18,38,11,26,3,4,1,21,20,5,1,9,13,50,.474,.423,.750,21.4,6.3,2.6,2.5,0.6,0.1,graveha01
38,Jalen Green,Oct 20 '21 HOU @ MIN,19,3,203,6574,1348,3236,473,1418,762,958,102,805,658,147,56,469,311,3931,.417,.334,.795,32.4,19.4,4.0,3.2,0.7,0.3,greenja05
39,Quentin Grimes,Oct 20 '21 NYK vs. BOS,21,3,166,3896,497,1151,310,827,118,154,87,419,254,112,44,123,319,1422,.432,.375,.766,23.5,8.6,2.5,1.5,0.7,0.3,grimequ01
40,Tyler Hall,Dec 25 '21 NYK vs. ATL,24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,0.0,hallty01
41,Sam Hauser,Nov 20 '21 BOS vs. OKC,24,3,165,2691,364,806,289,691,27,34,75,432,135,52,39,60,185,1044,.452,.418,.794,16.3,6.3,2.6,0.8,0.3,0.2,hausesa01
42,Aaron Henry,Oct 20 '21 PHI @ NOP,22,1,6,17,1,5,0,1,0,0,0,1,0,0,2,2,2,2,.200,.000,,2.8,0.3,0.2,0.0,0.0,0.3,henryaa01
43,Malcolm Hill,Dec 25 '21 ATL @ NYK,26,2,24,221,26,56,14,39,11,14,11,38,8,7,3,3,25,77,.464,.359,.786,9.2,3.2,1.6,0.3,0.3,0.1,hillma01
44,Jay Huff,Nov 6 '21 LAL @ POR,23,3,23,149,21,39,9,22,17,18,8,34,12,5,5,7,23,68,.538,.409,.944,6.5,3.0,1.5,0.5,0.2,0.2,huffja01
45,Feron Hunt,Apr 8 '22 NYK @ WAS,22,1,2,8,0,2,0,0,0,0,1,1,1,1,0,1,1,0,.000,,,4.0,0.0,0.5,0.5,0.5,0.0,huntfe01
46,Bones Hyland,Oct 25 '21 DEN vs. CLE,21,3,147,2687,505,1276,269,743,203,239,37,341,406,90,37,193,277,1482,.396,.362,.849,18.3,10.1,2.3,2.8,0.6,0.3,hylanbo01
47,Isaiah Jackson,Oct 23 '21 IND vs. MIA,20,3,145,2214,426,722,7,34,216,320,245,624,101,85,195,126,363,1075,.590,.206,.675,15.3,7.4,4.3,0.7,0.6,1.3,jacksis01
48,DeJon Jarreau,Oct 29 '21 IND @ BRK,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,jarrede01
49,David Johnson,Oct 27 '21 TOR vs. IND,20,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.000,.000,,1.0,0.0,0.0,0.0,0.0,0.0,johnsda08
50,Jalen Johnson,Oct 21 '21 ATL vs. DAL,20,3,138,2734,469,923,86,274,142,206,115,709,240,95,78,131,239,1166,.508,.314,.689,19.8,8.4,5.1,1.7,0.7,0.6,johnsja05
51,Keon Johnson,Nov 7 '21 LAC vs. CHO,19,3,81,1164,170,469,66,190,78,102,38,130,138,50,19,93,116,484,.362,.347,.765,14.4,6.0,1.6,1.7,0.6,0.2,johnske07
52,Carlik Jones,Dec 23 '21 DAL vs. MIL,24,2,12,79,7,24,3,7,7,10,2,8,11,3,0,5,2,24,.292,.429,.700,6.6,2.0,0.7,0.9,0.3,0.0,jonesca03
53,Herbert Jones,Oct 20 '21 NOP vs. PHI,23,3,200,5932,736,1519,197,532,358,439,257,769,466,305,146,254,609,2027,.485,.370,.815,29.7,10.1,3.8,2.3,1.5,0.7,joneshe01
54,Kai Jones,Oct 22 '21 CHO @ CLE,21,2,67,613,76,134,5,21,22,34,40,134,19,18,32,37,73,179,.567,.238,.647,9.1,2.7,2.0,0.3,0.3,0.5,joneska01
55,Georgios Kalaitzakis,Oct 19 '21 MIL vs. BRK,23,1,13,214,31,67,10,26,14,30,6,21,12,11,2,20,19,86,.463,.385,.467,16.5,6.6,1.6,0.9,0.8,0.2,kalaige01
56,Braxton Key,Jan 7 '22 PHI vs. SAS,24,3,31,261,40,89,7,25,13,21,16,65,19,12,12,12,31,100,.449,.280,.619,8.4,3.2,2.1,0.6,0.4,0.4,keybr01
57,Corey Kispert,Oct 22 '21 WAS vs. IND,22,3,210,5234,786,1644,396,1037,208,253,105,566,273,92,42,173,285,2176,.478,.382,.822,24.9,10.4,2.7,1.3,0.4,0.2,kispeco01
58,Vit Krejci,Oct 20 '21 OKC @ UTA,21,3,60,857,83,204,37,119,20,24,24,127,74,24,9,34,82,223,.407,.311,.833,14.3,3.7,2.1,1.2,0.4,0.2,krejcvi01
59,Arnoldas Kulboka,Dec 10 '21 CHO vs. SAC,24,1,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,.000,.000,,2.5,0.0,0.0,0.0,0.0,0.0,kulboar01
60,Jonathan Kuminga,Oct 30 '21 GSW vs. OKC,19,3,196,4092,848,1621,144,429,396,569,202,746,312,111,80,263,428,2236,.523,.336,.696,20.9,11.4,3.8,1.6,0.6,0.4,kuminjo01
61,Jock Landale,Oct 20 '21 SAS vs. ORL,26,3,157,1873,308,617,52,191,130,168,225,494,135,34,57,102,210,798,.499,.272,.774,11.9,5.1,3.1,0.9,0.2,0.4,landajo01
62,Scottie Lewis,Dec 13 '21 CHO @ DAL,21,1,2,7,0,0,0,0,1,2,0,0,1,1,0,0,0,1,,,.500,3.5,0.5,0.0,0.5,0.5,0.0,lewissc01
63,Isaiah Livers,Dec 16 '21 DET @ IND,23,3,94,2051,201,494,123,344,56,71,58,248,87,54,40,61,183,581,.407,.358,.789,21.8,6.2,2.6,0.9,0.6,0.4,liveris01
64,Gabriel Lundberg,Apr 3 '22 PHO @ OKC,27,1,4,44,5,19,3,8,0,0,2,7,11,3,0,3,7,13,.263,.375,,11.0,3.3,1.8,2.8,0.8,0.0,lundbga01
65,Sandro Mamukelashvili,Oct 19 '21 MIL vs. BRK,22,3,117,1280,185,416,60,185,69,96,124,323,112,29,29,58,102,499,.445,.324,.719,10.9,4.3,2.8,1.0,0.2,0.2,mamuksa01
66,Tre Mann,Oct 20 '21 OKC @ UTA,20,3,150,2970,489,1228,202,586,121,155,61,401,279,106,23,157,224,1301,.398,.345,.781,19.8,8.7,2.7,1.9,0.7,0.2,manntr01
67,Miles McBride,Oct 22 '21 NYK @ ORL,21,3,152,1808,222,578,114,344,58,81,30,142,171,80,13,47,163,616,.384,.331,.716,11.9,4.1,0.9,1.1,0.5,0.1,mcbrimi01
68,Mac McClung,Dec 29 '21 CHI vs. ATL,23,2,4,66,12,26,5,14,4,6,3,13,10,1,1,6,8,33,.462,.357,.667,16.5,8.3,3.3,2.5,0.3,0.3,mccluma01
69,Cameron McGriff,Dec 27 '21 POR vs. DAL,24,1,3,46,5,14,2,6,2,2,6,15,3,0,1,0,7,14,.357,.333,1.000,15.3,4.7,5.0,1.0,0.0,0.3,mcgrica01
70,JaQuori McLaughlin,Nov 2 '21 DAL vs. MIA,24,1,4,11,0,2,0,1,0,0,0,0,2,0,0,0,1,0,.000,.000,,2.8,0.0,0.0,0.5,0.0,0.0,mclauja01
71,Davion Mitchell,Oct 20 '21 SAC @ POR,23,3,205,4191,613,1425,192,607,101,143,57,324,584,110,42,205,315,1519,.430,.316,.706,20.4,7.4,1.6,2.8,0.5,0.2,mitchda01
72,Evan Mobley,Oct 20 '21 CLE @ MEM,20,3,185,6206,1192,2196,56,228,460,681,421,1663,510,148,293,350,471,2900,.543,.246,.675,33.5,15.7,9.0,2.8,0.8,1.6,mobleev01
73,Moses Moody,Oct 19 '21 GSW @ LAL,19,3,161,2229,327,707,139,388,114,152,92,324,110,56,35,79,153,907,.463,.358,.750,13.8,5.6,2.0,0.7,0.3,0.2,moodymo01
74,Xavier Moon,Dec 27 '21 LAC vs. BRK,27,3,16,169,29,62,6,18,3,5,2,19,32,7,3,8,12,67,.468,.333,.600,10.6,4.2,1.2,2.0,0.4,0.2,moonxa01
75,Ade Murkey,Dec 22 '21 SAC vs. LAC,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,murkead01
76,Trey Murphy III,Oct 20 '21 NOP vs. PHI,21,3,177,4283,654,1445,368,948,279,322,128,577,216,143,69,93,261,1955,.453,.388,.866,24.2,11.0,3.3,1.2,0.8,0.4,murphtr02
77,RJ Nembhard Jr.,Oct 22 '21 CLE vs. CHO,22,1,14,63,6,18,0,2,3,4,3,7,12,1,0,3,2,15,.333,.000,.750,4.5,1.1,0.5,0.9,0.1,0.0,nembhrj01
78,Daishen Nix,Nov 29 '21 HOU vs. OKC,19,3,91,1210,116,323,52,179,41,70,25,132,174,48,7,113,81,325,.359,.291,.586,13.3,3.6,1.5,1.9,0.5,0.1,nixda01
79,Eugene Omoruyi,Oct 29 '21 DAL @ DEN,24,3,73,883,154,336,32,117,77,112,69,176,53,47,4,49,133,417,.458,.274,.688,12.1,5.7,2.4,0.7,0.6,0.1,omorueu01
80,Jaysean Paige,Jan 1 '22 DET vs. SAS,27,1,1,7,0,3,0,2,0,0,0,1,1,0,0,1,2,0,.000,.000,,7.0,0.0,1.0,1.0,0.0,0.0,paigeja01
81,Trayvon Palmer,Dec 29 '21 DET vs. NYK,27,1,1,17,0,1,0,0,0,0,0,2,0,0,0,1,2,0,.000,,,17.0,0.0,2.0,0.0,0.0,0.0,palmetr01
82,Kevin Pangos,Oct 22 '21 CLE vs. CHO,29,1,24,166,15,46,6,26,3,4,2,11,30,3,0,7,11,39,.326,.231,.750,6.9,1.6,0.5,1.3,0.1,0.0,pangoke01
83,Jamorko Pickett,Oct 23 '21 DET @ CHI,24,1,13,176,18,50,13,39,1,2,6,32,7,0,7,5,12,50,.360,.333,.500,13.5,3.8,2.5,0.5,0.0,0.5,pickeja01
84,Yves Pons,Nov 12 '21 MEM vs. PHO,22,1,12,71,5,16,3,9,0,2,5,12,1,1,4,1,6,13,.313,.333,.000,5.9,1.1,1.0,0.1,0.1,0.3,ponsyv01
85,Micah Potter,Jan 1 '22 DET vs. SAS,23,3,12,90,15,27,4,10,2,2,7,29,4,2,1,3,9,36,.556,.400,1.000,7.5,3.0,2.4,0.3,0.2,0.1,pottemi01
86,Myles Powell,Dec 20 '21 PHI @ BOS,24,1,11,52,5,17,1,6,2,2,1,6,3,1,0,3,8,13,.294,.167,1.000,4.7,1.2,0.5,0.3,0.1,0.0,powelmy01
87,Joshua Primo,Oct 20 '21 SAS vs. ORL,19,3,56,1068,111,299,45,150,51,68,35,127,99,21,26,72,87,318,.371,.300,.750,19.1,5.7,2.3,1.8,0.4,0.5,primojo01
88,Trevelin Queen,Dec 18 '21 HOU @ DET,24,3,30,307,36,100,14,56,18,21,18,52,28,14,11,21,25,104,.360,.250,.857,10.2,3.5,1.7,0.9,0.5,0.4,queentr01
89,Neemias Queta,Dec 17 '21 SAC vs. MEM,22,3,43,432,72,127,0,0,26,39,63,144,18,11,24,16,70,170,.567,,.667,10.0,4.0,3.3,0.4,0.3,0.6,quetane01
90,Austin Reaves,Oct 22 '21 LAL vs. PHO,23,3,188,5240,752,1510,250,683,509,592,120,640,676,118,53,274,311,2263,.498,.366,.860,27.9,12.0,3.4,3.6,0.6,0.3,reaveau01
91,Jeremiah Robinson-Earl,Oct 20 '21 OKC @ UTA,21,3,118,2155,279,640,107,305,87,111,163,511,103,62,30,70,164,752,.436,.351,.784,18.3,6.4,4.3,0.9,0.5,0.3,robinje02
92,Matt Ryan,Apr 10 '22 BOS @ MEM,24,3,53,657,86,213,71,170,23,26,10,63,31,12,2,25,55,266,.404,.418,.885,12.4,5.0,1.2,0.6,0.2,0.0,ryanma01
93,Olivier Sarr,Dec 28 '21 OKC @ SAC,22,3,45,630,84,150,16,43,39,51,56,159,25,7,27,29,87,223,.560,.372,.765,14.0,5.0,3.5,0.6,0.2,0.6,sarrol01
94,Jordan Schakel,Dec 26 '21 WAS vs. PHI,23,2,6,36,2,13,2,7,2,2,2,8,1,2,0,1,1,8,.154,.286,1.000,6.0,1.3,1.3,0.2,0.3,0.0,schakjo01
95,Tre Scott,Dec 22 '21 CLE @ BOS,25,1,2,11,3,6,0,1,0,0,1,2,0,1,1,0,2,6,.500,.000,,5.5,3.0,1.0,0.0,0.5,0.5,scotttr01
96,Alperen Şengün,Oct 20 '21 HOU @ MIN,19,3,206,5565,1175,2226,79,282,602,847,546,1610,763,195,182,494,670,3031,.528,.280,.711,27.0,14.7,7.8,3.7,0.9,0.9,sengual01
97,Day'Ron Sharpe,Oct 24 '21 BRK vs. CHO,20,3,126,1661,313,550,12,30,124,202,302,667,120,46,82,121,251,762,.569,.400,.614,13.2,6.0,5.3,1.0,0.4,0.7,sharpda01
98,Marko Simonovic,Nov 22 '21 CHI vs. IND,22,2,16,55,6,22,2,9,9,13,6,12,0,1,1,2,11,23,.273,.222,.692,3.4,1.4,0.8,0.0,0.1,0.1,simonma01
99,Zavier Simpson,Apr 5 '22 OKC vs. POR,24,1,4,174,19,52,1,8,5,5,2,21,30,5,4,10,15,44,.365,.125,1.000,43.5,11.0,5.3,7.5,1.3,1.0,simpsza01
100,Jericho Sims,Oct 20 '21 NYK vs. BOS,23,3,127,1802,155,206,0,1,37,65,201,518,66,30,65,58,194,347,.752,.000,.569,14.2,2.7,4.1,0.5,0.2,0.5,simsje01
101,Javonte Smart,Dec 4 '21 MIL vs. MIA,22,2,18,201,19,60,8,27,5,6,5,24,16,6,3,11,12,51,.317,.296,.833,11.2,2.8,1.3,0.9,0.3,0.2,smartja01
102,Xavier Sneed,Dec 31 '21 MEM vs. SAS,24,2,13,87,7,20,4,14,4,4,2,11,6,0,1,3,9,22,.350,.286,1.000,6.7,1.7,0.8,0.5,0.0,0.1,sneedxa01
103,Jaden Springer,Oct 20 '21 PHI @ NOP,19,3,55,491,66,162,10,44,34,42,35,78,44,32,16,31,66,176,.407,.227,.810,8.9,3.2,1.4,0.8,0.6,0.3,sprinja01
104,Jalen Suggs,Oct 20 '21 ORL @ SAS,20,3,157,4044,631,1530,222,689,291,386,119,511,506,205,80,345,422,1775,.412,.322,.754,25.8,11.3,3.3,3.2,1.3,0.5,suggsja01
105,Craig Sword,Dec 28 '21 WAS @ MIA,28,1,3,19,3,4,0,1,0,0,0,0,1,4,0,1,7,6,.750,.000,,6.3,2.0,0.0,0.3,1.3,0.0,swordcr01
106,Keifer Sykes,Dec 29 '21 IND vs. CHO,28,1,32,566,69,190,27,90,15,17,8,45,62,12,4,33,51,180,.363,.300,.882,17.7,5.6,1.4,1.9,0.4,0.1,sykeske01
107,Terry Taylor,Jan 5 '22 IND vs. BRK,22,3,87,1139,191,329,19,66,44,65,137,252,58,21,16,39,103,445,.581,.288,.677,13.1,5.1,2.9,0.7,0.2,0.2,taylote01
108,Jon Teske,Jan 3 '22 MEM @ BRK,24,1,3,8,0,1,0,0,0,2,0,2,1,1,0,0,1,0,.000,,.000,2.7,0.0,0.7,0.3,0.3,0.0,teskejo01
109,Cam Thomas,Oct 19 '21 BRK @ MIL,20,3,172,3555,781,1787,194,574,421,497,42,394,284,89,27,203,220,2177,.437,.338,.847,20.7,12.7,2.3,1.7,0.5,0.2,thomaca02
110,JT Thor,Oct 22 '21 CHO @ CLE,19,3,149,1826,171,436,65,212,52,80,86,308,73,38,54,66,137,459,.392,.307,.650,12.3,3.1,2.1,0.5,0.3,0.4,thorjt01
111,Isaiah Todd,Oct 25 '21 WAS @ BRK,20,2,18,135,10,45,5,26,4,8,5,24,8,5,2,6,8,29,.222,.192,.500,7.5,1.6,1.3,0.4,0.3,0.1,toddis01
112,Franz Wagner,Oct 20 '21 ORL @ SAS,20,3,212,6790,1402,2932,306,892,658,774,209,982,729,200,73,398,470,3768,.478,.343,.850,32.0,17.8,4.6,3.4,0.9,0.3,wagnefr01
113,Ish Wainright,Nov 19 '21 PHO vs. DAL,27,3,112,1320,131,349,82,248,35,45,72,202,68,60,29,36,170,379,.375,.331,.778,11.8,3.4,1.8,0.6,0.5,0.3,wainris01
114,M.J. Walker,Dec 31 '21 PHO @ BOS,23,1,2,8,0,4,0,2,0,0,0,1,1,2,0,0,1,0,.000,.000,,4.0,0.0,0.5,0.5,1.0,0.0,walkemj01
115,Duane Washington Jr.,Oct 29 '21 IND @ BRK,21,2,79,1362,267,683,121,326,62,85,6,119,148,32,7,91,89,717,.391,.371,.729,17.2,9.1,1.5,1.9,0.4,0.1,washidu02
116,Lindy Waters III,Feb 11 '22 OKC @ PHI,24,3,92,1172,165,408,133,359,20,25,24,174,67,35,23,26,90,483,.404,.370,.800,12.7,5.3,1.9,0.7,0.4,0.3,waterli01
117,Trendon Watford,Nov 14 '21 POR @ DEN,21,3,153,2550,421,771,48,140,185,241,134,548,266,72,50,146,303,1075,.546,.343,.768,16.7,7.0,3.6,1.7,0.5,0.3,watfotr01
118,Joe Wieskamp,Nov 10 '21 SAS vs. SAC,22,2,38,255,23,70,17,55,7,13,4,18,12,4,3,3,17,70,.329,.309,.538,6.7,1.8,0.5,0.3,0.1,0.1,wieskjo01
119,Aaron Wiggins,Nov 14 '21 OKC vs. BRK,23,3,178,3347,483,947,136,351,157,202,161,523,199,102,35,145,270,1259,.510,.387,.777,18.8,7.1,2.9,1.1,0.6,0.2,wiggiaa01
120,Lindell Wigginton,Jan 13 '22 MIL vs. GSW,23,3,29,294,46,103,15,46,29,46,3,32,37,5,3,25,25,136,.447,.326,.630,10.1,4.7,1.1,1.3,0.2,0.1,wiggili01
121,Brandon Williams,Dec 27 '21 POR vs. DAL,22,2,36,699,113,304,33,112,74,108,22,81,106,25,11,61,54,333,.372,.295,.685,19.4,9.3,2.3,2.9,0.7,0.3,willibr03
122,Ziaire Williams,Oct 20 '21 MEM vs. CLE,20,3,150,2945,425,998,159,528,122,152,77,388,175,85,27,144,256,1131,.426,.301,.803,19.6,7.5,2.6,1.2,0.6,0.2,willizi02
123,McKinley Wright IV,Oct 20 '21 MIN vs. HOU,23,2,32,354,48,101,10,30,13,19,9,47,61,8,5,20,25,119,.475,.333,.684,11.1,3.7,1.5,1.9,0.3,0.2,wrighmc01
124,Moses Wright,Dec 22 '21 LAC @ SAC,23,1,4,14,1,4,0,1,3,3,1,3,2,0,1,0,0,5,.250,.000,1.000,3.5,1.3,0.8,0.5,0.0,0.3,wrighmo01
125,Gabe York,Apr 9 '22 IND @ PHI,28,2,5,77,10,28,7,24,5,7,0,8,9,4,1,1,9,32,.357,.292,.714,15.4,6.4,1.6,1.8,0.8,0.2,yorkga01
126,Omer Yurtseven,Oct 21 '21 MIA vs. MIL,23,3,98,1086,190,362,8,34,51,82,134,438,64,23,33,70,137,439,.525,.235,.622,11.1,4.5,4.5,0.7,0.2,0.3,yurtsom01
