,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
41,Damian Jones,Dec 10 '16 GSW @ MEM,21,8,265,3662,510,777,25,67,260,365,281,840,190,88,179,171,519,1305,.656,.373,.712,13.8,4.9,3.2,0.7,0.3,0.7,jonesda03
42,Derrick Jones Jr.,Nov 19 '16 PHO @ PHI,19,8,400,7783,986,1957,229,720,463,655,481,1318,285,254,268,230,750,2664,.504,.318,.707,19.5,6.7,3.3,0.7,0.6,0.7,jonesde02
43,Mindaugas Kuzminskas,Oct 25 '16 NYK @ CLE,27,2,69,1018,158,371,54,168,55,68,47,126,69,29,11,51,79,425,.426,.321,.809,14.8,6.2,1.8,1.0,0.4,0.2,kuzmimi01
44,Skal Labissière,Nov 5 '16 SAC @ MIL,20,4,148,2595,429,872,30,85,181,242,224,662,152,53,99,151,314,1069,.492,.353,.748,17.5,7.2,4.5,1.0,0.4,0.7,labissk01
45,Nicolás Laprovíttola,Oct 25 '16 SAS @ GSW,27,1,18,174,20,47,10,27,9,9,1,10,28,4,1,19,19,59,.426,.370,1.000,9.7,3.3,0.6,1.6,0.2,0.1,laproni01
46,Jake Layman,Nov 1 '16 POR vs. GSW,22,6,243,3099,458,996,131,437,128,178,102,417,127,99,71,122,254,1175,.460,.300,.719,12.8,4.8,1.7,0.5,0.4,0.3,laymaja01
47,Caris LeVert,Dec 7 '16 BRK vs. DEN,22,8,440,12327,2313,5328,644,1880,951,1290,315,1682,1769,459,153,796,900,6221,.434,.343,.737,28.0,14.1,3.8,4.0,1.0,0.3,leverca01
48,Shawn Long,Mar 6 '17 PHI vs. MIL,24,1,18,234,61,109,7,19,19,35,41,85,13,9,9,13,49,148,.560,.368,.543,13.0,8.2,4.7,0.7,0.5,0.5,longsh01
49,Timothé Luwawu-Cabarrot,Oct 29 '16 PHI vs. ATL,21,6,328,5254,648,1657,320,956,321,387,124,656,293,132,42,232,605,1937,.391,.335,.829,16.0,5.9,2.0,0.9,0.4,0.1,luwawti01
50,Sheldon Mac,Oct 27 '16 WAS @ ATL,24,1,30,287,30,75,7,30,23,27,4,34,15,8,2,5,17,90,.400,.233,.852,9.6,3.0,1.1,0.5,0.3,0.1,mcclesh01
51,Thon Maker,Oct 30 '16 MIL @ DET,19,5,263,3624,425,976,130,397,236,347,218,726,161,96,173,142,460,1216,.435,.327,.680,13.8,4.6,2.8,0.6,0.4,0.7,makerth01
52,Patrick McCaw,Oct 25 '16 GSW vs. SAS,21,5,199,3373,292,696,92,302,84,107,64,319,270,139,31,123,233,760,.420,.305,.785,16.9,3.8,1.6,1.4,0.7,0.2,mccawpa01
53,Rodney McGruder,Oct 26 '16 MIA @ ORL,25,7,317,6158,681,1622,301,836,162,241,253,885,381,161,50,190,459,1825,.420,.360,.672,19.4,5.8,2.8,1.2,0.5,0.2,mcgruro01
54,Dejounte Murray,Oct 29 '16 SAS vs. NOP,20,7,451,12943,2712,5909,477,1403,836,1059,418,2610,2310,640,122,886,800,6737,.459,.340,.789,28.7,14.9,5.8,5.1,1.4,0.3,murrade01
55,Jamal Murray,Oct 26 '16 DEN @ NOP,19,7,455,13927,2898,6427,953,2524,1115,1285,346,1690,2011,431,155,917,833,7864,.451,.378,.868,30.6,17.3,3.7,4.4,0.9,0.3,murraja01
56,Maurice Ndour,Nov 1 '16 NYK @ DET,24,1,32,331,39,86,1,7,19,26,22,64,8,15,8,12,30,98,.453,.143,.731,10.3,3.1,2.0,0.3,0.5,0.3,ndourma01
57,Georges Niang,Oct 28 '16 IND @ BRK,23,8,443,7239,1075,2465,665,1686,193,224,122,1018,394,132,58,271,725,3008,.436,.394,.862,16.3,6.8,2.3,0.9,0.3,0.1,niangge01
58,David Nwaba,Feb 28 '17 LAL vs. CHO,24,6,237,4583,603,1231,87,272,329,489,236,866,246,177,106,163,447,1622,.490,.320,.673,19.3,6.8,3.7,1.0,0.7,0.4,nwabada01
59,Daniel Ochefu,Oct 27 '16 WAS @ ATL,23,1,19,75,12,27,0,0,0,2,5,22,3,2,0,3,17,24,.444,,.000,3.9,1.3,1.2,0.2,0.1,0.0,ochefda01
60,Chinanu Onuaku,Dec 26 '16 HOU vs. PHO,20,2,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,.583,,1.000,12.3,3.0,2.3,0.7,0.5,0.2,onuakch01
61,Georgios Papagiannis,Nov 5 '16 SAC @ MIL,19,2,39,477,74,144,0,2,12,14,37,123,29,7,23,32,56,160,.514,.000,.857,12.2,4.1,3.2,0.7,0.2,0.6,papagge01
62,Gary Payton II,Apr 2 '17 MIL vs. DAL,24,8,190,2830,418,768,92,271,63,105,171,543,207,198,52,111,319,991,.544,.339,.600,14.9,5.2,2.9,1.1,1.0,0.3,paytoga02
63,Marshall Plumlee,Nov 20 '16 NYK vs. ATL,24,2,29,222,17,33,0,0,20,35,27,68,12,4,5,15,33,54,.515,,.571,7.7,1.9,2.3,0.4,0.1,0.2,plumlma02
64,Jakob Poeltl,Oct 26 '16 TOR vs. DET,21,8,538,11634,1985,3144,2,4,515,958,1415,3606,925,315,686,610,1303,4487,.631,.500,.538,21.6,8.3,6.7,1.7,0.6,1.3,poeltja01
65,Alex Poythress,Apr 2 '17 PHI @ TOR,23,3,52,566,76,161,19,53,26,39,47,122,24,10,13,18,77,197,.472,.358,.667,10.9,3.8,2.3,0.5,0.2,0.3,poythal01
66,Taurean Prince,Oct 27 '16 ATL vs. WAS,22,8,484,11868,1755,4151,814,2177,622,767,221,1751,832,390,201,703,1005,4946,.423,.374,.811,24.5,10.2,3.6,1.7,0.8,0.4,princta02
67,Tim Quarterman,Nov 9 '16 POR @ LAC,22,2,19,93,14,32,5,15,2,5,4,17,12,2,3,13,7,35,.438,.333,.400,4.9,1.8,0.9,0.6,0.1,0.2,quartti01
68,Chasson Randle,Jan 14 '17 PHI @ WAS,23,4,119,1919,223,556,106,294,127,159,23,172,210,58,10,108,197,679,.401,.361,.799,16.1,5.7,1.4,1.8,0.5,0.1,randlch01
69,Malachi Richardson,Oct 26 '16 SAC @ PHO,21,3,70,625,67,187,28,93,36,46,10,70,24,16,2,26,63,198,.358,.301,.783,8.9,2.8,1.0,0.3,0.2,0.0,richama01
70,Domantas Sabonis,Oct 26 '16 OKC @ PHI,20,8,554,16684,3389,6098,240,717,1646,2266,1396,5589,2568,426,256,1383,1728,8664,.556,.335,.726,30.1,15.6,10.1,4.6,0.8,0.5,sabondo01
71,Dario Šarić,Oct 26 '16 PHI vs. OKC,22,7,471,10830,1800,4048,630,1741,813,969,662,2568,912,270,95,700,963,5043,.445,.362,.839,23.0,10.7,5.5,1.9,0.6,0.2,saricda01
72,Tomáš Satoranský,Oct 27 '16 WAS @ ATL,25,6,388,8617,997,2132,237,670,445,543,312,1117,1586,309,60,513,658,2676,.468,.354,.820,22.2,6.9,2.9,4.1,0.8,0.2,satorto01
73,Wayne Selden,Mar 14 '17 NOP vs. POR,22,4,127,2386,338,814,112,326,127,177,54,253,189,57,19,145,209,915,.415,.344,.718,18.8,7.2,2.0,1.5,0.4,0.1,seldewa01
74,Pascal Siakam,Oct 26 '16 TOR vs. DET,22,8,531,16473,3545,7181,553,1681,1669,2172,777,3468,1937,485,324,996,1459,9312,.494,.329,.768,31.0,17.5,6.5,3.6,0.9,0.6,siakapa01
75,Diamond Stone,Oct 30 '16 LAC vs. UTA,19,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,.231,,1.000,3.4,1.4,0.9,0.0,0.0,0.1,stonedi01
76,Isaiah Taylor,Apr 2 '17 HOU @ PHO,22,2,71,1219,164,397,20,82,100,143,23,97,209,35,11,84,122,448,.413,.244,.699,17.2,6.3,1.4,2.9,0.5,0.2,taylois01
77,Mike Tobey,Feb 15 '17 CHO @ TOR,22,1,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,.250,,,12.5,1.0,1.5,0.5,0.0,0.0,tobeymi01
78,Tyler Ulis,Oct 26 '16 PHO vs. SAC,21,3,133,2782,398,988,63,225,139,172,44,223,537,118,12,204,193,998,.403,.280,.808,20.9,7.5,1.7,4.0,0.9,0.1,ulisty01
79,Jarrod Uthoff,Mar 10 '17 DAL vs. BRK,23,2,16,168,23,56,6,18,7,9,10,28,9,3,4,3,10,59,.411,.333,.778,10.5,3.7,1.8,0.6,0.2,0.3,uthofja01
80,Denzel Valentine,Oct 29 '16 CHI vs. IND,23,5,256,4817,680,1728,361,1004,74,94,101,857,466,159,31,228,412,1795,.394,.360,.787,18.8,7.0,3.3,1.8,0.6,0.1,valende01
81,Fred VanVleet,Nov 9 '16 TOR @ OKC,22,8,470,14347,2344,5822,1156,3101,1121,1292,196,1584,2619,621,216,788,1006,6965,.403,.373,.868,30.5,14.8,3.4,5.6,1.3,0.5,vanvlfr01
82,Okaro White,Jan 19 '17 MIA vs. DAL,24,3,44,557,40,105,16,47,22,25,29,95,23,11,11,19,58,118,.381,.340,.880,12.7,2.7,2.2,0.5,0.3,0.3,whiteok01
83,Isaiah Whitehead,Oct 26 '16 BRK @ BOS,21,2,89,1823,244,594,51,167,104,132,36,210,212,50,38,166,198,643,.411,.305,.788,20.5,7.2,2.4,2.4,0.6,0.4,whiteis01
84,Troy Williams,Oct 29 '16 MEM @ NYK,22,3,72,1176,168,374,43,144,50,77,49,191,52,57,22,60,131,429,.449,.299,.649,16.3,6.0,2.7,0.7,0.8,0.3,willitr02
85,Kyle Wiltjer,Oct 28 '16 HOU @ DAL,24,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,.286,.308,.500,3.1,0.9,0.7,0.1,0.2,0.1,wiltjky01
86,Stephen Zimmerman,Oct 28 '16 ORL @ DET,20,1,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,.323,,.600,5.7,1.2,1.8,0.2,0.1,0.3,zimmest01
87,Paul Zipser,Oct 29 '16 CHI vs. IND,22,2,98,1667,169,455,70,209,50,65,28,256,82,35,31,83,164,458,.371,.335,.769,17.0,4.7,2.6,0.8,0.4,0.3,zipsepa01
88,Ivica Zubac,Nov 2 '16 LAL @ ATL,19,8,484,10287,1766,2892,1,12,844,1150,1184,3554,552,152,460,556,1160,4377,.611,.083,.734,21.3,9.0,7.3,1.1,0.3,1.0,zubaciv01
