,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
18,Dyson Daniels,Oct 19 '22 NOP @ BRK,19,2,111,2181,199,464,59,196,58,90,87,379,270,115,32,109,183,515,.429,.301,.644,19.6,4.6,3.4,2.4,1.0,0.3,daniedy01
19,Johnny Davis,Oct 25 '22 WAS vs. DET,20,2,58,713,95,253,20,84,18,36,22,104,40,20,10,24,73,228,.375,.238,.500,12.3,3.9,1.8,0.7,0.3,0.2,davisjo06
20,JD Davison,Nov 11 '22 BOS vs. DEN,20,2,14,72,8,20,2,8,3,4,3,11,11,2,2,4,5,21,.400,.250,.750,5.1,1.5,0.8,0.8,0.1,0.1,davisjd01
21,Darius Days,Feb 6 '23 HOU vs. SAC,23,1,4,25,5,12,3,10,2,2,1,6,1,0,1,0,2,15,.417,.300,1.000,6.3,3.8,1.5,0.3,0.0,0.3,daysda01
22,Moussa Diabaté,Oct 27 '22 LAC @ OKC,21,2,33,259,34,66,1,2,19,30,46,74,8,12,9,11,19,88,.515,.500,.633,7.8,2.7,2.2,0.2,0.4,0.3,diabamo01
23,Ousmane Dieng,Oct 19 '22 OKC @ MIN,19,2,68,895,119,282,46,162,29,39,29,154,77,19,10,42,61,313,.422,.284,.744,13.2,4.6,2.3,1.1,0.3,0.1,diengou01
24,Jalen Duren,Oct 19 '22 DET vs. ORL,19,2,112,3023,526,829,0,5,186,275,376,1126,191,65,99,181,331,1238,.634,.000,.676,27.0,11.1,10.1,1.7,0.6,0.9,durenja01
25,Tari Eason,Oct 19 '22 HOU @ ATL,21,2,104,2247,384,849,77,222,130,178,241,649,115,127,66,121,240,975,.452,.347,.730,21.6,9.4,6.2,1.1,1.2,0.6,easonta01
26,Keon Ellis,Nov 17 '22 SAC vs. SAS,23,2,51,476,46,110,33,87,15,24,17,53,52,23,15,19,61,140,.418,.379,.625,9.3,2.7,1.0,1.0,0.5,0.3,elliske01
27,Simone Fontecchio,Oct 19 '22 UTA vs. DEN,27,2,111,2181,325,774,176,477,75,95,89,292,133,54,26,98,157,901,.420,.369,.789,19.6,8.1,2.6,1.2,0.5,0.2,fontesi01
28,Michael Foster Jr.,Nov 22 '22 PHI vs. BRK,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,fostemi02
29,Jacob Gilyard,Apr 9 '23 MEM @ OKC,24,2,38,695,61,147,52,123,2,2,8,47,138,30,5,31,38,176,.415,.423,1.000,18.3,4.6,1.2,3.6,0.8,0.1,gilyaja01
30,RaiQuan Gray,Apr 9 '23 BRK vs. PHI,23,1,1,35,6,12,2,5,2,2,3,9,7,0,1,4,5,16,.500,.400,1.000,35.0,16.0,9.0,7.0,0.0,1.0,grayra01
31,A.J. Green,Oct 22 '22 MIL vs. HOU,23,2,76,733,113,260,94,222,14,15,12,89,47,9,2,15,67,334,.435,.423,.933,9.6,4.4,1.2,0.6,0.1,0.0,greenaj01
32,AJ Griffin,Oct 23 '22 ATL vs. CHO,19,2,90,1533,261,578,110,292,44,49,39,167,77,43,13,48,93,676,.452,.377,.898,17.0,7.5,1.9,0.9,0.5,0.1,griffaj01
33,Jordan Hall,Nov 2 '22 SAS vs. TOR,21,1,9,83,9,28,3,15,7,9,3,12,11,1,0,7,6,28,.321,.200,.778,9.2,3.1,1.3,1.2,0.1,0.0,halljo02
34,Jaden Hardy,Oct 22 '22 DAL vs. MEM,20,2,102,1509,303,719,133,348,103,132,26,190,151,34,11,86,122,842,.421,.382,.780,14.8,8.3,1.9,1.5,0.3,0.1,hardyja02
35,Ron Harper Jr.,Oct 31 '22 TOR vs. ATL,22,2,10,52,8,16,3,9,1,1,3,7,5,0,1,0,5,20,.500,.333,1.000,5.2,2.0,0.7,0.5,0.0,0.1,harpero02
36,Kevon Harris,Oct 21 '22 ORL @ ATL,25,2,36,463,49,110,16,43,31,41,28,72,17,17,5,22,56,145,.445,.372,.756,12.9,4.0,2.0,0.5,0.5,0.1,harrike01
37,Caleb Houstan,Oct 19 '22 ORL @ DET,20,2,95,1476,134,353,107,296,32,40,57,173,56,24,10,33,115,407,.380,.361,.800,15.5,4.3,1.8,0.6,0.3,0.1,houstca01
38,Trevor Hudgins,Oct 22 '22 HOU @ MIL,23,1,5,28,2,9,2,8,3,3,0,0,3,0,0,1,1,9,.222,.250,1.000,5.6,1.8,0.0,0.6,0.0,0.0,hudgitr01
39,Jaden Ivey,Oct 19 '22 DET vs. ORL,20,2,130,3867,703,1648,204,596,436,584,142,485,591,99,49,369,402,2046,.427,.342,.747,29.7,15.7,3.7,4.5,0.8,0.4,iveyja01
40,Quenton Jackson,Feb 11 '23 WAS vs. IND,24,1,9,135,19,42,1,12,17,22,2,8,15,4,1,4,10,56,.452,.083,.773,15.0,6.2,0.9,1.7,0.4,0.1,jacksqu01
41,Nikola Jović,Oct 26 '22 MIA @ POR,19,2,41,648,84,198,39,104,32,45,27,137,59,17,10,35,66,239,.424,.375,.711,15.8,5.8,3.3,1.4,0.4,0.2,jovicni01
42,Johnny Juzang,Feb 28 '23 UTA vs. SAS,21,2,22,261,39,116,17,72,2,4,9,43,10,4,3,3,15,97,.336,.236,.500,11.9,4.4,2.0,0.5,0.2,0.1,juzanjo01
43,Trevor Keels,Oct 21 '22 NYK vs. DET,19,1,3,8,1,4,1,4,0,0,0,2,0,0,0,0,0,3,.250,.250,,2.7,1.0,0.7,0.0,0.0,0.0,keelstr01
44,Walker Kessler,Oct 19 '22 UTA vs. DEN,21,2,125,2892,489,707,5,22,128,240,361,999,113,52,311,111,278,1111,.692,.227,.533,23.1,8.9,8.0,0.9,0.4,2.5,kesslwa01
45,Christian Koloko,Oct 19 '22 TOR vs. CLE,22,1,58,802,72,150,1,12,37,59,84,171,31,21,57,20,128,182,.480,.083,.627,13.8,3.1,2.9,0.5,0.4,1.0,kolokch01
46,Jake LaRavia,Oct 19 '22 MEM vs. NYK,21,2,52,668,70,188,34,118,30,39,36,107,38,19,7,30,79,204,.372,.288,.769,12.8,3.9,2.1,0.7,0.4,0.1,laravja01
47,A.J. Lawson,Nov 16 '22 MIN @ ORL,22,2,43,339,62,129,23,65,14,27,18,54,15,11,3,13,30,161,.481,.354,.519,7.9,3.7,1.3,0.3,0.3,0.1,lawsoaj01
48,Kenneth Lofton Jr.,Oct 22 '22 MEM @ DAL,20,2,41,284,64,136,9,29,24,42,21,69,34,8,5,20,43,161,.471,.310,.571,6.9,3.9,1.7,0.8,0.2,0.1,loftoke01
49,Tyrese Martin,Oct 23 '22 ATL vs. CHO,23,1,16,66,9,23,1,7,2,2,5,12,2,1,0,2,2,21,.391,.143,1.000,4.1,1.3,0.8,0.1,0.1,0.0,martity01
50,Bennedict Mathurin,Oct 19 '22 IND vs. WAS,20,2,136,3735,702,1598,178,517,557,675,147,552,235,83,27,248,276,2139,.439,.344,.825,27.5,15.7,4.1,1.7,0.6,0.2,mathube01
51,Bryce McGowens,Oct 19 '22 CHO @ SAS,20,2,94,1548,168,394,56,167,111,147,36,183,99,34,13,68,116,503,.426,.335,.755,16.5,5.4,1.9,1.1,0.4,0.1,mcgowbr01
52,Justin Minaya,Apr 4 '23 POR @ MEM,23,2,24,250,14,51,7,31,3,7,13,36,12,7,10,9,20,38,.275,.226,.429,10.4,1.6,1.5,0.5,0.3,0.4,minayju01
53,Josh Minott,Nov 28 '22 MIN @ WAS,20,2,36,158,28,57,3,12,20,22,8,37,8,7,9,5,17,79,.491,.250,.909,4.4,2.2,1.0,0.2,0.2,0.3,minotjo01
54,Isaiah Mobley,Oct 22 '22 CLE @ CHI,23,2,15,98,14,32,4,10,4,4,4,22,7,5,3,2,10,36,.438,.400,1.000,6.5,2.4,1.5,0.5,0.3,0.2,mobleis01
55,Chima Moneke,Oct 27 '22 SAC vs. MEM,27,1,2,8,1,2,0,0,0,2,2,2,1,0,0,2,2,2,.500,,.000,4.0,1.0,1.0,0.5,0.0,0.0,monekch01
56,Wendell Moore Jr.,Oct 23 '22 MIN @ OKC,21,2,43,197,23,53,2,21,4,5,4,24,20,13,6,11,17,52,.434,.095,.800,4.6,1.2,0.6,0.5,0.3,0.1,moorewe01
57,Keegan Murray,Oct 22 '22 SAC vs. LAC,22,2,136,4229,675,1471,331,845,139,174,160,667,190,123,81,110,315,1820,.459,.392,.799,31.1,13.4,4.9,1.4,0.9,0.6,murrake02
58,Andrew Nembhard,Oct 21 '22 IND vs. SAS,23,2,123,3205,469,1023,131,375,79,100,63,290,547,117,17,205,272,1148,.458,.349,.790,26.1,9.3,2.4,4.4,1.0,0.1,nembhan01
59,Scotty Pippen Jr.,Oct 18 '22 LAL @ GSW,22,2,14,213,32,71,14,26,20,30,10,31,38,10,5,17,24,98,.451,.538,.667,15.2,7.0,2.2,2.7,0.7,0.4,pippesc02
60,Jason Preston,Oct 23 '22 LAC vs. PHO,23,2,15,125,18,41,5,18,0,2,3,23,27,2,0,11,7,41,.439,.278,.000,8.3,2.7,1.5,1.8,0.1,0.0,prestja01
61,Lester Quinones,Mar 31 '23 GSW vs. SAS,22,2,30,359,47,118,27,72,21,31,21,65,31,6,2,21,39,142,.398,.375,.677,12.0,4.7,2.2,1.0,0.2,0.1,quinole01
62,Jared Rhoden,Jan 10 '23 DET @ PHI,23,2,20,240,23,55,6,24,8,8,12,42,8,4,3,6,27,60,.418,.250,1.000,12.0,3.0,2.1,0.4,0.2,0.2,rhodeja01
63,Orlando Robinson,Nov 18 '22 MIA @ WAS,22,2,57,690,79,153,7,20,40,55,69,199,53,19,19,31,88,205,.516,.350,.727,12.1,3.6,3.5,0.9,0.3,0.3,robinor01
64,David Roddy,Oct 19 '22 MEM vs. NYK,21,2,123,2392,337,810,113,371,87,132,101,395,135,54,30,112,176,874,.416,.305,.659,19.4,7.1,3.2,1.1,0.4,0.2,roddyda01
65,Ryan Rollins,Oct 18 '22 GSW vs. LAL,20,2,22,128,20,45,5,12,19,23,5,23,17,9,4,23,17,64,.444,.417,.826,5.8,2.9,1.0,0.8,0.4,0.2,rolliry01
66,Dereon Seabron,Oct 28 '22 NOP @ PHO,22,2,11,67,6,18,1,2,5,6,2,8,5,2,1,0,5,18,.333,.500,.833,6.1,1.6,0.7,0.5,0.2,0.1,seabrde01
67,Shaedon Sharpe,Oct 19 '22 POR @ SAC,19,2,112,2838,482,1082,162,463,173,224,105,396,188,66,36,155,224,1299,.445,.350,.772,25.3,11.6,3.5,1.7,0.6,0.3,sharpsh01
68,Dru Smith,Oct 26 '22 MIA @ POR,25,2,24,289,33,78,12,36,5,5,8,38,36,19,7,8,35,83,.423,.333,1.000,12.0,3.5,1.6,1.5,0.8,0.3,smithdr01
69,Jabari Smith Jr.,Oct 19 '22 HOU @ ATL,19,2,134,4219,634,1491,213,654,268,337,234,1050,182,82,114,171,374,1749,.425,.326,.795,31.5,13.1,7.8,1.4,0.6,0.9,smithja05
70,Jeremy Sochan,Oct 19 '22 SAS vs. CHO,19,2,117,3256,524,1169,90,304,167,228,206,670,352,90,50,210,278,1305,.448,.296,.732,27.8,11.2,5.7,3.0,0.8,0.4,sochaje01
71,Cole Swider,Oct 18 '22 LAL @ GSW,23,2,18,96,12,34,8,27,2,2,2,11,8,1,1,6,5,34,.353,.296,1.000,5.3,1.9,0.6,0.4,0.1,0.1,swideco01
72,Dalen Terry,Oct 22 '22 CHI vs. CLE,20,2,78,618,65,156,18,73,32,47,27,104,72,26,13,27,76,180,.417,.247,.681,7.9,2.3,1.3,0.9,0.3,0.2,terryda01
73,Stanley Umude,Feb 15 '23 DET @ BOS,23,2,18,192,25,53,17,32,24,26,4,31,9,5,6,11,28,91,.472,.531,.923,10.7,5.1,1.7,0.5,0.3,0.3,umudest01
74,Jabari Walker,Oct 24 '22 POR vs. DEN,20,2,112,1860,258,573,44,162,129,169,162,493,82,44,34,82,196,689,.450,.272,.763,16.6,6.2,4.4,0.7,0.4,0.3,walkeja01
75,TyTy Washington Jr.,Nov 14 '22 HOU vs. LAC,21,2,36,454,59,167,20,83,10,18,2,46,48,17,2,16,29,148,.353,.241,.556,12.6,4.1,1.3,1.3,0.5,0.1,washity02
76,Peyton Watson,Oct 19 '22 DEN @ UTA,20,2,82,1257,181,382,46,133,66,101,47,205,69,34,68,53,115,474,.474,.346,.653,15.3,5.8,2.5,0.8,0.4,0.8,watsope01
77,Blake Wesley,Oct 28 '22 SAS vs. CHI,19,2,77,1193,132,340,24,81,56,92,22,129,200,45,9,97,126,344,.388,.296,.609,15.5,4.5,1.7,2.6,0.6,0.1,weslebl01
78,Jack White,Oct 26 '22 DEN vs. LAL,25,1,17,66,8,19,3,9,2,3,6,17,4,3,2,2,9,21,.421,.333,.667,3.9,1.2,1.0,0.2,0.2,0.1,whiteja03
79,Alondes Williams,Dec 10 '22 BRK @ IND,23,2,3,14,0,3,0,2,0,0,0,2,0,0,0,3,1,0,.000,.000,,4.7,0.0,0.7,0.0,0.0,0.0,willial06
80,Donovan Williams,Apr 4 '23 ATL @ CHI,21,1,2,4,2,5,0,2,0,0,0,2,0,0,0,0,0,4,.400,.000,,2.0,2.0,1.0,0.0,0.0,0.0,willido02
81,Jalen Williams,Oct 19 '22 OKC @ MIN,21,2,130,4033,828,1561,155,390,296,365,113,559,498,160,63,216,336,2107,.530,.397,.811,31.0,16.2,4.3,3.8,1.2,0.5,willija06
82,Jaylin Williams,Oct 23 '22 OKC vs. MIN,20,2,99,1542,167,399,84,218,61,82,71,402,143,48,30,57,181,479,.419,.385,.744,15.6,4.8,4.1,1.4,0.5,0.3,willija07
83,Jeenathan Williams,Apr 2 '23 POR @ MIN,23,2,16,203,38,69,4,11,6,10,18,25,16,5,2,6,22,86,.551,.364,.600,12.7,5.4,1.6,1.0,0.3,0.1,willije02
84,Mark Williams,Oct 19 '22 CHO @ SAS,21,2,62,1336,258,402,0,0,113,161,169,488,40,44,65,57,144,629,.642,,.702,21.5,10.1,7.9,0.6,0.7,1.0,willima07
85,Vince Williams Jr.,Oct 22 '22 MEM @ DAL,22,2,65,1468,171,402,78,229,100,125,62,293,164,51,34,88,141,520,.425,.341,.800,22.6,8.0,4.5,2.5,0.8,0.5,willivi01
