,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
43,Jameer Nelson,Nov 3 '04 ORL vs. MIL,22,14,878,24539,3790,8692,1153,3134,1207,1491,426,2595,4508,772,68,1831,2195,9940,.436,.368,.810,27.9,11.3,3.0,5.1,0.9,0.1,nelsoja01
44,Andrés Nocioni,Nov 5 '04 CHI vs. NJN,25,8,514,12013,1932,4478,587,1574,964,1206,354,2295,614,215,228,724,1394,5415,.431,.373,.799,23.4,10.5,4.5,1.2,0.4,0.4,nocioan01
45,Emeka Okafor,Nov 4 '04 CHA vs. WAS,22,10,616,19055,3004,5867,0,2,1362,2325,1954,5967,520,414,1003,984,1696,7370,.512,.000,.586,30.9,12.0,9.7,0.8,0.7,1.6,okafoem01
46,Pavel Podkolzin,Mar 19 '05 DAL vs. CHA,20,2,6,28,0,2,0,0,4,8,0,9,0,0,1,4,4,4,.000,,.500,4.7,0.7,1.5,0.0,0.0,0.2,podkopa01
47,Peter John Ramos,Nov 3 '04 WAS @ MEM,19,1,6,20,5,10,0,0,1,2,1,4,0,0,1,3,4,11,.500,,.500,3.3,1.8,0.7,0.0,0.0,0.2,ramospe01
48,Justin Reed,Nov 23 '04 BOS @ IND,23,3,136,1436,174,431,0,4,124,165,76,186,68,31,19,79,219,472,.404,.000,.752,10.6,3.5,1.4,0.5,0.2,0.1,reedju01
49,Jared Reiner,Nov 5 '04 CHI vs. NJN,22,2,46,376,25,73,0,0,4,14,34,109,14,8,13,23,80,54,.342,,.286,8.2,1.2,2.4,0.3,0.2,0.3,reineja01
50,Bernard Robinson,Nov 4 '04 CHA vs. WAS,24,3,128,1909,212,508,5,31,147,187,86,315,126,109,16,110,215,576,.417,.161,.786,14.9,4.5,2.5,1.0,0.9,0.1,robinbe01
51,Quinton Ross,Nov 5 '04 LAC @ POR,23,7,458,8458,764,1824,49,154,286,402,267,947,431,263,129,217,854,1863,.419,.318,.711,18.5,4.1,2.1,0.9,0.6,0.3,rossqu01
52,Ha Seung-Jin,Jan 7 '05 POR vs. MIA,19,2,46,316,28,54,0,0,14,28,20,67,3,4,13,26,62,70,.519,,.500,6.9,1.5,1.5,0.1,0.1,0.3,seungha01
53,Donta Smith,Nov 26 '04 ATL vs. ORL,21,2,61,560,59,140,8,26,39,60,22,66,48,31,5,29,70,165,.421,.308,.650,9.2,2.7,1.1,0.8,0.5,0.1,smithdo04
54,J.R. Smith,Nov 3 '04 NOH vs. DAL,19,16,977,26275,4380,10465,1930,5178,1458,1990,494,3073,2077,974,204,1315,2191,12148,.419,.373,.733,26.9,12.4,3.1,2.1,1.0,0.2,smithjr01
55,Josh Smith,Nov 3 '04 ATL @ PHO,19,13,894,29000,5089,11247,450,1578,2368,3748,1717,6653,2789,1083,1713,2197,2461,12996,.452,.285,.632,32.4,14.5,7.4,3.1,1.2,1.9,smithjo03
56,Kirk Snyder,Nov 3 '04 UTA vs. LAL,21,4,211,3540,489,1116,92,281,263,376,152,491,241,86,69,206,328,1333,.438,.327,.699,16.8,6.3,2.3,1.1,0.4,0.3,snydeki01
57,Pape Sow,Nov 13 '04 TOR @ POR,23,3,76,879,79,190,0,0,61,90,78,214,12,34,24,41,166,219,.416,,.678,11.6,2.9,2.8,0.2,0.4,0.3,sowpa01
58,Awvee Storey,Nov 13 '04 NJN vs. DAL,27,3,60,407,58,140,4,16,23,45,43,81,21,10,2,15,66,143,.414,.250,.511,6.8,2.4,1.4,0.4,0.2,0.0,storeaw01
59,Robert Swift,Nov 3 '04 SEA @ LAC,19,4,97,1500,172,340,0,0,72,118,122,376,20,26,86,71,224,416,.506,,.610,15.5,4.3,3.9,0.2,0.3,0.9,swiftro01
60,Yuta Tabuse,Nov 3 '04 PHO vs. ATL,24,1,4,17,1,6,1,1,4,4,2,4,3,0,0,1,1,7,.167,1.000,1.000,4.3,1.8,1.0,0.8,0.0,0.0,tabusyu01
61,Sebastian Telfair,Nov 5 '04 POR vs. LAC,19,10,564,12149,1542,3953,361,1133,738,950,151,898,1960,413,75,859,1196,4183,.390,.319,.777,21.5,7.4,1.6,3.5,0.7,0.1,telfase01
62,Billy Thomas,Jan 21 '05 NJN vs. BOS,29,3,53,529,51,151,31,102,11,13,12,52,26,25,2,19,52,144,.338,.304,.846,10.0,2.7,1.0,0.5,0.5,0.0,thomabi01
63,James Thomas,Jan 9 '05 POR @ NYK,24,2,33,267,22,39,0,0,10,20,29,76,5,4,7,14,48,54,.564,,.500,8.1,1.6,2.3,0.2,0.1,0.2,thomaja02
64,Beno Udrih,Nov 3 '04 SAS vs. SAC,22,13,831,18185,2740,5922,465,1334,1007,1209,308,1712,2858,576,71,1179,1275,6952,.463,.349,.833,21.9,8.4,2.1,3.4,0.7,0.1,udrihbe01
65,Anderson Varejão,Nov 4 '04 CLE @ MIA,22,14,632,15087,1808,3550,1,43,957,1518,1511,4531,737,537,407,593,1633,4574,.509,.023,.630,23.9,7.2,7.2,1.2,0.8,0.6,varejan01
66,Jackson Vroman,Nov 3 '04 PHO vs. ATL,23,2,87,1111,108,265,0,3,69,119,97,261,51,37,30,85,183,285,.408,.000,.580,12.8,3.3,3.0,0.6,0.4,0.3,vromaja01
67,Sasha Vujačić,Nov 3 '04 LAL @ UTA,20,10,581,8908,1075,2757,533,1451,411,479,205,1093,748,336,34,328,880,3094,.390,.367,.858,15.3,5.3,1.9,1.3,0.6,0.1,vujacsa01
68,Delonte West,Nov 26 '04 BOS vs. CLE,21,8,432,11842,1601,3571,376,1012,620,751,213,1265,1540,465,179,702,828,4198,.448,.372,.826,27.4,9.7,2.9,3.6,1.1,0.4,westde01
69,Damien Wilkins,Nov 3 '04 SEA @ LAC,25,10,582,10991,1344,3157,205,627,711,908,441,1362,796,431,130,524,945,3604,.426,.327,.783,18.9,6.2,2.3,1.4,0.7,0.2,wilkida02
70,Dorell Wright,Feb 5 '05 MIA vs. CHI,19,11,549,12280,1657,3908,617,1691,666,826,375,2093,850,418,271,475,790,4597,.424,.365,.806,22.4,8.4,3.8,1.5,0.8,0.5,wrighdo01
