,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
ORV,F,Caron Butler,26,WAS,2,60,0.033,63,39.3,19.1,7.4,3.7,2.1,0.3,.463,.250,.863,5.3,.103,1.9,-0.2,109,butleca01
ORV,G,Trenton Hassell,27,MIN,2,60,0.033,76,29.3,6.7,3.2,2.7,0.3,0.3,.490,.240,.783,2.6,.056,0.8,-0.5,112,hassetr01
ORV,G,Tony Parker,24,SAS,2,60,0.033,77,32.5,18.6,3.2,5.5,1.1,0.1,.520,.395,.783,9.6,.185,3.9,0.4,102,parketo01
ORV,G,Dwyane Wade,25,MIA,2,60,0.033,51,37.9,27.4,4.7,7.5,2.1,1.2,.491,.266,.807,8.8,.219,2.9,1.8,103,wadedw01
ORV,G,Gilbert Arenas,25,WAS,1,60,0.017,74,39.8,28.4,4.6,6.0,1.9,0.2,.418,.351,.844,10.8,.177,1.5,-0.8,111,arenagi01
ORV,F,Chris Bosh,22,TOR,1,60,0.017,69,38.5,22.6,10.7,2.5,0.6,1.3,.496,.343,.785,9.6,.174,3.5,-0.1,104,boshch01
ORV,G,Chris Duhon,24,CHI,1,60,0.017,78,24.4,7.2,2.2,4.0,0.9,0.1,.408,.359,.752,4.8,.121,3.0,1.3,102,duhonch01
ORV,C,Francisco Elson,30,SAS,1,60,0.017,70,19.0,5.0,4.8,0.8,0.4,0.8,.511,.000,.775,3.1,.111,2.9,2.1,97,elsonfr01
ORV,F,Udonis Haslem,26,MIA,1,60,0.017,79,31.4,10.7,8.3,1.2,0.6,0.3,.492,.000,.680,5.1,.099,3.1,-0.8,105,hasleud01
ORV,G,Allen Iverson,31,TOT,1,60,0.017,65,42.5,26.3,3.0,7.2,1.9,0.2,.442,.315,.795,6.2,.108,2.2,-0.8,108,iversal01
ORV,F,Richard Jefferson,26,NJN,1,60,0.017,55,35.6,16.3,4.4,2.7,0.6,0.1,.456,.359,.733,3.4,.082,1.4,-1.1,109,jefferi01
ORV,G,Andre Miller,30,TOT,1,60,0.017,80,37.1,13.4,4.4,7.8,1.4,0.1,.466,.143,.784,5.9,.095,2.4,-0.3,108,millean02
ORV,G,Chris Paul,21,NOK,1,60,0.017,64,36.8,17.3,4.4,8.9,1.8,0.0,.437,.350,.818,8.8,.179,2.6,1.4,106,paulch01
ORV,C,Joel Przybilla,27,POR,1,60,0.017,43,16.3,2.0,3.9,0.3,0.2,1.6,.474,,.370,0.3,.020,0.8,1.9,106,przybjo01
