,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
ORV,C,Andre Drummond,22,DET,14,260,0.054,81,32.9,16.2,14.8,0.8,1.5,1.4,.521,.333,.355,7.4,.133,5.5,0.3,98,drumman01
ORV,F,Serge Ibaka,26,OKC,14,260,0.054,78,32.1,12.6,6.8,0.8,0.5,1.9,.479,.326,.752,5.5,.105,3.0,0.0,105,ibakase01
ORV,G,Stephen Curry,27,GSW,13,260,0.050,79,34.2,30.1,5.4,6.7,2.1,0.2,.504,.454,.908,17.9,.318,4.1,1.6,103,curryst01
ORV,F,Andre Iguodala,32,GSW,13,260,0.050,65,26.6,7.0,4.0,3.4,1.1,0.3,.478,.351,.614,4.4,.122,2.1,1.3,105,iguodan01
ORV,G,Patrick Beverley,27,HOU,11,260,0.042,71,28.7,9.9,3.5,3.4,1.3,0.4,.434,.400,.682,4.4,.102,1.3,0.1,110,beverpa01
ORV,C,Al Horford,29,ATL,7,260,0.027,82,32.1,15.2,7.3,3.2,0.8,1.5,.505,.344,.798,9.4,.172,4.5,1.6,101,horfoal01
ORV,G,Marcus Smart,21,BOS,7,260,0.027,61,27.3,9.1,4.2,3.0,1.5,0.3,.348,.253,.777,2.9,.083,2.4,1.2,103,smartma01
ORV,G,John Wall,25,WAS,6,260,0.023,77,36.2,19.9,4.9,10.2,1.9,0.8,.424,.351,.791,5.7,.098,3.5,0.4,104,walljo01
ORV,F,Giannis Antetokounmpo,21,MIL,3,260,0.012,80,35.3,16.9,7.7,4.3,1.2,1.4,.506,.257,.724,7.1,.121,2.9,0.7,106,antetgi01
ORV,F,Trevor Ariza,30,HOU,3,260,0.012,81,35.3,12.7,4.5,2.3,2.0,0.3,.416,.371,.783,5.4,.090,2.3,0.3,108,arizatr01
ORV,G,Kent Bazemore,26,ATL,3,260,0.012,75,27.8,11.6,5.1,2.3,1.3,0.5,.441,.357,.815,4.1,.094,3.8,1.5,100,bazemke01
ORV,C,Andrew Bogut,31,GSW,3,260,0.012,70,20.7,5.4,7.0,2.3,0.5,1.6,.627,1.000,.480,5.4,.180,2.9,3.2,99,bogutan01
ORV,C,DeMarcus Cousins,25,SAC,3,260,0.012,65,34.6,26.9,11.5,3.3,1.6,1.4,.451,.333,.718,5.7,.122,3.3,0.6,103,couside01
ORV,F,Nicolas Batum,27,CHO,2,260,0.008,70,35.0,14.9,6.1,5.8,0.9,0.6,.426,.348,.849,5.0,.097,2.9,0.1,105,batumni01
ORV,G,Victor Oladipo,23,ORL,2,260,0.008,72,33.0,16.0,4.8,3.9,1.6,0.8,.438,.348,.830,4.9,.099,2.7,0.9,106,oladivi01
ORV,F,LaMarcus Aldridge,30,SAS,1,260,0.004,74,30.6,18.0,8.5,1.5,0.5,1.1,.513,.000,.858,10.1,.215,4.5,0.3,99,aldrila01
ORV,F,Harrison Barnes,23,GSW,1,260,0.004,66,30.9,11.7,4.9,1.8,0.6,0.2,.466,.383,.761,4.9,.116,1.9,-1.1,107,barneha02
ORV,C,Bismack Biyombo,23,TOR,1,260,0.004,82,22.0,5.5,8.0,0.4,0.2,1.6,.542,.000,.628,5.9,.156,3.1,1.1,101,biyombi01
ORV,G,Mike Conley,28,MEM,1,260,0.004,56,31.4,15.3,2.9,6.1,1.2,0.3,.422,.363,.834,5.3,.145,1.1,-0.5,110,conlemi01
ORV,F,Kevin Durant,27,OKC,1,260,0.004,72,35.8,28.2,8.2,5.0,1.0,1.2,.505,.387,.898,14.5,.270,3.5,1.6,104,duranke01
ORV,F,Derrick Favors,24,UTA,1,260,0.004,62,32.0,16.4,8.1,1.5,1.2,1.5,.515,.000,.709,7.1,.173,3.4,1.2,101,favorde01
ORV,G,George Hill,29,IND,1,260,0.004,74,34.1,12.1,4.0,3.5,1.1,0.2,.441,.408,.760,6.2,.118,2.8,0.7,106,hillge01
ORV,G,Wesley Matthews,29,DAL,1,260,0.004,78,33.9,12.5,3.1,1.9,1.0,0.2,.388,.360,.863,3.7,.067,1.8,-0.1,109,matthwe02
ORV,F,Luc Mbah a Moute,29,LAC,1,260,0.004,75,17.0,3.1,2.3,0.4,0.6,0.3,.454,.325,.526,1.6,.059,1.3,0.6,106,mbahalu01
ORV,F,Kristaps Porziņģis,20,NYK,1,260,0.004,72,28.4,14.3,7.3,1.3,0.7,1.9,.421,.333,.838,4.4,.102,2.9,0.3,103,porzikr01
ORV,F,Andre Roberson,24,OKC,1,260,0.004,70,22.2,4.8,3.6,0.7,0.8,0.6,.496,.311,.611,3.4,.105,1.6,1.3,106,roberan03
ORV,F,Mike Scott,27,ATL,1,260,0.004,75,15.3,6.2,2.7,1.0,0.3,0.2,.468,.392,.794,3.2,.132,1.5,0.0,104,scottmi01
ORV,G,Dwyane Wade,34,MIA,1,260,0.004,74,30.5,19.0,4.1,4.6,1.1,0.6,.456,.159,.793,4.9,.105,2.6,-0.4,106,wadedw01
