,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
ORV,F,Shawn Marion,26,PHO,9,60,0.150,81,38.8,19.4,11.3,1.9,2.0,1.5,.476,.334,.833,12.5,.191,5.2,1.3,101,mariosh01
ORV,F,Rasheed Wallace,30,DET,8,60,0.133,79,34.0,14.5,8.2,1.8,0.8,1.5,.440,.318,.697,7.1,.127,5.1,1.2,99,wallara01
ORV,F,Kenyon Martin,27,DEN,6,60,0.100,70,32.5,15.5,7.3,2.4,1.4,1.1,.490,.000,.646,5.3,.111,3.6,1.0,102,martike01
ORV,F,Andre Iguodala,21,PHI,5,60,0.083,82,32.8,9.0,5.7,3.0,1.7,0.6,.493,.331,.743,6.6,.118,4.0,2.1,102,iguodan01
ORV,G,Tony Parker,22,SAS,5,60,0.083,80,34.2,16.6,3.7,6.1,1.2,0.1,.482,.276,.650,8.1,.141,4.5,0.6,101,parketo01
ORV,F,Shane Battier,26,MEM,4,60,0.067,80,31.5,9.9,5.2,1.6,1.1,1.0,.442,.395,.789,7.8,.149,3.4,1.3,103,battish01
ORV,G,Andre Miller,28,DEN,4,60,0.067,82,34.8,13.6,4.1,6.9,1.5,0.1,.477,.154,.838,7.0,.119,2.9,0.1,106,millean02
ORV,C,Tyson Chandler,22,CHI,3,60,0.050,80,27.4,8.0,9.7,0.8,0.9,1.8,.494,.000,.673,8.3,.183,5.5,2.7,94,chandty01
ORV,G,Trenton Hassell,25,MIN,3,60,0.050,82,25.2,6.6,2.7,1.6,0.4,0.4,.474,.091,.789,2.7,.063,1.0,-0.4,111,hassetr01
ORV,G,Kirk Hinrich,24,CHI,3,60,0.050,77,36.4,15.7,3.9,6.4,1.6,0.3,.397,.355,.792,7.2,.124,4.7,1.6,101,hinriki01
ORV,G,Joe Johnson,23,PHO,3,60,0.050,82,39.5,17.1,5.1,3.5,1.0,0.3,.461,.478,.750,7.6,.112,1.7,-0.6,110,johnsjo02
ORV,G,Earl Watson,25,MEM,3,60,0.050,80,22.6,7.7,2.1,4.5,1.0,0.2,.426,.319,.659,2.3,.062,2.2,0.2,104,watsoea01
ORV,F,Udonis Haslem,24,MIA,2,60,0.033,80,33.4,10.9,9.1,1.4,0.8,0.5,.540,.000,.791,9.2,.165,4.0,0.3,102,hasleud01
ORV,F,Josh Howard,24,DAL,2,60,0.033,76,32.2,12.6,6.4,1.4,1.5,0.6,.475,.296,.733,6.4,.126,3.4,0.8,103,howarjo01
ORV,G,Brevin Knight,29,CHA,2,60,0.033,66,29.5,10.1,2.6,9.0,2.0,0.1,.422,.150,.852,4.5,.110,1.9,1.1,107,knighbr01
ORV,F,Desmond Mason,27,MIL,2,60,0.033,80,36.2,17.2,3.9,2.7,0.7,0.3,.443,.125,.802,4.3,.071,0.7,-1.5,113,masonde01
ORV,G,Tracy McGrady,25,HOU,2,60,0.033,78,40.8,25.7,6.2,5.7,1.7,0.7,.431,.326,.774,12.0,.180,5.4,1.5,101,mcgratr01
ORV,C,Joel Przybilla,25,POR,2,60,0.033,76,24.4,6.4,7.7,1.0,0.3,2.1,.598,,.517,4.7,.121,2.7,1.4,103,przybjo01
ORV,G,Gilbert Arenas,23,WAS,1,60,0.017,80,40.9,25.5,4.7,5.1,1.7,0.3,.431,.365,.814,11.5,.169,2.3,-0.4,109,arenagi01
ORV,F,P.J. Brown,35,NOH,1,60,0.017,82,34.4,10.8,9.0,2.2,0.9,0.6,.446,,.864,6.9,.118,2.9,0.1,106,brownpj01
ORV,G,Greg Buckner,28,DEN,1,60,0.017,70,21.7,6.2,3.0,1.9,1.1,0.1,.528,.405,.778,4.8,.153,1.8,1.7,105,buckngr01
ORV,G,Vince Carter,28,TOT,1,60,0.017,77,36.7,24.5,5.2,4.2,1.4,0.6,.452,.406,.798,9.4,.159,3.5,0.8,104,cartevi01
ORV,C,Jeff Foster,28,IND,1,60,0.017,61,26.1,7.0,9.0,0.7,0.8,0.2,.519,.000,.634,5.4,.162,2.5,-0.4,102,fosteje01
ORV,C,Brendan Haywood,25,WAS,1,60,0.017,68,27.4,9.4,6.8,0.8,0.8,1.7,.560,,.609,5.2,.134,2.0,0.3,106,haywobr01
ORV,G,Anthony Johnson,30,IND,1,60,0.017,63,27.7,8.4,2.8,4.8,0.9,0.2,.445,.380,.752,4.0,.110,1.8,0.4,106,johnsan02
ORV,G,Eddie Jones,33,MIA,1,60,0.017,80,35.5,12.7,5.1,2.7,1.1,0.5,.428,.372,.806,8.0,.135,3.8,1.1,104,jonesed02
ORV,F,Andrés Nocioni,25,CHI,1,60,0.017,81,23.4,8.4,4.8,1.5,0.5,0.4,.401,.258,.766,2.5,.062,3.3,1.1,100,nocioan01
ORV,C,Emeka Okafor,22,CHA,1,60,0.017,73,35.6,15.1,10.9,0.9,0.8,1.7,.447,.000,.609,4.0,.074,3.1,-1.3,105,okafoem01
ORV,G,Gary Payton,36,BOS,1,60,0.017,77,33.0,11.3,3.1,6.1,1.1,0.2,.468,.326,.761,5.4,.102,1.6,-0.7,109,paytoga01
ORV,G,Mickaël Piétrus,22,GSW,1,60,0.017,67,20.0,9.5,2.8,1.2,0.7,0.3,.427,.344,.698,2.1,.075,1.0,-0.8,108,pietrmi01
ORV,F,Clifford Robinson,38,TOT,1,60,0.017,71,23.8,7.5,2.9,1.5,0.9,0.7,.386,.347,.639,1.7,.049,1.8,0.9,106,robincl02
ORV,C,Amar'e Stoudemire,22,PHO,1,60,0.017,80,36.1,26.0,8.9,1.6,1.0,1.6,.559,.188,.733,14.6,.243,3.3,0.3,105,stoudam01
ORV,F,Kurt Thomas,32,NYK,1,60,0.017,80,35.7,11.5,10.4,2.0,0.9,1.0,.471,.500,.786,5.2,.087,3.3,0.2,105,thomaku01
