,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
2nd,G,Eric Bledsoe,30,MIL,59,200,0.295,61,27.0,14.9,4.6,5.4,0.9,0.4,.475,.344,.790,5.4,.157,3.0,1.0,104,bledser01
ORV,G,Kris Dunn,25,CHI,31,200,0.155,51,24.9,7.3,3.6,3.4,2.0,0.3,.444,.259,.741,2.3,.085,2.0,3.1,106,dunnkr01
ORV,F,P.J. Tucker,34,HOU,29,200,0.145,72,34.3,6.9,6.6,1.6,1.1,0.5,.415,.358,.813,4.0,.078,2.4,0.6,111,tuckepj01
ORV,G,Jimmy Butler,30,MIA,28,200,0.140,58,33.8,19.9,6.7,6.0,1.8,0.6,.455,.244,.834,9.0,.221,2.7,1.5,108,butleji01
ORV,G,Kyle Lowry,33,TOR,23,200,0.115,58,36.2,19.4,5.0,7.5,1.4,0.4,.416,.352,.857,7.5,.171,3.3,1.0,106,lowryky01
ORV,F,Jayson Tatum,21,BOS,20,200,0.100,66,34.3,23.4,7.0,3.0,1.4,0.9,.450,.403,.812,6.9,.146,3.7,0.6,106,tatumja01
ORV,G,Jrue Holiday,29,NOP,18,200,0.090,61,34.7,19.1,4.8,6.7,1.6,0.8,.455,.353,.709,3.9,.088,1.9,0.2,112,holidjr01
ORV,G,Chris Paul,34,OKC,13,200,0.065,70,31.5,17.6,5.0,6.7,1.6,0.2,.489,.365,.907,8.9,.193,3.0,1.4,108,paulch01
ORV,C,Joel Embiid,25,PHI,11,200,0.055,51,29.5,23.0,11.6,3.0,0.9,1.3,.477,.331,.807,6.0,.192,2.7,1.0,104,embiijo01
ORV,F,Pascal Siakam,25,TOR,10,200,0.050,60,35.2,22.9,7.3,3.5,1.0,0.9,.453,.359,.792,5.4,.123,3.6,0.5,105,siakapa01
ORV,F,LeBron James,35,LAL,7,200,0.035,67,34.6,25.3,7.8,10.2,1.2,0.5,.493,.348,.693,9.8,.204,3.6,1.8,106,jamesle01
ORV,C,Myles Turner,23,IND,5,200,0.025,62,29.5,12.1,6.6,1.2,0.7,2.1,.457,.344,.751,4.2,.111,3.1,1.1,105,turnemy01
ORV,F,Paul George,29,LAC,3,200,0.015,48,29.6,21.5,5.7,3.9,1.4,0.4,.439,.412,.876,4.8,.161,2.3,1.1,106,georgpa01
ORV,F,OG Anunoby,22,TOR,2,200,0.010,69,29.9,10.6,5.3,1.6,1.4,0.7,.505,.390,.706,5.7,.134,3.7,2.0,104,anunoog01
ORV,F,Jaylen Brown,23,BOS,2,200,0.010,57,33.9,20.3,6.4,2.1,1.1,0.4,.481,.382,.724,4.9,.123,2.6,-0.2,108,brownja02
ORV,G,Donte DiVincenzo,23,MIL,2,200,0.010,66,23.0,9.2,4.8,2.3,1.3,0.3,.455,.336,.733,4.3,.135,3.2,2.4,101,divindo01
ORV,G,Luka Dončić,20,DAL,2,200,0.010,61,33.6,28.8,9.4,8.8,1.0,0.2,.463,.316,.758,8.8,.207,2.3,1.0,110,doncilu01
ORV,C,Andre Drummond,26,TOT,2,200,0.010,57,33.0,17.7,15.2,2.7,1.9,1.6,.533,.143,.575,4.2,.108,3.6,1.1,103,drumman01
ORV,G,James Harden,30,HOU,2,200,0.010,68,36.5,34.3,6.6,7.5,1.8,0.9,.444,.355,.865,13.1,.254,3.2,1.6,108,hardeja01
ORV,G,Dejounte Murray,23,SAS,2,200,0.010,66,25.6,10.9,5.8,4.1,1.7,0.3,.462,.369,.798,2.6,.074,2.0,1.3,110,murrade01
ORV,G,Fred VanVleet,25,TOR,2,200,0.010,54,35.7,17.6,3.8,6.6,1.9,0.3,.413,.390,.848,5.8,.145,3.1,1.4,106,vanvlfr01
ORV,C,Hassan Whiteside,30,POR,2,200,0.010,67,30.0,15.5,13.5,1.2,0.4,2.9,.621,.571,.686,8.5,.204,3.0,0.7,107,whiteha01
ORV,C,Steven Adams,26,OKC,1,200,0.005,63,26.7,10.9,9.3,2.3,0.8,1.1,.592,.333,.582,6.5,.185,2.7,1.1,106,adamsst01
ORV,C,Jarrett Allen,21,BRK,1,200,0.005,70,26.5,11.1,9.6,1.6,0.6,1.3,.649,.000,.633,8.2,.212,2.9,1.0,106,allenja01
ORV,C,Aron Baynes,33,PHO,1,200,0.005,42,22.2,11.5,5.6,1.6,0.2,0.5,.480,.351,.747,2.1,.107,0.8,-0.8,112,baynear01
ORV,G,Avery Bradley,29,LAL,1,200,0.005,49,24.2,8.6,2.3,1.3,0.9,0.1,.444,.364,.833,1.5,.062,1.4,0.5,110,bradlav01
ORV,F,Jonathan Isaac,22,ORL,1,200,0.005,34,28.8,11.9,6.8,1.4,1.6,2.3,.470,.340,.779,2.5,.120,1.9,2.9,103,isaacjo01
ORV,G,Damian Lillard,29,POR,1,200,0.005,66,37.5,30.0,4.3,8.0,1.1,0.3,.463,.401,.888,11.6,.225,0.7,-0.9,117,lillada01
ORV,F,Khris Middleton,28,MIL,1,200,0.005,62,29.9,20.9,6.2,4.3,0.9,0.1,.497,.415,.916,7.9,.205,3.3,0.7,104,middlkh01
ORV,F,Kristaps Porziņģis,24,DAL,1,200,0.005,57,31.8,20.4,9.5,1.8,0.7,2.0,.427,.352,.799,5.2,.138,2.6,0.1,107,porzikr01
ORV,G,Matisse Thybulle,22,PHI,1,200,0.005,65,19.8,4.7,1.6,1.2,1.4,0.7,.423,.357,.610,2.3,.086,2.0,3.1,106,thybuma01
ORV,G,Russell Westbrook,31,HOU,1,200,0.005,57,35.9,27.2,7.9,7.0,1.6,0.4,.472,.258,.763,4.2,.098,2.5,-0.1,109,westbru01
