,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
ORV,F,Kevin Durant,25,OKC,10,246,0.041,81,38.5,32.0,7.4,5.5,1.3,0.7,.503,.391,.873,19.2,.295,4.4,1.4,104,duranke01
ORV,G,Kyle Lowry,27,TOR,10,246,0.041,79,36.2,17.9,4.7,7.4,1.5,0.2,.423,.380,.813,11.7,.197,3.3,0.6,106,lowryky01
ORV,G,Eric Bledsoe,24,PHO,9,246,0.037,43,32.9,17.7,4.7,5.5,1.6,0.3,.477,.357,.772,4.1,.140,1.6,0.7,106,bledser01
ORV,C,Marc Gasol,29,MEM,8,246,0.033,59,33.4,14.6,7.2,3.6,1.0,1.3,.473,.182,.768,5.6,.137,3.1,2.0,102,gasolma01
ORV,G,Thabo Sefolosha,29,OKC,8,246,0.033,61,26.0,6.3,3.6,1.5,1.3,0.3,.415,.316,.768,3.0,.092,2.1,1.5,104,sefolth01
ORV,G,John Wall,23,WAS,8,246,0.033,82,36.3,19.3,4.1,8.8,1.8,0.5,.433,.351,.805,7.9,.128,4.0,0.4,104,walljo01
ORV,G,Kirk Hinrich,33,CHI,7,246,0.028,73,29.0,9.1,2.6,3.9,1.1,0.4,.393,.351,.760,3.8,.085,3.3,1.4,102,hinriki01
ORV,F,Trevor Ariza,28,WAS,5,246,0.020,77,35.4,14.4,6.2,2.5,1.6,0.3,.456,.407,.772,8.0,.141,3.7,1.0,104,arizatr01
ORV,G,Avery Bradley,23,BOS,5,246,0.020,60,30.9,14.9,3.8,1.4,1.1,0.2,.438,.395,.804,1.8,.046,1.4,-0.8,109,bradlav01
ORV,G,Klay Thompson,23,GSW,5,246,0.020,81,35.4,18.4,3.1,2.2,0.9,0.5,.444,.417,.795,6.7,.112,3.2,-0.1,106,thompkl01
ORV,G,Russell Westbrook,25,OKC,5,246,0.020,46,30.7,21.8,5.7,6.9,1.9,0.2,.437,.318,.826,5.2,.178,2.3,0.7,102,westbru01
ORV,C,Andrew Bogut,29,GSW,4,246,0.016,67,26.4,7.3,10.0,1.7,0.7,1.8,.627,,.344,6.5,.176,4.0,3.2,96,bogutan01
ORV,C,Chris Bosh,29,MIA,4,246,0.016,79,32.0,16.2,6.6,1.1,1.0,1.0,.516,.339,.820,8.0,.152,3.4,-0.4,104,boshch01
ORV,F,Luol Deng,28,TOT,4,246,0.016,63,35.1,16.0,5.7,2.9,1.0,0.1,.431,.302,.791,4.5,.098,2.3,-0.1,107,denglu01
ORV,G,Wesley Matthews,27,POR,4,246,0.016,82,33.9,16.4,3.5,2.4,0.9,0.2,.441,.393,.837,8.2,.142,1.9,0.1,110,matthwe02
ORV,G,Tony Parker,31,SAS,4,246,0.016,68,29.4,16.7,2.3,5.7,0.5,0.1,.499,.373,.811,5.9,.141,1.9,-1.2,107,parketo01
ORV,F,Nicolas Batum,25,POR,3,246,0.012,82,36.0,13.0,7.5,5.1,0.9,0.7,.465,.361,.803,7.9,.128,3.1,1.2,106,batumni01
ORV,G,Stephen Curry,25,GSW,3,246,0.012,78,36.5,24.0,4.3,8.5,1.6,0.2,.471,.424,.885,13.4,.225,4.0,1.1,104,curryst01
ORV,G,Danny Green,26,SAS,3,246,0.012,68,24.3,9.1,3.4,1.5,1.0,0.9,.432,.415,.794,4.2,.122,2.8,2.0,101,greenda02
ORV,F,Michael Kidd-Gilchrist,20,CHA,3,246,0.012,62,24.2,7.2,5.2,0.8,0.7,0.6,.473,.111,.614,3.1,.098,2.2,0.8,103,kiddgmi01
ORV,G,Shaun Livingston,28,BRK,3,246,0.012,76,26.0,8.3,3.2,3.2,1.2,0.4,.483,.167,.827,4.4,.108,1.8,1.1,108,livinsh01
ORV,G,Victor Oladipo,21,ORL,3,246,0.012,80,31.1,13.8,4.1,4.1,1.6,0.5,.419,.327,.780,1.3,.026,2.8,0.4,106,oladivi01
ORV,F,Matt Barnes,33,LAC,2,246,0.008,63,27.5,9.9,4.6,2.0,0.9,0.4,.438,.343,.733,3.5,.097,2.0,0.2,106,barnema02
ORV,F,DeMarre Carroll,27,ATL,2,246,0.008,73,32.1,11.1,5.5,1.8,1.5,0.3,.470,.362,.773,5.8,.119,2.6,0.7,106,carrode01
ORV,G,James Harden,24,HOU,2,246,0.008,73,38.0,25.4,4.7,6.1,1.6,0.4,.456,.366,.866,12.8,.221,2.7,0.2,107,hardeja01
ORV,G,George Hill,27,IND,2,246,0.008,76,32.0,10.3,3.7,3.5,1.0,0.3,.442,.365,.807,7.8,.154,4.0,1.7,102,hillge01
ORV,G,Jeff Teague,25,ATL,2,246,0.008,79,32.2,16.5,2.6,6.7,1.1,0.2,.438,.329,.846,5.2,.098,1.9,-1.3,109,teaguje01
ORV,G,Dwyane Wade,32,MIA,2,246,0.008,54,32.9,19.0,4.5,4.7,1.5,0.5,.545,.281,.733,5.5,.149,2.0,0.0,106,wadedw01
ORV,G,Kemba Walker,23,CHA,2,246,0.008,73,35.8,17.7,4.2,6.1,1.2,0.4,.393,.333,.837,5.1,.093,3.3,0.3,105,walkeke02
ORV,F,David West,33,IND,2,246,0.008,80,30.9,14.0,6.8,2.8,0.8,0.9,.488,.267,.789,8.1,.157,5.0,1.8,99,westda01
ORV,G,Arron Afflalo,28,ORL,1,246,0.004,73,35.0,18.2,3.6,3.4,0.5,0.0,.459,.427,.815,5.3,.099,1.0,-1.6,112,afflaar01
ORV,F,Corey Brewer,27,MIN,1,246,0.004,81,32.2,12.3,2.6,1.7,1.9,0.4,.481,.280,.718,5.2,.095,2.7,1.5,107,breweco01
ORV,G,Michael Carter-Williams,22,PHI,1,246,0.004,70,34.5,16.7,6.2,6.3,1.9,0.6,.405,.264,.703,1.3,.026,2.1,-0.2,108,cartemi01
ORV,G,Darren Collison,26,LAC,1,246,0.004,80,25.9,11.4,2.4,3.7,1.2,0.2,.467,.376,.857,5.9,.136,2.0,0.4,107,collida01
ORV,G,DeMar DeRozan,24,TOR,1,246,0.004,79,38.2,22.7,4.3,4.0,1.1,0.4,.429,.305,.824,8.8,.141,3.0,-0.3,107,derozde01
ORV,C,Andre Drummond,20,DET,1,246,0.004,81,32.3,13.5,13.2,0.4,1.2,1.6,.623,.000,.418,9.9,.182,3.5,-0.6,104,drumman01
ORV,G,Monta Ellis,28,DAL,1,246,0.004,82,36.9,19.0,3.6,5.7,1.7,0.3,.451,.330,.788,4.9,.078,2.1,-0.5,109,ellismo01
ORV,F,Danny Granger,30,TOT,1,246,0.004,41,20.7,8.2,3.2,1.0,0.3,0.4,.378,.336,.940,1.3,.073,1.2,-0.1,103,grangda01
ORV,F,Draymond Green,23,GSW,1,246,0.004,82,21.9,6.2,5.0,1.9,1.2,0.9,.407,.333,.667,4.5,.119,3.8,3.6,98,greendr01
ORV,G,Reggie Jackson,23,OKC,1,246,0.004,80,28.5,13.1,3.9,4.1,1.1,0.1,.440,.339,.893,4.9,.104,2.6,-0.3,106,jacksre01
ORV,F,David Lee,30,GSW,1,246,0.004,69,33.2,18.2,9.3,2.1,0.7,0.4,.523,.000,.780,7.6,.160,3.5,0.3,103,leeda02
ORV,F,Paul Millsap,28,ATL,1,246,0.004,74,33.5,17.9,8.5,3.1,1.7,1.1,.461,.358,.731,6.7,.129,4.0,1.3,102,millspa01
ORV,G,Rajon Rondo,27,BOS,1,246,0.004,30,33.3,11.7,5.5,9.8,1.3,0.1,.403,.289,.627,1.1,.054,1.0,-0.6,107,rondora01
