,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
89,Andre Iguodala,SF,32,GSW,24,767,.476,14.0,,.604,.335,.067,.122,.079,.396,,.535,.709,.182,.350,.385,.385,,.509,.920,,.116,19,,.400,.385,,1,0,iguodan01
90,Kyrie Irving,PG,23,CLE,21,774,.475,14.1,,.726,.234,.113,.168,.210,.274,,.489,.576,.375,.507,.438,.440,,.247,.549,,.002,1,,.198,.522,,1,0,irvinky01
91,Reggie Jackson,PG,25,DET,4,147,.455,12.8,,.673,.327,.145,.073,.127,.327,,.595,.722,.500,.250,.571,.167,,.045,.667,,.018,1,,.056,.000,,0,0,jacksre01
92,LeBron James,SF,31,CLE,21,822,.525,10.1,,.775,.460,.125,.084,.106,.225,,.579,.724,.346,.286,.455,.340,,.412,.469,,.110,43,,.128,.167,,0,0,jamesle01
93,Al Jefferson,C,31,CHO,7,168,.506,6.9,,1.000,.349,.337,.229,.084,.000,,.506,.724,.393,.474,.143,,,.452,,,.060,4,,,,,0,0,jeffeal01
94,Richard Jefferson,SF,35,CLE,21,381,.524,10.9,,.667,.464,.095,.048,.060,.333,,.589,.692,.250,.250,.600,.393,,.727,1.000,,.119,10,,.536,.467,,0,0,jefferi01
95,Jonas Jerebko,PF,28,BOS,6,162,.478,14.2,,.522,.348,.087,.022,.065,.478,,.625,.625,.750,1.000,.333,.318,,.667,1.000,,.022,1,,.182,.250,,0,0,jerebjo01
96,Amir Johnson,PF,28,BOS,6,134,.667,3.5,,.939,.727,.182,.030,.000,.061,,.710,.708,.667,1.000,,.000,,.682,,,.121,4,,.500,.000,,0,0,johnsam01
97,James Johnson,PF,28,TOR,10,98,.480,11.7,,.640,.280,.200,.080,.080,.360,,.500,.714,.600,.000,.000,.444,,.750,1.000,,.080,2,,.333,1.000,,0,0,johnsja01
98,Joe Johnson,SF,34,MIA,14,492,.430,14.7,,.709,.101,.297,.158,.158,.291,,.491,.563,.553,.520,.280,.283,,.073,.846,,.000,0,,.196,.222,,1,0,johnsjo02
99,Stanley Johnson,SF,19,DET,4,81,.522,15.9,,.565,.087,.304,.043,.130,.435,,.462,.500,.429,.000,.667,.600,,.333,1.000,,.000,0,,.500,.800,,0,0,johnsst04
100,Tyler Johnson,SG,23,MIA,5,61,.455,18.0,,.455,.182,.000,.091,.182,.545,,.400,1.000,,.000,.000,.500,,1.000,1.000,,.000,0,,.667,.500,,0,0,johnsty01
101,Wesley Johnson,SF,28,LAC,6,77,.357,22.7,,.357,.071,.071,.071,.143,.643,,.400,1.000,.000,1.000,.000,.333,,.000,1.000,,.000,0,,.444,.250,,1,0,johnswe01
102,Dahntay Jones,SF,35,CLE,15,50,.462,12.2,,.769,.308,.154,.077,.231,.231,,.500,.750,1.000,.000,.000,.333,,.400,1.000,,.000,0,,1.000,.333,,0,0,jonesda02
103,James Jones,SF,35,CLE,12,55,.200,22.9,,.300,.000,.000,.000,.300,.700,,.333,,,,.333,.143,,1.000,1.000,,.000,0,,.143,.000,,0,0,jonesja02
104,DeAndre Jordan,C,27,LAC,6,198,.632,1.8,,1.000,.763,.237,.000,.000,.000,,.632,.724,.333,,,,,.542,,,.395,13,,,,,0,0,jordade01
105,Cory Joseph,SG,24,TOR,20,452,.466,12.1,,.838,.291,.162,.142,.243,.162,,.492,.698,.417,.333,.389,.333,,.148,.750,,.000,0,,.333,.500,,1,0,josepco01
106,Chris Kaman,C,33,POR,4,32,.389,11.6,,1.000,.056,.278,.333,.333,.000,,.389,1.000,.400,.167,.500,,,.714,,,.000,0,,,,,0,0,kamanch01
107,Frank Kaminsky,C,22,CHO,7,190,.304,12.3,,.630,.239,.348,.022,.022,.370,,.310,.364,.313,.000,.000,.294,,.444,1.000,,.000,0,,.118,.500,,0,0,kaminfr01
108,Kyle Korver,SG,34,ATL,10,316,.467,21.2,,.280,.107,.027,.027,.120,.720,,.524,.750,.500,.500,.333,.444,,.909,1.000,,.000,0,,.222,.500,,0,0,korveky01
109,Jeremy Lamb,SG,23,CHO,3,12,.556,11.7,,.889,.222,.222,.111,.333,.111,,.500,.500,1.000,1.000,.000,1.000,,.250,1.000,,.000,0,,.000,,,0,0,lambje01
110,Ty Lawson,PG,28,IND,7,74,.333,10.9,,.833,.389,.111,.167,.167,.167,,.400,.286,.500,.667,.333,.000,,.000,,,.000,0,,.000,,,0,0,lawsoty01
111,Courtney Lee,SG,30,CHO,7,257,.412,12.4,,.824,.275,.176,.098,.255,.176,,.405,.357,.556,.200,.462,.444,,.353,.750,,.020,1,,.111,.000,,0,0,leeco01
112,David Lee,PF,32,DAL,2,33,.750,2.6,,1.000,.625,.375,.000,.000,.000,,.750,.800,.667,,,,,.833,,,.375,3,,,,,0,0,leeda02
113,Kawhi Leonard,SF,24,SAS,10,339,.500,12.2,,.765,.289,.157,.157,.163,.235,,.520,.750,.462,.346,.333,.436,,.303,.941,,.096,16,,.282,.909,,0,0,leonaka01
114,Damian Lillard,PG,25,POR,11,437,.368,16.1,,.558,.264,.062,.120,.112,.442,,.348,.422,.400,.276,.222,.393,,.362,.381,,.017,4,,.065,.571,,0,0,lillada01
115,Jeremy Lin,SG,27,CHO,7,189,.413,10.5,,.778,.460,.111,.079,.127,.222,,.469,.586,.429,.200,.250,.214,,.261,.667,,.000,0,,.071,.000,,0,0,linje01
116,Shaun Livingston,PG,30,GSW,24,514,.488,10.1,,.994,.232,.185,.500,.077,.006,,.491,.590,.548,.429,.462,.000,,.463,,,.101,15,,.000,,,1,0,livinsh01
117,Kevin Love,PF,27,CLE,20,613,.385,15.5,,.536,.176,.184,.117,.059,.464,,.359,.357,.341,.393,.357,.414,,.500,.957,,.004,0,,.459,.451,,0,0,loveke01
118,Kyle Lowry,PG,29,TOR,20,766,.397,16.0,,.582,.197,.158,.082,.145,.418,,.464,.662,.231,.667,.333,.304,,.202,.429,,.000,0,,.036,.200,,1,0,lowryky01
119,Ian Mahinmi,C,29,IND,7,172,.500,2.8,,1.000,.667,.286,.048,.000,.000,,.500,.643,.250,.000,,,,.762,,,.214,9,,,,,0,0,mahinia01
120,Boban Marjanović,C,27,SAS,7,42,.667,6.2,,1.000,.417,.250,.250,.083,.000,,.667,1.000,.667,.333,.000,,,.875,,,.250,3,,,,,0,0,marjabo01
121,Jarell Martin,PF,21,MEM,2,46,.375,5.9,,1.000,.750,.000,.000,.250,.000,,.375,.500,,,.000,,,.667,,,.125,1,,,,,0,0,martija01
122,Kevin Martin,SG,32,SAS,5,49,.400,14.7,,.600,.300,.050,.050,.200,.400,,.333,.167,.000,1.000,.500,.500,,.750,1.000,,.000,0,,.250,1.000,,0,0,martike02
123,Wesley Matthews,SF,29,DAL,5,173,.333,18.7,,.417,.117,.067,.100,.133,.583,,.400,.286,.500,.500,.375,.286,,.300,1.000,,.000,0,,.314,.364,,0,0,matthwe02
124,Luc Mbah a Moute,PF,29,LAC,5,78,.667,0.9,,1.000,1.000,.000,.000,.000,.000,,.667,.667,,,,,,.750,,,.333,2,,,,,0,0,mbahalu01
125,James Michael McAdoo,PF,23,GSW,8,38,.500,2.8,,1.000,.750,.250,.000,.000,.000,,.500,.667,.000,,,,,1.000,,,.500,2,,,,,0,0,mcadoja01
126,CJ McCollum,SG,24,POR,11,442,.426,15.8,,.706,.137,.096,.239,.234,.294,,.460,.593,.368,.468,.413,.345,,.266,.700,,.005,1,,.224,.308,,0,0,mccolcj01
127,K.J. McDaniels,SF,22,HOU,4,34,.308,10.1,,.769,.154,.538,.000,.077,.231,,.300,.500,.286,,.000,.333,,.333,.000,,.077,1,,.333,1.000,,0,0,mcdankj01
128,JaVale McGee,C,28,DAL,2,14,.500,12.8,,1.000,.000,.500,.000,.500,.000,,.500,,1.000,,.000,,,1.000,,,.000,0,,,,,0,0,mcgeeja01
129,Jordan McRae,PG,24,CLE,2,4,1.000,10.9,,.750,.250,.250,.250,.000,.250,,1.000,1.000,1.000,1.000,,1.000,,.333,.000,,.000,0,,.000,,,0,0,mcraejo01
130,Josh McRoberts,PF,28,MIA,10,134,.471,11.2,,.794,.206,.353,.118,.118,.206,,.593,.857,.500,.500,.500,.000,,.500,,,.029,1,,.286,.000,,0,0,mcrobjo01
131,Jodie Meeks,SG,28,DET,1,2,1.000,6.2,,1.000,.000,1.000,.000,.000,.000,,1.000,,1.000,,,,,1.000,,,.000,0,,,,,0,0,meeksjo01
132,Salah Mejri,C,29,DAL,4,76,.700,2.8,,1.000,.900,.000,.000,.100,.000,,.700,.778,,,.000,,,.571,,,.400,3,,,,,0,0,mejrisa01
133,Jordan Mickey,PF,21,BOS,2,10,.500,4.8,,1.000,.750,.000,.000,.250,.000,,.500,.667,,,.000,,,1.000,,,.250,1,,,,,0,0,mickejo01
134,C.J. Miles,SF,28,IND,7,92,.263,17.7,,.474,.158,.132,.105,.079,.526,,.444,.500,.400,.000,1.000,.100,,.625,1.000,,.026,1,,.300,.000,,1,0,milescj01
135,Andre Miller,PG,39,SAS,5,35,.429,15.2,,.571,.429,.000,.143,.000,.429,,.500,.667,,.000,,.333,,.500,.000,,.000,0,,.333,.000,,0,0,millean02
136,Patty Mills,PG,27,SAS,10,167,.434,21.1,,.321,.075,.000,.057,.189,.679,,.588,1.000,,.333,.500,.361,,.700,.615,,.000,0,,.278,.200,,0,0,millspa02
137,Paul Millsap,PF,30,ATL,10,365,.431,10.1,,.759,.401,.161,.161,.036,.241,,.490,.600,.318,.455,.200,.242,,.529,1.000,,.029,3,,.182,.000,,0,0,millspa01
138,Nazr Mohammed,C,38,OKC,5,10,.500,11.6,,1.000,.500,.000,.000,.500,.000,,.500,1.000,,,.000,,,1.000,,,.000,0,,,,,0,0,mohamna01
139,Luis Montero,SG,22,POR,6,8,1.000,19.0,,.333,.000,.333,.000,.000,.667,,1.000,,1.000,,,1.000,,1.000,.500,,.000,0,,.000,,,0,0,montelu01
140,Marcus Morris,SF,26,DET,4,144,.468,15.4,,.617,.213,.043,.213,.149,.383,,.517,.700,.500,.400,.429,.389,,.600,.857,,.000,0,,.278,.400,,0,0,morrima03
