,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
15,Nicolas Batum,SF,32,LAC,19,555,.486,17.7,,.339,.202,.101,.028,.009,.661,,.676,.773,.545,.333,1.000,.389,,.760,.964,,.101,11,,.458,.424,,0,0,batumni01
16,Bradley Beal,SG,27,WAS,5,195,.455,13.2,,.740,.195,.244,.146,.154,.260,,.538,.667,.433,.389,.684,.219,,.286,.714,,.008,1,,.125,.500,,0,0,bealbr01
17,Dāvis Bertāns,PF,28,WAS,4,106,.407,24.2,,.148,.074,.074,.000,.000,.852,,.750,1.000,.500,,,.348,,1.000,1.000,,.037,1,,.130,.333,,1,0,bertada01
18,Patrick Beverley,PG,32,LAC,17,323,.426,15.7,,.456,.176,.250,.015,.015,.544,,.516,.750,.353,1.000,.000,.351,,.438,1.000,,.000,0,,.297,.364,,0,0,beverpa01
19,Nemanja Bjelica,PF,32,MIA,2,30,.455,20.6,,.273,.182,.091,.000,.000,.727,,.333,.500,.000,,,.500,,1.000,1.000,,.091,1,,.125,.000,,0,0,bjeline01
20,Keljin Blevins,SF,25,POR,2,4,.500,24.6,,.500,.000,.000,.000,.500,.500,,1.000,,,,1.000,.000,,.000,,,.000,0,,.000,,,0,0,blevike01
21,Bogdan Bogdanović,SG,28,ATL,18,598,.390,18.9,,.426,.112,.100,.096,.116,.574,,.472,.679,.400,.542,.276,.329,,.460,.766,,.004,1,,.266,.342,,1,0,bogdabo01
22,Bojan Bogdanović,SF,31,UTA,11,390,.467,17.0,,.445,.102,.226,.095,.022,.555,,.475,.429,.484,.538,.333,.461,,.586,.886,,.007,1,,.289,.500,,0,0,bogdabo02
23,Bol Bol,PF,21,DEN,3,6,.000,25.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,bolbo01
24,Isaac Bonga,SF,21,WAS,4,10,.000,17.9,,.400,.000,.200,.200,.000,.600,,.000,,.000,.000,,.000,,,,,.000,0,,.667,.000,,0,0,bongais01
25,Devin Booker,SG,24,PHO,22,889,.447,16.1,,.711,.101,.175,.219,.215,.289,,.499,.708,.470,.500,.422,.321,,.321,.568,,.017,8,,.080,.545,,5,0,bookede01
26,Jarrell Brantley,PF,24,UTA,2,3,.000,2.0,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,brantja01
27,Mikal Bridges,SF,24,PHO,22,707,.484,15.6,,.500,.205,.142,.111,.042,.500,,.600,.744,.519,.571,.250,.368,,.632,.971,,.063,11,,.495,.362,,0,0,bridgmi01
28,Dillon Brooks,SF,25,MEM,5,175,.515,11.2,,.794,.247,.278,.216,.052,.206,,.545,.792,.407,.381,.800,.400,,.381,1.000,,.041,4,,.200,.000,,0,0,brookdi01
29,Bruce Brown,PG,24,BRK,12,277,.506,8.3,,.861,.354,.304,.190,.013,.139,,.559,.643,.417,.667,.000,.182,,.842,1.000,,.076,4,,.364,.250,,0,0,brownbr01
30,Jalen Brunson,PG,24,DAL,7,114,.455,13.5,,.705,.250,.114,.273,.068,.295,,.452,.545,.400,.333,.667,.462,,.286,.667,,.000,0,,.077,.000,,0,0,brunsja01
31,Elijah Bryant,SG,25,MIL,11,50,.350,13.2,,.600,.300,.150,.150,.000,.400,,.583,.667,.667,.333,,.000,,.429,,,.000,0,,.375,.000,,0,0,bryanel01
32,Reggie Bullock,SF,29,NYK,5,162,.385,20.7,,.256,.128,.026,.051,.051,.744,,.500,.400,.000,1.000,.500,.345,,.600,1.000,,.026,1,,.138,.500,,0,0,bullore01
33,Trey Burke,PG,28,DAL,2,17,.000,15.7,,.571,.143,.143,.143,.143,.429,,.000,.000,.000,.000,.000,.000,,,,,.000,0,,.333,.000,,0,0,burketr01
34,Alec Burks,SG,29,NYK,5,128,.429,15.8,,.571,.196,.071,.196,.107,.429,,.500,.545,.500,.455,.500,.333,,.500,.750,,.036,2,,.208,.400,,0,0,burksal01
35,Jimmy Butler,SF,31,MIA,4,154,.297,12.7,,.766,.219,.219,.250,.078,.234,,.306,.429,.143,.313,.400,.267,,.400,.750,,.000,0,,.200,.667,,0,0,butleji01
36,Kentavious Caldwell-Pope,SG,27,LAL,5,146,.379,19.1,,.345,.207,.000,.000,.138,.655,,.700,1.000,,,.250,.211,,.429,1.000,,.000,0,,.421,.250,,0,0,caldwke01
37,Facundo Campazzo,PG,29,DEN,10,270,.392,18.1,,.351,.149,.149,.054,.000,.649,,.385,.455,.364,.250,,.396,,.200,.895,,.000,0,,.250,.333,,0,0,campafa01
38,Vlatko Čančar,PF,23,DEN,5,21,1.000,11.7,,.667,.333,.333,.000,.000,.333,,1.000,1.000,1.000,,,1.000,,1.000,1.000,,.000,0,,.000,,,0,0,cancavl01
39,Clint Capela,C,26,ATL,18,569,.603,1.7,,1.000,.779,.221,.000,.000,.000,,.603,.679,.333,,,,,.780,,,.390,48,,,,,0,0,capelca01
40,Jevon Carter,PG,25,PHO,7,22,.375,18.6,,.750,.000,.125,.125,.500,.250,,.500,,1.000,.000,.500,.000,,.333,,,.000,0,,.000,,,0,0,carteje01
41,Alex Caruso,PG,26,LAL,6,121,.368,12.7,,.553,.395,.132,.000,.026,.447,,.429,.467,.400,,.000,.294,,.778,1.000,,.026,1,,.529,.444,,0,0,carusal01
42,Willie Cauley-Stein,C,27,DAL,6,63,.667,2.8,,1.000,.556,.444,.000,.000,.000,,.667,.800,.500,,,,,.833,,,.444,4,,,,,0,0,caulewi01
43,Chris Chiozza,PG,25,BRK,6,19,.286,18.3,,.571,.000,.143,.286,.143,.429,,.250,,.000,.500,.000,.333,,.000,.000,,.000,0,,.000,,,0,0,chiozch01
44,Brandon Clarke,PF,24,MEM,2,9,.500,5.9,,1.000,.500,.000,.500,.000,.000,,.500,1.000,,.000,,,,1.000,,,.500,1,,,,,0,0,clarkbr01
45,Jordan Clarkson,SG,28,UTA,11,298,.406,18.3,,.412,.055,.248,.091,.018,.588,,.485,.667,.439,.533,.333,.351,,.182,.529,,.006,1,,.155,.533,,0,0,clarkjo01
46,Nic Claxton,C,21,BRK,12,130,.483,3.0,,1.000,.552,.414,.034,.000,.000,,.483,.625,.250,1.000,,,,.786,,,.379,9,,,,,0,0,claxtni01
47,Amir Coffey,SG,23,LAC,10,16,.750,13.3,,.750,.000,.250,.500,.000,.250,,.667,,1.000,.500,,1.000,,.500,1.000,,.000,0,,.000,,,0,0,coffeam01
48,John Collins,PF,23,ATL,18,576,.549,11.8,,.692,.291,.214,.148,.038,.308,,.635,.811,.487,.519,.571,.357,,.688,1.000,,.132,20,,.411,.435,,0,0,collijo01
49,Mike Conley,PG,33,UTA,6,176,.426,17.9,,.456,.059,.309,.074,.015,.544,,.355,.250,.381,.200,1.000,.486,,.182,.500,,.000,0,,.027,.000,,1,0,conlemi01
50,Pat Connaughton,SG,28,MIL,23,546,.462,21.0,,.202,.151,.042,.008,.000,.798,,.750,.778,.600,1.000,,.389,,.667,1.000,,.008,1,,.284,.556,,0,0,connapa01
51,DeMarcus Cousins,C,30,LAC,7,58,.452,8.3,,.762,.429,.310,.024,.000,.238,,.469,.500,.385,1.000,,.400,,.667,1.000,,.048,2,,.200,.000,,0,0,couside01
52,Robert Covington,PF,30,POR,6,228,.500,16.3,,.389,.306,.083,.000,.000,.611,,.500,.545,.333,,,.500,,.714,1.000,,.111,2,,.227,.600,,0,0,covinro01
53,Torrey Craig,SF,30,PHO,22,266,.427,14.5,,.507,.293,.133,.053,.027,.493,,.447,.500,.500,.250,.000,.405,,.765,1.000,,.080,5,,.432,.375,,0,0,craigto01
54,Jae Crowder,PF,30,PHO,22,729,.413,22.4,,.228,.065,.033,.054,.076,.772,,.524,.833,.333,.600,.286,.380,,.864,.963,,.011,2,,.197,.429,,0,0,crowdja01
55,Seth Curry,SG,30,PHI,12,381,.578,19.4,,.449,.075,.116,.082,.177,.551,,.667,.818,.588,.417,.769,.506,,.682,.829,,.000,0,,.173,.643,,0,0,curryse01
56,Anthony Davis,PF,27,LAL,5,144,.403,12.0,,.823,.290,.113,.258,.161,.177,,.451,.667,.714,.313,.100,.182,,.696,1.000,,.161,9,,.091,.000,,0,0,davisan02
57,Dewayne Dedmon,C,31,MIA,4,57,.556,6.8,,.833,.667,.111,.000,.056,.167,,.600,.750,.000,,.000,.333,,.556,1.000,,.000,0,,.000,,,0,0,dedmode01
58,Mamadi Diakite,PF,24,MIL,7,35,.200,7.5,,.800,.500,.300,.000,.000,.200,,.125,.200,.000,,,.500,,1.000,1.000,,.200,0,,.000,,,0,0,diakima01
59,Donte DiVincenzo,SG,24,MIL,3,70,.188,23.3,,.250,.188,.000,.063,.000,.750,,.250,.333,,.000,,.167,,1.000,1.000,,.000,0,,.250,.000,,1,0,divindo01
60,Luka Dončić,PG,21,DAL,7,281,.490,16.0,,.612,.138,.219,.173,.082,.388,,.542,.852,.372,.529,.500,.408,,.092,.065,,.005,1,,.013,.000,,0,0,doncilu01
61,Goran Dragić,PG,34,MIA,4,117,.426,17.5,,.519,.148,.111,.148,.111,.481,,.500,.625,.333,.500,.500,.346,,.357,.778,,.000,0,,.346,.556,,0,0,dragigo01
62,Andre Drummond,C,27,LAL,5,105,.594,1.9,,1.000,.781,.219,.000,.000,.000,,.594,.600,.571,,,,,.579,,,.188,5,,,,,0,0,drumman01
63,Jared Dudley,PF,35,LAL,2,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,dudleja01
64,Kris Dunn,PG,26,ATL,5,33,.200,12.9,,.800,.000,.400,.400,.000,.200,,.250,,.000,.500,,.000,,.000,,,.000,0,,.000,,,0,0,dunnkr01
65,Kevin Durant,PF,32,BRK,12,485,.514,15.4,,.709,.128,.142,.298,.142,.291,,.560,.694,.475,.548,.550,.402,,.348,.697,,.053,14,,.061,.200,,1,0,duranke01
66,Carsen Edwards,SG,22,BOS,2,5,.667,17.8,,.333,.333,.000,.000,.000,.667,,1.000,1.000,,,,.500,,1.000,.000,,.000,0,,.000,,,0,0,edwarca01
67,CJ Elleby,SF,20,POR,2,8,.000,0.1,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,ellebcj01
68,Joel Embiid,C,26,PHI,11,357,.513,12.9,,.792,.178,.228,.249,.137,.208,,.545,.800,.578,.388,.444,.390,,.353,1.000,,.046,8,,.000,,,0,0,embiijo01
69,Tacko Fall,C,25,BOS,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,fallta01
70,Derrick Favors,C,29,UTA,11,145,.696,2.7,,1.000,.783,.130,.087,.000,.000,,.696,.778,.667,.000,,,,.750,,,.261,6,,,,,0,0,favorde01
71,Bruno Fernando,C,22,ATL,6,12,.667,8.0,,1.000,.667,.000,.000,.333,.000,,.667,1.000,,,.000,,,.500,,,.333,1,,,,,0,0,fernabr01
72,Yogi Ferrell,PG,27,LAC,9,15,.400,18.3,,.800,.000,.000,.200,.600,.200,,.500,,,1.000,.333,.000,,.500,,,.000,0,,.000,,,0,0,ferreyo01
73,Dorian Finney-Smith,PF,27,DAL,7,271,.406,16.5,,.422,.219,.141,.016,.047,.578,,.370,.571,.111,.000,.333,.432,,.600,1.000,,.063,3,,.216,.375,,0,0,finnedo01
74,Bryn Forbes,SG,27,MIL,20,273,.411,22.9,,.205,.027,.045,.071,.063,.795,,.565,1.000,.200,.500,.714,.371,,.923,.970,,.000,0,,.213,.421,,0,0,forbebr01
75,Trent Forrest,PG,22,UTA,4,10,.500,3.6,,1.000,.250,.750,.000,.000,.000,,.500,1.000,.333,,,,,.000,,,.000,0,,,,,0,0,forretr01
76,Evan Fournier,SF,28,BOS,5,167,.429,16.7,,.524,.127,.159,.159,.079,.476,,.424,.750,.200,.400,.400,.433,,.571,.769,,.000,0,,.333,.700,,0,0,fournev01
77,Enes Freedom,C,28,POR,5,56,.500,3.2,,1.000,.500,.500,.000,.000,.000,,.500,.250,.750,,,,,.500,,,.000,0,,,,,0,0,kanteen01
78,Daniel Gafford,C,22,WAS,5,117,.846,2.4,,1.000,.808,.154,.038,.000,.000,,.846,.952,.500,.000,,,,.682,,,.423,11,,,,,0,0,gaffoda01
79,Danilo Gallinari,PF,32,ATL,18,442,.425,19.0,,.517,.069,.109,.138,.201,.483,,.444,.833,.421,.542,.257,.405,,.350,.912,,.029,5,,.060,.600,,0,0,gallida01
80,Langston Galloway,SG,29,PHO,2,15,.143,12.2,,.714,.143,.286,.286,.000,.286,,.200,1.000,.000,.000,,.000,,1.000,,,.000,0,,.500,.000,,0,0,gallola01
81,Marc Gasol,C,36,LAL,5,87,.615,22.6,,.154,.077,.000,.077,.000,.846,,.500,1.000,,.000,,.636,,.000,1.000,,.000,0,,.000,,,0,0,gasolma01
82,Paul George,SF,30,LAC,19,776,.441,16.0,,.594,.201,.131,.131,.131,.406,,.514,.627,.469,.408,.490,.336,,.202,.549,,.035,10,,.132,.300,,1,0,georgpa01
83,Taj Gibson,C,35,NYK,5,138,.600,2.7,,1.000,.800,.100,.100,.000,.000,,.600,.688,.500,.000,,,,.833,,,.150,3,,,,,0,0,gibsota01
84,Harry Giles,C,22,POR,1,4,.000,20.4,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,gilesha01
85,Anthony Gill,PF,28,WAS,4,33,.000,11.2,,.667,.000,.667,.000,.000,.333,,.000,,.000,,,.000,,,,,.000,0,,.000,,,0,0,gillan01
86,Rudy Gobert,C,28,UTA,11,376,.741,2.3,,.988,.840,.148,.000,.000,.012,,.750,.809,.417,,,.000,,.667,,,.444,33,,.000,,,1,0,goberru01
87,Aaron Gordon,PF,25,DEN,10,299,.434,9.7,,.768,.414,.202,.101,.051,.232,,.447,.585,.300,.300,.200,.391,,.500,.667,,.152,12,,.304,.571,,0,0,gordoaa01
88,Danny Green,SF,33,PHI,8,199,.438,21.4,,.229,.125,.063,.000,.042,.771,,.636,.833,.667,,.000,.378,,.286,1.000,,.021,1,,.324,.500,,1,0,greenda02
89,JaMychal Green,PF,30,DEN,10,190,.444,12.5,,.556,.467,.044,.022,.022,.444,,.560,.619,.000,1.000,.000,.300,,.571,1.000,,.111,5,,.250,.800,,0,0,greenja01
90,Jeff Green,PF,34,BRK,6,148,.485,16.2,,.455,.273,.152,.000,.030,.545,,.400,.333,.400,,1.000,.556,,1.000,1.000,,.061,0,,.444,.250,,1,0,greenje02
91,Josh Green,SG,20,DAL,1,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,greenjo02
92,Blake Griffin,PF,31,BRK,12,318,.532,12.6,,.544,.494,.051,.000,.000,.456,,.651,.692,.250,,,.389,,.607,.786,,.114,8,,.083,.000,,0,0,griffbl01
93,Rui Hachimura,PF,22,WAS,5,173,.617,14.1,,.681,.191,.191,.170,.128,.319,,.625,.889,.333,1.000,.167,.600,,.850,1.000,,.106,5,,.400,.500,,0,0,hachiru01
94,Tim Hardaway Jr.,SG,28,DAL,7,262,.416,18.2,,.436,.149,.139,.089,.059,.564,,.432,.600,.286,.444,.333,.404,,.579,.870,,.010,0,,.228,.385,,1,0,hardati02
95,James Harden,PG,31,BRK,9,322,.472,18.8,,.389,.130,.185,.065,.009,.611,,.643,.857,.550,.571,.000,.364,,.222,.083,,.019,2,,.015,1.000,,1,0,hardeja01
96,Montrezl Harrell,C,27,LAL,4,39,.571,4.7,,1.000,.571,.286,.143,.000,.000,,.571,.625,.500,.500,,,,.500,,,.214,3,,,,,0,0,harremo01
97,Joe Harris,SF,29,BRK,12,434,.398,18.6,,.333,.203,.073,.024,.033,.667,,.390,.480,.333,.000,.250,.402,,.875,1.000,,.000,0,,.159,.538,,0,0,harrijo01
98,Tobias Harris,PF,28,PHI,12,438,.488,11.2,,.800,.256,.274,.205,.065,.200,,.517,.709,.492,.295,.571,.372,,.404,.813,,.033,7,,.070,.333,,0,0,harrito02
99,Shaquille Harrison,SG,27,DEN,9,40,.750,9.0,,.750,.500,.250,.000,.000,.250,,.667,1.000,.000,,,1.000,,.500,1.000,,.250,1,,.000,,,0,0,harrish01
100,Tyler Herro,SG,21,MIA,4,93,.316,18.8,,.500,.079,.105,.158,.158,.500,,.316,.667,.250,.333,.167,.316,,.333,.833,,.000,0,,.105,.500,,0,0,herroty01
101,George Hill,PG,34,PHI,12,205,.442,14.6,,.558,.233,.186,.093,.047,.442,,.458,.700,.250,.500,.000,.421,,.455,.750,,.000,0,,.263,.400,,0,0,hillge01
102,Solomon Hill,PF,29,ATL,14,145,.250,19.3,,.250,.167,.083,.000,.000,.750,,.500,.750,.000,,,.167,,.333,1.000,,.042,1,,.444,.375,,0,0,hillso01
103,Jrue Holiday,PG,30,MIL,23,912,.406,14.2,,.635,.224,.198,.152,.062,.365,,.466,.609,.390,.356,.458,.303,,.235,.488,,.008,3,,.155,.227,,1,0,holidjr01
104,Rondae Hollis-Jefferson,PF,26,POR,5,36,.800,3.4,,1.000,.800,.000,.200,.000,.000,,.800,.750,,1.000,,,,.500,,,.200,1,,,,,0,0,holliro01
105,Talen Horton-Tucker,SG,20,LAL,4,48,.458,10.5,,.792,.250,.417,.083,.042,.208,,.526,.500,.600,.500,.000,.200,,.200,.000,,.042,1,,.200,.000,,0,0,hortota01
106,Dwight Howard,C,35,PHI,12,149,.533,2.7,,.967,.700,.267,.000,.000,.033,,.552,.667,.250,,,.000,,.688,,,.367,9,,.000,,,0,0,howardw01
107,Markus Howard,SG,21,DEN,9,112,.405,20.6,,.297,.108,.081,.000,.108,.703,,.364,.500,.333,,.250,.423,,.750,.909,,.000,0,,.269,.429,,0,0,howarma02
108,Kevin Huerter,SG,22,ATL,18,558,.428,18.6,,.472,.056,.183,.150,.083,.528,,.518,.700,.576,.444,.400,.347,,.250,.879,,.011,2,,.242,.391,,0,0,huertke01
109,De'Andre Hunter,SF,23,ATL,5,152,.400,15.7,,.644,.133,.156,.156,.200,.356,,.414,.333,.286,.429,.556,.375,,.667,1.000,,.022,0,,.250,.250,,0,0,huntede01
110,Chandler Hutchison,SF,24,WAS,2,18,.400,7.7,,1.000,.200,.400,.400,.000,.000,,.400,1.000,.500,.000,,,,.500,,,.000,0,,,,,0,0,hutchch01
111,Serge Ibaka,C,31,LAC,2,18,.500,11.1,,.667,.500,.167,.000,.000,.333,,.750,.667,1.000,,,.000,,.667,,,.000,0,,.000,,,0,0,ibakase01
112,Andre Iguodala,SF,37,MIA,4,71,.545,18.2,,.364,.182,.091,.091,.000,.636,,.750,1.000,1.000,.000,,.429,,.333,1.000,,.091,1,,.429,.333,,0,0,iguodan01
113,Ersan İlyasova,PF,33,UTA,1,3,.500,14.8,,.500,.500,.000,.000,.000,.500,,1.000,1.000,,,,.000,,1.000,,,.500,1,,.000,,,0,0,ilyaser01
114,Joe Ingles,SF,33,UTA,11,306,.494,20.3,,.266,.127,.114,.013,.013,.734,,.714,.600,.889,.000,1.000,.414,,.267,.708,,.000,0,,.224,.385,,0,0,inglejo01
115,Kyrie Irving,PG,28,BRK,9,325,.472,15.7,,.601,.184,.147,.166,.104,.399,,.541,.733,.333,.407,.706,.369,,.302,.708,,.012,2,,.092,.500,,0,0,irvinky01
116,Jaren Jackson Jr.,C,21,MEM,5,137,.426,15.2,,.481,.278,.204,.000,.000,.519,,.577,.667,.455,,,.286,,.733,1.000,,.111,6,,.179,.000,,1,0,jacksja02
117,Justin Jackson,SF,25,MIL,5,15,.600,12.8,,.600,.400,.200,.000,.000,.400,,1.000,1.000,1.000,,,.000,,.000,,,.000,0,,.000,,,0,0,jacksju01
118,Reggie Jackson,SG,30,LAC,19,622,.484,18.0,,.437,.143,.155,.063,.075,.563,,.582,.694,.487,.625,.526,.408,,.250,.810,,.016,4,,.225,.313,,1,0,jacksre01
119,LeBron James,PG,36,LAL,6,224,.474,14.2,,.579,.351,.096,.070,.061,.421,,.545,.700,.364,.125,.429,.375,,.278,.389,,.079,8,,.042,.500,,0,0,jamesle01
120,Mike James,PG,30,BRK,9,103,.326,14.8,,.628,.116,.302,.163,.047,.372,,.333,.200,.308,.571,.000,.313,,.222,.400,,.000,0,,.063,.000,,0,0,jamesmi02
121,Isaiah Joe,SG,21,PHI,4,9,.333,21.2,,.333,.000,.333,.000,.000,.667,,1.000,,1.000,,,.000,,1.000,,,.000,0,,.000,,,0,0,joeis01
122,Alize Johnson,PF,24,BRK,5,23,.571,2.7,,1.000,.714,.286,.000,.000,.000,,.571,.600,.500,,,,,.250,,,.143,1,,,,,0,0,johnsal02
123,Cameron Johnson,PF,24,PHO,21,443,.500,18.8,,.327,.173,.064,.055,.036,.673,,.611,.684,.571,.500,.500,.446,,.727,1.000,,.018,2,,.419,.548,,0,0,johnsca02
124,Tyler Johnson,SG,28,BRK,8,69,.353,21.4,,.353,.000,.059,.118,.176,.647,,.500,,.000,.500,.667,.273,,1.000,1.000,,.000,0,,.364,.250,,0,0,johnsty01
125,Nikola Jokić,C,25,DEN,10,345,.509,11.9,,.768,.254,.246,.167,.101,.232,,.549,.776,.518,.289,.478,.377,,.490,.950,,.026,6,,.075,.000,,0,0,jokicni01
126,Derrick Jones Jr.,SF,23,POR,2,10,.400,11.2,,.600,.400,.200,.000,.000,.400,,.667,1.000,.000,,,.000,,.500,,,.200,1,,.000,,,0,0,jonesde02
127,Tyus Jones,PG,24,MEM,5,47,.353,14.0,,.765,.000,.412,.235,.118,.235,,.385,,.286,.500,.500,.250,,.200,1.000,,.000,0,,.000,,,0,0,jonesty01
128,Frank Kaminsky,C,27,PHO,10,68,.455,9.5,,.773,.455,.182,.136,.000,.227,,.529,.800,.000,.333,,.200,,1.000,1.000,,.136,3,,.200,.000,,0,0,kaminfr01
129,Luke Kennard,SG,24,LAC,15,219,.477,22.0,,.215,.031,.108,.031,.046,.785,,.714,1.000,.571,.500,1.000,.412,,.600,.857,,.000,0,,.333,.471,,0,0,kennalu01
130,Maxi Kleber,PF,29,DAL,7,187,.400,20.7,,.333,.067,.067,.133,.067,.667,,.400,.500,.500,.250,.500,.400,,1.000,1.000,,.033,1,,.350,.286,,0,0,klebima01
131,Nathan Knight,PF,23,ATL,6,14,.286,10.9,,.714,.429,.143,.000,.143,.286,,.400,.333,1.000,,.000,.000,,.500,,,.143,1,,1.000,.000,,0,0,knighna01
132,Kevin Knox,SF,21,NYK,1,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,knoxke01
133,John Konchar,SG,24,MEM,1,3,.000,24.1,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,konchjo01
134,Furkan Korkmaz,SG,23,PHI,12,195,.411,18.5,,.397,.164,.041,.137,.055,.603,,.552,.667,.333,.400,.750,.318,,.688,1.000,,.027,2,,.227,.300,,0,0,korkmfu01
135,Luke Kornet,C,25,BOS,2,5,1.000,0.4,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,1.000,1,,,,,0,0,kornelu01
136,Kyle Kuzma,SF,25,LAL,6,129,.292,15.4,,.521,.292,.063,.083,.083,.479,,.400,.357,.333,.750,.250,.174,,.600,1.000,,.000,0,,.130,.000,,0,0,kuzmaky01
137,Romeo Langford,SG,21,BOS,4,109,.406,15.9,,.469,.281,.125,.031,.031,.531,,.467,.667,.250,.000,.000,.353,,.571,1.000,,.031,1,,.471,.250,,1,0,langfro01
138,T.J. Leaf,PF,23,POR,3,7,.750,4.6,,1.000,.750,.000,.250,.000,.000,,.750,.667,,1.000,,,,.333,,,.250,1,,,,,0,0,leaftj01
139,Alex Len,C,27,WAS,5,42,.571,3.8,,1.000,.429,.500,.071,.000,.000,,.571,.833,.286,1.000,,,,.750,,,.143,2,,,,,0,0,lenal01
140,Kawhi Leonard,SF,29,LAC,11,432,.573,13.1,,.714,.244,.183,.192,.094,.286,,.645,.788,.564,.537,.650,.393,,.367,.667,,.075,16,,.148,.444,,0,0,leonaka01
141,Damian Lillard,PG,30,POR,6,248,.463,19.4,,.418,.187,.112,.052,.067,.582,,.482,.760,.333,.143,.222,.449,,.185,.200,,.022,3,,.090,.286,,1,0,lillada01
142,Nassir Little,PF,20,POR,3,9,.250,25.5,,.000,.000,.000,.000,.000,1.000,,,,,,,.250,,,.000,,.000,0,,.000,,,0,0,littlna01
