,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
35,Clint Capela,C,28,ATL,6,151,.605,2.7,,1.000,.684,.289,.026,.000,.000,,.605,.654,.545,.000,,,,.826,,,.289,11,,,,,0,0,capelca01
36,Jevon Carter,PG,27,MIL,4,49,.222,22.0,,.222,.000,.111,.111,.000,.778,,.500,,.000,1.000,,.143,,1.000,1.000,,.000,0,,.286,.000,,0,0,carteje01
37,Justin Champagnie,SF,21,BOS,4,10,.250,20.1,,.250,.000,.250,.000,.000,.750,,1.000,,1.000,,,.000,,1.000,,,.000,0,,.333,.000,,0,0,champju01
38,Max Christie,SG,19,LAL,9,33,.500,16.0,,.600,.100,.200,.100,.200,.400,,.667,1.000,1.000,1.000,.000,.250,,.500,1.000,,.100,1,,.500,.000,,0,0,chrisma02
39,Nic Claxton,C,23,BRK,4,117,.720,3.5,,1.000,.640,.280,.080,.000,.000,,.720,.813,.571,.500,,,,.944,,,.400,10,,,,,0,0,claxtni01
40,Amir Coffey,SF,25,LAC,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,coffeam01
41,John Collins,PF,25,ATL,6,164,.433,16.4,,.467,.133,.250,.050,.033,.533,,.536,.875,.400,.333,.500,.344,,.800,1.000,,.083,4,,.281,.556,,0,0,collijo01
42,Mike Conley,PG,35,MIN,5,183,.476,17.0,,.476,.048,.310,.095,.024,.524,,.500,.500,.462,.750,.000,.455,,.300,.800,,.000,0,,.227,.400,,0,0,conlemi01
43,Pat Connaughton,SF,30,MIL,4,88,.567,19.5,,.233,.200,.033,.000,.000,.767,,.857,.833,1.000,,,.478,,.500,1.000,,.000,0,,.478,.364,,0,0,connapa01
44,Robert Covington,PF,32,LAC,2,12,.000,18.2,,.333,.000,.333,.000,.000,.667,,.000,,.000,,,.000,,,,,.000,0,,.000,,,0,0,covinro01
45,Torrey Craig,PF,32,PHO,11,183,.578,16.8,,.444,.067,.222,.133,.022,.556,,.750,.667,.900,.500,1.000,.440,,.867,1.000,,.044,2,,.720,.500,,0,0,craigto01
46,Jae Crowder,PF,32,MIL,4,41,.231,16.3,,.538,.077,.308,.000,.154,.462,,.429,.000,.500,,.500,.000,,.667,,,.000,0,,.667,.000,,0,0,crowdja01
47,Seth Curry,SG,32,BRK,3,58,.526,18.0,,.526,.158,.053,.158,.158,.474,,.700,.333,1.000,.667,1.000,.333,,.714,1.000,,.000,0,,.333,.000,,0,0,curryse01
48,Stephen Curry,PG,34,GSW,13,493,.466,17.9,,.495,.087,.232,.074,.103,.505,,.571,.704,.569,.652,.406,.363,,.307,.561,,.000,0,,.070,.545,,0,0,curryst01
49,Anthony Davis,C,29,LAL,16,608,.520,7.9,,.941,.327,.354,.193,.067,.059,,.531,.627,.500,.408,.588,.333,,.732,1.000,,.161,34,,.400,.500,,1,0,davisan02
50,Terence Davis,SG,25,SAC,4,58,.400,22.4,,.150,.000,.150,.000,.000,.850,,.667,,.667,,,.353,,.000,.667,,.000,0,,.118,1.000,,0,0,daviste02
51,Dewayne Dedmon,C,33,PHI,1,5,.000,26.4,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,dedmode01
52,Spencer Dinwiddie,PG,29,BRK,4,159,.431,13.9,,.647,.216,.216,.176,.039,.353,,.455,.636,.455,.333,.000,.389,,.267,.429,,.000,0,,.111,.500,,0,0,dinwisp01
53,Donte DiVincenzo,SG,26,GSW,13,235,.375,19.5,,.313,.141,.141,.031,.000,.688,,.450,.444,.556,.000,,.341,,.778,1.000,,.016,1,,.250,.727,,1,0,divindo01
54,PJ Dozier,SF,26,SAC,3,6,.500,17.6,,.333,.333,.000,.000,.000,.667,,.500,.500,,,,.500,,.000,1.000,,.000,0,,.000,,,0,0,doziepj01
55,Goran Dragić,PG,36,MIL,2,7,.000,11.6,,.500,.500,.000,.000,.000,.500,,.000,.000,,,,.000,,,,,.000,0,,1.000,.000,,0,0,dragigo01
56,David Duke Jr.,SG,23,BRK,1,5,.333,10.5,,.667,.333,.333,.000,.000,.333,,.500,1.000,.000,,,.000,,1.000,,,.333,0,,.000,,,0,0,dukeda01
57,Kevin Durant,PF,34,PHO,11,466,.478,14.8,,.772,.067,.219,.317,.170,.228,,.520,.867,.551,.465,.447,.333,,.467,.706,,.027,6,,.157,.250,,0,0,duranke01
58,Anthony Edwards,SG,21,MIN,5,199,.482,14.3,,.623,.211,.228,.088,.096,.377,,.563,.625,.577,.500,.455,.349,,.225,.533,,.009,1,,.140,.167,,1,0,edwaran01
59,Kessler Edwards,SF,22,SAC,6,7,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,edwarke02
60,Joel Embiid,C,28,PHI,9,336,.431,12.1,,.817,.255,.222,.190,.150,.183,,.488,.718,.353,.345,.478,.179,,.475,.800,,.026,4,,.036,.000,,1,0,embiijo01
61,Dorian Finney-Smith,PF,29,BRK,4,101,.391,21.7,,.261,.043,.130,.000,.087,.739,,.333,1.000,.333,,.000,.412,,1.000,1.000,,.043,1,,.235,.250,,0,0,finnedo01
62,De'Aaron Fox,PG,25,SAC,7,270,.424,15.9,,.618,.061,.267,.188,.103,.382,,.480,.600,.432,.581,.353,.333,,.082,.619,,.024,3,,.111,.286,,0,0,foxde01
63,Wenyen Gabriel,C,25,LAL,10,37,.400,2.3,,1.000,.700,.300,.000,.000,.000,,.400,.571,.000,,,,,.750,,,.100,1,,,,,0,0,gabriwe01
64,Darius Garland,PG,23,CLE,5,189,.438,15.5,,.613,.188,.150,.138,.138,.388,,.469,.533,.250,.727,.364,.387,,.478,.750,,.013,1,,.258,.375,,0,0,garlada01
65,Rudy Gobert,C,30,MIN,5,177,.630,2.3,,1.000,.717,.261,.022,.000,.000,,.630,.788,.167,1.000,,,,.724,,,.391,17,,,,,0,0,goberru01
66,Aaron Gordon,PF,27,DEN,20,713,.518,9.5,,.764,.421,.215,.087,.041,.236,,.557,.695,.405,.353,.375,.391,,.639,1.000,,.205,36,,.500,.435,,1,0,gordoaa01
67,Eric Gordon,SG,34,LAC,5,149,.409,20.2,,.341,.114,.159,.023,.045,.659,,.533,.600,.571,.000,.500,.345,,.500,.900,,.000,0,,.034,1.000,,0,0,gordoer01
68,Danny Green,SG,35,CLE,4,40,.200,19.4,,.200,.200,.000,.000,.000,.800,,.000,.000,,,,.250,,,1.000,,.000,0,,.750,.333,,0,0,greenda02
69,Draymond Green,PF,32,GSW,12,367,.462,9.9,,.780,.198,.473,.044,.066,.220,,.521,.778,.395,.500,.667,.250,,.946,1.000,,.022,2,,.550,.273,,0,0,greendr01
70,JaMychal Green,PF,32,GSW,7,49,.391,19.9,,.217,.000,.217,.000,.000,.783,,.800,,.800,,,.278,,1.000,1.000,,.087,1,,.556,.400,,0,0,greenja01
71,Jeff Green,PF,36,DEN,20,343,.452,13.4,,.548,.306,.210,.016,.016,.452,,.559,.684,.462,.000,.000,.321,,.842,1.000,,.194,8,,.429,.417,,0,0,greenje02
72,Blake Griffin,C,33,BOS,1,6,.000,5.2,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,griffbl01
73,Quentin Grimes,SG,22,NYK,9,242,.304,20.8,,.196,.130,.043,.000,.022,.804,,.556,.500,.500,,1.000,.243,,.600,1.000,,.022,0,,.459,.294,,0,0,grimequ01
74,Rui Hachimura,PF,24,LAL,16,388,.557,12.6,,.702,.221,.252,.137,.092,.298,,.587,.759,.545,.556,.333,.487,,.685,1.000,,.130,15,,.282,.455,,0,0,hachiru01
75,James Harden,PG,33,PHI,11,427,.393,16.1,,.552,.158,.213,.120,.060,.448,,.406,.379,.308,.545,.545,.378,,.049,.323,,.011,2,,.037,1.000,,0,0,hardeja01
76,Montrezl Harrell,C,29,PHI,2,7,.000,7.9,,1.000,.000,.667,.333,.000,.000,,.000,,.000,.000,,,,,,,.000,0,,,,,0,0,harremo01
77,Joe Harris,SF,31,BRK,4,44,.154,23.4,,.077,.077,.000,.000,.000,.923,,1.000,1.000,,,,.083,,1.000,1.000,,.000,0,,.250,.333,,0,0,harrijo01
78,Tobias Harris,SF,30,PHI,11,392,.522,12.7,,.694,.209,.284,.149,.052,.306,,.591,.786,.553,.500,.286,.366,,.382,.933,,.075,10,,.341,.429,,0,0,harrito02
79,Shaquille Harrison,SG,29,LAL,8,28,.571,8.3,,.857,.429,.286,.000,.143,.143,,.500,1.000,.000,,.000,1.000,,.333,1.000,,.000,0,,.000,,,0,0,harrish01
80,Josh Hart,SF,27,NYK,11,353,.479,11.9,,.660,.415,.106,.053,.085,.340,,.565,.692,.400,.400,.250,.313,,.457,.900,,.021,2,,.531,.353,,0,0,hartjo01
81,Isaiah Hartenstein,C,24,NYK,11,220,.478,5.5,,1.000,.478,.261,.217,.043,.000,,.478,.545,.333,.400,1.000,,,.727,,,.174,4,,,,,0,0,harteis01
82,Udonis Haslem,C,42,MIA,2,3,.000,17.3,,.667,.000,.000,.333,.333,.333,,.000,,,.000,.000,.000,,,,,.000,0,,1.000,.000,,0,0,hasleud01
83,Sam Hauser,SF,25,BOS,15,104,.345,22.9,,.172,.000,.103,.000,.069,.828,,.400,,.333,,.500,.333,,.000,1.000,,.000,0,,.333,.375,,0,0,hausesa01
84,Tyler Herro,SG,23,MIA,1,19,.556,16.1,,.556,.111,.111,.333,.000,.444,,.600,.000,.000,1.000,,.500,,.333,1.000,,.000,0,,.250,.000,,0,0,herroty01
85,Haywood Highsmith,PF,26,MIA,18,161,.615,12.2,,.590,.410,.154,.000,.026,.410,,.696,.813,.500,,.000,.500,,.625,1.000,,.103,4,,.500,.750,,0,0,highsha01
86,Aaron Holiday,PG,26,ATL,1,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,holidaa01
87,Jrue Holiday,PG,32,MIL,5,191,.400,17.7,,.506,.106,.176,.118,.106,.494,,.512,.667,.533,.600,.222,.286,,.227,.500,,.000,0,,.190,.625,,1,0,holidjr01
88,Al Horford,C,36,BOS,20,617,.386,19.7,,.288,.098,.152,.015,.023,.712,,.605,.846,.550,.000,.333,.298,,.739,1.000,,.045,6,,.298,.393,,0,0,horfoal01
89,Danuel House Jr.,SF,29,PHI,7,42,.429,14.1,,.524,.095,.381,.048,.000,.476,,.727,.500,.750,1.000,,.100,,.500,1.000,,.048,1,,.700,.143,,0,0,houseda01
90,Kevin Huerter,SG,24,SAC,7,183,.347,17.7,,.458,.069,.194,.167,.028,.542,,.515,1.000,.429,.417,.500,.205,,.882,.875,,.028,2,,.231,.222,,0,0,huertke01
91,De'Andre Hunter,SF,25,ATL,6,224,.459,16.4,,.553,.153,.141,.118,.141,.447,,.532,.692,.333,.300,.750,.368,,.680,.857,,.035,3,,.342,.308,,0,0,huntede01
92,Bones Hyland,PG,22,LAC,5,82,.341,15.6,,.545,.136,.318,.068,.023,.455,,.417,1.000,.143,.333,1.000,.250,,.300,.600,,.023,1,,.000,,,0,0,hylanbo01
93,Joe Ingles,SF,35,MIL,5,89,.522,23.7,,.130,.043,.043,.000,.043,.870,,.667,1.000,1.000,,.000,.500,,.500,.800,,.000,0,,.250,.800,,0,0,inglejo01
94,Jaren Jackson Jr.,C,23,MEM,6,220,.422,11.7,,.699,.217,.470,.000,.012,.301,,.483,.611,.436,,.000,.280,,.393,1.000,,.036,2,,.240,.333,,1,0,jacksja02
95,Reggie Jackson,PG,32,DEN,6,18,.500,29.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.500,,,1.000,,.000,0,,.500,1.000,,0,0,jacksre01
96,LeBron James,PF,38,LAL,16,619,.498,13.4,,.641,.268,.244,.051,.078,.359,,.630,.747,.625,.333,.435,.264,,.437,.786,,.037,10,,.038,1.000,,0,0,jamesle01
97,DaQuan Jeffries,SG,25,NYK,2,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,jeffrda01
98,Cameron Johnson,PF,26,BRK,4,152,.509,16.2,,.491,.127,.218,.109,.036,.509,,.593,.857,.500,.500,.500,.429,,.625,.917,,.055,3,,.321,.556,,0,0,johnsca02
99,Jalen Johnson,SF,21,ATL,6,56,.417,15.7,,.542,.167,.250,.042,.083,.458,,.462,.500,.500,.000,.500,.364,,.667,1.000,,.125,2,,.000,,,0,0,johnsja05
100,Nikola Jokić,C,27,DEN,20,789,.548,10.3,,.816,.150,.522,.097,.048,.184,,.568,.726,.560,.475,.350,.461,,.563,.714,,.019,8,,.013,.000,,2,0,jokicni01
101,Tyus Jones,PG,26,MEM,6,120,.306,16.3,,.472,.167,.194,.111,.000,.528,,.471,.500,.571,.250,,.158,,.125,1.000,,.000,0,,.316,.167,,0,0,jonesty01
102,DeAndre Jordan,C,34,DEN,4,14,.667,2.1,,1.000,1.000,.000,.000,.000,.000,,.667,.667,,,,,,1.000,,,1.000,2,,,,,0,0,jordade01
103,Nikola Jović,PF,19,MIA,7,13,.250,15.4,,.500,.250,.250,.000,.000,.500,,.500,1.000,.000,,,.000,,.000,,,.000,0,,.000,,,0,0,jovicni01
104,Luke Kennard,SG,26,MEM,5,107,.522,20.0,,.304,.087,.043,.130,.043,.696,,.571,.500,1.000,.667,.000,.500,,.500,.750,,.000,0,,.438,.571,,0,0,kennalu01
105,Nathan Knight,C,25,MIN,2,5,.250,15.1,,.500,.000,.500,.000,.000,.500,,.500,,.500,,,.000,,.000,,,.000,0,,.000,,,0,0,knighna01
106,John Konchar,SF,26,MEM,5,49,.222,11.4,,.556,.444,.111,.000,.000,.444,,.400,.250,1.000,,,.000,,.500,,,.000,0,,.500,.000,,0,0,konchjo01
107,Furkan Korkmaz,SG,25,PHI,3,11,.000,18.9,,.500,.000,.000,.500,.000,.500,,.000,,,.000,,.000,,,,,.000,0,,.000,,,0,0,korkmfu01
108,Luke Kornet,C,27,BOS,8,32,.875,4.8,,.875,.750,.125,.000,.000,.125,,.857,.833,1.000,,,1.000,,.667,1.000,,.375,3,,1.000,1.000,,0,0,kornelu01
109,Jonathan Kuminga,PF,20,GSW,10,61,.542,12.3,,.708,.167,.333,.083,.125,.292,,.588,.750,.500,.500,.667,.429,,.800,1.000,,.125,3,,.429,.333,,0,0,kuminjo01
110,Anthony Lamb,SF,25,GSW,6,31,.400,20.7,,.200,.000,.200,.000,.000,.800,,1.000,,1.000,,,.250,,1.000,1.000,,.000,0,,.250,.000,,0,0,lamban01
111,Jock Landale,C,27,PHO,7,113,.630,6.1,,.963,.259,.630,.000,.074,.037,,.654,.714,.706,,.000,.000,,.824,,,.148,4,,.000,,,0,0,landajo01
112,Damion Lee,SG,30,PHO,8,89,.300,20.9,,.250,.000,.150,.100,.000,.750,,.600,,.667,.500,,.200,,.667,1.000,,.000,0,,.267,.250,,0,0,leeda03
113,Alex Len,C,29,SAC,7,54,.778,2.0,,1.000,.778,.222,.000,.000,.000,,.778,.857,.500,,,,,.714,,,.556,5,,,,,0,0,lenal01
114,Kawhi Leonard,SF,31,LAC,2,80,.545,14.5,,.773,.091,.205,.341,.136,.227,,.529,.500,.556,.467,.667,.600,,.278,.500,,.045,2,,.100,1.000,,0,0,leonaka01
115,Meyers Leonard,C,30,MIL,2,5,.000,2.0,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,leoname01
116,Caris LeVert,SG,28,CLE,5,170,.429,17.3,,.429,.127,.159,.143,.000,.571,,.519,.625,.500,.444,,.361,,.429,.846,,.000,0,,.333,.333,,0,0,leverca01
117,Kenneth Lofton Jr.,PF,20,MEM,4,12,.375,13.4,,.750,.125,.375,.000,.250,.250,,.500,1.000,.667,,.000,.000,,1.000,,,.000,0,,.000,,,0,0,loftoke01
118,Kevon Looney,C,26,GSW,13,325,.578,2.9,,1.000,.594,.359,.031,.016,.000,,.578,.658,.478,.000,1.000,,,.703,,,.156,9,,,,,0,0,looneke01
119,Brook Lopez,C,34,MIL,5,182,.582,11.3,,.746,.254,.299,.164,.030,.254,,.640,.647,.750,.455,.500,.412,,.750,1.000,,.119,8,,.118,1.000,,0,0,lopezbr01
120,Robin Lopez,C,34,CLE,2,6,1.000,6.2,,1.000,.333,.333,.333,.000,.000,,1.000,1.000,1.000,1.000,,,,.667,,,.000,0,,,,,0,0,lopezro01
121,Kevin Love,PF,34,MIA,20,359,.378,20.9,,.261,.118,.050,.059,.034,.739,,.387,.500,.167,.286,.500,.375,,.500,1.000,,.000,0,,.159,.286,,0,0,loveke01
122,Kyle Lowry,PG,36,MIA,23,599,.425,18.6,,.494,.075,.149,.155,.115,.506,,.477,.769,.500,.333,.450,.375,,.268,.515,,.000,0,,.148,.385,,1,0,lowryky01
123,Trey Lyles,PF,27,SAC,7,118,.425,17.4,,.325,.175,.150,.000,.000,.675,,.615,.571,.667,,,.333,,.625,1.000,,.075,3,,.593,.313,,0,0,lylestr01
124,Terance Mann,SG,26,LAC,5,133,.576,16.4,,.424,.242,.152,.030,.000,.576,,.714,.750,.600,1.000,,.474,,.600,.778,,.030,1,,.526,.500,,1,0,mannte01
125,Caleb Martin,SF,27,MIA,23,694,.529,15.9,,.495,.214,.155,.044,.083,.505,,.637,.818,.375,.667,.647,.423,,.692,.977,,.029,6,,.433,.422,,0,0,martica02
126,Wesley Matthews,SF,36,MIL,2,41,.444,23.9,,.222,.111,.000,.111,.000,.778,,.000,.000,,.000,,.571,,,1.000,,.000,0,,.000,,,0,0,matthwe02
127,Tyrese Maxey,SG,22,PHI,11,423,.427,15.7,,.557,.193,.198,.099,.068,.443,,.449,.595,.395,.421,.231,.400,,.354,.706,,.005,1,,.165,.571,,0,0,maxeyty01
128,Miles McBride,PG,22,NYK,8,20,.250,23.7,,.250,.000,.000,.000,.250,.750,,.000,,,,.000,.333,,,1.000,,.000,0,,.333,.000,,0,0,mcbrimi01
129,Jalen McDaniels,SF,25,PHI,8,102,.400,14.4,,.550,.250,.200,.050,.050,.450,,.455,.600,.250,.000,1.000,.333,,.600,1.000,,.100,2,,.444,.500,,0,0,mcdanja01
130,Jordan McLaughlin,PG,26,MIN,2,14,.000,15.4,,.500,.000,.250,.250,.000,.500,,.000,,.000,.000,,.000,,,,,.000,0,,1.000,.000,,0,0,mclaujo01
131,De'Anthony Melton,SG,24,PHI,11,274,.383,17.1,,.395,.173,.160,.037,.025,.605,,.375,.571,.154,.000,1.000,.388,,.583,.895,,.037,3,,.367,.333,,0,0,meltode01
132,Chimezie Metu,PF,25,SAC,3,6,.000,0.1,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,metuch01
133,Khris Middleton,SF,31,MIL,5,173,.465,15.7,,.628,.140,.151,.221,.116,.372,,.500,.667,.231,.526,.600,.406,,.370,.385,,.000,0,,.094,.000,,0,0,middlkh01
134,Patty Mills,PG,34,BRK,1,5,.000,22.8,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,1.000,.000,,0,0,millspa02
135,Shake Milton,SG,26,PHI,6,21,.600,12.9,,.800,.000,.400,.400,.000,.200,,.750,,1.000,.500,,.000,,.000,,,.000,0,,.000,,,0,0,miltosh01
136,Josh Minott,SF,20,MIN,1,6,.000,23.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,1.000,.000,,0,0,minotjo01
137,Davion Mitchell,PG,24,SAC,7,140,.413,19.8,,.413,.065,.152,.065,.130,.587,,.632,.667,.714,.667,.500,.259,,.417,1.000,,.022,1,,.370,.100,,1,0,mitchda01
138,Donovan Mitchell,SG,26,CLE,5,207,.433,16.9,,.567,.163,.096,.202,.106,.433,,.542,.647,.500,.524,.455,.289,,.219,.615,,.019,1,,.000,,,1,0,mitchdo01
139,Evan Mobley,PF,21,CLE,5,188,.458,5.6,,.979,.396,.438,.125,.021,.021,,.468,.842,.190,.167,1.000,.000,,.773,,,.292,14,,1.000,.000,,0,0,mobleev01
140,Malik Monk,SG,24,SAC,7,205,.409,14.3,,.581,.118,.366,.075,.022,.419,,.463,.818,.441,.143,.000,.333,,.360,.692,,.000,0,,.154,.167,,0,0,monkma01
141,Moses Moody,SG,20,GSW,12,161,.535,15.6,,.488,.140,.256,.023,.070,.512,,.476,.500,.545,.000,.333,.591,,.800,.923,,.070,3,,.409,.556,,0,0,moodymo01
142,Wendell Moore Jr.,SG,21,MIN,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,moorewe01
143,Ja Morant,PG,23,MEM,5,187,.425,12.1,,.708,.226,.311,.123,.047,.292,,.427,.833,.273,.231,.000,.419,,.250,.462,,.075,8,,.226,.000,,0,0,moranja01
