,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
23,Pat Burke,C,32,PHO,3,7,.500,16.6,,.500,.250,.000,.250,.000,.500,,.500,1.000,,.000,,.500,,.000,1.000,,.000,0,,.000,,,0,0,burkepa01
24,Antonio Burks,PG,25,MEM,2,13,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,burksan01
25,Caron Butler,SF,25,WAS,6,262,.416,13.4,,.861,.188,.208,.099,.366,.139,,.448,.632,.238,.600,.432,.214,,.410,.667,,.020,2,,.071,.000,,0,0,butleca01
26,Andrew Bynum,C,18,LAL,1,2,.000,7.8,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,bynuman01
27,Marcus Camby,C,31,DEN,5,175,.419,11.1,,1.000,.323,.065,.161,.452,.000,,.419,.650,.250,.200,.357,,,.769,,,.145,7,,,,,0,0,cambyma01
28,Brian Cardinal,PF,28,MEM,3,22,.500,24.4,,.000,.000,.000,.000,.000,1.000,,,,,,,.500,,,1.000,,.000,0,,.000,,,0,0,cardibr01
29,Vince Carter,SG,29,NJN,11,450,.463,11.5,,.762,.348,.180,.057,.176,.238,,.532,.612,.500,.643,.372,.241,,.505,.857,,.074,17,,.172,.300,,0,0,cartevi01
30,Sam Cassell,PG,36,LAC,12,404,.437,15.7,,.743,.174,.042,.240,.287,.257,,.468,.517,.429,.475,.438,.349,,.121,.667,,.000,0,,.186,.375,,0,0,cassesa01
31,Kelvin Cato,C,31,DET,4,15,.600,14.6,,1.000,.000,.200,.200,.600,.000,,.600,,.000,1.000,.667,,,1.000,,,.000,0,,,,,0,0,catoke01
32,Tyson Chandler,C,23,CHI,6,104,.667,3.5,,1.000,.667,.167,.167,.000,.000,,.667,.750,1.000,.000,,,,.250,,,.167,1,,,,,0,0,chandty01
33,Jason Collins,C,27,NJN,11,302,.360,10.0,,1.000,.360,.080,.200,.360,.000,,.360,.556,.500,.200,.222,,,.778,,,.000,0,,,,,0,0,collija04
34,Brian Cook,PF,25,LAL,7,78,.391,14.1,,.761,.261,.065,.152,.283,.239,,.400,.417,.333,.286,.462,.364,,.429,1.000,,.000,0,,.000,,,0,0,cookbr01
35,Austin Croshere,PF,30,IND,6,175,.316,20.5,,.395,.079,.026,.053,.237,.605,,.200,.000,1.000,.500,.111,.391,,.667,.889,,.026,1,,.130,1.000,,0,0,croshau01
36,Erick Dampier,C,30,DAL,19,454,.540,1.4,,.984,.857,.127,.000,.000,.016,,.548,.574,.375,,,.000,,.529,,,.206,13,,.000,,,0,0,dampier01
37,Antonio Daniels,SG,30,WAS,6,216,.538,12.2,,.788,.346,.115,.096,.231,.212,,.610,.778,.333,.800,.417,.273,,.400,1.000,,.038,2,,.273,.333,,0,0,daniean01
38,Marquis Daniels,SG,25,DAL,20,222,.446,7.4,,.911,.464,.268,.125,.054,.089,,.451,.577,.533,.000,.000,.400,,.304,.500,,.089,5,,.600,.667,,1,0,daniema01
39,Dale Davis,C,36,DET,8,36,.000,12.4,,1.000,.167,.167,.167,.500,.000,,.000,.000,.000,.000,.000,,,,,,.000,0,,,,,0,0,davisda01
40,Carlos Delfino,SG,23,DET,8,32,.167,19.3,,.667,.000,.167,.000,.500,.333,,.000,,.000,,.000,.500,,,1.000,,.000,0,,.000,,,0,0,delfica01
41,Tony Delk,PG,32,DET,16,138,.404,16.5,,.681,.170,.064,.085,.362,.319,,.500,.625,.333,.250,.529,.200,,.688,1.000,,.000,0,,.467,.143,,0,0,delkto01
42,Luol Deng,SF,20,CHI,6,180,.429,11.3,,.911,.304,.143,.143,.321,.089,,.451,.529,.500,.500,.333,.200,,.739,1.000,,.036,2,,.600,.333,,0,0,denglu01
43,Boris Diaw,PF,23,PHO,20,796,.526,7.8,,.976,.405,.221,.152,.197,.024,,.528,.675,.500,.432,.333,.429,,.577,1.000,,.080,21,,.143,1.000,,0,0,diawbo01
44,DeSagana Diop,C,24,DAL,22,407,.615,1.8,,1.000,.846,.077,.051,.026,.000,,.615,.667,.000,.500,1.000,,,.625,,,.205,8,,,,,0,0,diopde01
45,Michael Doleac,C,28,MIA,8,72,.538,9.0,,1.000,.462,.077,.000,.462,.000,,.538,.667,1.000,,.333,,,.714,,,.231,3,,,,,0,0,doleami01
46,Chris Duhon,PG,23,CHI,6,131,.360,18.6,,.360,.120,.160,.000,.080,.640,,.222,.333,.250,,.000,.438,,.500,.857,,.000,0,,.250,.500,,0,0,duhonch01
47,Tim Duncan*,PF,29,SAS,13,493,.573,6.2,,.991,.384,.403,.095,.109,.009,,.579,.827,.494,.350,.217,.000,,.413,,,.052,11,,.000,,,0,0,duncati01
48,Francisco Elson,C,29,DEN,5,75,.600,18.2,,1.000,.000,.000,.000,1.000,.000,,.600,,,,.600,,,1.000,,,.000,0,,,,,0,0,elsonfr01
49,Maurice Evans,SG,27,DET,16,101,.533,13.9,,.633,.300,.033,.100,.200,.367,,.474,.556,.000,.333,.500,.636,,.556,1.000,,.133,4,,.636,.714,,0,0,evansma01
50,Reggie Evans,PF,25,DEN,5,69,.429,17.7,,.714,.571,.000,.000,.143,.286,,.600,.750,,,.000,.000,,.667,,,.143,1,,.000,,,1,0,evansre01
51,Daniel Ewing,SG,22,LAC,6,5,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,ewingda01
52,Michael Finley,SG,32,SAS,13,411,.476,16.9,,.552,.143,.105,.076,.229,.448,,.552,.467,.455,.625,.625,.383,,.438,.944,,.057,6,,.362,.412,,0,0,finlemi01
53,T.J. Ford,PG,22,MIL,5,162,.490,11.1,,.902,.255,.118,.392,.137,.098,,.500,.462,.500,.600,.286,.400,,.130,.500,,.000,0,,.400,.500,,0,0,fordtj01
54,Jeff Foster,C,29,IND,4,80,.364,4.5,,1.000,.727,.000,.182,.091,.000,,.364,.500,,.000,.000,,,.500,,,.000,0,,,,,0,0,fosteje01
55,Dan Gadzuric,C,27,MIL,4,16,.889,3.4,,1.000,.667,.111,.222,.000,.000,,.889,.833,1.000,1.000,,,,.750,,,.222,2,,,,,0,0,gadzuda01
56,Francisco García,SF,24,SAC,6,41,.455,16.9,,.636,.000,.273,.182,.182,.364,,.571,,.667,1.000,.000,.250,,.500,1.000,,.000,0,,.250,.000,,0,0,garcifr01
57,Pau Gasol*,PF,25,MEM,4,158,.433,7.8,,.985,.284,.403,.134,.164,.015,,.439,.474,.370,.556,.455,.000,,.517,,,.060,4,,.000,,,0,0,gasolpa01
58,Devean George,SF,28,LAL,7,121,.382,20.0,,.382,.118,.000,.059,.206,.618,,.308,.500,,.000,.286,.429,,.500,.889,,.029,1,,.524,.364,,0,0,georgde01
59,Eddie Gill,PG,27,IND,2,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,gilled01
60,Manu Ginóbili*,SG,28,SAS,13,426,.484,11.3,,.732,.363,.146,.115,.108,.268,,.539,.667,.217,.611,.471,.333,,.355,.857,,.032,4,,.167,.143,,0,0,ginobma01
61,Drew Gooden,PF,24,CLE,13,282,.529,7.8,,1.000,.388,.165,.306,.141,.000,,.529,.606,.500,.500,.417,,,.511,,,.141,11,,,,,0,0,goodedr01
62,Ben Gordon,SG,22,CHI,6,245,.406,14.9,,.613,.255,.075,.094,.189,.387,,.431,.556,.750,.200,.250,.366,,.107,.867,,.000,0,,.244,.300,,0,0,gordobe01
63,Danny Granger,SF,22,IND,6,162,.529,16.0,,.529,.294,.000,.088,.147,.471,,.500,.800,,.000,.200,.563,,.667,1.000,,.059,2,,.188,.333,,0,0,grangda01
64,Brian Grant,C,33,PHO,5,12,.333,15.9,,1.000,.000,.000,.333,.667,.000,,.333,,,.000,.500,,,1.000,,,.000,0,,,,,0,0,grantbr01
65,Adrian Griffin,SG,31,DAL,20,349,.542,6.2,,1.000,.492,.254,.102,.153,.000,,.542,.552,.333,1.000,.556,,,.500,,,.068,4,,,,,0,0,griffad01
66,Richard Hamilton,SG,27,DET,18,690,.413,11.5,,.871,.284,.081,.287,.219,.129,,.422,.614,.320,.281,.397,.350,,.614,.929,,.006,2,,.625,.320,,0,0,hamilri01
67,Othella Harrington,C,32,CHI,3,15,.000,6.8,,1.000,.333,.333,.333,.000,.000,,.000,.000,.000,.000,,,,,,,.000,0,,,,,0,0,harriot01
68,Devin Harris,PG,22,DAL,23,558,.480,7.8,,.953,.450,.187,.158,.158,.047,,.503,.481,.500,.519,.556,.000,,.317,,,.000,0,,.000,,,1,0,harride01
69,David Harrison,C,23,IND,6,31,.333,6.0,,1.000,.444,.222,.333,.000,.000,,.333,.500,.000,.333,,,,.333,,,.111,1,,,,,0,0,harrida01
70,Jason Hart,PG,27,SAC,5,52,.308,11.7,,1.000,.385,.000,.154,.462,.000,,.308,.400,,.500,.167,,,.000,,,.000,0,,,,,0,0,hartja01
71,Udonis Haslem,PF,25,MIA,22,650,.493,10.4,,.993,.293,.133,.267,.300,.007,,.497,.705,.300,.475,.400,.000,,.703,,,.073,11,,.000,,,1,0,hasleud01
72,Brendan Haywood,C,26,WAS,6,155,.682,3.1,,1.000,.591,.409,.000,.000,.000,,.682,.846,.444,,,,,.600,,,.227,5,,,,,0,0,haywobr01
73,Alan Henderson,C,33,CLE,2,9,.000,0.0,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,hendeal01
74,Kirk Hinrich,PG,25,CHI,6,234,.415,15.2,,.723,.255,.011,.085,.372,.277,,.441,.375,1.000,.250,.514,.346,,.300,.667,,.000,0,,.115,.333,,0,0,hinriki01
75,Robert Horry,PF,35,SAS,13,224,.405,14.7,,.541,.297,.108,.000,.135,.459,,.450,.455,.500,,.400,.353,,.667,1.000,,.081,3,,.353,.167,,0,0,horryro01
76,Eddie House,PG,27,PHO,14,130,.365,18.9,,.731,.077,.038,.058,.558,.269,,.421,.250,.500,.667,.414,.214,,.625,1.000,,.000,0,,.143,.500,,0,0,houseed01
77,Josh Howard,SF,25,DAL,23,824,.453,12.0,,.790,.236,.214,.175,.165,.210,,.475,.644,.379,.444,.392,.369,,.345,.958,,.026,7,,.231,.400,,0,0,howarjo01
78,Larry Hughes,SG,27,CLE,9,336,.319,12.3,,.841,.283,.124,.124,.310,.159,,.326,.500,.071,.143,.343,.278,,.387,1.000,,.035,2,,.222,.250,,0,0,hughela01
79,Lindsey Hunter,PG,35,DET,18,217,.333,18.9,,.436,.167,.038,.026,.205,.564,,.353,.308,.667,.000,.375,.318,,.167,.643,,.000,0,,.182,.500,,0,0,hunteli01
80,Zydrunas Ilgauskas,C,30,CLE,13,354,.454,7.7,,1.000,.395,.210,.185,.210,.000,,.454,.681,.320,.273,.320,,,.593,,,.042,5,,,,,0,0,ilgauzy01
81,D.J. Mbenga,C,25,DAL,7,25,.333,9.4,,1.000,.000,.333,.667,.000,.000,,.333,,.000,.500,,,,.000,,,.000,0,,,,,0,0,mbengdj01
82,Bobby Jackson,PG,32,MEM,4,100,.414,14.2,,.621,.310,.069,.034,.207,.379,,.444,.667,.500,.000,.167,.364,,.375,.750,,.000,0,,.273,.667,,0,0,jacksbo01
83,Jermaine Jackson,PG,29,MIL,2,4,.000,16.8,,1.000,.000,.000,.500,.500,.000,,.000,,,.000,.000,,,,,,.000,0,,,,,0,0,jacksje01
84,Jim Jackson,SF,35,LAL,3,21,.333,16.9,,.833,.167,.000,.167,.500,.167,,.400,.000,,1.000,.333,.000,,.500,,,.000,0,,.000,,,0,0,jacksji01
85,Stephen Jackson,SG,27,IND,6,227,.366,14.6,,.683,.207,.146,.085,.244,.317,,.429,.588,.417,.286,.350,.231,,.500,1.000,,.049,4,,.231,.500,,0,0,jacksst02
86,LeBron James,SF,21,CLE,13,604,.476,12.1,,.795,.381,.072,.091,.251,.205,,.512,.726,.455,.321,.273,.333,,.256,.190,,.046,13,,.143,.556,,1,0,jamesle01
87,Antawn Jamison,SF,29,WAS,6,253,.424,14.2,,.677,.202,.242,.071,.162,.323,,.478,.700,.417,.286,.375,.313,,.563,1.000,,.020,2,,.219,.429,,0,0,jamisan01
88,Šarūnas Jasikevičius,PG,29,IND,6,66,.368,18.0,,.526,.053,.105,.316,.053,.474,,.500,.000,.500,.500,1.000,.222,,.800,1.000,,.000,0,,.333,.333,,0,0,jasiksa01
89,Richard Jefferson,SF,25,NJN,11,437,.545,11.4,,.824,.370,.115,.079,.261,.176,,.574,.689,.421,.462,.512,.414,,.705,.917,,.115,19,,.276,.500,,0,0,jefferi01
90,Jared Jeffries,PF,24,WAS,6,215,.395,8.2,,.837,.535,.140,.047,.116,.163,,.444,.565,.000,.500,.400,.143,,.750,1.000,,.209,9,,.571,.250,,0,0,jeffrja01
91,Anthony Johnson,PG,31,IND,6,242,.517,12.6,,.770,.287,.092,.195,.195,.230,,.552,.520,.625,.588,.529,.400,,.216,.375,,.011,1,,.300,.333,,0,0,johnsan02
92,DerMarr Johnson,SG,25,DEN,3,34,.231,19.1,,.231,.231,.000,.000,.000,.769,,.667,.667,,,,.100,,.500,1.000,,.077,1,,.400,.000,,0,0,johnsde03
93,Ervin Johnson,C,38,MIL,3,11,.000,14.5,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,johnser02
94,Dahntay Jones,SF,25,MEM,4,46,.714,2.5,,1.000,.857,.000,.000,.143,.000,,.714,.667,,,1.000,,,.400,,,.143,1,,,,,0,0,jonesda02
95,Damon Jones,PG,29,CLE,13,181,.308,21.5,,.308,.038,.000,.115,.154,.692,,.375,1.000,,.000,.500,.278,,.667,1.000,,.000,0,,.333,.167,,0,0,jonesda01
96,Eddie Jones,SG,34,MEM,4,119,.483,12.5,,.759,.345,.069,.103,.241,.241,,.500,.500,.500,.333,.571,.429,,.364,1.000,,.034,1,,.286,.500,,0,0,jonesed02
97,Fred Jones,SG,26,IND,6,167,.417,16.8,,.556,.222,.028,.028,.278,.444,,.450,.625,.000,.000,.400,.375,,.444,.833,,.028,1,,.313,.600,,0,0,jonesfr01
98,James Jones,SF,25,PHO,20,353,.341,17.4,,.683,.159,.024,.085,.415,.317,,.357,.385,.000,.429,.353,.308,,.700,1.000,,.012,1,,.154,.250,,0,0,jonesja02
99,Chris Kaman,C,23,LAC,11,324,.593,4.6,,1.000,.488,.407,.070,.035,.000,,.593,.810,.400,.500,.000,,,.569,,,.081,6,,,,,0,0,kamanch01
100,Jason Kapono,SF,24,MIA,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,kaponja01
101,Jason Kidd*,PG,32,NJN,11,450,.371,15.6,,.621,.258,.045,.114,.205,.379,,.415,.382,.333,.600,.370,.300,,.176,1.000,,.000,0,,.200,.300,,2,0,kiddja01
102,Linas Kleiza,PF,21,DEN,3,14,.375,13.5,,.875,.000,.500,.125,.250,.125,,.429,,.250,.000,1.000,.000,,1.000,,,.000,0,,.000,,,0,0,kleizli01
103,Nenad Krstić,PF,22,NJN,11,366,.504,9.4,,1.000,.287,.240,.171,.302,.000,,.504,.676,.419,.455,.436,,,.754,,,.039,5,,,,,0,0,krstine01
104,Toni Kukoč*,PF,37,MIL,3,53,.571,19.6,,.429,.071,.071,.143,.143,.571,,.500,1.000,.000,.500,.500,.625,,.333,.800,,.071,1,,.250,.500,,0,0,kukocto01
105,Shaun Livingston,PG,20,LAC,12,332,.474,8.6,,.987,.421,.158,.132,.276,.013,,.467,.625,.250,.300,.429,1.000,,.400,.000,,.092,7,,.000,,,0,0,livinsh01
106,Corey Maggette,SF,26,LAC,12,292,.467,13.9,,.803,.270,.082,.107,.344,.197,,.500,.697,.300,.538,.381,.333,,.612,.875,,.008,1,,.042,.000,,1,0,maggeco01
107,Jamaal Magloire,C,27,MIL,5,135,.474,4.0,,1.000,.526,.342,.105,.026,.000,,.474,.700,.308,.000,.000,,,.833,,,.158,6,,,,,0,0,magloja01
108,Shawn Marion,PF,27,PHO,20,849,.489,9.8,,.790,.393,.162,.162,.072,.210,,.536,.718,.296,.407,.375,.314,,.787,1.000,,.108,34,,.543,.395,,1,0,mariosh01
109,Donyell Marshall,PF,32,CLE,13,345,.433,14.2,,.558,.327,.087,.029,.115,.442,,.466,.618,.222,.333,.250,.391,,.667,.944,,.077,8,,.652,.400,,0,0,marshdo01
110,Kenyon Martin,PF,28,DEN,2,35,.308,9.8,,1.000,.231,.154,.462,.154,.000,,.308,.333,.000,.500,.000,,,.250,,,.077,1,,,,,0,0,martike01
111,Kevin Martin,SG,22,SAC,6,197,.407,13.0,,.648,.278,.111,.204,.056,.352,,.457,.600,.500,.273,.333,.316,,.563,1.000,,.056,3,,.368,.429,,0,0,martike02
112,Walter McCarty,SF,31,LAC,8,10,.250,13.8,,.750,.250,.000,.250,.250,.250,,.333,1.000,,.000,.000,.000,,1.000,,,.000,0,,1.000,.000,,0,0,mccarwa01
113,Antonio McDyess,PF,31,DET,18,370,.559,11.2,,.990,.314,.039,.245,.392,.010,,.564,.781,.000,.480,.500,.000,,.807,,,.098,9,,.000,,,0,0,mcdyean01
114,Aaron McKie,PG,33,LAL,1,8,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,mckieaa01
115,Andre Miller,PG,29,DEN,5,182,.442,7.9,,1.000,.416,.156,.156,.273,.000,,.442,.594,.333,.250,.381,,,.471,,,.000,0,,,,,0,0,millean02
116,Brad Miller,C,29,SAC,6,166,.404,15.0,,.865,.192,.115,.115,.442,.135,,.444,.600,.500,.333,.391,.143,,.750,1.000,,.000,0,,.429,.000,,1,0,millebr01
117,Mike Miller,SG,25,MEM,4,107,.400,15.2,,.733,.267,.100,.000,.367,.267,,.500,.875,.333,,.273,.125,,.545,1.000,,.033,1,,.000,,,0,0,millemi01
118,Cuttino Mobley,SG,30,LAC,12,473,.427,14.7,,.790,.203,.105,.175,.308,.210,,.442,.517,.533,.440,.364,.367,,.520,1.000,,.028,3,,.200,.333,,1,0,moblecu01
119,Nazr Mohammed,C,28,SAS,8,94,.733,5.6,,.933,.667,.133,.000,.133,.067,,.714,.700,1.000,,.500,1.000,,.600,1.000,,.267,4,,.000,,,0,0,mohamna01
120,Alonzo Mourning*,C,35,MIA,21,226,.703,3.3,,1.000,.514,.486,.000,.000,.000,,.703,.895,.500,,,,,.885,,,.297,11,,,,,0,0,mournal01
121,Lamond Murray,SF,32,NJN,11,197,.389,18.4,,.370,.148,.056,.074,.093,.630,,.450,.625,.000,.250,.600,.353,,.556,.917,,.000,0,,.618,.381,,0,0,murrala01
122,Ronald Murray,SG,26,CLE,13,399,.330,11.9,,.786,.375,.063,.143,.205,.214,,.364,.500,.429,.188,.217,.208,,.438,1.000,,.009,1,,.583,.214,,0,0,murraro01
123,Boštjan Nachbar,SF,25,NJN,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,nachbbo01
124,Eduardo Nájera,PF,29,DEN,4,89,.214,9.7,,1.000,.429,.000,.071,.500,.000,,.214,.333,,.000,.143,,,.667,,,.000,0,,,,,0,0,najered01
125,Steve Nash*,PG,31,PHO,20,798,.502,12.5,,.701,.361,.082,.127,.131,.299,,.559,.657,.417,.541,.395,.368,,.088,.531,,.000,0,,.057,.400,,0,0,nashst01
126,Rasho Nesterović,C,29,SAS,9,114,.579,10.0,,.947,.263,.316,.053,.316,.053,,.556,.600,.500,1.000,.500,1.000,,.800,1.000,,.000,0,,.000,,,0,0,nestera01
127,Ira Newble,SG,31,CLE,5,11,1.000,13.8,,.667,.333,.000,.000,.333,.333,,1.000,1.000,,,1.000,1.000,,.500,.000,,.000,0,,.000,,,0,0,newblir01
128,Andrés Nocioni,PF,26,CHI,6,230,.560,14.2,,.750,.238,.095,.119,.298,.250,,.587,.750,.500,.400,.560,.476,,.595,1.000,,.012,1,,.238,.600,,0,0,nocioan01
129,Dirk Nowitzki*,PF,27,DAL,23,983,.468,13.8,,.840,.172,.117,.251,.301,.160,,.491,.750,.265,.457,.460,.343,,.341,.826,,.024,10,,.104,.143,,0,0,nowitdi01
130,Jermaine O'Neal,PF,27,IND,6,216,.524,8.9,,.976,.321,.226,.286,.143,.024,,.537,.519,.632,.500,.500,.000,,.659,,,.071,6,,.500,.000,,0,0,onealje01
131,Shaquille O'Neal*,C,33,MIA,23,759,.612,3.3,,1.000,.540,.412,.045,.003,.000,,.612,.745,.475,.308,.000,,,.545,,,.244,66,,,,,0,0,onealsh01
132,Fabricio Oberto,C,30,SAS,7,34,.333,8.0,,1.000,.333,.333,.111,.222,.000,,.333,1.000,.000,.000,.000,,,.333,,,.111,1,,,,,0,0,obertfa01
133,Lamar Odom,PF,26,LAL,7,314,.495,11.4,,.697,.394,.242,.051,.010,.303,,.623,.769,.417,.400,1.000,.200,,.302,1.000,,.020,2,,.100,.667,,2,0,odomla01
134,Scott Padgett,PF,29,NJN,3,9,.500,11.7,,.500,.500,.000,.000,.000,.500,,1.000,1.000,,,,.000,,.000,,,.000,0,,1.000,.000,,0,0,padgesc01
135,Jannero Pargo,PG,26,CHI,5,19,.417,21.3,,.583,.000,.000,.167,.417,.417,,.286,,,.500,.200,.600,,.000,.333,,.000,0,,.200,1.000,,0,0,pargoja01
136,Smush Parker,PG,24,LAL,7,258,.333,12.8,,.639,.361,.111,.069,.097,.361,,.435,.615,.500,.000,.000,.154,,.550,.500,,.083,5,,.115,.000,,0,0,parkesm01
137,Tony Parker*,PG,23,SAS,13,475,.460,9.6,,.960,.363,.195,.119,.283,.040,,.470,.610,.432,.296,.391,.222,,.186,.000,,.000,0,,.111,.000,,0,0,parketo01
138,Ruben Patterson,SG,30,DEN,4,58,.529,2.3,,1.000,.706,.235,.059,.000,.000,,.529,.667,.250,.000,,,,.667,,,.176,2,,,,,0,0,patteru01
139,Sasha Pavlović,SG,22,CLE,3,4,.000,21.8,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,.000,,,,,.000,0,,.000,,,0,0,pavloal01
140,Gary Payton*,PG,37,MIA,23,560,.422,16.5,,.500,.207,.086,.121,.086,.500,,.552,.667,.500,.500,.400,.293,,.219,1.000,,.000,0,,.379,.364,,1,0,paytoga01
141,Eric Piatkowski,SG,35,CHI,6,28,.500,23.2,,.167,.000,.000,.000,.167,.833,,1.000,,,,1.000,.400,,.000,1.000,,.000,0,,.600,.667,,0,0,piatker01
142,Zoran Planinić,PG,23,NJN,3,6,.000,3.4,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,planizo01
143,Scot Pollard,C,30,IND,4,15,.000,0.0,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,pollasc01
