,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
12,Ömer Aşık,C,28,NOP,4,79,.200,1.9,,1.000,.800,.200,.000,.000,.000,,.200,.125,.500,,,,,.000,,,.100,1,,,,,0,0,asikom01
13,Jeff Ayres,PF,27,SAS,3,12,.000,0.1,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,1.000,0,,,,,0,0,pendeje02
14,Leandro Barbosa,SG,32,GSW,21,229,.443,10.9,,.739,.432,.159,.057,.091,.261,,.477,.526,.357,.400,.500,.348,,.613,1.000,,.000,0,,.261,.500,,0,0,barbole01
15,J.J. Barea,PG,30,DAL,5,154,.439,12.0,,.719,.281,.211,.140,.070,.281,,.512,.563,.417,.750,.250,.250,,.190,.500,,.000,0,,.063,.000,,1,0,bareajo01
16,Harrison Barnes,SF,22,GSW,21,681,.440,13.4,,.690,.265,.155,.105,.165,.310,,.478,.717,.355,.381,.273,.355,,.636,1.000,,.140,26,,.613,.316,,0,0,barneha02
17,Matt Barnes,SF,34,LAC,14,409,.380,16.3,,.400,.310,.050,.000,.040,.600,,.550,.645,.000,,.500,.267,,.955,1.000,,.060,4,,.433,.308,,0,0,barnema02
18,Brandon Bass,PF,29,BOS,4,86,.350,8.2,,1.000,.250,.350,.250,.150,.000,,.350,.400,.286,.400,.333,,,.429,,,.100,2,,,,,0,0,bassbr01
19,Nicolas Batum,SF,26,POR,5,209,.343,18.6,,.443,.157,.043,.114,.129,.557,,.355,.455,.333,.375,.222,.333,,.545,1.000,,.000,0,,.154,.333,,0,0,batumni01
20,Jerryd Bayless,PG,26,MIL,6,120,.343,13.7,,.800,.229,.171,.086,.314,.200,,.357,.375,.500,.333,.273,.286,,.400,1.000,,.000,0,,.286,.500,,0,0,bayleje01
21,Aron Baynes,C,28,SAS,4,40,.300,4.7,,1.000,.700,.100,.100,.100,.000,,.300,.286,.000,.000,1.000,,,1.000,,,.100,1,,,,,0,0,baynear01
22,Kent Bazemore,SG,25,ATL,16,303,.423,12.5,,.606,.366,.141,.056,.042,.394,,.558,.731,.300,.250,.333,.214,,.917,.833,,.056,4,,.607,.176,,0,0,bazemke01
23,Bradley Beal,SG,21,WAS,10,418,.405,14.8,,.685,.250,.095,.085,.255,.315,,.423,.560,.211,.529,.333,.365,,.397,.913,,.010,2,,.286,.389,,0,0,bealbr01
24,Marco Belinelli,SG,28,SAS,7,116,.513,22.8,,.231,.077,.000,.026,.128,.769,,.667,1.000,,1.000,.400,.467,,.833,.929,,.000,0,,.133,.250,,0,0,belinma01
25,Steve Blake,PG,34,POR,5,43,.182,21.8,,.273,.091,.000,.091,.091,.727,,.333,.000,,1.000,.000,.125,,.000,1.000,,.000,0,,.125,.000,,0,0,blakest01
26,Bojan Bogdanović,SF,25,BRK,6,206,.390,17.5,,.441,.169,.068,.102,.102,.559,,.462,.800,.250,.000,.500,.333,,.750,1.000,,.051,3,,.455,.333,,0,0,bogdabo02
27,Andrew Bogut,C,30,GSW,19,440,.560,3.4,,.987,.667,.267,.027,.027,.013,,.568,.720,.250,.500,.000,.000,,.738,,,.267,18,,.000,,,0,0,bogutan01
28,Matt Bonner,PF,34,SAS,7,36,.200,24.7,,.100,.000,.000,.000,.100,.900,,.000,,,,.000,.222,,,1.000,,.000,0,,.222,.000,,0,0,bonnema01
29,Avery Bradley,SG,24,BOS,4,133,.380,16.5,,.620,.180,.100,.060,.280,.380,,.452,.667,.200,.667,.357,.263,,.786,1.000,,.000,0,,.211,.500,,0,0,bradlav01
30,Elton Brand,C,35,ATL,3,4,.000,7.1,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,brandel01
31,Corey Brewer,SF,28,HOU,17,428,.431,10.1,,.749,.431,.180,.072,.066,.251,,.480,.639,.300,.167,.273,.286,,.633,.917,,.090,14,,.643,.333,,1,0,breweco01
32,Aaron Brooks,PG,30,CHI,12,132,.344,16.1,,.574,.180,.164,.164,.066,.426,,.371,.455,.300,.400,.250,.308,,.231,.500,,.000,0,,.038,1.000,,1,0,brookaa01
33,Markel Brown,SG,23,BRK,2,10,.400,10.8,,.600,.400,.200,.000,.000,.400,,.667,.500,1.000,,,.000,,.000,,,.200,1,,.000,,,0,0,brownma02
34,Jimmy Butler,SG,25,CHI,12,506,.441,13.8,,.662,.296,.103,.103,.160,.338,,.468,.619,.182,.591,.294,.389,,.530,.821,,.056,12,,.292,.381,,0,0,butleji01
35,Rasual Butler,SF,35,WAS,2,7,.000,27.4,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,butlera01
36,Will Bynum,SG,32,WAS,3,31,.500,7.4,,.857,.571,.143,.071,.071,.143,,.500,.625,.500,.000,.000,.500,,.167,1.000,,.000,0,,1.000,.500,,0,0,bynumwi01
37,Nick Calathes,SG,25,MEM,9,126,.333,14.9,,.639,.250,.139,.139,.111,.361,,.261,.222,.000,.600,.250,.462,,.500,.667,,.000,0,,.231,.333,,1,0,calatni01
38,Clint Capela,C,20,HOU,17,127,.677,1.6,,1.000,.839,.161,.000,.000,.000,,.677,.769,.200,,,,,.857,,,.419,11,,,,,0,0,capelca01
39,DeMarre Carroll,SF,28,ATL,16,558,.486,13.0,,.593,.350,.147,.045,.051,.407,,.543,.710,.385,.125,.222,.403,,.719,.931,,.017,3,,.264,.579,,0,0,carrode01
40,Vince Carter,SG,38,MEM,11,196,.403,14.2,,.582,.313,.104,.090,.075,.418,,.513,.571,.429,.500,.400,.250,,.400,1.000,,.045,2,,.179,.400,,0,0,cartevi01
41,Michael Carter-Williams,PG,23,MIL,6,191,.423,9.3,,.936,.385,.231,.141,.179,.064,,.452,.467,.611,.273,.357,.000,,.182,,,.013,1,,.200,.000,,1,0,cartemi01
42,Tyson Chandler,C,32,DAL,5,160,.655,1.0,,1.000,.966,.000,.034,.000,.000,,.655,.679,,.000,,,,.526,,,.517,14,,,,,0,0,chandty01
43,Earl Clark,PF,27,BRK,2,13,.200,19.2,,.700,.000,.200,.000,.500,.300,,.000,,.000,,.000,.667,,,1.000,,.000,0,,.000,,,0,0,clarkea01
44,Norris Cole,PG,26,NOP,4,106,.417,15.6,,.611,.278,.056,.056,.222,.389,,.545,.700,.500,.500,.375,.214,,.417,1.000,,.056,2,,.286,.000,,0,0,coleno01
45,Mike Conley,PG,27,MEM,8,243,.427,14.4,,.656,.260,.094,.188,.115,.344,,.492,.560,.222,.556,.455,.303,,.226,.500,,.000,0,,.030,.000,,0,0,conlemi01
46,Allen Crabbe,SG,22,POR,2,39,.800,9.9,,.600,.600,.000,.000,.000,.400,,.667,.667,,,,1.000,,1.000,1.000,,.200,1,,.500,1.000,,0,0,crabbal01
47,Jamal Crawford,SG,34,LAC,14,379,.360,17.5,,.602,.075,.183,.151,.194,.398,,.438,.571,.529,.357,.361,.243,,.286,.611,,.005,0,,.162,.417,,1,0,crawfja01
48,Jae Crowder,SF,24,BOS,4,100,.517,11.5,,.655,.414,.138,.000,.103,.345,,.632,.750,.500,,.333,.300,,.583,1.000,,.034,1,,.100,.000,,0,0,crowdja01
49,Dante Cunningham,PF,27,NOP,4,75,.818,10.0,,1.000,.455,.000,.182,.364,.000,,.818,1.000,,1.000,.500,,,.667,,,.182,2,,,,,0,0,cunnida01
50,Stephen Curry,PG,26,GSW,21,826,.456,18.3,,.472,.153,.121,.059,.139,.528,,.493,.701,.396,.192,.475,.422,,.363,.541,,.005,2,,.147,.559,,2,1,curryst01
51,Gigi Datome,SF,27,BOS,3,14,.333,12.1,,.667,.167,.500,.000,.000,.333,,.500,1.000,.333,,,.000,,1.000,,,.000,0,,.000,,,0,0,datomlu01
52,Anthony Davis,PF,21,NOP,4,172,.540,9.3,,.977,.276,.253,.287,.161,.023,,.553,.708,.500,.520,.429,.000,,.723,,,.138,10,,.000,,,0,0,davisan02
53,Glen Davis,PF,29,LAC,14,144,.447,8.1,,.974,.368,.342,.026,.237,.026,,.459,.500,.385,1.000,.444,.000,,.824,,,.053,2,,.000,,,1,0,davisgl01
54,Matthew Dellavedova,SG,24,CLE,20,497,.346,19.0,,.441,.037,.199,.118,.088,.559,,.383,.400,.481,.250,.333,.316,,.174,.875,,.000,0,,.171,.462,,1,0,dellama01
55,DeMar DeRozan,SG,25,TOR,4,159,.400,13.4,,.900,.138,.200,.200,.363,.100,,.403,.818,.375,.188,.379,.375,,.276,1.000,,.013,1,,.375,.000,,0,0,derozde01
56,Boris Diaw,PF,32,SAS,7,198,.479,11.6,,.746,.254,.268,.141,.085,.254,,.566,.778,.368,.600,.500,.222,,.667,1.000,,.000,0,,.056,1.000,,0,0,diawbo01
57,Joey Dorsey,PF,31,HOU,6,13,.000,8.3,,1.000,.000,.500,.500,.000,.000,,.000,,.000,.000,,,,,,,.000,0,,,,,0,0,dorsejo01
58,Jared Dudley,SG,29,MIL,6,110,.467,17.1,,.533,.200,.033,.133,.167,.467,,.375,.333,1.000,.500,.200,.571,,1.000,1.000,,.000,0,,.357,.800,,0,0,dudleja01
59,Tim Duncan*,C,38,SAS,7,250,.589,5.9,,.989,.344,.489,.122,.033,.011,,.596,.613,.568,.727,.333,.000,,.585,,,.056,5,,.000,,,0,0,duncati01
60,Mike Dunleavy,SF,34,CHI,12,389,.489,19.2,,.364,.205,.023,.034,.102,.636,,.500,.611,.000,.333,.444,.482,,.688,1.000,,.011,1,,.304,.647,,1,0,dunlemi02
61,Monta Ellis,SG,29,DAL,5,197,.468,14.2,,.730,.234,.171,.036,.288,.270,,.506,.731,.526,.750,.281,.367,,.415,.727,,.018,2,,.167,.200,,1,0,ellismo01
62,Tyler Ennis,PG,20,MIL,1,16,.222,18.7,,.444,.222,.000,.111,.111,.556,,.250,.000,,1.000,.000,.200,,.000,.000,,.000,0,,.000,,,0,0,ennisty01
63,Tyreke Evans,SG,25,NOP,4,125,.326,11.0,,.744,.419,.163,.047,.116,.256,,.375,.500,.286,.500,.000,.182,,.167,.500,,.047,2,,.000,,,0,0,evansty01
64,Festus Ezeli,C,25,GSW,20,183,.540,3.2,,1.000,.580,.380,.040,.000,.000,,.540,.586,.474,.500,,,,.519,,,.320,13,,,,,0,0,ezelife01
65,Raymond Felton,PG,30,DAL,3,36,.267,15.9,,.733,.133,.200,.067,.333,.267,,.364,.000,.333,1.000,.400,.000,,.000,,,.000,0,,.250,.000,,0,0,feltora01
66,Tim Frazier,PG,24,POR,2,3,.000,0.1,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,fraziti01
67,Joel Freeland,C,27,POR,2,7,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,freeljo01
68,Marc Gasol,C,30,MEM,11,416,.394,10.3,,.989,.222,.306,.194,.267,.011,,.399,.575,.400,.400,.250,.000,,.662,,,.044,6,,.000,,,1,0,gasolma01
69,Pau Gasol*,PF,34,CHI,10,317,.487,10.7,,.965,.243,.243,.174,.304,.035,,.505,.679,.321,.500,.514,.000,,.857,,,.035,4,,.750,.000,,0,0,gasolpa01
70,Alonzo Gee,SF,27,POR,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,geeal01
71,Taj Gibson,PF,29,CHI,12,276,.472,5.7,,1.000,.542,.181,.139,.139,.000,,.472,.641,.385,.200,.200,,,.765,,,.236,14,,,,,0,0,gibsota01
72,Manu Ginóbili*,SG,37,SAS,7,131,.349,16.2,,.488,.209,.233,.000,.047,.512,,.333,.556,.200,,.000,.364,,.286,1.000,,.000,0,,.273,.500,,1,0,ginobma01
73,Drew Gooden,PF,33,WAS,10,178,.377,17.5,,.574,.197,.066,.098,.213,.426,,.314,.333,.500,.000,.385,.462,,.636,1.000,,.016,1,,.115,.333,,1,0,goodedr01
74,Eric Gordon,SG,26,NOP,4,143,.438,18.2,,.500,.078,.156,.094,.172,.500,,.469,.400,.400,.500,.545,.406,,.467,.769,,.000,0,,.094,.000,,0,0,gordoer01
75,Marcin Gortat,C,30,WAS,10,307,.628,5.7,,1.000,.453,.314,.174,.058,.000,,.628,.744,.481,.600,.600,,,.722,,,.023,2,,,,,0,0,gortama01
76,Danny Green,SG,27,SAS,7,204,.344,18.9,,.344,.164,.066,.016,.098,.656,,.429,.500,.000,.000,.667,.300,,.889,1.000,,.000,0,,.375,.467,,0,0,greenda02
77,Draymond Green,PF,24,GSW,21,784,.417,12.5,,.621,.363,.204,.017,.038,.379,,.510,.621,.388,.250,.222,.264,,.566,1.000,,.033,8,,.055,.400,,1,0,greendr01
78,JaMychal Green,PF,24,MEM,5,8,.000,21.2,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,.000,,,,,.000,0,,.000,,,0,0,greenja01
79,Jeff Green,SF,28,MEM,11,298,.333,12.2,,.833,.241,.250,.139,.204,.167,,.356,.538,.185,.333,.364,.222,,.594,.750,,.019,0,,.278,.600,,0,0,greenje02
80,Blake Griffin,PF,25,LAC,14,557,.511,7.9,,.974,.401,.274,.084,.215,.026,,.521,.718,.347,.391,.424,.143,,.612,1.000,,.106,25,,.143,.000,,0,0,griffbl01
81,Jorge Gutiérrez,PG,26,MIL,1,12,.500,9.1,,1.000,.000,.500,.500,.000,.000,,.500,,1.000,.000,,,,1.000,,,.000,0,,,,,0,0,gutiejo01
82,Tyler Hansbrough,PF,29,TOR,4,48,.200,2.1,,1.000,.800,.200,.000,.000,.000,,.200,.250,.000,,,,,1.000,,,.000,0,,,,,0,0,hansbty01
83,James Harden,SG,25,HOU,17,636,.439,15.5,,.636,.201,.133,.122,.180,.364,,.471,.678,.385,.417,.340,.383,,.159,.366,,.031,9,,.037,.500,,1,0,hardeja01
84,Devin Harris,PG,31,DAL,4,74,.348,17.2,,.522,.130,.261,.087,.043,.478,,.667,1.000,.333,1.000,1.000,.000,,.625,,,.000,0,,.364,.000,,1,0,harride01
85,Joe Harris,SG,23,CLE,6,16,.333,16.3,,.500,.167,.167,.000,.167,.500,,.333,1.000,.000,,.000,.333,,.000,.000,,.000,0,,.667,.000,,0,0,harrijo01
86,Spencer Hawes,PF,26,LAC,8,57,.529,14.2,,.647,.235,.176,.118,.118,.353,,.545,.750,.333,.500,.500,.500,,.833,1.000,,.000,0,,.000,,,0,0,hawessp01
87,Brendan Haywood,C,35,CLE,1,2,.000,15.0,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,haywobr01
88,John Henson,C,24,MIL,6,153,.585,3.4,,.976,.780,.122,.073,.000,.024,,.600,.656,.600,.000,,.000,,.625,,,.220,8,,.000,,,0,0,hensojo01
89,Nenê,PF,32,WAS,10,257,.447,7.5,,1.000,.526,.118,.132,.224,.000,,.447,.575,.444,.300,.235,,,.618,,,.118,8,,,,,0,0,hilarne01
90,Kirk Hinrich,SG,34,CHI,10,126,.474,16.4,,.474,.211,.158,.000,.105,.526,,.333,.250,.667,,.000,.600,,.667,.833,,.000,0,,.500,.800,,0,0,hinriki01
91,Jrue Holiday,PG,24,NOP,3,55,.368,17.0,,.789,.000,.105,.368,.316,.211,,.400,,.500,.429,.333,.250,,.333,1.000,,.000,0,,.000,,,0,0,holidjr01
92,Justin Holiday,SG,25,GSW,5,11,.500,20.3,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,1.000,,,1.000,,.000,0,,1.000,1.000,,0,0,holidju01
93,Al Horford,C,28,ATL,16,522,.507,10.9,,.957,.280,.180,.166,.332,.043,,.520,.831,.474,.314,.386,.222,,.790,1.000,,.057,12,,.667,.333,,1,0,horfoal01
94,Dwight Howard,C,29,HOU,17,574,.577,2.7,,1.000,.615,.374,.011,.000,.000,,.577,.768,.279,.000,,,,.619,,,.302,54,,,,,0,0,howardw01
95,Lester Hudson,SG,30,LAC,7,38,.429,15.6,,.500,.214,.214,.000,.071,.500,,.571,1.000,.000,,1.000,.286,,.500,.500,,.000,0,,.286,.500,,0,0,hudsole01
96,Kris Humphries,PF,29,WAS,1,5,1.000,20.2,,1.000,.000,.000,.000,1.000,.000,,1.000,,,,1.000,,,1.000,,,.000,0,,,,,0,0,humphkr01
97,Andre Iguodala,SF,31,GSW,21,635,.474,15.6,,.520,.287,.041,.070,.123,.480,,.584,.796,.143,.333,.381,.354,,.731,.966,,.158,26,,.402,.394,,1,0,iguodan01
98,Ersan İlyasova,PF,27,MIL,6,142,.328,16.0,,.623,.230,.066,.066,.262,.377,,.395,.571,.000,.250,.375,.217,,.733,.800,,.000,0,,.174,.000,,0,0,ilyaser01
99,Kyrie Irving,PG,22,CLE,13,464,.438,14.0,,.676,.270,.141,.108,.157,.324,,.432,.540,.308,.400,.379,.450,,.204,.704,,.000,0,,.150,.444,,0,0,irvinky01
100,Jarrett Jack,PG,31,BRK,6,153,.519,15.3,,.722,.093,.204,.278,.148,.278,,.590,.800,.545,.467,.750,.333,,.261,.600,,.000,0,,.267,.250,,1,0,jackja01
101,Bernard James,C,29,DAL,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,jamesbe01
102,LeBron James,SF,30,CLE,20,844,.417,11.7,,.798,.301,.204,.112,.180,.202,,.465,.701,.306,.361,.316,.227,,.223,.480,,.029,16,,.109,.250,,0,0,jamesle01
103,Richard Jefferson,SF,34,DAL,4,51,.357,16.3,,.429,.286,.071,.000,.071,.571,,.333,.500,.000,,.000,.375,,1.000,1.000,,.143,2,,.375,.667,,0,0,jefferi01
104,John Jenkins,SG,23,ATL,4,21,.667,18.1,,.333,.167,.167,.000,.000,.667,,1.000,1.000,1.000,,,.500,,1.000,1.000,,.000,0,,.250,.000,,0,0,jenkijo01
105,Jonas Jerebko,PF,27,BOS,4,68,.333,11.0,,.733,.267,.400,.000,.067,.267,,.455,.500,.333,,1.000,.000,,.600,,,.000,0,,.750,.000,,0,0,jerebjo01
106,Amir Johnson,PF,27,TOR,4,112,.690,4.6,,.966,.414,.517,.000,.034,.034,,.714,.917,.600,,.000,.000,,.750,,,.034,1,,.000,,,0,0,johnsam01
107,James Johnson,PF,27,TOR,2,12,.333,6.8,,1.000,.167,.500,.167,.167,.000,,.333,1.000,.333,.000,.000,,,.500,,,.000,0,,,,,0,0,johnsja01
108,Joe Johnson,SG,33,BRK,6,249,.362,17.5,,.564,.043,.213,.117,.191,.436,,.415,.250,.450,.545,.333,.293,,.364,.917,,.000,0,,.366,.200,,1,0,johnsjo02
109,Nick Johnson,SG,22,HOU,9,49,.235,12.8,,.588,.294,.235,.059,.000,.412,,.300,.600,.000,.000,,.143,,.667,.000,,.000,0,,.143,.000,,0,0,johnsni01
110,Dahntay Jones,SF,34,LAC,11,18,1.000,1.4,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,.500,1,,,,,0,0,jonesda02
111,James Jones,SF,34,CLE,20,311,.347,23.2,,.147,.000,.040,.053,.053,.853,,.364,,.333,.500,.250,.344,,1.000,1.000,,.000,0,,.438,.429,,0,0,jonesja02
112,Terrence Jones,PF,23,HOU,17,401,.421,7.4,,.881,.384,.384,.069,.044,.119,,.457,.656,.279,.273,.571,.158,,.750,.667,,.075,12,,.105,.000,,0,0,joneste01
113,DeAndre Jordan,C,26,LAC,14,482,.716,1.5,,1.000,.827,.160,.012,.000,.000,,.716,.791,.385,.000,,,,.724,,,.543,40,,,,,0,0,jordade01
114,Jerome Jordan,C,28,BRK,1,5,.000,7.1,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,jordaje01
115,Cory Joseph,PG,23,SAS,4,22,.833,10.4,,1.000,.333,.167,.000,.500,.000,,.833,1.000,1.000,,.667,,,.200,,,.000,0,,,,,0,0,josepco01
116,Chris Kaman,C,32,POR,3,37,.500,6.6,,1.000,.375,.250,.250,.125,.000,,.500,.667,.500,.500,.000,,,.500,,,.000,0,,,,,0,0,kamanch01
117,Kyle Korver,SG,33,ATL,14,526,.391,23.4,,.173,.030,.008,.030,.105,.827,,.565,.500,1.000,.000,.714,.355,,.846,.949,,.000,0,,.191,.286,,0,0,korveky01
118,Kosta Koufos,C,25,MEM,11,127,.548,5.0,,1.000,.355,.581,.065,.000,.000,,.548,.727,.444,.500,,,,.529,,,.097,3,,,,,0,0,koufoko01
119,Courtney Lee,SG,29,MEM,11,367,.550,15.1,,.700,.180,.120,.160,.240,.300,,.586,.556,.417,.688,.625,.467,,.537,.857,,.010,1,,.333,.500,,0,0,leeco01
120,David Lee,PF,31,GSW,13,107,.400,4.2,,1.000,.600,.275,.075,.050,.000,,.400,.583,.182,.000,.000,,,.750,,,.125,5,,,,,0,0,leeda02
121,Kawhi Leonard,SF,23,SAS,7,250,.477,13.6,,.761,.147,.211,.248,.156,.239,,.494,.750,.478,.407,.412,.423,,.439,.909,,.028,3,,.192,.600,,0,0,leonaka01
122,Meyers Leonard,C,22,POR,5,106,.667,19.1,,.381,.143,.048,.095,.095,.619,,.500,.667,.000,.500,.500,.769,,.750,1.000,,.048,1,,.154,.500,,0,0,leoname01
123,Jon Leuer,PF,25,MEM,4,9,.500,2.9,,1.000,.500,.500,.000,.000,.000,,.500,1.000,.000,,,,,1.000,,,.250,1,,,,,0,0,leuerjo01
124,Damian Lillard,PG,24,POR,5,201,.406,13.7,,.677,.396,.042,.042,.198,.323,,.523,.658,.500,.000,.368,.161,,.206,.400,,.021,2,,.097,.333,,0,0,lillada01
125,Shaun Livingston,PG,29,GSW,21,375,.532,8.0,,.987,.418,.152,.367,.051,.013,,.538,.788,.500,.310,.250,.000,,.500,,,.165,12,,.000,,,1,0,livinsh01
126,Brook Lopez,C,26,BRK,6,234,.494,7.4,,1.000,.414,.276,.149,.161,.000,,.494,.611,.542,.231,.357,,,.674,,,.057,5,,,,,0,0,lopezbr01
127,Robin Lopez,C,26,POR,5,117,.600,5.0,,1.000,.533,.333,.000,.133,.000,,.600,.500,.800,,.500,,,.556,,,.067,1,,,,,0,0,lopezro01
128,Kevin Love,PF,26,CLE,4,107,.415,16.4,,.488,.195,.146,.024,.146,.512,,.400,.625,.167,.000,.333,.429,,.625,.889,,.024,1,,.286,.333,,0,0,loveke01
129,Kyle Lowry,PG,28,TOR,4,131,.316,16.3,,.596,.211,.140,.088,.158,.404,,.382,.500,.250,.200,.444,.217,,.231,.400,,.000,0,,.130,.333,,2,0,lowryky01
130,Shelvin Mack,PG,24,ATL,10,99,.385,17.3,,.462,.231,.051,.077,.103,.538,,.500,.889,.000,.000,.250,.286,,.444,.167,,.000,0,,.143,.000,,0,0,macksh01
131,Shawn Marion,SF,36,CLE,6,25,.167,6.7,,1.000,.333,.333,.333,.000,.000,,.167,.500,.000,.000,,,,.000,,,.000,0,,,,,0,0,mariosh01
132,O.J. Mayo,SG,27,MIL,6,156,.333,14.7,,.648,.241,.111,.148,.148,.352,,.343,.231,.333,.375,.500,.316,,.500,1.000,,.000,0,,.263,.600,,0,0,mayooj01
133,James Michael McAdoo,PF,22,GSW,5,10,.667,2.7,,1.000,.333,.667,.000,.000,.000,,.667,1.000,.500,,,,,1.000,,,.333,1,,,,,0,0,mcadoja01
134,CJ McCollum,SG,23,POR,5,166,.478,13.3,,.657,.373,.090,.060,.134,.343,,.477,.520,.333,.500,.444,.478,,.238,.909,,.000,0,,.130,.667,,0,0,mccolcj01
135,Doug McDermott,SF,23,CHI,3,10,.333,15.8,,.333,.333,.000,.000,.000,.667,,.000,.000,,,,.500,,,.000,,.000,0,,1.000,.500,,0,0,mcderdo01
136,Khris Middleton,SF,23,MIL,6,232,.380,16.3,,.630,.174,.087,.120,.250,.370,,.414,.500,.625,.182,.391,.324,,.583,.909,,.011,0,,.294,.500,,0,0,middlkh01
137,Mike Miller,SF,34,CLE,9,65,.600,25.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.600,,,1.000,,.000,0,,.400,1.000,,0,0,millemi01
138,Patty Mills,PG,26,SAS,7,112,.500,20.2,,.333,.119,.048,.048,.119,.667,,.357,.400,.000,.000,.600,.571,,.600,.875,,.000,0,,.286,.750,,0,0,millspa02
139,Paul Millsap,PF,29,ATL,16,566,.407,10.1,,.766,.359,.249,.091,.067,.234,,.438,.600,.269,.316,.357,.306,,.643,1.000,,.024,4,,.224,.273,,0,0,millspa01
140,Nikola Mirotić,PF,23,CHI,11,164,.303,16.5,,.545,.273,.091,.091,.091,.455,,.361,.611,.000,.167,.167,.233,,.692,1.000,,.000,0,,.133,.500,,2,1,mirotni01
141,Nazr Mohammed,C,37,CHI,3,14,.286,10.5,,.857,.429,.000,.429,.000,.143,,.333,.667,,.000,,.000,,.000,,,.143,1,,.000,,,0,0,mohamna01
142,E'Twaun Moore,SG,25,CHI,3,9,.333,13.9,,.833,.167,.167,.167,.333,.167,,.200,1.000,.000,.000,.000,1.000,,1.000,1.000,,.000,0,,.000,,,0,0,mooreet01
