,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
32,Maurice Carter,SG,27,NOH,1,2,.000,0.0,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,cartema01
33,Sam Cassell,PG,34,MIN,16,497,.465,17.3,,.703,.104,.040,.173,.386,.297,,.486,.619,.625,.371,.487,.417,,.217,.560,,.000,0,,.183,.273,,0,0,cassesa01
34,Kelvin Cato,PF,29,HOU,5,148,.591,2.7,,1.000,.727,.182,.045,.045,.000,,.591,.688,.500,.000,.000,,,.769,,,.318,7,,,,,0,0,catoke01
35,Doug Christie,SG,33,SAC,12,461,.397,14.0,,.766,.305,.064,.043,.355,.234,,.398,.535,.222,.333,.320,.394,,.581,.846,,.085,11,,.455,.467,,1,0,chrisdo01
36,Jason Collins,C,25,NJN,11,266,.368,6.4,,1.000,.553,.053,.211,.184,.000,,.368,.524,.000,.375,.000,,,.571,,,.053,2,,,,,0,0,collija04
37,Brian Cook,C,23,LAL,13,46,.333,9.7,,1.000,.333,.067,.333,.267,.000,,.333,.200,1.000,.600,.000,,,.200,,,.067,1,,,,,0,0,cookbr01
38,Austin Croshere,PF,28,IND,13,214,.345,15.0,,.564,.345,.000,.073,.145,.436,,.355,.421,,.500,.125,.333,,.545,1.000,,.109,5,,.333,.125,,0,0,croshau01
39,Marquis Daniels,SG,23,DAL,5,184,.427,8.2,,.907,.360,.293,.133,.120,.093,,.456,.556,.455,.300,.333,.143,,.484,1.000,,.040,3,,.286,.000,,0,0,daniema01
40,Baron Davis,PG,24,NOH,7,260,.377,15.0,,.570,.289,.026,.114,.140,.430,,.415,.515,.000,.308,.375,.327,,.333,.563,,.009,1,,.082,.250,,0,0,davisba01
41,Ricky Davis,SF,24,BOS,4,123,.400,14.8,,.750,.325,.025,.125,.275,.250,,.400,.538,1.000,.200,.273,.400,,.417,1.000,,.050,1,,.300,.667,,1,0,davisri01
42,Tony Delk,SG,30,DAL,1,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,delkto01
43,Vlade Divac*,C,35,SAC,12,235,.437,5.8,,1.000,.465,.324,.070,.141,.000,,.437,.545,.261,.400,.500,,,.452,,,.056,3,,,,,0,0,divacvl01
44,Michael Doleac,C,26,DEN,5,49,.500,13.6,,1.000,.200,.100,.100,.600,.000,,.500,.500,.000,.000,.667,,,1.000,,,.100,1,,,,,0,0,doleami01
45,Tim Duncan*,PF,27,SAS,10,405,.522,8.4,,.994,.270,.308,.252,.164,.006,,.525,.721,.510,.350,.500,.000,,.494,,,.082,11,,.000,,,0,0,duncati01
46,Francisco Elson,C,27,DEN,4,60,.583,11.0,,1.000,.250,.167,.083,.500,.000,,.583,.667,.000,1.000,.667,,,1.000,,,.167,1,,,,,0,0,elsonfr01
47,Michael Finley,SG,30,DAL,5,196,.382,15.8,,.618,.176,.132,.103,.206,.382,,.452,.417,.667,.143,.500,.269,,.316,1.000,,.015,1,,.346,.222,,0,0,finlemi01
48,Derek Fisher,SG,29,LAL,22,507,.405,16.1,,.628,.203,.074,.128,.223,.372,,.398,.500,.091,.421,.394,.418,,.514,.870,,.007,0,,.455,.240,,1,0,fishede01
49,Jeff Foster,C,27,IND,16,307,.581,5.1,,.977,.721,.070,.070,.116,.023,,.595,.742,.333,.000,.200,.000,,.720,,,.093,4,,.000,,,0,0,fosteje01
50,Rick Fox,SF,34,LAL,16,145,.400,13.6,,.650,.350,.000,.100,.200,.350,,.538,.714,,.000,.500,.143,,.714,1.000,,.000,0,,.286,.500,,0,0,foxri01
51,Steve Francis,PG,26,HOU,5,222,.429,14.2,,.757,.271,.114,.114,.257,.243,,.434,.632,.500,.375,.222,.412,,.174,.714,,.014,1,,.118,1.000,,1,0,francst01
52,Dan Gadzuric,C,25,MIL,1,9,.500,6.3,,1.000,.500,.250,.000,.250,.000,,.500,1.000,.000,,.000,,,1.000,,,.250,1,,,,,0,0,gadzuda01
53,Kevin Garnett*,PF,27,MIN,18,783,.452,11.0,,.957,.226,.228,.239,.263,.043,,.458,.690,.271,.528,.357,.313,,.540,.400,,.043,16,,.000,,,4,0,garneke01
54,Pau Gasol*,PF,23,MEM,4,134,.571,4.3,,1.000,.429,.490,.020,.061,.000,,.571,.714,.458,1.000,.333,,,.357,,,.122,6,,,,,0,0,gasolpa01
55,Devean George,SF,26,LAL,22,470,.430,17.5,,.410,.220,.030,.050,.110,.590,,.512,.591,.333,.600,.364,.373,,.619,1.000,,.090,7,,.322,.368,,0,0,georgde01
56,Manu Ginóbili*,SG,26,SAS,10,280,.447,12.3,,.628,.340,.160,.074,.053,.372,,.542,.719,.400,.286,.200,.286,,.500,.900,,.043,4,,.314,.364,,0,0,ginobma01
57,Brian Grant,C,31,MIA,13,399,.429,11.7,,.990,.286,.061,.204,.439,.010,,.433,.571,.167,.450,.372,.000,,.786,,,.031,3,,.000,,,0,0,grantbr01
58,Marcus Haislip,PF,23,MIL,1,3,1.000,18.6,,1.000,.000,.000,.000,1.000,.000,,1.000,,,,1.000,,,1.000,,,.000,0,,,,,0,0,haislma01
59,Darvin Ham,SF,30,DET,22,108,.500,6.7,,.938,.625,.000,.125,.188,.063,,.533,.600,,.000,.667,.000,,.875,,,.375,5,,.000,,,0,0,hamda01
60,Richard Hamilton,SG,25,DET,23,924,.447,11.8,,.904,.252,.146,.237,.269,.096,,.454,.627,.390,.417,.358,.385,,.566,.933,,.010,4,,.385,.600,,1,0,hamilri01
61,Anfernee Hardaway,SG,32,NYK,4,168,.365,13.8,,.778,.175,.222,.095,.286,.222,,.367,.455,.429,.167,.333,.357,,.611,1.000,,.000,0,,.214,.333,,0,0,hardaan01
62,Al Harrington,PF,23,IND,16,427,.429,7.5,,.964,.500,.107,.207,.150,.036,,.430,.614,.333,.207,.190,.400,,.448,.500,,.093,12,,.600,.667,,0,0,harrial01
63,Lucious Harris,PG,33,NJN,11,182,.388,15.4,,.755,.245,.041,.061,.408,.245,,.432,.500,.000,.667,.400,.250,,.938,1.000,,.000,0,,.250,.333,,0,0,harrilu01
64,Jason Hart,PG,25,SAS,7,62,.550,13.0,,1.000,.100,.200,.350,.350,.000,,.550,.500,.750,.286,.714,,,.545,,,.000,0,,,,,0,0,hartja01
65,Udonis Haslem,PF,23,MIA,13,199,.394,7.6,,1.000,.545,.030,.212,.212,.000,,.394,.389,.000,.571,.286,,,.692,,,.091,3,,,,,0,0,hasleud01
66,Trenton Hassell,SG,24,MIN,18,472,.521,11.0,,.983,.286,.143,.160,.395,.017,,.521,.706,.412,.526,.426,.500,,.705,1.000,,.050,6,,.000,,,0,0,hassetr01
67,Nenê,PF,21,DEN,5,132,.444,7.7,,1.000,.389,.167,.250,.194,.000,,.444,.786,.000,.333,.286,,,.813,,,.222,8,,,,,0,0,hilarne01
68,Fred Hoiberg,SG,31,MIN,18,438,.453,18.4,,.442,.151,.058,.000,.233,.558,,.447,.615,.200,,.400,.458,,.882,.955,,.012,1,,.354,.471,,0,0,hoibefr01
69,Robert Horry,PF,33,SAS,10,211,.465,15.5,,.488,.302,.047,.093,.047,.512,,.571,.769,.000,.250,.500,.364,,.583,1.000,,.023,1,,.136,.000,,0,0,horryro01
70,Josh Howard,SF,23,DAL,5,86,.222,8.7,,.861,.361,.306,.083,.111,.139,,.226,.385,.182,.000,.000,.200,,.286,1.000,,.028,1,,.200,1.000,,0,0,howarjo01
71,Ryan Humphrey,PF,24,MEM,3,5,1.000,1.4,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,humphry01
72,Brandon Hunter,PF,23,BOS,3,10,1.000,2.9,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,huntebr01
73,Lindsey Hunter,SG,33,DET,23,273,.292,17.8,,.538,.185,.062,.015,.277,.462,,.343,.500,.250,1.000,.222,.233,,.500,.714,,.000,0,,.300,.222,,0,0,hunteli01
74,Jim Jackson,SF,33,HOU,5,221,.397,16.5,,.603,.123,.123,.151,.205,.397,,.477,.556,.222,.364,.667,.276,,.381,.875,,.000,0,,.483,.286,,0,0,jacksji01
75,Mark Jackson,PG,38,HOU,5,38,.167,20.5,,.500,.000,.000,.333,.167,.500,,.333,,,.000,1.000,.000,,.000,,,.000,0,,.000,,,0,0,jacksma01
76,Mike James,PG,28,DET,22,195,.396,12.4,,.736,.358,.094,.094,.189,.264,,.385,.632,.200,.200,.100,.429,,.333,1.000,,.000,0,,.214,.667,,0,0,jamesmi01
77,Antawn Jamison,SF,27,DAL,5,109,.456,9.5,,.860,.316,.316,.070,.158,.140,,.490,.556,.500,.250,.444,.250,,.708,1.000,,.000,0,,.625,.400,,0,0,jamisan01
78,Richard Jefferson,SF,23,NJN,11,460,.418,11.2,,.791,.405,.089,.044,.253,.209,,.456,.563,.429,.429,.300,.273,,.509,.667,,.114,16,,.303,.200,,0,0,jefferi01
79,Anthony Johnson,PG,29,IND,16,332,.362,15.7,,.710,.159,.072,.217,.261,.290,,.388,.364,.600,.400,.333,.300,,.368,.833,,.000,0,,.250,.600,,0,0,johnsan02
80,DerMarr Johnson,SF,23,NYK,3,17,.000,20.9,,.400,.000,.000,.200,.200,.600,,.000,,,.000,.000,.000,,,,,.000,0,,.000,,,0,0,johnsde03
81,Ervin Johnson,C,36,MIN,18,356,.500,3.4,,1.000,.579,.289,.105,.026,.000,,.500,.591,.364,.500,.000,,,.632,,,.026,1,,,,,0,0,johnser02
82,Damon Jones,PG,27,MIL,5,144,.529,19.5,,.382,.176,.000,.059,.147,.618,,.615,.667,,.500,.600,.476,,.250,.800,,.000,0,,.381,.625,,0,0,jonesda01
83,Eddie Jones,SG,32,MIA,13,478,.366,17.3,,.562,.150,.085,.072,.255,.438,,.419,.609,.385,.364,.333,.299,,.444,1.000,,.007,0,,.239,.313,,1,0,jonesed02
84,Fred Jones,SG,24,IND,14,263,.490,17.7,,.569,.157,.059,.078,.275,.431,,.483,.625,.000,.250,.571,.500,,.500,.727,,.059,3,,.227,.200,,0,0,jonesfr01
85,Jumaine Jones,SG,24,BOS,2,28,.333,16.2,,.667,.333,.000,.167,.167,.333,,.500,.500,,1.000,.000,.000,,1.000,,,.167,1,,.500,.000,,0,0,jonesju01
86,Jason Kidd*,PG,30,NJN,11,474,.333,15.6,,.628,.233,.078,.093,.225,.372,,.407,.533,.200,.333,.379,.208,,.364,.700,,.000,0,,.167,.250,,0,0,kiddja01
87,Kerry Kittles,SG,29,NJN,11,415,.448,14.4,,.612,.306,.037,.119,.149,.388,,.524,.634,.400,.313,.500,.327,,.814,1.000,,.030,3,,.231,.333,,0,0,kittlke01
88,Brevin Knight,PG,28,MIL,5,101,.261,11.6,,1.000,.261,.043,.304,.391,.000,,.261,.167,.000,.000,.556,,,.500,,,.000,0,,,,,0,0,knighbr01
89,Toni Kukoč*,PF,35,MIL,5,105,.500,14.3,,.647,.324,.029,.059,.235,.353,,.591,.636,1.000,.500,.500,.333,,.538,1.000,,.029,1,,.250,.333,,0,0,kukocto01
90,Voshon Lenard,SG,30,DEN,5,161,.427,16.2,,.680,.200,.053,.067,.360,.320,,.412,.467,.500,.200,.407,.458,,.476,.818,,.000,0,,.250,.167,,0,0,lenarvo01
91,George Lynch,SF,33,NOH,7,147,.439,13.3,,.789,.298,.035,.123,.333,.211,,.489,.471,.000,.429,.579,.250,,.773,1.000,,.000,0,,.333,.250,,0,0,lynchge01
92,Mark Madsen,C,28,MIN,17,222,.531,1.4,,1.000,.875,.063,.031,.031,.000,,.531,.536,1.000,.000,.000,,,.529,,,.156,4,,,,,0,0,madsema01
93,Jamaal Magloire,C,25,NOH,7,239,.418,5.1,,.985,.478,.328,.104,.075,.015,,.424,.563,.273,.286,.400,.000,,.679,,,.134,8,,.000,,,0,0,magloja01
94,Karl Malone*,PF,40,LAL,21,798,.450,11.1,,.995,.303,.050,.271,.372,.005,,.452,.561,.364,.390,.420,.000,,.837,,,.005,1,,.000,,,0,0,malonka01
95,Stephon Marbury,PG,26,NYK,4,174,.373,14.4,,.759,.253,.096,.060,.349,.241,,.397,.429,.250,.600,.379,.300,,.360,.333,,.000,0,,.000,,,0,0,marbust01
96,Darrick Martin,PG,32,MIN,16,182,.275,15.3,,.608,.333,.000,.020,.255,.392,,.258,.294,,.000,.231,.300,,.375,.833,,.000,0,,.150,.667,,0,0,martida01
97,Kenyon Martin,PF,26,NJN,11,409,.533,7.0,,.974,.500,.204,.118,.151,.026,,.547,.684,.387,.389,.435,.000,,.642,,,.171,24,,.250,.000,,2,0,martike01
98,Desmond Mason,SF,26,MIL,5,198,.338,10.3,,.973,.311,.122,.230,.311,.027,,.347,.348,.667,.176,.348,.000,,.640,,,.081,6,,.500,.000,,0,0,masonde01
99,Walter McCarty,PF,29,BOS,4,127,.478,21.1,,.348,.043,.043,.043,.217,.652,,.625,1.000,1.000,1.000,.400,.400,,.600,1.000,,.000,0,,.333,.400,,0,0,mccarwa01
100,Stanislav Medvedenko,PF,24,LAL,21,237,.440,12.4,,1.000,.227,.133,.080,.560,.000,,.440,.647,.500,.333,.357,,,.818,,,.053,4,,,,,0,0,medvest01
101,Chris Mihm,C,24,BOS,4,65,.318,4.7,,1.000,.455,.364,.182,.000,.000,,.318,.400,.250,.250,,,,.714,,,.091,2,,,,,0,0,mihmch01
102,Darko Miličić,C,18,DET,8,14,.000,14.4,,1.000,.000,.000,.750,.250,.000,,.000,,,.000,.000,,,,,,.000,0,,,,,0,0,milicda01
103,Andre Miller,PG,27,DEN,5,174,.472,7.1,,.972,.486,.111,.264,.111,.028,,.486,.629,.250,.316,.500,.000,,.412,,,.000,0,,.000,,,0,0,millean02
104,Brad Miller,PF,27,SAC,12,366,.527,10.5,,.923,.352,.165,.088,.319,.077,,.560,.719,.400,.625,.448,.143,,.723,1.000,,.055,5,,.143,1.000,,1,0,millebr01
105,Mike Miller,SF,23,MEM,4,98,.353,17.1,,.618,.176,.088,.029,.324,.382,,.333,.500,.333,.000,.273,.385,,.571,1.000,,.000,0,,.231,.000,,0,0,millemi01
106,Oliver Miller,C,33,MIN,8,31,.250,7.8,,1.000,.500,.000,.250,.250,.000,,.250,.500,,.000,.000,,,1.000,,,.250,1,,,,,0,0,milleol01
107,Reggie Miller*,SG,38,IND,16,455,.402,20.2,,.429,.071,.018,.134,.205,.571,,.438,.500,.000,.467,.435,.375,,.810,1.000,,.009,1,,.266,.471,,0,0,millere01
108,Yao Ming*,C,23,HOU,5,185,.456,8.6,,1.000,.235,.441,.162,.162,.000,,.456,.750,.267,.545,.455,,,.774,,,.044,3,,,,,0,0,mingya01
109,Cuttino Mobley,SG,28,HOU,5,210,.387,13.3,,.720,.267,.120,.093,.240,.280,,.426,.700,.111,.143,.389,.286,,.348,.833,,.027,2,,.286,.500,,0,0,moblecu01
110,Nazr Mohammed,C,26,NYK,4,97,.500,3.7,,1.000,.533,.333,.100,.033,.000,,.500,.750,.300,.000,.000,,,.733,,,.167,5,,,,,0,0,mohamna01
111,Dikembe Mutombo*,C,37,NYK,3,38,.333,2.7,,1.000,.667,.333,.000,.000,.000,,.333,.500,.000,,,,,.000,,,.000,0,,,,,0,0,mutomdi01
112,Boštjan Nachbar,SF,23,HOU,5,41,.444,12.4,,.667,.444,.000,.000,.222,.333,,.500,.750,,,.000,.333,,.667,1.000,,.111,1,,.333,.000,,0,0,nachbbo01
113,Eduardo Nájera,SF,27,DAL,5,57,.455,2.9,,1.000,.818,.000,.000,.182,.000,,.455,.556,,,.000,,,.600,,,.000,0,,,,,0,0,najered01
114,Steve Nash*,PG,29,DAL,5,197,.386,13.2,,.771,.257,.114,.157,.243,.229,,.389,.500,.500,.182,.353,.375,,.143,.833,,.000,0,,.063,.000,,0,0,nashst01
115,Rasho Nesterović,C,27,SAS,10,261,.433,9.4,,.985,.284,.269,.134,.299,.015,,.439,.474,.444,.444,.400,.000,,.793,,,.030,2,,1.000,.000,,0,0,nestera01
116,Dirk Nowitzki*,C,25,DAL,5,212,.450,13.9,,.850,.200,.090,.170,.390,.150,,.447,.550,.333,.294,.487,.467,,.526,.857,,.040,4,,.133,1.000,,0,0,nowitdi01
117,Jermaine O'Neal,PF,25,IND,16,604,.423,9.7,,.985,.228,.279,.272,.206,.015,,.429,.661,.382,.351,.339,.000,,.687,,,.051,14,,.500,.000,,0,0,onealje01
118,Shaquille O'Neal*,C,31,LAL,22,917,.593,3.5,,1.000,.557,.375,.068,.000,.000,,.593,.749,.426,.238,,,,.758,,,.254,74,,,,,0,0,onealsh01
119,Lamar Odom,PF,24,MIA,13,512,.445,9.5,,.857,.379,.203,.137,.137,.143,,.468,.551,.378,.440,.400,.308,,.438,.875,,.066,11,,.000,,,0,0,odomla01
120,Mehmet Okur,PF,24,DET,22,252,.470,9.1,,.924,.348,.167,.258,.152,.076,,.475,.565,.455,.412,.400,.400,,.552,1.000,,.061,4,,.400,.500,,0,0,okurme01
121,Michael Olowokandi,C,28,MIN,15,224,.324,7.8,,.973,.216,.405,.324,.027,.027,,.333,.625,.267,.250,.000,.000,,.500,,,.081,2,,.000,,,0,0,olowomi01
122,Bo Outlaw,PF,32,MEM,4,61,.000,3.6,,1.000,.429,.571,.000,.000,.000,,.000,.000,.000,,,,,,,,.000,0,,,,,0,0,outlabo01
123,Scott Padgett,PF,27,HOU,4,14,.400,16.4,,.400,.400,.000,.000,.000,.600,,.500,.500,,,,.333,,.000,1.000,,.000,0,,.000,,,0,0,padgesc01
124,Tony Parker*,PG,21,SAS,10,386,.429,13.5,,.744,.262,.167,.042,.274,.256,,.440,.682,.286,.429,.304,.395,,.236,.412,,.000,0,,.070,.000,,0,0,parketo01
125,Gary Payton*,PG,35,LAL,22,772,.366,12.0,,.699,.317,.161,.108,.113,.301,,.415,.627,.300,.200,.190,.250,,.630,1.000,,.000,0,,.232,.154,,0,0,paytoga01
126,Anthony Peeler,SG,34,SAC,11,236,.302,17.4,,.587,.127,.079,.111,.270,.413,,.324,.375,.600,.143,.294,.269,,.750,1.000,,.000,0,,.500,.077,,0,0,peelean01
127,Eric Piatkowski,SF,33,HOU,1,4,.000,0.0,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,piatker01
128,Paul Pierce*,SG,26,BOS,4,162,.342,13.8,,.776,.263,.105,.118,.289,.224,,.356,.500,.250,.333,.273,.294,,.381,.800,,.026,2,,.000,,,0,0,piercpa01
129,Zoran Planinić,SG,21,NJN,6,15,.000,23.5,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,.000,,,,,.000,0,,.000,,,0,0,planizo01
130,Scot Pollard,C,28,IND,3,13,.000,16.7,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,pollasc01
131,James Posey,SG,27,MEM,4,130,.405,8.0,,.838,.486,.162,.108,.081,.162,,.452,.722,.167,.000,.000,.167,,.429,1.000,,.135,4,,.500,.000,,0,0,poseyja01
132,Tayshaun Prince,SF,23,DET,23,795,.410,11.6,,.769,.344,.123,.104,.198,.231,,.454,.685,.192,.273,.310,.265,,.608,.923,,.090,18,,.429,.286,,0,0,princta01
133,Michael Redd,SG,24,MIL,5,192,.410,12.9,,.759,.301,.072,.157,.229,.241,,.444,.440,.167,.538,.474,.300,,.500,.667,,.048,4,,.550,.273,,0,0,reddmi01
134,Rodney Rogers,PF,32,NJN,11,228,.319,12.7,,.694,.361,.083,.069,.181,.306,,.360,.423,.167,.400,.308,.227,,.611,1.000,,.056,3,,.136,.000,,0,0,rogerro01
135,Malik Rose,PF,29,SAS,7,58,.250,10.5,,.875,.375,.063,.250,.188,.125,,.286,.167,.000,.750,.000,.000,,.750,,,.188,1,,.500,.000,,0,0,rosema01
136,Kareem Rush,SG,23,LAL,22,315,.385,20.6,,.359,.090,.026,.077,.167,.641,,.357,.286,.000,.667,.308,.400,,.600,1.000,,.000,0,,.080,.250,,0,0,rushka01
137,Bryon Russell,SF,33,LAL,6,16,.000,16.7,,.333,.333,.000,.000,.000,.667,,.000,.000,,,,.000,,,,,.000,0,,.500,.000,,0,0,russebr01
138,Daniel Santiago,C,27,MIL,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,santida01
139,Brian Scalabrine,PF,25,NJN,9,73,.647,15.6,,.647,.235,.000,.118,.294,.353,,.545,.500,,1.000,.400,.833,,.500,1.000,,.059,1,,.500,1.000,,0,0,scalabr01
140,Brian Skinner,C,27,MIL,5,94,.524,3.6,,1.000,.571,.333,.095,.000,.000,,.524,.667,.429,.000,,,,.455,,,.095,2,,,,,0,0,skinnbr01
141,Tamar Slay,SG,23,NJN,6,12,.200,16.0,,.800,.200,.000,.000,.600,.200,,.250,.000,,,.333,.000,,1.000,,,.000,0,,.000,,,0,0,slayta01
142,Jabari Smith,C,26,SAC,4,10,.500,15.9,,1.000,.000,.000,.500,.500,.000,,.500,,,1.000,.000,,,.000,,,.000,0,,,,,0,0,smithja01
