,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
12,Desmond Bane,SG,23,MEM,12,428,.478,17.6,,.447,.138,.151,.088,.069,.553,,.465,.545,.500,.143,.636,.489,,.727,.884,,.006,1,,.239,.476,,0,0,banede01
13,Dalano Banton,PG,22,TOR,4,8,1.000,1.1,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,bantoda01
14,Scottie Barnes,PF,20,TOR,4,133,.429,14.3,,.714,.238,.262,.048,.167,.286,,.533,.800,.455,.500,.286,.167,,.438,1.000,,.095,4,,.333,.250,,1,0,barnesc01
15,Will Barton,SG,31,DEN,5,172,.409,16.4,,.576,.045,.348,.121,.061,.424,,.421,1.000,.435,.375,.000,.393,,.563,1.000,,.015,1,,.179,.200,,1,0,bartowi01
16,Charles Bassey,C,21,PHI,3,12,.500,1.9,,1.000,1.000,.000,.000,.000,.000,,.500,.500,,,,,,1.000,,,.500,0,,,,,0,0,bassech01
17,Malik Beasley,SG,25,MIN,6,119,.432,15.4,,.432,.318,.091,.023,.000,.568,,.579,.786,.000,.000,,.320,,.545,1.000,,.068,2,,.280,.143,,0,0,beaslma01
18,Dāvis Bertāns,PF,29,DAL,18,192,.400,24.0,,.073,.055,.000,.018,.000,.927,,.750,.667,,1.000,,.373,,1.000,1.000,,.036,2,,.255,.615,,0,0,bertada01
19,Patrick Beverley,PG,33,MIN,6,194,.429,15.0,,.469,.245,.204,.000,.020,.531,,.522,.833,.200,,.000,.346,,.500,.889,,.041,2,,.538,.429,,0,0,beverpa01
20,Khem Birch,C,29,TOR,6,63,.500,8.5,,.750,.375,.375,.000,.000,.250,,.500,.833,.167,,,.500,,.833,1.000,,.188,3,,.750,.667,,0,0,birchkh01
21,Bismack Biyombo,C,29,PHO,9,86,.647,3.1,,1.000,.706,.176,.118,.000,.000,,.647,.750,.667,.000,,,,.909,,,.294,5,,,,,0,0,biyombi01
22,Nemanja Bjelica,C,33,GSW,15,150,.529,11.3,,.765,.176,.441,.118,.029,.235,,.577,.500,.667,.250,1.000,.375,,.867,1.000,,.029,1,,.125,.000,,0,0,bjeline01
23,Bogdan Bogdanović,SG,29,ATL,4,107,.408,17.4,,.469,.163,.082,.163,.061,.531,,.478,.625,.250,.375,.667,.346,,.091,.778,,.000,0,,.423,.364,,0,0,bogdabo01
24,Bojan Bogdanović,PF,32,UTA,6,214,.481,14.3,,.593,.111,.296,.173,.012,.407,,.583,.889,.417,.643,1.000,.333,,.643,1.000,,.000,0,,.364,.250,,0,0,bogdabo02
25,Isaac Bonga,SF,22,TOR,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,bongais01
26,Devin Booker,SG,25,PHO,10,366,.451,16.0,,.629,.126,.160,.223,.120,.371,,.464,.682,.393,.436,.381,.431,,.294,.679,,.011,2,,.077,.600,,0,0,bookede01
27,Chris Boucher,SF,29,TOR,6,130,.619,11.0,,.643,.476,.119,.024,.024,.357,,.741,.850,.600,.000,.000,.400,,.600,1.000,,.238,9,,.400,.500,,0,0,bouchch01
28,Tony Bradley,C,24,CHI,2,8,1.000,5.3,,1.000,.600,.200,.000,.200,.000,,1.000,1.000,1.000,,1.000,,,.800,,,.400,2,,,,,0,0,bradlto01
29,Mikal Bridges,SF,25,PHO,13,500,.478,11.0,,.761,.297,.225,.181,.058,.239,,.505,.780,.419,.240,.250,.394,,.830,1.000,,.087,12,,.606,.400,,0,0,bridgmi01
30,Armoni Brooks,PG,23,TOR,4,8,.000,26.8,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.250,.000,,0,0,brookar01
31,Dillon Brooks,SF,26,MEM,11,335,.349,15.3,,.581,.157,.209,.151,.064,.419,,.350,.630,.250,.231,.273,.347,,.571,.840,,.006,1,,.153,.364,,0,0,brookdi01
32,Bruce Brown,SF,25,BRK,4,139,.568,12.6,,.622,.297,.162,.135,.027,.378,,.652,.818,.500,.600,.000,.429,,.733,1.000,,.081,3,,.571,.500,,0,0,brownbr01
33,Jaylen Brown,SF,25,BOS,24,920,.470,15.1,,.616,.184,.200,.103,.129,.384,,.531,.688,.476,.581,.352,.373,,.438,.767,,.033,13,,.180,.483,,0,0,brownja02
34,Sterling Brown,SG,26,DAL,9,26,.300,13.6,,.600,.100,.500,.000,.000,.400,,.500,1.000,.400,,,.000,,1.000,,,.000,0,,.250,.000,,0,0,brownst02
35,Troy Brown Jr.,SF,22,CHI,3,37,.294,21.4,,.353,.118,.000,.118,.118,.647,,.500,1.000,,.500,.000,.182,,.333,1.000,,.000,0,,.364,.500,,0,0,browntr01
36,Jalen Brunson,SG,25,DAL,18,629,.466,12.4,,.759,.113,.408,.151,.087,.241,,.504,.657,.496,.468,.407,.347,,.185,.769,,.003,0,,.307,.391,,1,0,brunsja01
37,Reggie Bullock,SF,30,DAL,18,707,.404,22.4,,.132,.060,.040,.020,.013,.868,,.450,.778,.000,.333,.500,.397,,.778,.962,,.007,1,,.427,.411,,0,0,bullore01
38,Trey Burke,PG,29,DAL,10,37,.500,16.3,,.545,.091,.273,.091,.091,.455,,.583,.000,.500,1.000,1.000,.400,,.000,1.000,,.000,0,,.100,.000,,0,0,burketr01
39,Jared Butler,SG,21,UTA,1,5,.000,12.8,,1.000,.000,.500,.000,.500,.000,,.000,,.000,,.000,,,,,,.000,0,,,,,0,0,butleja02
40,Jimmy Butler,SF,32,MIA,17,629,.506,11.1,,.793,.290,.244,.146,.113,.207,,.550,.716,.463,.500,.378,.338,,.378,.522,,.079,24,,.324,.364,,0,0,butleji01
41,Facundo Campazzo,PG,30,DEN,4,13,.000,28.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,campafa01
42,Vlatko Čančar,PF,24,DEN,2,9,.667,20.7,,.333,.000,.333,.000,.000,.667,,1.000,,1.000,,,.500,,.000,1.000,,.000,0,,.000,,,0,0,cancavl01
43,Clint Capela,C,27,ATL,2,40,.333,3.1,,1.000,.667,.333,.000,.000,.000,,.333,.250,.500,,,,,.500,,,.167,1,,,,,0,0,capelca01
44,Jevon Carter,PG,26,MIL,11,126,.474,16.5,,.632,.105,.158,.211,.158,.368,,.500,.500,.333,.250,1.000,.429,,.500,1.000,,.000,0,,.143,1.000,,0,0,carteje01
45,Alex Caruso,SG,27,CHI,4,113,.391,20.3,,.217,.130,.043,.043,.000,.783,,.400,.667,.000,.000,,.389,,1.000,.714,,.000,0,,.500,.333,,0,0,carusal01
46,Marquese Chriss,PF,24,DAL,8,30,.500,7.4,,.750,.625,.125,.000,.000,.250,,.500,.600,.000,,,.500,,.667,1.000,,.375,3,,.500,.000,,0,0,chrisma01
47,Brandon Clarke,PF,25,MEM,12,296,.615,4.1,,.989,.516,.407,.066,.000,.011,,.622,.809,.378,.667,,.000,,.714,,,.154,13,,1.000,.000,,0,0,clarkbr01
48,Jordan Clarkson,SG,29,UTA,6,170,.548,13.7,,.671,.110,.425,.123,.014,.329,,.633,.750,.548,.778,1.000,.375,,.129,.889,,.014,1,,.167,.750,,0,0,clarkjo01
49,Nic Claxton,C,22,BRK,4,98,.792,1.8,,1.000,.792,.208,.000,.000,.000,,.792,.842,.600,,,,,.737,,,.333,8,,,,,0,0,claxtni01
50,John Collins,PF,24,ATL,5,122,.487,10.3,,.718,.282,.359,.077,.000,.282,,.536,.727,.429,.333,,.364,,.733,1.000,,.179,4,,.545,.500,,0,0,collijo01
51,Mike Conley,PG,34,UTA,6,174,.333,16.1,,.561,.035,.351,.105,.070,.439,,.438,.500,.400,.500,.500,.200,,.429,.000,,.000,0,,.000,,,0,0,conlemi01
52,Pat Connaughton,SF,29,MIL,12,318,.477,19.8,,.273,.148,.091,.011,.023,.727,,.708,.846,.750,.000,.000,.391,,.824,1.000,,.011,1,,.344,.500,,0,0,connapa01
53,DeMarcus Cousins,C,31,DEN,5,57,.655,11.1,,.793,.138,.483,.138,.034,.207,,.652,1.000,.643,.250,1.000,.667,,.600,1.000,,.034,1,,.000,,,0,0,couside01
54,Torrey Craig,SF,31,PHO,9,69,.364,13.4,,.545,.318,.182,.045,.000,.455,,.417,.714,.000,.000,,.300,,.400,1.000,,.000,0,,.400,.250,,0,0,craigto01
55,Jae Crowder,PF,31,PHO,13,383,.400,19.4,,.400,.057,.114,.124,.105,.600,,.548,.833,.417,.538,.545,.302,,.739,.842,,.010,1,,.190,.333,,0,0,crowdja01
56,Jarrett Culver,SG,22,MEM,3,22,.300,11.9,,.800,.100,.400,.200,.100,.200,,.375,1.000,.500,.000,.000,.000,,.333,,,.100,1,,.000,,,0,0,culveja01
57,Seth Curry,SG,31,BRK,4,132,.564,20.6,,.410,.077,.051,.026,.256,.590,,.625,.333,.500,.000,.800,.522,,.700,1.000,,.000,0,,.435,.700,,0,0,curryse01
58,Stephen Curry,PG,33,GSW,22,764,.459,18.7,,.480,.059,.230,.102,.089,.520,,.526,.692,.525,.422,.538,.397,,.297,.538,,.000,0,,.087,.400,,2,0,curryst01
59,Dewayne Dedmon,C,32,MIA,14,138,.467,9.3,,.778,.356,.311,.044,.067,.222,,.571,.563,.643,.000,.667,.100,,.700,1.000,,.156,6,,.600,.000,,0,0,dedmode01
60,DeMar DeRozan,PF,32,CHI,5,203,.411,14.7,,.905,.084,.147,.232,.442,.095,,.453,.875,.357,.273,.500,.000,,.282,,,.000,0,,.444,.000,,0,0,derozde01
61,Gorgui Dieng,C,32,ATL,2,10,.500,13.3,,.500,.500,.000,.000,.000,.500,,1.000,1.000,,,,.000,,.000,,,.500,1,,.000,,,0,0,dienggo01
62,Spencer Dinwiddie,PG,28,DAL,18,501,.417,16.3,,.500,.146,.234,.094,.026,.500,,.417,.536,.378,.333,.400,.417,,.225,.625,,.005,1,,.198,.684,,1,0,dinwisp01
63,Luka Dončić,PG,22,DAL,15,552,.455,15.4,,.580,.136,.295,.111,.037,.420,,.534,.792,.452,.538,.231,.345,,.165,.216,,.023,8,,.020,.333,,0,0,doncilu01
64,Ayo Dosunmu,SG,22,CHI,5,86,.308,17.6,,.500,.115,.077,.192,.115,.500,,.385,.333,.500,.600,.000,.231,,.400,1.000,,.000,0,,.462,.500,,0,0,dosunay01
65,Goran Dragić,PG,35,BRK,4,79,.563,16.2,,.625,.094,.219,.125,.188,.375,,.700,.667,.714,.750,.667,.333,,.071,1.000,,.000,0,,.333,.500,,0,0,dragigo01
66,Andre Drummond,C,28,BRK,4,60,.545,3.0,,1.000,.455,.545,.000,.000,.000,,.545,.800,.333,,,,,.500,,,.273,2,,,,,0,0,drumman01
67,Kevin Durant,PF,33,BRK,4,176,.386,17.1,,.747,.084,.060,.241,.361,.253,,.403,.286,.800,.600,.233,.333,,.400,.429,,.024,2,,.095,.500,,0,0,duranke01
68,Anthony Edwards,SG,20,MIN,6,227,.455,16.5,,.482,.191,.155,.055,.082,.518,,.509,.667,.294,.500,.556,.404,,.296,.565,,.036,4,,.158,.444,,0,0,edwaran01
69,Kessler Edwards,SF,21,BRK,2,7,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,edwarke02
70,Joel Embiid,C,27,PHI,10,385,.484,11.7,,.795,.292,.186,.193,.124,.205,,.555,.830,.400,.355,.450,.212,,.563,.857,,.056,9,,.091,.333,,0,0,embiijo01
71,Dorian Finney-Smith,PF,28,DAL,18,688,.471,18.5,,.312,.172,.102,.019,.019,.688,,.571,.741,.313,.333,.667,.426,,.750,.957,,.051,7,,.389,.500,,0,0,finnedo01
72,Malik Fitts,PF,24,BOS,9,16,.750,17.8,,.500,.250,.000,.000,.250,.500,,.500,1.000,,,.000,1.000,,1.000,1.000,,.250,1,,.000,,,0,0,fittsma01
73,Malachi Flynn,PG,23,TOR,6,36,.000,18.3,,.571,.000,.143,.286,.143,.429,,.000,,.000,.000,.000,.000,,,,,.000,0,,.000,,,0,0,flynnma01
74,Bryn Forbes,SG,28,DEN,5,76,.400,24.9,,.267,.000,.133,.000,.133,.733,,.500,,.000,,1.000,.364,,.500,.750,,.000,0,,.273,.667,,1,0,forbebr01
75,Danilo Gallinari,PF,33,ATL,5,112,.400,16.5,,.667,.133,.111,.178,.244,.333,,.467,1.000,.400,.500,.182,.267,,.571,.750,,.022,1,,.267,.250,,0,0,gallida01
76,Rudy Gobert,C,29,UTA,6,197,.636,1.9,,1.000,.788,.212,.000,.000,.000,,.636,.731,.286,,,,,.762,,,.545,16,,,,,0,0,goberru01
77,Aaron Gordon,PF,26,DEN,5,160,.426,11.2,,.722,.241,.315,.130,.037,.278,,.513,.846,.412,.286,.000,.200,,.650,1.000,,.130,6,,.467,.429,,0,0,gordoaa01
78,Devonte' Graham,PG,26,NOP,6,60,.333,22.5,,.222,.000,.167,.000,.056,.778,,.250,,.333,,.000,.357,,.000,.600,,.000,0,,.071,.000,,0,0,grahade01
79,Danny Green,SF,34,PHI,12,319,.404,21.8,,.146,.079,.045,.011,.011,.854,,.385,.571,.250,.000,.000,.408,,.400,1.000,,.022,1,,.684,.442,,1,0,greenda02
80,Draymond Green,PF,31,GSW,22,703,.479,11.0,,.729,.139,.500,.063,.028,.271,,.581,.800,.528,.556,.500,.205,,.852,.875,,.097,13,,.385,.200,,0,0,greendr01
81,JaMychal Green,PF,31,DEN,5,69,.375,14.5,,.688,.375,.250,.000,.063,.313,,.455,.833,.000,,.000,.200,,.800,1.000,,.250,3,,.000,,,1,0,greenja01
82,Javonte Green,SF,28,CHI,5,72,.176,10.3,,.647,.471,.176,.000,.000,.353,,.273,.375,.000,,,.000,,.333,,,.000,0,,.167,.000,,0,0,greenja02
83,Jeff Green,PF,35,DEN,5,113,.353,15.3,,.529,.059,.294,.118,.059,.471,,.333,.000,.400,.500,.000,.375,,.333,1.000,,.059,1,,.625,.200,,0,0,greenje02
84,Josh Green,SG,21,DAL,16,121,.286,20.8,,.214,.036,.071,.071,.036,.786,,.500,.000,1.000,.000,1.000,.227,,.667,1.000,,.000,0,,.636,.143,,0,0,greenjo02
85,Blake Griffin,C,32,BRK,2,25,.286,18.1,,.286,.286,.000,.000,.000,.714,,.000,.000,,,,.400,,,1.000,,.000,0,,.200,1.000,,0,0,griffbl01
86,James Harden,PG,32,PHI,12,479,.405,15.5,,.519,.228,.203,.076,.013,.481,,.439,.722,.250,.167,.000,.368,,.167,.286,,.013,2,,.026,.500,,0,0,hardeja01
87,Tobias Harris,PF,29,PHI,12,466,.500,13.2,,.648,.253,.204,.136,.056,.352,,.562,.659,.576,.455,.333,.386,,.475,.909,,.062,10,,.456,.385,,0,0,harrito02
88,Sam Hauser,SF,24,BOS,7,15,.250,23.1,,.250,.000,.000,.000,.250,.750,,.000,,,,.000,.333,,,1.000,,.000,0,,.333,1.000,,0,0,hausesa01
89,Jaxson Hayes,C,21,NOP,6,83,.560,5.9,,.880,.480,.360,.040,.000,.120,,.636,.833,.444,.000,,.000,,.857,,,.320,7,,1.000,.000,,0,0,hayesja02
90,Juancho Hernangómez,PF,26,UTA,6,56,.278,17.4,,.333,.222,.111,.000,.000,.667,,.167,.250,.000,,,.333,,.000,1.000,,.111,1,,.167,.500,,0,0,hernaju01
91,Willy Hernangómez,C,27,NOP,1,2,.250,7.7,,.750,.500,.250,.000,.000,.250,,.333,.500,.000,,,.000,,.000,,,.250,0,,.000,,,0,0,hernawi01
92,Tyler Herro,SG,22,MIA,15,381,.409,16.6,,.613,.138,.149,.138,.188,.387,,.523,.680,.481,.520,.441,.229,,.397,.625,,.006,1,,.186,.231,,0,0,herroty01
93,Haywood Highsmith,SF,25,MIA,8,31,.429,21.2,,.286,.143,.143,.000,.000,.714,,.000,.000,.000,,,.600,,,1.000,,.000,0,,.200,1.000,,0,0,highsha01
94,George Hill,PG,35,MIL,5,76,.200,11.5,,.600,.200,.400,.000,.000,.400,,.000,.000,.000,,,.500,,,1.000,,.000,0,,.500,1.000,,0,0,hillge01
95,Aaron Holiday,PG,25,PHO,6,20,.571,16.4,,.500,.000,.429,.071,.000,.500,,.429,,.500,.000,,.714,,.333,.800,,.000,0,,.000,,,0,0,holidaa01
96,Jrue Holiday,PG,31,MIL,12,463,.379,15.4,,.664,.170,.200,.145,.149,.336,,.410,.600,.340,.441,.257,.316,,.281,.520,,.004,1,,.089,.571,,4,0,holidjr01
97,Al Horford,C,35,BOS,23,815,.523,15.8,,.492,.187,.192,.088,.026,.508,,.568,.750,.324,.706,.600,.480,,.778,.979,,.041,7,,.357,.486,,0,0,horfoal01
98,Danuel House Jr.,SF,28,UTA,6,112,.409,14.7,,.545,.227,.273,.000,.045,.455,,.583,.800,.500,,.000,.200,,.857,1.000,,.091,2,,.600,.333,,1,0,houseda01
99,Kevin Huerter,SF,23,ATL,5,154,.362,20.7,,.340,.064,.043,.128,.106,.660,,.500,1.000,.500,.500,.200,.290,,.625,.556,,.043,2,,.290,.222,,0,0,huertke01
100,De'Andre Hunter,SF,24,ATL,5,175,.557,15.4,,.629,.114,.171,.200,.143,.371,,.614,.625,.667,.714,.400,.462,,.556,.917,,.043,3,,.577,.600,,0,0,huntede01
101,Bones Hyland,SG,21,DEN,5,87,.361,20.2,,.361,.056,.222,.028,.056,.639,,.385,.500,.500,.000,.000,.348,,.000,.625,,.000,0,,.217,.400,,0,0,hylanbo01
102,Serge Ibaka,C,32,MIL,6,22,.250,10.4,,.813,.188,.438,.125,.063,.188,,.308,.667,.286,.000,.000,.000,,.500,,,.063,1,,.333,.000,,0,0,ibakase01
103,Andre Iguodala,SF,38,GSW,7,61,.444,17.0,,.667,.111,.111,.222,.222,.333,,.500,1.000,1.000,.000,.500,.333,,.667,1.000,,.222,2,,.000,,,0,0,iguodan01
104,Brandon Ingram,SF,24,NOP,6,236,.475,14.4,,.771,.119,.203,.263,.186,.229,,.495,.786,.333,.516,.455,.407,,.467,.909,,.042,4,,.111,1.000,,1,0,ingrabr01
105,Kyrie Irving,PG,29,BRK,4,170,.444,16.5,,.667,.143,.190,.111,.222,.333,,.476,.889,.417,.571,.214,.381,,.300,.250,,.000,0,,.048,.000,,0,0,irvinky01
106,Jaren Jackson Jr.,PF,22,MEM,12,332,.378,14.9,,.538,.167,.327,.038,.006,.462,,.381,.577,.275,.500,.000,.375,,.688,.963,,.071,9,,.208,.267,,1,0,jacksja02
107,Isaiah Joe,SG,22,PHI,7,15,.400,17.4,,.400,.200,.000,.200,.000,.600,,.500,1.000,,.000,,.333,,.000,.000,,.200,1,,.333,1.000,,0,0,joeis01
108,Cameron Johnson,PF,25,PHO,13,320,.465,17.6,,.404,.192,.091,.061,.061,.596,,.600,.789,.556,.000,.667,.373,,.667,1.000,,.061,5,,.373,.364,,0,0,johnsca02
109,Jalen Johnson,PF,20,ATL,2,9,.000,20.9,,.667,.000,.000,.000,.667,.333,,.000,,,,.000,.000,,,,,.000,0,,.000,,,0,0,johnsja05
110,Nikola Jokić,C,26,DEN,5,171,.575,11.2,,.830,.094,.519,.132,.085,.170,,.636,.700,.673,.500,.556,.278,,.554,1.000,,.000,0,,.000,,,0,0,jokicni01
111,Derrick Jones Jr.,PF,24,CHI,5,59,.412,16.3,,.353,.294,.059,.000,.000,.647,,.667,.800,.000,,,.273,,.750,1.000,,.059,1,,.818,.111,,0,0,jonesde02
112,Herbert Jones,PF,23,NOP,6,226,.477,10.2,,.727,.341,.341,.000,.045,.273,,.500,.867,.200,,.000,.417,,.625,1.000,,.045,2,,.500,.333,,0,0,joneshe01
113,Tyus Jones,PG,25,MEM,12,262,.394,16.3,,.545,.091,.232,.192,.030,.455,,.389,.667,.348,.316,.333,.400,,.429,.778,,.000,0,,.244,.364,,0,0,jonesty01
114,DeAndre Jordan,C,33,PHI,3,31,1.000,1.2,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.800,,,.600,3,,,,,0,0,jordade01
115,Maxi Kleber,PF,30,DAL,18,457,.509,19.9,,.264,.132,.075,.028,.028,.736,,.714,1.000,.250,.333,1.000,.436,,.850,1.000,,.066,7,,.359,.464,,0,0,klebima01
116,Kevin Knox,SF,22,ATL,2,9,.636,24.4,,.091,.000,.000,.000,.091,.909,,1.000,,,,1.000,.600,,.000,.500,,.000,0,,.200,.500,,0,0,knoxke01
117,John Konchar,SG,25,MEM,8,56,.273,14.9,,.455,.182,.273,.000,.000,.545,,.400,1.000,.000,,,.167,,1.000,1.000,,.182,1,,.333,.000,,0,0,konchjo01
118,Furkan Korkmaz,SG,24,PHI,9,61,.478,15.0,,.565,.261,.130,.130,.043,.435,,.538,.667,.333,.667,.000,.400,,.286,.750,,.000,0,,.400,.250,,0,0,korkmfu01
119,Luke Kornet,C,26,BOS,9,19,.750,8.1,,.750,.500,.250,.000,.000,.250,,.667,.500,1.000,,,1.000,,1.000,1.000,,.250,1,,1.000,1.000,,0,0,kornelu01
120,Jonathan Kuminga,SF,19,GSW,16,138,.500,10.4,,.783,.267,.300,.150,.067,.217,,.574,.813,.611,.222,.250,.231,,.630,.667,,.217,13,,.308,.250,,0,0,kuminjo01
121,Zach LaVine,SG,26,CHI,4,153,.429,15.0,,.619,.254,.159,.032,.175,.381,,.462,.625,.400,.000,.364,.375,,.444,1.000,,.016,1,,.083,.500,,0,0,lavinza01
122,Damion Lee,SG,29,GSW,16,124,.382,16.9,,.529,.118,.206,.088,.118,.471,,.500,1.000,.429,.333,.250,.250,,.556,1.000,,.000,0,,.375,.167,,0,0,leeda03
123,Kevon Looney,C,25,GSW,22,448,.659,3.2,,1.000,.489,.477,.011,.023,.000,,.659,.651,.690,.000,.500,,,.759,,,.239,18,,,,,0,0,looneke01
124,Brook Lopez,C,33,MIL,12,332,.490,11.0,,.725,.353,.235,.108,.029,.275,,.595,.806,.417,.364,.333,.214,,.659,.833,,.157,15,,.143,.250,,0,0,lopezbr01
125,Kyle Lowry,PG,35,MIA,10,295,.291,20.4,,.372,.116,.081,.058,.116,.628,,.375,.700,.143,.400,.200,.241,,.500,.692,,.000,0,,.093,.200,,1,0,lowryky01
126,Timothé Luwawu-Cabarrot,SF,26,ATL,4,22,.500,18.5,,.250,.250,.000,.000,.000,.750,,1.000,1.000,,,,.333,,.000,1.000,,.000,0,,.667,.500,,0,0,luwawti01
127,Boban Marjanović,C,33,DAL,3,6,.250,6.7,,1.000,.500,.250,.250,.000,.000,,.250,.500,.000,.000,,,,.000,,,.000,0,,,,,0,0,marjabo01
128,Naji Marshall,SF,24,NOP,6,56,.700,3.7,,1.000,.600,.300,.100,.000,.000,,.700,.833,.333,1.000,,,,.429,,,.200,1,,,,,0,0,marshna01
129,Caleb Martin,SF,26,MIA,17,209,.400,13.6,,.588,.288,.163,.075,.063,.413,,.468,.652,.462,.167,.000,.303,,.409,1.000,,.038,3,,.424,.286,,0,0,martica02
130,Wesley Matthews,SG,35,MIL,12,345,.391,19.0,,.297,.125,.172,.000,.000,.703,,.368,.625,.182,,,.400,,.857,1.000,,.000,0,,.422,.526,,0,0,matthwe02
131,Tyrese Maxey,PG,21,PHI,12,485,.484,14.1,,.621,.258,.170,.159,.033,.379,,.549,.723,.452,.483,.000,.377,,.484,.769,,.027,5,,.116,.000,,0,0,maxeyty01
132,Skylar Mays,SG,24,ATL,2,9,1.000,2.3,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,mayssk01
133,CJ McCollum,PG,30,NOP,6,234,.392,16.8,,.592,.128,.128,.200,.136,.408,,.432,.500,.500,.360,.412,.333,,.250,.588,,.008,1,,.059,.000,,0,0,mccolcj01
134,Jaden McDaniels,PF,21,MIN,6,130,.529,17.2,,.412,.265,.000,.059,.088,.588,,.571,.667,,1.000,.000,.500,,.750,1.000,,.118,3,,.500,.500,,0,0,mcdanja02
135,JaVale McGee,C,34,PHO,12,133,.700,4.4,,.980,.520,.360,.040,.060,.020,,.714,.846,.667,.000,.333,.000,,.800,,,.340,17,,.000,,,0,0,mcgeeja01
136,Jordan McLaughlin,PG,25,MIN,5,83,.706,13.6,,.588,.235,.294,.000,.059,.412,,.800,.750,.800,,1.000,.571,,.500,1.000,,.000,0,,.143,1.000,,0,0,mclaujo01
137,De'Anthony Melton,SG,23,MEM,10,170,.323,19.5,,.323,.077,.185,.015,.046,.677,,.476,.800,.500,.000,.000,.250,,.800,.909,,.015,1,,.227,.300,,0,0,meltode01
138,Khris Middleton,SF,30,MIL,2,72,.417,19.9,,.417,.125,.042,.083,.167,.583,,.400,.667,.000,.500,.250,.429,,.000,.833,,.000,0,,.214,.333,,0,0,middlkh01
139,Patty Mills,SG,33,BRK,4,72,.563,22.9,,.188,.000,.000,.063,.125,.813,,.667,,,.000,1.000,.538,,.500,1.000,,.000,0,,.308,.500,,0,0,millspa02
140,Paul Millsap,C,36,PHI,1,6,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,millspa01
