,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
18,Brandon Bass,C,22,DAL,5,133,.472,8.5,,.972,.472,.083,.278,.139,.028,,.486,.647,.333,.200,.600,.000,,.471,,,.278,9,,.000,,,1,0,bassbr01
19,Maceo Baston,PF,32,TOR,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,bastoma01
20,Shane Battier,SF,29,HOU,6,246,.444,17.0,,.444,.178,.178,.022,.067,.556,,.400,.625,.250,.000,.333,.480,,.625,.917,,.044,2,,.480,.583,,1,0,battish01
21,Raja Bell,SG,31,PHO,5,215,.568,19.7,,.459,.081,.054,.081,.243,.541,,.471,.333,.500,.333,.556,.650,,.500,1.000,,.000,0,,.300,.667,,0,0,bellra01
22,Mike Bibby,PG,29,ATL,7,252,.338,18.7,,.631,.138,.031,.062,.400,.369,,.366,.667,1.000,.250,.231,.292,,.400,1.000,,.000,0,,.083,.500,,0,0,bibbymi01
23,Chauncey Billups,PG,31,DET,15,480,.401,15.7,,.628,.250,.047,.116,.215,.372,,.417,.465,.250,.500,.351,.375,,.200,.583,,.000,0,,.063,.250,,0,0,billuch01
24,Andray Blatche,PF,21,WAS,6,89,.429,8.1,,.952,.381,.333,.048,.190,.048,,.450,.625,.429,.000,.250,.000,,.556,,,.143,3,,.000,,,0,0,blatcan01
25,Keith Bogans,SG,27,ORL,10,293,.368,18.4,,.338,.176,.044,.029,.088,.662,,.435,.583,.333,.000,.333,.333,,.300,1.000,,.000,0,,.622,.321,,0,0,boganke01
26,Matt Bonner,PF,27,SAS,2,9,.667,14.2,,1.000,.000,.000,1.000,.000,.000,,.667,,,.667,,,,.500,,,.000,0,,,,,0,0,bonnema01
27,Carlos Boozer,PF,26,UTA,12,441,.415,7.3,,1.000,.426,.191,.180,.202,.000,,.415,.577,.229,.455,.216,,,.579,,,.033,2,,,,,0,0,boozeca01
28,Chris Bosh*,C,23,TOR,5,199,.472,10.5,,.921,.371,.112,.180,.258,.079,,.500,.788,.100,.375,.348,.143,,.659,.000,,.135,12,,.143,.000,,1,0,boshch01
29,Bruce Bowen,SF,36,SAS,17,508,.398,20.1,,.419,.022,.054,.065,.280,.581,,.385,1.000,.000,.000,.500,.407,,.933,.955,,.000,0,,.889,.396,,0,0,bowenbr01
30,Ryan Bowen,SF,32,NOH,9,39,.167,14.4,,.833,.333,.000,.000,.500,.167,,.200,.500,,,.000,.000,,.000,,,.000,0,,.000,,,0,0,bowenry01
31,Ronnie Brewer,SG,22,UTA,12,305,.520,9.7,,.939,.480,.020,.082,.357,.061,,.543,.681,1.000,.250,.400,.167,,.680,1.000,,.143,14,,.000,,,0,0,brewero02
32,Aaron Brooks,PG,23,HOU,6,50,.320,12.7,,.600,.400,.080,.040,.080,.400,,.533,.600,.000,1.000,.500,.000,,.125,,,.000,0,,.300,.000,,0,0,brookaa01
33,Devin Brown,SG,29,CLE,8,92,.265,19.0,,.500,.118,.147,.029,.206,.500,,.235,.250,.200,.000,.286,.294,,.500,1.000,,.000,0,,.529,.333,,1,0,brownde02
34,P.J. Brown,PF,38,BOS,25,341,.464,10.5,,.982,.286,.179,.143,.375,.018,,.473,.563,.400,.375,.476,.000,,.885,,,.054,3,,.000,,,0,0,brownpj01
35,Kobe Bryant*,SG,29,LAL,21,863,.479,13.9,,.771,.227,.119,.164,.261,.229,,.532,.629,.636,.500,.421,.302,,.300,.625,,.048,19,,.047,.200,,0,0,bryanko01
36,Caron Butler,SF,27,WAS,6,246,.460,13.0,,.759,.299,.138,.046,.276,.241,,.530,.654,.583,.500,.375,.238,,.200,.200,,.069,6,,.143,.333,,0,0,butleca01
37,José Calderón,PG,26,TOR,5,120,.440,18.9,,.580,.180,.000,.040,.360,.420,,.414,.556,,.000,.389,.476,,.083,1.000,,.000,0,,.143,.667,,1,0,caldejo01
38,Marcus Camby,C,33,DEN,4,124,.238,7.7,,.952,.571,.000,.143,.238,.048,,.200,.250,,.000,.200,1.000,,.500,1.000,,.048,1,,1.000,1.000,,0,0,cambyma01
39,Rodney Carney,SF,23,PHI,6,84,.387,15.8,,.677,.161,.097,.194,.226,.323,,.333,.600,.667,.167,.143,.500,,.429,1.000,,.065,2,,.200,1.000,,0,0,carnero01
40,Anthony Carter,PG,32,DEN,4,61,.286,15.7,,.643,.286,.000,.000,.357,.357,,.444,.500,,,.400,.000,,.500,,,.000,0,,.200,.000,,0,0,cartean01
41,Sam Cassell,PG,38,BOS,21,264,.333,17.5,,.748,.081,.063,.225,.378,.252,,.373,.222,.429,.360,.405,.214,,.226,.833,,.000,0,,.143,.000,,0,0,cassesa01
42,Tyson Chandler,C,25,NOH,12,412,.632,1.0,,1.000,.897,.088,.015,.000,.000,,.632,.672,.333,.000,,,,.698,,,.441,29,,,,,0,0,chandty01
43,Josh Childress,SF,24,ATL,7,205,.524,3.0,,.952,.857,.071,.024,.000,.048,,.550,.583,.333,.000,,.000,,.591,,,.048,2,,.500,.000,,0,0,childjo01
44,Jarron Collins,C,29,UTA,5,20,.000,2.3,,1.000,.667,.333,.000,.000,.000,,.000,.000,.000,,,,,,,,.000,0,,,,,0,0,collija03
45,Samuel Dalembert,C,26,PHI,6,193,.422,5.1,,1.000,.600,.133,.156,.111,.000,,.422,.519,.333,.286,.200,,,.684,,,.267,11,,,,,0,0,dalemsa01
46,Erick Dampier,C,32,DAL,5,95,.412,0.7,,1.000,.882,.118,.000,.000,.000,,.412,.467,.000,,,,,.714,,,.412,5,,,,,0,0,dampier01
47,Antonio Daniels,PG,32,WAS,6,154,.452,13.4,,.871,.161,.226,.161,.323,.129,,.481,.800,.857,.000,.300,.250,,.385,.000,,.032,1,,.250,.000,,0,0,daniean01
48,Glen Davis,C,22,BOS,17,137,.412,6.6,,.971,.529,.147,.147,.147,.029,,.424,.500,.400,.400,.200,.000,,.714,,,.088,3,,.000,,,0,0,davisgl01
49,Carlos Delfino,SG,25,TOR,5,121,.405,14.4,,.595,.324,.081,.054,.135,.405,,.500,.583,.333,1.000,.200,.267,,.545,1.000,,.000,0,,.133,.000,,0,0,delfica01
50,Boris Diaw,PF,25,PHO,5,178,.547,10.9,,.891,.266,.250,.109,.266,.109,,.614,.882,.625,.286,.471,.000,,.371,,,.031,2,,.714,.000,,0,0,diawbo01
51,Yakhouba Diawara,SG,25,DEN,3,8,.400,15.8,,.600,.200,.000,.200,.200,.400,,.667,1.000,,1.000,.000,.000,,.500,,,.200,1,,.000,,,0,0,diawaya01
52,Juan Dixon,PG,29,DET,2,7,.000,18.6,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,dixonju01
53,Keyon Dooling,PG,27,ORL,10,148,.393,16.9,,.589,.214,.089,.107,.179,.411,,.394,.417,.200,.333,.500,.391,,.000,.889,,.036,1,,.130,.667,,1,0,doolike01
54,Tim Duncan*,C,31,SAS,17,666,.449,7.6,,.983,.349,.339,.169,.126,.017,,.453,.619,.363,.333,.395,.200,,.530,1.000,,.060,18,,.000,,,1,0,duncati01
55,Melvin Ely,C,29,NOH,7,59,.267,6.6,,1.000,.200,.667,.067,.067,.000,,.267,.000,.400,.000,.000,,,.250,,,.000,0,,,,,0,0,elyme01
56,Maurice Evans,SG,29,ORL,10,282,.507,15.6,,.478,.261,.072,.043,.101,.522,,.606,.611,.400,.333,.857,.417,,.550,1.000,,.130,8,,.722,.385,,0,0,evansma01
57,Reggie Evans,PF,27,PHI,6,148,.500,3.0,,1.000,.731,.154,.038,.077,.000,,.500,.526,.500,.000,.500,,,.615,,,.038,0,,,,,0,0,evansre01
58,Jordan Farmar,PG,21,LAL,21,360,.383,14.5,,.617,.339,.061,.078,.139,.383,,.380,.487,.286,.222,.250,.386,,.407,.765,,.009,1,,.182,.250,,2,0,farmajo01
59,Michael Finley,SG,34,SAS,17,391,.402,19.5,,.514,.056,.047,.131,.280,.486,,.436,.667,.200,.500,.400,.365,,.833,.947,,.000,0,,.269,.500,,0,0,finlemi01
60,Derek Fisher,PG,33,LAL,21,663,.452,17.5,,.658,.144,.041,.062,.411,.342,,.458,.524,.333,.333,.467,.440,,.409,.864,,.000,0,,.380,.526,,0,0,fishede01
61,T.J. Ford,PG,24,TOR,5,124,.362,12.0,,.862,.310,.086,.138,.328,.138,,.400,.389,.200,.250,.526,.125,,.150,1.000,,.000,0,,.125,.000,,0,0,fordtj01
62,Adonal Foyle,C,32,ORL,3,11,.333,2.5,,1.000,.667,.333,.000,.000,.000,,.333,.000,1.000,,,,,.000,,,.000,0,,,,,0,0,foylead01
63,Kevin Garnett*,PF,31,BOS,26,987,.495,11.5,,.982,.235,.178,.226,.342,.018,,.500,.621,.462,.485,.447,.250,,.660,1.000,,.078,28,,.000,,,0,0,garneke01
64,Pat Garrity,PF,31,ORL,2,6,.000,23.2,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,.000,,,,,.000,0,,.000,,,0,0,garripa01
65,Pau Gasol*,C,27,LAL,21,836,.530,4.7,,1.000,.538,.274,.109,.079,.000,,.530,.678,.425,.276,.238,,,.652,,,.180,43,,,,,0,0,gasolpa01
66,Devean George,SF,30,DAL,5,62,.393,14.5,,.571,.286,.071,.071,.143,.429,,.438,.750,.000,.500,.000,.333,,.429,1.000,,.036,1,,.500,.000,,0,0,georgde01
67,Daniel Gibson,PG,21,CLE,11,284,.449,19.6,,.462,.115,.038,.051,.256,.538,,.444,.444,.333,.500,.450,.452,,.688,.842,,.000,0,,.452,.421,,0,0,gibsoda01
68,Manu Ginóbili*,SG,30,SAS,17,559,.422,15.2,,.560,.233,.108,.116,.103,.440,,.462,.537,.440,.444,.333,.373,,.267,.737,,.009,1,,.137,.500,,0,0,ginobma01
69,Gordan Giriček,SG,30,PHO,5,80,.333,15.2,,.778,.222,.111,.111,.333,.222,,.357,.250,1.000,.000,.333,.250,,.600,1.000,,.000,0,,.250,1.000,,0,0,giricgo01
70,Marcin Gortat,C,23,ORL,8,48,.833,1.5,,1.000,.833,.167,.000,.000,.000,,.833,.800,1.000,,,,,.800,,,.500,3,,,,,0,0,gortama01
71,Joey Graham,SF,25,TOR,2,2,.000,21.4,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,.000,,,,,.000,0,,1.000,.000,,0,0,grahajo01
72,Willie Green,SG,26,PHI,6,142,.431,8.8,,.902,.471,.098,.098,.235,.098,,.457,.500,.200,.400,.500,.200,,.429,1.000,,.020,1,,.400,.000,,0,0,greenwi01
73,Richard Hamilton,SG,29,DET,17,656,.470,13.0,,.909,.211,.084,.253,.361,.091,,.486,.667,.375,.486,.408,.308,,.635,.875,,.004,1,,.423,.273,,0,0,hamilri01
74,Matt Harpring,SF,31,UTA,12,209,.397,10.7,,.952,.349,.079,.175,.349,.048,,.400,.682,.400,.182,.227,.333,,.792,1.000,,.016,1,,1.000,.333,,0,0,harprma01
75,Mike Harris,PF,24,HOU,3,9,.500,0.0,,1.000,1.000,.000,.000,.000,.000,,.500,.500,,,,,,.000,,,.500,1,,,,,0,0,harrimi01
76,Jason Hart,PG,29,UTA,2,6,.500,23.0,,.500,.000,.000,.000,.500,.500,,1.000,,,,1.000,.000,,1.000,,,.000,0,,.000,,,0,0,hartja01
77,Chuck Hayes,PF,24,HOU,6,108,.636,10.0,,.818,.636,.182,.000,.000,.182,,.778,.714,1.000,,,.000,,.714,,,.000,0,,.000,,,1,0,hayesch01
78,Jarvis Hayes,SF,26,DET,11,61,.300,18.3,,.533,.133,.033,.133,.233,.467,,.250,.500,.000,.000,.286,.357,,.750,1.000,,.000,0,,.143,.500,,0,0,hayesja01
79,Brendan Haywood,C,28,WAS,6,178,.591,4.5,,1.000,.523,.364,.023,.091,.000,,.591,.696,.500,1.000,.250,,,.654,,,.250,11,,,,,0,0,haywobr01
80,Luther Head,SG,25,HOU,5,44,.071,10.6,,.571,.571,.000,.000,.000,.429,,.125,.125,,,,.000,,.000,,,.000,0,,.167,.000,,0,0,headlu01
81,Walter Herrmann,PF,28,DET,4,27,.250,8.6,,.750,.500,.000,.250,.000,.250,,.000,.000,,.000,,1.000,,,1.000,,.000,0,,.000,,,0,0,herrmwa01
82,Nenê,PF,25,DEN,3,30,.556,7.9,,1.000,.556,.000,.111,.333,.000,,.556,.600,,.000,.667,,,.400,,,.333,2,,,,,0,0,hilarne01
83,Grant Hill*,SF,35,PHO,3,68,.455,13.0,,1.000,.273,.000,.091,.636,.000,,.455,.333,,.000,.571,,,.600,,,.000,0,,,,,0,0,hillgr01
84,Al Horford,C,21,ATL,7,277,.472,8.6,,1.000,.375,.278,.014,.333,.000,,.472,.667,.450,.000,.292,,,.647,,,.111,7,,,,,0,0,horfoal01
85,Robert Horry,PF,37,SAS,15,154,.194,20.9,,.389,.000,.083,.056,.250,.611,,.143,,.333,.000,.111,.227,,.500,.600,,.000,0,,.364,.000,,0,0,horryro01
86,Eddie House,PG,29,BOS,21,165,.304,22.2,,.446,.000,.018,.071,.357,.554,,.240,,1.000,.000,.250,.355,,.833,1.000,,.000,0,,.452,.429,,1,0,houseed01
87,Dwight Howard,C,22,ORL,10,421,.581,2.9,,1.000,.653,.266,.056,.024,.000,,.581,.691,.394,.286,.333,,,.611,,,.282,34,,,,,0,0,howardw01
88,Josh Howard,SF,27,DAL,5,171,.292,11.6,,.861,.306,.083,.208,.264,.139,,.323,.409,.500,.200,.263,.100,,.350,1.000,,.028,2,,.500,.000,,0,0,howarjo01
89,Juwan Howard,PF,34,DAL,3,11,.000,11.2,,1.000,.000,.500,.500,.000,.000,,.000,,.000,.000,,,,,,,.000,0,,,,,0,0,howarju01
90,Kris Humphries,PF,22,TOR,3,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,humphkr01
91,Lindsey Hunter,PG,37,DET,11,115,.381,22.5,,.476,.048,.000,.095,.333,.524,,.300,1.000,,.000,.286,.455,,.667,1.000,,.000,0,,.364,.750,,1,0,hunteli01
92,Steven Hunter,C,26,DEN,2,5,.000,7.9,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,huntest01
93,Andre Iguodala,SF,24,PHI,6,234,.333,13.8,,.797,.290,.029,.072,.406,.203,,.382,.500,.000,.200,.357,.143,,.476,.500,,.087,5,,.000,,,0,0,iguodan01
94,Zydrunas Ilgauskas,C,32,CLE,13,393,.479,11.0,,1.000,.314,.136,.143,.407,.000,,.479,.659,.316,.250,.474,,,.761,,,.021,3,,,,,0,0,ilgauzy01
95,D.J. Mbenga,C,27,LAL,7,30,.625,8.1,,1.000,.375,.125,.375,.125,.000,,.625,1.000,1.000,.333,.000,,,.600,,,.375,3,,,,,0,0,mbengdj01
96,Allen Iverson*,SG,32,DEN,4,158,.434,12.8,,.831,.277,.084,.181,.289,.169,,.478,.522,.571,.467,.417,.214,,.182,1.000,,.000,0,,.143,1.000,,0,0,iversal01
97,Bobby Jackson,PG,34,HOU,6,138,.286,14.1,,.657,.329,.071,.071,.186,.343,,.326,.435,.200,.000,.308,.208,,.333,1.000,,.000,0,,.333,.500,,1,0,jacksbo01
98,LeBron James,SF,23,CLE,13,552,.411,14.0,,.745,.302,.091,.076,.276,.255,,.463,.723,.400,.143,.289,.257,,.358,.667,,.058,16,,.029,.000,,0,0,jamesle01
99,Mike James,PG,32,NOH,4,28,.333,20.2,,.583,.083,.000,.083,.417,.417,,.286,.000,,1.000,.200,.400,,.000,.500,,.000,0,,.200,.000,,0,0,jamesmi01
100,Antawn Jamison,PF,31,WAS,6,237,.406,11.4,,.740,.344,.219,.063,.115,.260,,.451,.636,.238,.000,.545,.280,,.594,1.000,,.000,0,,.160,.000,,0,0,jamisan01
101,Amir Johnson,PF,20,DET,8,43,.750,5.1,,.917,.583,.167,.167,.000,.083,,.818,.857,1.000,.500,,.000,,.778,,,.250,3,,.000,,,0,0,johnsam01
102,Joe Johnson,SG,26,ATL,7,275,.409,15.9,,.687,.139,.191,.078,.278,.313,,.392,.563,.409,.222,.344,.444,,.290,.813,,.000,0,,.278,.400,,0,0,johnsjo02
103,Damon Jones,SG,31,CLE,5,26,.200,21.7,,.300,.000,.100,.000,.200,.700,,.000,,.000,,.000,.286,,,1.000,,.000,0,,.714,.200,,0,0,jonesda01
104,Dwayne Jones,PF,24,CLE,5,20,.500,1.0,,1.000,1.000,.000,.000,.000,.000,,.500,.500,,,,,,1.000,,,.500,1,,,,,0,0,jonesdw02
105,Eddie Jones,SG,36,DAL,3,22,.333,17.3,,.333,.167,.167,.000,.000,.667,,.500,.000,1.000,,,.250,,.000,1.000,,.000,0,,.250,.000,,0,0,jonesed02
106,Solomon Jones,PF,23,ATL,7,29,.200,10.6,,1.000,.300,.100,.200,.400,.000,,.200,.333,.000,.000,.250,,,.500,,,.000,0,,,,,0,0,jonesso01
107,Jason Kapono,SF,26,TOR,5,152,.585,17.3,,.547,.151,.057,.132,.208,.453,,.621,.625,1.000,.429,.636,.542,,.667,1.000,,.000,0,,.292,.714,,0,0,kaponja01
108,Coby Karl,SG,24,LAL,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,karlco01
109,Jason Kidd*,PG,34,DAL,5,180,.421,15.5,,.658,.289,.000,.026,.342,.342,,.400,.455,,.000,.385,.462,,.500,1.000,,.000,0,,.462,.500,,0,0,kiddja01
110,Andrei Kirilenko,SF,26,UTA,12,387,.447,10.5,,.807,.500,.044,.009,.254,.193,,.500,.544,.400,.000,.448,.227,,.739,1.000,,.096,10,,.318,.143,,1,0,kirilan01
111,Linas Kleiza,SF,23,DEN,4,122,.537,11.0,,.659,.463,.049,.098,.049,.341,,.704,.737,1.000,.500,.500,.214,,.737,1.000,,.244,10,,.286,.250,,0,0,kleizli01
112,Kyle Korver,SG,26,UTA,12,259,.411,18.8,,.479,.110,.041,.068,.260,.521,,.543,.875,.333,.400,.474,.289,,.737,.909,,.014,1,,.368,.357,,0,0,korveky01
113,Carl Landry,PF,24,HOU,6,106,.423,4.4,,1.000,.654,.154,.038,.154,.000,,.423,.471,.750,.000,.000,,,.545,,,.115,3,,,,,0,0,landrca01
114,Acie Law,PG,23,ATL,7,61,.750,7.4,,1.000,.625,.000,.125,.250,.000,,.750,.800,,1.000,.500,,,.167,,,.000,0,,,,,0,0,lawac01
115,Rashard Lewis,PF,28,ORL,10,417,.436,14.8,,.583,.245,.092,.129,.117,.417,,.526,.625,.533,.476,.368,.309,,.360,.952,,.025,4,,.279,.474,,0,0,lewisra02
116,Tyronn Lue,PG,30,DAL,2,2,.000,9.0,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,luety01
117,Sean Marks,C,32,PHO,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,marksse01
118,Kenyon Martin,PF,30,DEN,4,118,.441,6.5,,1.000,.500,.176,.176,.147,.000,,.441,.588,.667,.167,.000,,,.600,,,.265,8,,,,,0,0,martike01
119,Roger Mason,PG,27,WAS,6,129,.404,18.3,,.638,.128,.021,.106,.383,.362,,.500,.667,.000,.600,.444,.235,,.400,.250,,.000,0,,.235,.000,,0,0,masonro01
120,Jason Maxiell,C,24,DET,17,371,.625,7.5,,1.000,.453,.109,.234,.203,.000,,.625,.690,.714,.333,.769,,,.850,,,.219,13,,,,,0,0,maxieja01
121,Antonio McDyess,PF,33,DET,17,468,.538,13.4,,1.000,.244,.017,.134,.605,.000,,.538,.690,.000,.438,.514,,,.875,,,.034,4,,,,,0,0,mcdyean01
122,Tracy McGrady*,SG,28,HOU,6,247,.425,14.0,,.836,.233,.116,.082,.404,.164,,.467,.559,.412,.333,.458,.208,,.281,.600,,.014,2,,.042,.000,,0,0,mcgratr01
123,Dominic McGuire,SG,22,WAS,3,15,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,mcguido01
124,Chris Mihm,C,28,LAL,1,3,.000,13.0,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,mihmch01
125,C.J. Miles,SG,20,UTA,7,26,.357,22.6,,.429,.143,.000,.071,.214,.571,,.500,1.000,,.000,.333,.250,,1.000,1.000,,.071,1,,.000,,,1,0,milescj01
126,Andre Miller,PG,31,PHI,6,229,.438,11.0,,.966,.326,.124,.247,.270,.034,,.453,.621,.182,.500,.333,.000,,.385,,,.000,0,,.000,,,3,0,millean02
127,Paul Millsap,PF,22,UTA,12,210,.516,5.0,,.984,.613,.177,.065,.129,.016,,.525,.579,.545,.250,.375,.000,,.531,,,.065,4,,.000,,,0,0,millspa01
128,Jamario Moon,SF,27,TOR,5,104,.379,15.0,,.621,.310,.000,.138,.172,.379,,.389,.667,,.250,.000,.364,,.571,1.000,,.103,2,,.727,.500,,1,0,moonja01
129,Dikembe Mutombo*,C,41,HOU,6,123,.615,3.0,,1.000,.692,.231,.000,.077,.000,,.615,.778,.333,,.000,,,.750,,,.231,3,,,,,0,0,mutomdi01
130,Eduardo Nájera,PF,31,DEN,4,78,.500,10.4,,.643,.571,.000,.000,.071,.357,,.556,.625,,,.000,.400,,.600,1.000,,.071,1,,.400,.000,,0,0,najered01
131,Steve Nash*,PG,33,PHO,5,183,.457,15.8,,.714,.157,.086,.257,.214,.286,,.520,.364,.667,.556,.533,.300,,.000,.500,,.000,0,,.050,1.000,,1,0,nashst01
132,Jameer Nelson,PG,25,ORL,10,333,.504,14.5,,.637,.319,.044,.080,.195,.363,,.514,.639,.400,.333,.409,.488,,.081,.800,,.000,0,,.195,.375,,1,0,nelsoja01
133,Rasho Nesterović,C,31,TOR,5,77,.500,10.2,,1.000,.273,.227,.136,.364,.000,,.500,.500,.400,.667,.500,,,.909,,,.045,0,,,,,0,0,nestera01
134,Ira Newble,SF,33,LAL,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,newblir01
135,Steve Novak,SF,24,HOU,3,21,.750,24.7,,.250,.000,.000,.000,.250,.750,,1.000,,,,1.000,.667,,1.000,.500,,.000,0,,.000,,,0,0,novakst01
136,Dirk Nowitzki*,PF,29,DAL,5,211,.473,14.1,,.802,.176,.088,.253,.286,.198,,.507,.688,.625,.435,.423,.333,,.622,.833,,.033,3,,.056,.000,,0,0,nowitdi01
137,Shaquille O'Neal*,C,35,PHO,5,150,.440,4.8,,1.000,.440,.460,.100,.000,.000,,.440,.591,.304,.400,,,,.591,,,.140,5,,,,,0,0,onealsh01
138,Fabricio Oberto,C,32,SAS,17,331,.609,4.6,,1.000,.587,.217,.174,.022,.000,,.609,.630,.400,.875,.000,,,1.000,,,.000,0,,,,,0,0,obertfa01
139,Lamar Odom,PF,28,LAL,21,786,.491,5.7,,.950,.615,.161,.032,.142,.050,,.502,.582,.429,.000,.355,.273,,.606,1.000,,.124,24,,.182,.000,,0,0,odomla01
140,Mehmet Okur,C,28,UTA,12,462,.423,15.9,,.673,.186,.090,.109,.288,.327,,.448,.621,.071,.471,.444,.373,,.532,1.000,,.019,3,,.078,.500,,0,0,okurme01
141,Kevin Ollie,SG,35,PHI,3,19,.250,10.9,,1.000,.250,.000,.500,.250,.000,,.250,.000,,.500,.000,,,.000,,,.000,0,,,,,0,0,ollieke01
142,Zaza Pachulia,C,23,ATL,7,105,.280,9.2,,.960,.400,.120,.160,.280,.040,,.292,.300,.333,.000,.429,.000,,1.000,,,.000,0,,.000,,,0,0,pachuza01
143,Jannero Pargo,SG,28,NOH,12,265,.388,17.2,,.629,.155,.052,.095,.328,.371,,.411,.556,.000,.455,.395,.349,,.300,.733,,.000,0,,.302,.385,,1,0,pargoja01
144,Anthony Parker,SG,32,TOR,5,196,.408,17.0,,.653,.163,.082,.041,.367,.347,,.469,.375,1.000,1.000,.333,.294,,.733,.800,,.041,2,,.588,.400,,0,0,parkean01
