,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
29,J.J. Barea,PG,27,MIN,41,1032,.400,13.2,,.658,.289,.196,.084,.089,.342,,.415,.579,.280,.314,.270,.371,,.114,.547,,.000,0,,.140,.400,,1,0,bareajo01
30,Andrea Bargnani,C,26,TOR,31,1032,.432,14.9,,.762,.178,.143,.140,.302,.238,,.474,.616,.420,.500,.404,.296,,.646,.941,,.037,16,,.017,.000,,0,0,bargnan01
31,Matt Barnes,SF,31,LAL,63,1440,.452,12.4,,.643,.382,.160,.034,.067,.357,,.518,.615,.355,.462,.385,.333,,.744,.978,,.062,23,,.471,.354,,2,0,barnema02
32,Earl Barron,C,30,GSW,2,9,.500,9.1,,1.000,.250,.500,.000,.250,.000,,.500,1.000,.500,,.000,,,.500,,,.000,0,,,,,0,0,barroea01
33,Brandon Bass,PF,26,BOS,59,1868,.479,11.8,,1.000,.237,.100,.256,.407,.000,,.479,.553,.286,.500,.471,,,.772,,,.089,52,,,,,0,0,bassbr01
34,Tony Battie,C,35,PHI,27,295,.373,12.9,,.980,.098,.176,.314,.392,.020,,.380,.800,.333,.313,.350,.000,,.895,,,.059,3,,.000,,,0,0,battito01
35,Shane Battier,SF,33,MIA,65,1499,.387,17.6,,.373,.144,.134,.065,.031,.627,,.468,.571,.385,.368,.556,.339,,.686,.984,,.003,0,,.557,.392,,0,0,battish01
36,Nicolas Batum,SF,23,POR,59,1791,.451,14.7,,.573,.296,.075,.048,.153,.427,,.496,.663,.333,.290,.316,.391,,.670,.944,,.064,39,,.416,.368,,0,0,batumni01
37,Jerryd Bayless,PG,23,TOR,31,705,.424,17.5,,.623,.167,.076,.018,.362,.377,,.424,.565,.381,.400,.370,.423,,.260,.773,,.004,1,,.144,.600,,0,0,bayleje01
38,Michael Beasley,SF,23,MIN,47,1087,.445,13.2,,.797,.199,.193,.199,.205,.203,,.462,.626,.406,.374,.441,.376,,.421,.763,,.020,9,,.337,.441,,2,0,beaslmi01
39,Rodrigue Beaubois,PG,23,DAL,53,1151,.422,13.8,,.703,.272,.153,.108,.171,.297,,.479,.636,.426,.354,.355,.288,,.273,.763,,.031,10,,.227,.400,,4,0,beaubro01
40,Marco Belinelli,SG,25,NOH,66,1966,.417,18.0,,.586,.147,.073,.073,.293,.414,,.445,.624,.360,.320,.408,.377,,.760,.850,,.012,8,,.296,.405,,1,0,belinma01
41,Raja Bell,SG,35,UTA,34,796,.466,19.0,,.500,.115,.052,.006,.328,.500,,.540,.850,.778,.000,.404,.391,,.894,1.000,,.006,1,,.391,.441,,0,0,bellra01
42,Keith Benson,C,23,GSW,3,9,.000,1.7,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,bensoke02
43,Mike Bibby,PG,33,NYK,39,557,.282,22.0,,.315,.032,.024,.040,.218,.685,,.205,.250,.000,.000,.259,.318,,.625,.963,,.000,0,,.235,.500,,0,0,bibbymi01
44,Andris Biedriņš,C,25,GSW,47,739,.609,3.4,,1.000,.594,.359,.047,.000,.000,,.609,.737,.478,.000,,,,.769,,,.203,13,,,,,0,0,biedran01
45,Chauncey Billups,SG,35,LAC,20,607,.364,19.6,,.452,.101,.066,.053,.232,.548,,.340,.435,.133,.417,.340,.384,,.314,.771,,.000,0,,.168,.381,,0,0,billuch01
46,Bismack Biyombo,C,19,CHA,63,1455,.464,4.7,,1.000,.500,.356,.115,.029,.000,,.464,.619,.354,.219,.125,,,.698,,,.162,40,,,,,0,0,biyombi01
47,DeJuan Blair,PF,22,SAS,64,1363,.534,4.7,,.998,.516,.375,.091,.016,.002,,.535,.650,.418,.435,.125,.000,,.747,,,.016,7,,.000,,,0,0,blairde01
48,Steve Blake,PG,31,LAL,53,1237,.377,21.2,,.410,.049,.063,.052,.246,.590,,.436,.538,.412,.143,.485,.335,,.458,.849,,.000,0,,.373,.390,,3,0,blakest01
49,Andray Blatche,PF,25,WAS,26,626,.380,11.2,,.971,.273,.171,.139,.388,.029,,.382,.582,.333,.235,.316,.286,,.505,1.000,,.041,10,,.143,.000,,0,0,blatcan01
50,Eric Bledsoe,PG,22,LAC,40,464,.389,11.1,,.762,.413,.127,.063,.159,.238,,.448,.615,.188,.375,.250,.200,,.302,1.000,,.063,8,,.533,.188,,0,0,bledser01
51,Keith Bogans,SF,31,NJN,5,94,.381,15.6,,.429,.286,.095,.000,.048,.571,,.556,.333,1.000,,1.000,.250,,.600,1.000,,.000,0,,.500,.333,,0,0,boganke01
52,Andrew Bogut,C,27,MIL,12,364,.449,6.0,,.993,.324,.522,.096,.051,.007,,.452,.750,.282,.462,.286,.000,,.590,,,.074,10,,.000,,,0,0,bogutan01
53,Matt Bonner,PF,31,SAS,65,1326,.440,20.8,,.286,.037,.120,.046,.083,.714,,.490,.769,.452,.313,.517,.420,,.653,.990,,.006,1,,.204,.490,,0,0,bonnema01
54,Trevor Booker,PF,24,WAS,50,1261,.531,7.6,,.994,.452,.249,.073,.220,.006,,.531,.727,.388,.200,.400,.500,,.583,1.000,,.129,42,,.000,,,0,0,booketr01
55,Carlos Boozer,PF,30,CHI,66,1948,.532,9.9,,.999,.296,.166,.259,.278,.001,,.533,.695,.514,.454,.444,.000,,.725,,,.037,30,,.000,,,0,0,boozeca01
56,Chris Bosh*,PF,27,MIA,57,2007,.487,10.6,,.957,.310,.180,.154,.314,.043,,.496,.676,.352,.476,.411,.286,,.640,1.000,,.090,66,,.457,.313,,1,0,boshch01
57,Earl Boykins,PG,35,HOU,8,111,.333,18.3,,.750,.028,.083,.167,.472,.250,,.370,1.000,.667,.333,.294,.222,,.300,1.000,,.000,0,,.111,.000,,0,0,boykiea01
58,Craig Brackins,PF,24,PHI,14,88,.273,17.0,,.727,.121,.061,.182,.364,.273,,.250,.750,.000,.167,.167,.333,,.667,1.000,,.000,0,,.222,1.000,,0,0,brackcr01
59,Avery Bradley,PG,21,BOS,64,1368,.498,11.1,,.866,.410,.087,.057,.311,.134,,.511,.661,.200,.522,.400,.407,,.629,1.000,,.045,14,,.648,.571,,0,0,bradlav01
60,Elton Brand,C,32,PHI,60,1732,.494,10.3,,.998,.165,.255,.435,.143,.002,,.495,.688,.439,.455,.494,.000,,.763,,,.038,21,,1.000,.000,,0,0,brandel01
61,Corey Brewer,SF,25,DEN,59,1287,.434,10.5,,.726,.441,.145,.056,.084,.274,,.500,.603,.343,.346,.333,.260,,.744,1.000,,.095,37,,.693,.284,,2,0,breweco01
62,Ronnie Brewer,SG,26,CHI,66,1635,.427,12.3,,.845,.369,.058,.072,.346,.155,,.455,.610,.308,.406,.325,.275,,.731,.947,,.088,33,,.696,.313,,0,0,brewero02
63,Jon Brockman,PF,24,MIL,35,239,.333,7.0,,.978,.600,.089,.089,.200,.022,,.341,.407,.000,.500,.222,.000,,.467,,,.022,0,,.000,,,0,0,brockjo01
64,MarShon Brooks,SG,23,NJN,56,1648,.428,13.5,,.766,.222,.173,.156,.214,.234,,.463,.592,.486,.380,.372,.313,,.286,.660,,.020,12,,.180,.370,,0,0,brookma01
65,Derrick Brown,SF,24,CHA,65,1443,.518,8.4,,.941,.499,.095,.103,.244,.059,,.535,.686,.282,.429,.370,.250,,.621,.833,,.144,56,,.792,.316,,0,0,brownde04
66,Kwame Brown,C,29,GSW,9,187,.525,2.9,,1.000,.725,.225,.050,.000,.000,,.525,.655,.111,.500,,,,.762,,,.125,4,,,,,0,0,brownkw01
67,Shannon Brown,SG,26,PHO,59,1400,.420,15.7,,.686,.232,.090,.062,.301,.314,,.446,.669,.278,.297,.356,.362,,.541,.721,,.050,29,,.277,.365,,5,0,brownsh01
68,Kobe Bryant*,SG,33,LAL,58,2232,.430,15.0,,.785,.132,.164,.197,.293,.215,,.464,.688,.434,.403,.422,.303,,.409,.644,,.023,28,,.108,.355,,1,0,bryanko01
69,Chase Budinger,SF,23,HOU,58,1298,.442,15.7,,.535,.206,.134,.074,.121,.465,,.476,.680,.302,.514,.298,.402,,.650,.955,,.042,19,,.447,.480,,0,0,budinch01
70,Alec Burks,SG,20,UTA,59,939,.429,10.9,,.874,.364,.188,.062,.261,.126,,.442,.638,.269,.273,.333,.333,,.514,.867,,.050,17,,.267,.333,,2,0,burksal01
71,Caron Butler,SF,31,LAC,63,1871,.407,17.2,,.635,.146,.081,.092,.316,.365,,.435,.563,.316,.492,.390,.358,,.667,.946,,.028,16,,.354,.363,,1,0,butleca01
72,Jimmy Butler,SG,22,CHI,42,359,.405,10.4,,.861,.354,.203,.089,.215,.139,,.441,.500,.375,.571,.353,.182,,.633,1.000,,.063,3,,.273,.333,,0,0,butleji01
73,Rasual Butler,SF,32,TOR,34,453,.308,20.1,,.421,.053,.053,.060,.256,.579,,.357,.429,.286,.125,.412,.273,,.750,.952,,.015,2,,.519,.275,,0,0,butlera01
74,Derrick Byars,PF,27,SAS,2,37,.273,14.7,,.455,.364,.091,.000,.000,.545,,.600,.750,.000,,,.000,,.667,,,.000,0,,.333,.000,,0,0,byarsde01
75,Andrew Bynum,C,24,LAL,60,2112,.558,4.6,,.994,.476,.435,.068,.015,.006,,.560,.755,.405,.296,.083,.200,,.675,1.000,,.176,136,,.200,.000,,0,0,bynuman01
76,Will Bynum,PG,29,DET,36,514,.381,10.1,,.851,.438,.144,.072,.196,.149,,.406,.529,.286,.286,.263,.241,,.194,.857,,.015,1,,.310,.222,,3,0,bynumwi01
77,José Calderón,PG,30,TOR,53,1799,.457,18.5,,.667,.107,.034,.086,.440,.333,,.500,.725,.438,.439,.462,.371,,.239,.797,,.000,0,,.038,.167,,0,0,caldejo01
78,Marcus Camby,C,37,TOT,59,1352,.446,7.9,,.983,.481,.160,.108,.233,.017,,.447,.500,.370,.387,.418,.400,,.611,1.000,,.028,7,,.200,.000,,1,0,cambyma01
78,Marcus Camby,C,37,POR,40,894,.416,6.3,,1.000,.578,.124,.112,.186,.000,,.416,.484,.150,.333,.433,,,.612,,,.031,5,,,,,0,0,cambyma01
78,Marcus Camby,C,37,HOU,19,458,.484,9.9,,.960,.357,.206,.103,.294,.040,,.488,.533,.538,.462,.405,.400,,.610,1.000,,.024,2,,.200,.000,,1,0,cambyma01
79,Brian Cardinal,SF,34,DAL,44,277,.255,22.6,,.109,.055,.000,.000,.055,.891,,.667,1.000,,,.333,.204,,1.000,1.000,,.000,0,,.571,.286,,0,0,cardibr01
80,DeMarre Carroll,SF-PF,25,TOT,24,348,.410,13.3,,.819,.238,.190,.048,.343,.181,,.419,.600,.350,.200,.361,.368,,.583,1.000,,.029,3,,.474,.111,,0,0,carrode01
80,DeMarre Carroll,PF,25,DEN,4,21,1.000,8.4,,1.000,.333,.333,.167,.167,.000,,1.000,1.000,1.000,1.000,1.000,,,.333,,,.167,1,,,,,0,0,carrode01
80,DeMarre Carroll,SF,25,UTA,20,327,.374,13.6,,.808,.232,.182,.040,.354,.192,,.375,.565,.278,.000,.343,.368,,.633,1.000,,.020,2,,.474,.111,,0,0,carrode01
81,Matt Carroll,SG,31,CHA,53,596,.331,16.2,,.726,.191,.076,.025,.433,.274,,.386,.500,.167,.500,.368,.186,,.727,1.000,,.000,0,,.372,.313,,0,0,carroma01
82,Anthony Carter,PG,36,TOR,24,209,.321,19.4,,.679,.151,.075,.113,.340,.321,,.333,.750,.500,.333,.111,.294,,.333,.600,,.000,0,,.059,.000,,3,0,cartean01
83,Vince Carter,SG,35,DAL,61,1542,.411,14.7,,.622,.227,.146,.090,.159,.378,,.442,.610,.316,.367,.360,.361,,.262,.865,,.044,20,,.249,.333,,1,0,cartevi01
84,Omri Casspi,SF,23,CLE,65,1341,.403,13.0,,.592,.320,.165,.063,.044,.408,,.463,.553,.338,.308,.500,.315,,.655,.906,,.061,23,,.298,.320,,0,0,casspom01
85,Mario Chalmers,PG,25,MIA,64,1825,.448,16.9,,.478,.187,.118,.074,.098,.522,,.513,.581,.458,.595,.388,.388,,.262,.891,,.002,1,,.285,.419,,1,0,chalmma01
86,Tyson Chandler,C,29,NYK,62,2061,.679,2.3,,.994,.820,.152,.014,.008,.006,,.683,.753,.389,.200,.000,.000,,.809,,,.403,134,,.500,.000,,1,0,chandty01
87,Wilson Chandler,SF,24,DEN,8,215,.392,12.8,,.848,.304,.101,.127,.316,.152,,.418,.667,.375,.200,.280,.250,,.250,.667,,.051,4,,.083,.000,,1,0,chandwi01
88,Josh Childress,SF,28,PHO,34,491,.485,7.9,,.758,.586,.121,.030,.020,.242,,.587,.707,.083,.667,.000,.167,,.636,1.000,,.131,13,,.625,.067,,0,0,childjo01
89,Earl Clark,PF,24,ORL,45,559,.367,10.5,,1.000,.345,.129,.151,.374,.000,,.367,.542,.167,.381,.269,,,.765,,,.094,11,,,,,0,0,clarkea01
90,Norris Cole,PG,23,MIA,65,1260,.393,12.0,,.831,.336,.142,.084,.269,.169,,.417,.523,.281,.395,.364,.276,,.321,.810,,.002,1,,.276,.333,,1,0,coleno01
91,Jason Collins,C,33,ATL,30,308,.400,8.7,,1.000,.500,.050,.100,.350,.000,,.400,.600,.500,.250,.143,,,.938,,,.100,4,,,,,0,0,collija04
92,Darren Collison,PG,24,IND,60,1878,.440,12.9,,.820,.260,.143,.136,.281,.180,,.457,.551,.347,.380,.463,.362,,.281,.765,,.008,3,,.362,.412,,2,0,collida01
93,Nick Collison,PF,31,OKC,63,1307,.597,5.7,,.995,.642,.124,.070,.159,.005,,.600,.690,.360,.357,.531,.000,,.683,,,.144,28,,.000,,,0,0,collini01
94,Mike Conley,PG,24,MEM,62,2174,.433,13.2,,.768,.282,.167,.061,.257,.232,,.450,.622,.307,.357,.375,.377,,.195,.883,,.000,0,,.214,.500,,2,0,conlemi01
95,Brian Cook,PF,31,TOT,32,276,.316,18.9,,.490,.163,.051,.061,.214,.510,,.438,.625,.400,.000,.429,.200,,.857,1.000,,.020,2,,.020,.000,,0,0,cookbr01
95,Brian Cook,PF,31,LAC,16,121,.224,19.1,,.449,.163,.041,.102,.143,.551,,.273,.500,.000,.000,.286,.185,,1.000,1.000,,.000,0,,.037,.000,,0,0,cookbr01
95,Brian Cook,PF,31,WAS,16,155,.408,18.7,,.531,.163,.061,.020,.286,.469,,.577,.750,.667,.000,.500,.217,,.800,1.000,,.041,2,,.000,,,0,0,cookbr01
96,Daequan Cook,SG,24,OKC,57,989,.368,22.4,,.230,.027,.027,.027,.149,.770,,.441,.625,.375,.375,.432,.346,,.633,.975,,.003,0,,.360,.378,,1,0,cookda02
97,DeMarcus Cousins,C,21,SAC,64,1950,.448,7.5,,.986,.422,.285,.071,.207,.014,,.453,.583,.316,.352,.411,.143,,.466,1.000,,.080,72,,.286,.250,,1,0,couside01
98,Jamal Crawford,PG,31,POR,60,1613,.384,16.8,,.647,.141,.128,.099,.280,.353,,.426,.548,.287,.384,.442,.308,,.236,.825,,.007,5,,.300,.462,,6,0,crawfja01
99,Jordan Crawford,SG,23,WAS,64,1753,.400,15.5,,.687,.196,.117,.118,.256,.313,,.451,.602,.304,.408,.422,.289,,.300,.684,,.017,14,,.205,.357,,2,1,crawfjo02
100,Dante Cunningham,PF,24,MEM,64,1124,.516,10.2,,.993,.380,.111,.151,.351,.007,,.520,.792,.387,.357,.337,.000,,.715,,,.079,20,,.000,,,1,0,cunnida01
101,Eddy Curry,C,29,MIA,14,83,.462,2.5,,1.000,.769,.192,.038,.000,.000,,.462,.500,.400,.000,,,,.667,,,.192,5,,,,,0,0,curryed01
102,Stephen Curry,PG,23,GSW,26,732,.490,18.0,,.591,.108,.101,.081,.301,.409,,.514,.563,.267,.292,.640,.455,,.333,.782,,.000,0,,.190,.652,,0,0,curryst01
103,Samuel Dalembert,C,30,HOU,65,1446,.506,6.8,,.997,.420,.273,.190,.114,.003,,.508,.651,.444,.320,.444,.000,,.600,,,.170,59,,.000,,,1,0,dalemsa01
104,Erick Dampier,C,36,ATL,15,83,.125,2.4,,1.000,.750,.250,.000,.000,.000,,.125,.167,.000,,,,,.000,,,.000,0,,,,,0,0,dampier01
105,Marquis Daniels,SG,31,BOS,38,484,.364,8.5,,.930,.434,.280,.098,.119,.070,,.391,.565,.175,.429,.235,.000,,.654,,,.042,6,,.300,.000,,3,0,daniema01
106,Baron Davis,PG,32,NYK,29,595,.370,16.7,,.538,.163,.141,.120,.114,.462,,.424,.600,.269,.455,.333,.306,,.071,.731,,.000,0,,.094,.500,,0,0,davisba01
107,Ed Davis,PF,22,TOR,66,1534,.513,6.8,,.997,.391,.313,.200,.093,.003,,.515,.771,.429,.269,.258,.000,,.715,,,.131,40,,.000,,,1,0,davised01
108,Glen Davis,PF,26,ORL,61,1427,.421,9.9,,.974,.318,.223,.159,.273,.026,,.429,.606,.378,.365,.301,.143,,.650,1.000,,.032,13,,.000,,,1,0,davisgl01
109,Josh Davis,PF,31,MEM,15,130,.370,15.2,,.519,.370,.000,.037,.111,.481,,.429,.500,,.000,.333,.308,,.500,1.000,,.074,0,,.077,1.000,,0,0,davisjo02
110,Eric Dawson,C,27,SAS,4,39,.583,10.5,,1.000,.417,.000,.167,.417,.000,,.583,.600,,.500,.600,,,.714,,,.000,0,,,,,0,0,dawsoer01
111,Austin Daye,SF,23,DET,41,603,.322,16.0,,.727,.137,.106,.145,.339,.273,,.364,.645,.417,.242,.286,.210,,.567,1.000,,.000,0,,.226,.143,,0,0,dayeau01
112,Carlos Delfino,SF,29,MIL,54,1537,.402,17.3,,.472,.214,.060,.044,.155,.528,,.449,.577,.333,.500,.300,.360,,.448,.919,,.020,8,,.364,.356,,0,0,delfica01
113,Luol Deng,SF,26,CHI,54,2129,.412,14.4,,.715,.232,.162,.053,.269,.285,,.430,.646,.344,.125,.355,.367,,.530,.987,,.019,14,,.330,.366,,4,0,denglu01
114,Justin Dentmon,PG,26,TOT,6,91,.357,18.1,,.500,.179,.036,.036,.250,.500,,.571,.400,.000,1.000,.714,.143,,.250,1.000,,.000,0,,.214,.000,,0,0,dentmju01
114,Justin Dentmon,PG,26,SAS,2,19,.333,19.5,,.333,.167,.000,.000,.167,.667,,1.000,1.000,,,1.000,.000,,.000,,,.000,0,,.500,.000,,0,0,dentmju01
114,Justin Dentmon,PG,26,TOR,4,72,.364,17.7,,.545,.182,.045,.045,.273,.455,,.500,.250,.000,1.000,.667,.200,,.333,1.000,,.000,0,,.100,.000,,0,0,dentmju01
115,DeMar DeRozan,SG,22,TOR,63,2206,.422,12.7,,.898,.248,.142,.179,.329,.102,,.440,.589,.445,.407,.343,.261,,.630,.792,,.043,35,,.272,.400,,2,0,derozde01
116,Boris Diaw,PF,29,TOT,57,1424,.444,12.6,,.718,.319,.160,.063,.177,.282,,.496,.589,.411,.318,.468,.313,,.624,.935,,.006,2,,.030,.333,,0,0,diawbo01
116,Boris Diaw,PF,29,CHA,37,1018,.410,13.3,,.696,.283,.166,.071,.177,.304,,.472,.563,.404,.300,.460,.267,,.591,.913,,.007,2,,.023,.000,,0,0,diawbo01
116,Boris Diaw,PF,29,SAS,20,406,.588,9.8,,.809,.471,.132,.029,.176,.191,,.582,.656,.444,.500,.500,.615,,.719,1.000,,.000,0,,.077,1.000,,0,0,diawbo01
117,Ike Diogu,PF,28,SAS,2,14,.000,4.0,,1.000,.500,.500,.000,.000,.000,,.000,.000,.000,,,,,,,,.000,0,,,,,0,0,dioguik01
118,DeSagana Diop,C,30,CHA,27,325,.357,9.2,,1.000,.310,.190,.286,.214,.000,,.357,.538,.375,.250,.222,,,.800,,,.048,2,,,,,0,0,diopde01
119,Keyon Dooling,SG,31,BOS,46,662,.405,18.3,,.503,.141,.067,.061,.233,.497,,.476,.652,.273,.400,.447,.333,,.359,.926,,.006,1,,.370,.400,,0,0,doolike01
120,Toney Douglas,PG,25,NYK,38,656,.324,16.2,,.597,.166,.134,.124,.172,.403,,.387,.542,.308,.389,.300,.231,,.328,.852,,.000,0,,.111,.308,,0,0,douglto01
121,Goran Dragić,PG,25,HOU,66,1752,.462,13.2,,.663,.305,.133,.105,.120,.337,,.525,.710,.363,.365,.375,.337,,.177,.618,,.022,12,,.178,.278,,0,0,dragigo01
122,Jared Dudley,SG,26,PHO,65,2020,.485,14.9,,.675,.243,.084,.110,.238,.325,,.535,.705,.407,.366,.484,.383,,.681,.988,,.008,5,,.344,.403,,1,0,dudleja01
123,Chris Duhon,PG,29,ORL,63,1226,.419,18.5,,.414,.187,.089,.020,.118,.586,,.417,.526,.222,.500,.375,.420,,.229,.720,,.000,0,,.193,.522,,1,0,duhonch01
124,Tim Duncan*,C,35,SAS,58,1634,.492,9.7,,.995,.261,.278,.173,.282,.005,,.495,.691,.353,.457,.478,.000,,.615,,,.049,35,,.500,.000,,0,0,duncati01
125,Mike Dunleavy,SF,31,MIL,55,1445,.474,16.1,,.587,.230,.065,.073,.218,.413,,.527,.672,.394,.378,.464,.399,,.763,.964,,.004,2,,.279,.466,,0,0,dunlemi02
126,Kevin Durant,SF,23,OKC,66,2546,.496,13.8,,.735,.213,.157,.184,.182,.265,,.535,.739,.448,.424,.483,.387,,.396,.805,,.082,102,,.047,.500,,1,0,duranke01
