,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
37,Shane Battier,SF,35,MIA,73,1468,.382,20.1,,.236,.102,.091,.029,.015,.764,,.492,.643,.440,.375,.000,.348,,.625,.959,,.004,1,,.462,.392,,0,0,battish01
38,Nicolas Batum,SF,25,POR,82,2956,.465,16.9,,.509,.219,.055,.077,.159,.491,,.566,.760,.378,.444,.423,.361,,.542,.903,,.061,43,,.251,.366,,1,0,batumni01
39,Jerryd Bayless,PG,25,TOT,72,1686,.402,17.0,,.656,.141,.089,.083,.342,.344,,.425,.517,.364,.471,.393,.358,,.372,.908,,.010,3,,.283,.400,,0,0,bayleje01
39,Jerryd Bayless,PG,25,MEM,31,650,.377,16.5,,.653,.151,.109,.088,.305,.347,,.417,.472,.500,.524,.329,.301,,.323,1.000,,.017,2,,.361,.367,,0,0,bayleje01
39,Jerryd Bayless,PG,25,BOS,41,1036,.418,17.4,,.659,.135,.077,.079,.365,.341,,.430,.549,.241,.433,.428,.395,,.402,.863,,.005,1,,.233,.433,,0,0,bayleje01
40,Aron Baynes,C,27,SAS,53,491,.436,6.1,,1.000,.460,.282,.178,.080,.000,,.436,.560,.391,.207,.385,,,.648,,,.098,15,,,,,0,0,baynear01
41,Kent Bazemore,SG,24,TOT,67,911,.429,14.8,,.627,.271,.143,.052,.160,.373,,.484,.645,.306,.389,.400,.336,,.375,.674,,.029,9,,.195,.400,,4,0,bazemke01
41,Kent Bazemore,SG,24,GSW,44,268,.371,17.4,,.598,.227,.113,.021,.237,.402,,.448,.636,.364,.000,.348,.256,,.231,.400,,.031,2,,.179,.143,,3,0,bazemke01
41,Kent Bazemore,SG,24,LAL,23,643,.451,13.8,,.638,.289,.154,.065,.130,.362,,.497,.648,.289,.438,.438,.371,,.423,.758,,.028,7,,.202,.500,,1,0,bazemke01
42,Bradley Beal,SG,20,WAS,73,2530,.419,16.7,,.701,.151,.065,.124,.361,.299,,.426,.618,.387,.364,.373,.402,,.513,.942,,.019,20,,.329,.389,,1,0,bealbr01
43,Michael Beasley,SF,25,MIA,55,831,.499,11.3,,.848,.307,.206,.132,.203,.152,,.518,.670,.521,.383,.375,.389,,.551,1.000,,.062,19,,.352,.474,,0,0,beaslmi01
44,Marco Belinelli,SF,27,SAS,80,2016,.485,17.0,,.578,.178,.094,.081,.226,.422,,.525,.734,.354,.482,.446,.430,,.739,.897,,.006,3,,.287,.452,,3,0,belinma01
45,Anthony Bennett,PF,20,CLE,52,663,.356,13.3,,.764,.293,.111,.071,.289,.236,,.390,.606,.200,.250,.277,.245,,.612,1.000,,.098,18,,.208,.273,,0,0,bennean01
46,Patrick Beverley,PG,25,HOU,56,1751,.414,15.9,,.470,.198,.181,.037,.054,.530,,.473,.568,.460,.333,.269,.361,,.206,.957,,.002,1,,.455,.345,,0,0,beverpa01
47,Andris Biedriņš,C,27,UTA,6,45,1.000,3.7,,1.000,.000,1.000,.000,.000,.000,,1.000,,1.000,,,,,1.000,,,.000,0,,,,,0,0,biedran01
48,Chauncey Billups,SG,37,DET,19,309,.304,21.1,,.392,.038,.089,.063,.203,.608,,.323,.333,.143,.000,.500,.292,,.300,.643,,.000,0,,.125,.500,,0,0,billuch01
49,Bismack Biyombo,C,21,CHA,77,1072,.611,3.4,,1.000,.660,.243,.083,.014,.000,,.611,.737,.371,.417,.000,,,.716,,,.257,37,,,,,0,0,biyombi01
50,DeJuan Blair,PF,24,DAL,78,1214,.534,5.1,,.995,.481,.387,.115,.013,.005,,.537,.640,.474,.333,.400,.000,,.733,,,.020,8,,.000,,,2,0,blairde01
51,Steve Blake,PG,33,TOT,55,1498,.377,20.9,,.405,.076,.040,.071,.218,.595,,.378,.593,.286,.320,.338,.376,,.241,.861,,.000,0,,.290,.410,,3,0,blakest01
51,Steve Blake,PG,33,LAL,27,891,.378,19.8,,.438,.099,.056,.082,.202,.562,,.353,.652,.231,.211,.298,.397,,.194,.846,,.000,0,,.298,.359,,1,0,blakest01
51,Steve Blake,PG,33,GSW,28,607,.375,22.8,,.342,.033,.008,.050,.250,.658,,.439,.250,1.000,.667,.400,.342,,.333,.889,,.000,0,,.278,.500,,2,0,blakest01
52,Andray Blatche,PF,27,BRK,73,1618,.476,10.2,,.920,.393,.160,.102,.264,.080,,.494,.660,.389,.377,.354,.278,,.539,.933,,.061,38,,.259,.357,,5,0,blatcan01
53,Eric Bledsoe,PG,24,PHO,43,1416,.477,12.4,,.748,.338,.137,.090,.183,.252,,.517,.665,.382,.420,.392,.357,,.126,.440,,.009,5,,.079,.545,,0,0,bledser01
54,Vander Blue,SG,21,BOS,3,15,.500,8.0,,.750,.000,.750,.000,.000,.250,,.667,,.667,,,.000,,.000,,,.000,0,,.000,,,0,0,blueva01
55,Keith Bogans,SG,33,BOS,6,55,.500,24.1,,.000,.000,.000,.000,.000,1.000,,,,,,,.500,,,1.000,,.000,0,,.667,.250,,0,0,boganke01
56,Andrew Bogut,C,29,GSW,67,1769,.627,3.1,,1.000,.696,.253,.032,.019,.000,,.627,.697,.442,.583,.571,,,.715,,,.259,91,,,,,0,0,bogutan01
57,Matt Bonner,PF,33,SAS,61,690,.445,18.9,,.402,.043,.213,.061,.085,.598,,.470,.714,.429,.200,.643,.429,,.774,.976,,.000,0,,.194,.579,,0,0,bonnema01
58,Trevor Booker,PF,26,WAS,72,1553,.551,7.4,,.995,.417,.280,.114,.184,.005,,.554,.726,.442,.457,.392,.000,,.635,,,.057,23,,.000,,,0,0,booketr01
59,Carlos Boozer,PF,32,CHI,76,2141,.456,9.5,,.998,.334,.161,.236,.267,.002,,.457,.615,.367,.377,.385,.000,,.711,,,.016,16,,.000,,,0,0,boozeca01
60,Chris Bosh*,C,29,MIA,79,2531,.516,13.4,,.771,.280,.106,.109,.276,.229,,.569,.712,.495,.481,.487,.339,,.773,.959,,.073,65,,.239,.365,,0,0,boshch01
61,Avery Bradley,SG,23,BOS,60,1855,.438,15.8,,.758,.187,.081,.064,.425,.242,,.451,.597,.284,.321,.439,.395,,.543,.937,,.027,17,,.625,.368,,0,0,bradlav01
62,Elton Brand,C,34,ATL,73,1414,.539,9.7,,.994,.244,.214,.392,.145,.006,,.542,.716,.479,.515,.417,.000,,.832,,,.024,8,,.500,.000,,0,0,brandel01
63,Corey Brewer,SF,27,MIN,81,2609,.481,10.3,,.739,.467,.129,.052,.090,.261,,.552,.679,.365,.310,.301,.280,,.675,.949,,.116,86,,.602,.307,,5,1,breweco01
64,Ronnie Brewer,SF,28,TOT,24,160,.200,16.8,,.467,.200,.067,.000,.200,.533,,.286,.667,.000,,.000,.125,,1.000,1.000,,.000,0,,.750,.167,,0,0,brewero02
64,Ronnie Brewer,SF,28,HOU,23,158,.200,16.8,,.467,.200,.067,.000,.200,.533,,.286,.667,.000,,.000,.125,,1.000,1.000,,.000,0,,.750,.167,,0,0,brewero02
64,Ronnie Brewer,SF,28,CHI,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,brewero02
65,Aaron Brooks,PG,29,TOT,72,1557,.401,15.2,,.573,.203,.210,.084,.076,.427,,.411,.500,.352,.347,.409,.387,,.139,.698,,.000,0,,.145,.444,,5,1,brookaa01
65,Aaron Brooks,PG,29,HOU,43,716,.395,16.0,,.498,.175,.236,.057,.030,.502,,.382,.413,.403,.333,.125,.409,,.160,.778,,.000,0,,.159,.476,,3,1,brookaa01
65,Aaron Brooks,PG,29,DEN,29,841,.406,14.6,,.635,.226,.189,.107,.113,.365,,.431,.556,.300,.353,.472,.362,,.126,.595,,.000,0,,.129,.400,,2,0,brookaa01
66,MarShon Brooks,SG,25,TOT,35,316,.456,11.5,,.800,.264,.280,.112,.144,.200,,.440,.636,.514,.214,.111,.520,,.295,.692,,.032,4,,.120,.667,,0,0,brookma01
66,MarShon Brooks,SG,25,BOS,10,73,.375,12.4,,.833,.250,.250,.083,.250,.167,,.350,.667,.167,.500,.167,.500,,.429,.500,,.000,0,,.000,,,0,0,brookma01
66,MarShon Brooks,SG,25,GSW,7,15,.385,9.6,,.846,.308,.308,.154,.077,.154,,.455,.750,.500,.000,.000,.000,,.400,,,.077,1,,.000,,,0,0,brookma01
66,MarShon Brooks,SG,25,LAL,18,228,.489,11.5,,.784,.261,.284,.114,.125,.216,,.464,.609,.600,.200,.091,.579,,.250,.727,,.034,3,,.158,.667,,0,0,brookma01
67,Lorenzo Brown,PG,23,PHI,26,224,.302,13.2,,.651,.314,.186,.070,.081,.349,,.411,.444,.500,.167,.286,.100,,.304,.667,,.000,0,,.267,.125,,0,0,brownlo01
68,Shannon Brown,SG,28,TOT,29,251,.364,10.0,,.970,.364,.106,.167,.333,.030,,.375,.750,.000,.364,.091,.000,,.583,,,.061,4,,.000,,,0,0,brownsh01
68,Shannon Brown,SG,28,SAS,10,103,.286,11.2,,.929,.250,.143,.179,.357,.071,,.308,.714,.000,.200,.200,.000,,.875,,,.036,1,,.000,,,0,0,brownsh01
68,Shannon Brown,SG,28,NYK,19,148,.421,9.1,,1.000,.447,.079,.158,.316,.000,,.421,.765,.000,.500,.000,,,.438,,,.079,3,,,,,0,0,brownsh01
69,Kobe Bryant*,SG,35,LAL,6,177,.425,14.7,,.781,.164,.123,.247,.247,.219,,.491,.750,.556,.500,.278,.188,,.250,.667,,.014,1,,.125,.000,,0,0,bryanko01
70,Chase Budinger,SF,25,MIN,41,751,.394,16.6,,.528,.205,.087,.059,.177,.472,,.433,.712,.318,.333,.200,.350,,.707,.976,,.028,7,,.275,.394,,0,0,budinch01
71,Reggie Bullock,SF,22,LAC,43,395,.355,20.2,,.397,.107,.050,.058,.182,.603,,.438,.846,.333,.286,.273,.301,,.762,.909,,.000,0,,.301,.500,,1,0,bullore01
72,Trey Burke,PG,21,UTA,70,2262,.380,16.8,,.625,.146,.124,.095,.261,.375,,.410,.511,.342,.318,.419,.330,,.270,.847,,.001,1,,.110,.405,,3,0,burketr01
73,Alec Burks,SG,22,UTA,78,2193,.457,11.5,,.828,.342,.197,.060,.229,.172,,.480,.644,.354,.420,.358,.350,,.327,.820,,.037,28,,.266,.395,,9,0,burksal01
74,Caron Butler,SF,33,TOT,56,1419,.394,19.4,,.539,.070,.041,.122,.306,.461,,.395,.474,.318,.394,.388,.394,,.565,.939,,.004,2,,.305,.395,,1,0,butleca01
74,Caron Butler,SF,33,MIL,34,821,.387,18.8,,.585,.096,.045,.119,.325,.415,,.406,.471,.313,.405,.400,.361,,.548,.943,,.006,2,,.224,.364,,0,0,butleca01
74,Caron Butler,SF,33,OKC,22,598,.409,20.4,,.452,.022,.032,.129,.269,.548,,.369,.500,.333,.375,.360,.441,,.613,.933,,.000,0,,.422,.419,,1,0,butleca01
75,Jimmy Butler,SG,24,CHI,67,2591,.397,14.6,,.654,.300,.071,.085,.198,.346,,.457,.596,.204,.407,.358,.283,,.594,.985,,.043,29,,.300,.431,,4,0,butleji01
76,Rasual Butler,SG,34,IND,50,378,.464,18.8,,.436,.145,.027,.100,.164,.564,,.521,.688,.333,.455,.444,.419,,.400,.885,,.045,5,,.548,.324,,0,0,butlera01
77,Dwight Buycks,PG,24,TOR,14,146,.313,15.7,,.646,.188,.167,.063,.229,.354,,.323,.667,.125,.333,.182,.294,,.500,1.000,,.000,0,,.118,.500,,0,0,buyckdw01
78,Andrew Bynum,C,26,TOT,26,516,.418,7.1,,1.000,.316,.404,.213,.067,.000,,.418,.521,.352,.375,.467,,,.479,,,.058,12,,,,,0,0,bynuman01
78,Andrew Bynum,C,26,CLE,24,480,.419,7.3,,1.000,.300,.404,.227,.069,.000,,.419,.508,.366,.370,.500,,,.482,,,.059,11,,,,,0,0,bynuman01
78,Andrew Bynum,C,26,IND,2,36,.409,5.0,,1.000,.455,.409,.091,.045,.000,,.409,.600,.222,.500,.000,,,.444,,,.045,1,,,,,0,0,bynuman01
79,Will Bynum,PG,31,DET,56,1054,.428,10.6,,.856,.337,.230,.060,.226,.144,,.446,.614,.313,.308,.371,.323,,.146,.500,,.000,0,,.048,.000,,1,0,bynumwi01
80,Nick Calathes,SG,24,MEM,71,1173,.457,10.7,,.804,.338,.219,.135,.113,.196,,.492,.657,.397,.333,.371,.311,,.374,.842,,.000,0,,.230,.500,,0,0,calatni01
81,José Calderón,PG,32,DAL,81,2468,.456,20.3,,.432,.092,.025,.051,.263,.568,,.464,.652,.263,.421,.426,.449,,.300,.848,,.000,0,,.172,.507,,2,0,caldejo01
82,Kentavious Caldwell-Pope,SG,20,DET,80,1583,.396,15.4,,.598,.267,.078,.065,.187,.402,,.447,.602,.333,.400,.291,.319,,.634,.966,,.048,17,,.357,.379,,3,0,caldwke01
83,Isaiah Canaan,PG,22,HOU,22,252,.356,18.7,,.368,.230,.046,.011,.069,.632,,.406,.500,.250,.000,.333,.327,,.308,.778,,.000,0,,.309,.353,,0,0,canaais01
84,DeMarre Carroll,SF,27,ATL,73,2341,.470,13.8,,.583,.312,.148,.031,.092,.417,,.548,.695,.368,.400,.390,.362,,.707,.938,,.037,23,,.388,.346,,0,0,carrode01
85,Vince Carter,SG,37,DAL,81,1973,.407,16.6,,.543,.184,.129,.081,.148,.457,,.418,.517,.410,.333,.350,.394,,.207,.760,,.021,15,,.159,.390,,4,0,cartevi01
86,Michael Carter-Williams,PG,22,PHI,70,2414,.405,10.6,,.803,.340,.248,.083,.132,.197,,.440,.553,.345,.364,.374,.264,,.255,.655,,.029,29,,.087,.389,,1,0,cartemi01
87,Omri Casspi,PF,25,HOU,71,1283,.422,14.2,,.571,.222,.239,.049,.059,.429,,.479,.692,.388,.250,.250,.347,,.696,.902,,.032,12,,.222,.359,,0,0,casspom01
88,Mario Chalmers,PG,27,MIA,73,2178,.454,12.7,,.596,.350,.182,.027,.038,.404,,.500,.602,.382,.067,.429,.385,,.216,.897,,.007,4,,.336,.513,,1,0,chalmma01
89,Tyson Chandler,C,31,NYK,55,1662,.593,3.7,,.997,.748,.124,.040,.084,.003,,.595,.689,.225,.308,.444,.000,,.770,,,.351,106,,.000,,,0,0,chandty01
90,Wilson Chandler,SF,26,DEN,62,1927,.416,16.1,,.524,.213,.129,.062,.121,.476,,.478,.643,.368,.348,.371,.348,,.497,.967,,.046,30,,.365,.406,,4,0,chandwi01
91,Josh Childress,SF,30,NOP,4,24,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,childjo01
92,Dionte Christmas,SF,27,PHO,31,198,.355,18.1,,.500,.194,.048,.032,.226,.500,,.419,.583,.333,.000,.357,.290,,.615,1.000,,.000,0,,.161,.400,,0,0,chrisdi01
93,Earl Clark,PF,26,TOT,54,768,.372,17.4,,.533,.161,.088,.077,.207,.467,,.403,.524,.435,.300,.333,.336,,.643,1.000,,.027,7,,.279,.235,,1,0,clarkea01
93,Earl Clark,PF,26,CLE,45,698,.375,17.7,,.517,.163,.075,.071,.208,.483,,.403,.538,.389,.235,.360,.345,,.700,1.000,,.025,6,,.284,.242,,1,0,clarkea01
93,Earl Clark,PF,26,NYK,9,70,.333,14.5,,.714,.143,.238,.143,.190,.286,,.400,.333,.600,.667,.000,.167,,.167,1.000,,.048,1,,.167,.000,,0,0,clarkea01
94,Ian Clark,SG,22,UTA,23,172,.388,16.0,,.537,.179,.164,.060,.134,.463,,.417,.500,.364,.500,.333,.355,,.400,.909,,.015,1,,.290,.333,,0,0,clarkia01
95,Victor Claver,SF,25,POR,21,184,.405,13.5,,.571,.381,.071,.024,.095,.429,,.583,.813,.000,.000,.250,.167,,.857,1.000,,.048,2,,.333,.167,,0,0,clavevi01
96,Norris Cole,PG,25,MIA,82,2014,.414,13.5,,.652,.322,.104,.050,.176,.348,,.451,.522,.346,.280,.432,.345,,.279,.983,,.006,3,,.552,.375,,0,0,coleno01
97,Jason Collins,C,35,BRK,22,172,.458,9.7,,.875,.417,.167,.083,.208,.125,,.524,.600,.500,.000,.600,.000,,.727,,,.042,1,,.667,.000,,0,0,collija04
98,Darren Collison,PG,26,LAC,80,2069,.467,14.0,,.728,.275,.089,.138,.225,.272,,.501,.649,.323,.448,.423,.376,,.344,.901,,.010,7,,.386,.479,,4,0,collida01
99,Nick Collison,PF,33,OKC,81,1353,.556,7.4,,.929,.577,.120,.025,.207,.071,,.580,.655,.552,.500,.400,.235,,.700,1.000,,.100,20,,.882,.200,,0,0,collini01
100,Mike Conley,PG,26,MEM,73,2446,.450,13.5,,.717,.266,.184,.069,.198,.283,,.484,.613,.379,.437,.426,.361,,.243,.695,,.002,2,,.168,.306,,5,0,conlemi01
101,Chris Copeland,SF,29,IND,41,265,.470,18.9,,.325,.162,.120,.026,.017,.675,,.579,.684,.571,.000,.500,.418,,.273,.909,,.000,0,,.089,.286,,0,0,copelch01
102,DeMarcus Cousins,C,23,SAC,71,2298,.496,7.9,,.994,.359,.324,.088,.223,.006,,.499,.673,.389,.390,.423,.000,,.533,,,.073,82,,.000,,,0,0,couside01
103,Robert Covington,SF,23,HOU,7,34,.429,21.6,,.214,.000,.143,.000,.071,.786,,.667,,.500,,1.000,.364,,1.000,1.000,,.000,0,,.364,.500,,0,0,covinro01
104,Allen Crabbe,SG,21,POR,15,100,.364,15.6,,.576,.242,.091,.061,.182,.424,,.316,.375,.333,.500,.167,.429,,.667,.833,,.000,0,,.286,.500,,0,0,crabbal01
105,Jamal Crawford,SG,33,LAC,69,2094,.416,18.0,,.559,.108,.110,.109,.232,.441,,.460,.624,.423,.364,.447,.361,,.362,.752,,.003,3,,.206,.380,,3,1,crawfja01
106,Jordan Crawford,SG-PG,25,TOT,81,1859,.415,16.0,,.638,.135,.180,.152,.171,.362,,.471,.566,.451,.533,.363,.316,,.165,.589,,.014,10,,.126,.417,,2,0,crawfjo02
